split,contrast,model_a,model_b,tier,learner_matched,horizon_y,metric,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m,ci_excludes_zero,note
temporal,logistic - logistic_cr,logistic,logistic_cr,secondary,True,10,e90_smoothnet,0.04003100454339403,0.03118855909721586,0.04261001180447556,0.03459330970200243,0.045468699384785635,0.0027738199394719276,0.04083086435383845,5941.867104933919,30,True,"same IPCW binomial learner, competing death as censoring versus as an event"
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,ici_smoothfg,0.006317712122743632,0.005796237319419756,0.006866679246182434,0.00575879894015104,0.006876625305336223,0.0002850596896694956,0.074718385049603,3276.630104966563,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,ici_smoothcsh,0.0063259869514098324,0.00580127364567376,0.006851314018720775,0.00578866422813745,0.006863309674682215,0.0002740365882359676,0.08110102729318344,2944.3690312906374,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,ici_smoothnet,0.006174421582934144,0.0021233801785407254,0.006579904060536702,0.004005425594324255,0.008343417571544033,0.0011065052609006412,0.005505890897613431,9194.423434703587,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e50_smoothfg,-0.00281161409454369,-0.0031742400207373524,-0.0013365378647651155,-0.0038916166081300763,-0.0017316115809573043,0.0005509303031664967,0.03484568327133814,6570.082922479288,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e50_smoothcsh,-0.0028751079644951496,-0.0031498185894202374,-0.0012588489274642587,-0.003963693929126971,-0.0017865219998633285,0.000555318724673285,0.028383910974304954,7268.844792094674,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e50_smoothnet,-0.0015750941895518599,-0.0030096448222233442,-3.151112386026514e-05,-0.003216225224556594,6.603684545287416e-05,0.0008370419010287764,0.06999150318356756,3553.0564438607475,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e90_smoothfg,0.027009327302314017,0.024983530020061165,0.029364085320683218,0.024746893102432655,0.02927176150219538,0.0011536877770395983,0.09971853752626761,2194.7008263092243,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e90_smoothcsh,0.026741658037412918,0.024718453871304825,0.029050518028084296,0.0244566203155433,0.029026695759282534,0.001165296714300009,0.0907789806913663,2518.558738693236,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e90_smoothnet,0.025315437939472885,0.011159168211947679,0.028262607330930133,0.016659491266728367,0.0339713846122174,0.004415733859769291,0.018681433401905163,8266.769250594716,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,ici_concordant_austin,0.0016079519427692006,0.0008995356339415222,0.002491564362587725,0.0008290771439210521,0.002386826741617349,0.00039731703401058206,0.03661088195091262,6381.7248480383405,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e50_concordant_austin,-0.0025220140843893665,-0.0029499943931451103,-0.0015402098619807516,-0.003278743016677239,-0.0017652851521014936,0.0003859962919013851,0.052738862586544324,4818.013957153233,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,cox_naive - fine_gray,cox_naive,fine_gray,secondary,False,10,e90_concordant_austin,0.010497029157171963,0.007910501603652895,0.013584915265312381,0.007640827220031269,0.013353231094312657,0.0014569197135712146,0.05068727997835639,4997.370312356342,30,True,differs in the target of estimation as well as in the handling of competing risk
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,ici_smoothfg,0.004986481389723911,0.003232682976252619,0.007619718959175323,0.0027494344888924866,0.007223528290555336,0.001129862457666871,0.5016466289113959,120.0112334256088,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,ici_smoothcsh,0.0048988609819127634,0.0032740801561152734,0.00729308950362846,0.0028333775651458695,0.006964344398679658,0.0010396459156397364,0.5833616731702447,89.85520601226351,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,ici_smoothnet,0.0052514532910461495,0.0033447044747061875,0.008293928719259578,0.0027213421899210527,0.007781564392171246,0.0012819657448945776,0.41198504737771563,174.9252171907988,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,e50_smoothfg,-0.0018961416058270867,-0.004161074708095697,0.00035478170326698987,-0.004323499914004506,0.0005312167023503328,0.0012272026543711466,0.4754318590264628,133.00600100579658,30,False,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,e50_smoothcsh,-0.0025123411172753227,-0.004622232169498618,-1.6270552638388087e-05,-0.0049159694559094864,-0.00010871277864115932,0.001214161463766779,0.4981640475136939,121.62388410328029,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,e50_smoothnet,-0.00241561958623502,-0.004479090885665735,0.00036293392182499645,-0.005051777827835152,0.00022053865536511216,0.0013353406601575172,0.4201948705038237,168.45374981528028,30,False,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,e90_smoothfg,0.012727078624813792,0.005715712416677905,0.020477687078761516,0.005135670629182863,0.02031848662044472,0.0038024777513078565,0.683782631549821,66.22611295830163,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,e90_smoothcsh,0.012903224278399255,0.005723467897637525,0.020716095180067427,0.005201566945603175,0.020604881611195336,0.0038586571906077554,0.6790295865094054,67.1207353955407,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,gbs_naive - deephit,gbs_naive,deephit,not_matched,False,10,e90_smoothnet,0.016882949585718062,0.009529356202615592,0.023827455010898196,0.009182172419871534,0.02458372675156459,0.003871236730491774,0.6108799000112902,82.24675229603132,30,True,NOT a learner-matched pair: gradient-boosted Cox against a deep ranking model. They share no learner. Reported to show that the pairing structure carries the result.
temporal,deephit - nfg,deephit,nfg,secondary,False,10,ici_smoothfg,0.0027522429620382865,1.973770153731806e-06,0.0054573309503791615,-0.00019486176453857584,0.005699347688615149,0.0014722493583501977,0.7330008803712519,57.92850295046347,30,True,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,ici_smoothcsh,0.00293289921259713,0.00035300450938327506,0.005574539934755883,-0.00014675960486091027,0.0060125580300551705,0.0015294998658540893,0.8304118873423444,45.48807680277268,30,True,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,ici_smoothnet,0.0022518273891688604,-0.001498438167369007,0.004979736957138963,-0.0010503418898000585,0.00555399666813778,0.0016733145189326236,0.4090219536470039,177.35352233062443,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,e50_smoothfg,0.0010452775080341233,-0.0007579176619862451,0.003106070828673823,-0.0010876755284963992,0.0031782305445646458,0.0010738385763687634,0.5785224846732978,91.30305281196071,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,e50_smoothcsh,0.0016658551789906135,-0.00042622892887506753,0.003516204226576597,-0.0004995926940892601,0.003831303052070487,0.0010887170355956396,0.6083170329960884,82.91332559188265,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,e50_smoothnet,0.0015605748885006434,-0.0006835860249774397,0.0034697735915841317,-0.0007721597795644056,0.003893309556565692,0.0011777163293891335,0.5119142759938682,115.44086419880955,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,e90_smoothfg,0.007243312621597354,-0.0027956640126489585,0.01611134817863294,-0.004090525876109338,0.018577151119304046,0.005522581834849395,1.0425103387826584,26.876514721236784,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,e90_smoothcsh,0.00676222077855867,-0.00344661288291645,0.015565406071028845,-0.00460667263485918,0.018131114191976522,0.005538614034662465,1.043348692511788,26.768715407066452,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
temporal,deephit - nfg,deephit,nfg,secondary,False,10,e90_smoothnet,0.00718847909864847,-0.004472288937549057,0.015435319769267077,-0.005383262267839175,0.019760220465136116,0.006291364095770702,0.7009485042116725,63.140267883460886,30,False,"Both are competing-risk deep models fitted as 10-member ensembles, so this contrast isolates the training objective (ranking-weighted likelihood versus a monotone cumulative-incidence parameterisation) rather than the competing-risk assumption. Not learner-matched in the sense used for the naive-versus-competing pairs."
