task,n,mean_risk10,secs
gbs_naive__cvr2f2__imp16.parquet,8230,0.04400156220268047,1.994187593460083
gbs_naive__cvr2f1__imp16.parquet,8230,0.04419750695575707,2.003687858581543
gbs_naive__temporal__imp18.parquet,9329,0.05066532674201663,1.028763771057129
gbs_naive__cvr2f4__imp16.parquet,8229,0.04387322954172947,2.016817092895508
logistic__cvr0f1__imp19.parquet,8230,0.06253670026915731,0.3402900695800781
logistic__cvr0f2__imp19.parquet,8230,0.05883314262887094,0.35289525985717773
logistic__cvr0f0__imp19.parquet,8232,0.06181783769514459,0.3821384906768799
logistic_cr__temporal__imp19.parquet,9329,0.0423840494601481,0.17957472801208496
gbs_naive__cvr1f3__imp16.parquet,8230,0.04537866543191119,2.153852701187134
logistic__cvr0f4__imp19.parquet,8229,0.06003681068090224,0.3387913703918457
logistic__cvr0f3__imp19.parquet,8230,0.06025133372780051,0.3760643005371094
logistic__cvr1f4__imp19.parquet,8229,0.058416933994334314,0.3271756172180176
logistic__cvr1f1__imp19.parquet,8230,0.062029992916757974,0.3393268585205078
logistic__cvr1f3__imp19.parquet,8230,0.06180563444814161,0.34686708450317383
logistic__cvr1f0__imp19.parquet,8232,0.06051331238776393,0.3694884777069092
logistic__cvr2f1__imp19.parquet,8230,0.05962029971145874,0.34081339836120605
logistic__cvr2f0__imp19.parquet,8232,0.061913263884447726,0.3553962707519531
logistic__cvr2f3__imp19.parquet,8230,0.0600242842804536,0.3362271785736084
logistic__cvr2f2__imp19.parquet,8230,0.06073058898165785,0.34995341300964355
gbs_naive__cvr1f2__imp17.parquet,8230,0.044417985494375686,1.7276341915130615
logistic__cvr1f2__imp19.parquet,8230,0.060684570960878724,0.41422319412231445
logistic__cvr2f4__imp19.parquet,8229,0.06125868661374517,0.3633151054382324
logistic_cr__cvr0f1__imp19.parquet,8230,0.04718791973419504,0.3554210662841797
logistic_cr__cvr0f2__imp19.parquet,8230,0.0438461439865417,0.3559226989746094
logistic_cr__cvr0f3__imp19.parquet,8230,0.0451940377917895,0.3536643981933594
logistic_cr__cvr0f0__imp19.parquet,8232,0.04636733933418017,0.41188597679138184
logistic_cr__cvr0f4__imp19.parquet,8229,0.04522665909443578,0.3446497917175293
logistic_cr__cvr1f0__imp19.parquet,8232,0.04569608358269746,0.3506772518157959
logistic_cr__cvr1f1__imp19.parquet,8230,0.046395092186604904,0.35077810287475586
logistic_cr__cvr1f4__imp19.parquet,8229,0.0436954188151932,0.3228442668914795
gbs_naive__cvr1f1__imp17.parquet,8230,0.043762495264297166,1.8955161571502686
logistic_cr__cvr1f3__imp19.parquet,8230,0.04641522019118684,0.3562493324279785
gbs_naive__cvr0f4__imp17.parquet,8229,0.04357897244520875,1.9548835754394531
logistic_cr__cvr2f0__imp19.parquet,8232,0.04620023853115435,0.338137149810791
logistic_cr__cvr1f2__imp19.parquet,8230,0.04545895512158568,0.3738851547241211
gbs_naive__cvr0f1__imp17.parquet,8230,0.04416057649014325,1.9948713779449463
gbs_naive__cvr0f2__imp17.parquet,8230,0.0425783964757736,1.9939064979553223
gbs_naive__cvr1f3__imp17.parquet,8230,0.04477072866752612,1.9186580181121826
gbs_naive__cvr0f3__imp17.parquet,8230,0.044140245063586894,2.0167236328125
logistic_cr__cvr2f2__imp19.parquet,8230,0.04555268912300549,0.34520554542541504
gbs_naive__cvr1f0__imp17.parquet,8232,0.04333234807491929,1.9901211261749268
gbs_naive__cvr0f0__imp17.parquet,8232,0.044333013225605615,2.043741464614868
logistic_cr__cvr2f4__imp19.parquet,8229,0.04556817239013569,0.3282794952392578
logistic_cr__cvr2f1__imp19.parquet,8230,0.045185111819208645,0.3862173557281494
gbs_naive__cvr2f2__imp17.parquet,8230,0.044434495185698204,1.9722270965576172
gbs_naive__cvr2f4__imp17.parquet,8229,0.044013312796686674,1.9461841583251953
gbs_naive__cvr2f3__imp17.parquet,8230,0.042243703027490045,1.9706499576568604
gbs_naive__cvr2f1__imp17.parquet,8230,0.0443055696202589,1.9952147006988525
logistic_cr__cvr2f3__imp19.parquet,8230,0.04521947116915237,0.44878339767456055
gbs_naive__temporal__imp19.parquet,9329,0.04974603234976721,1.0186269283294678
gbs_naive__cvr2f0__imp17.parquet,8232,0.04413486282855038,2.0151023864746094
logistic__temporal__imp20.parquet,9329,0.05333991994930864,0.23003292083740234
gbs_naive__cvr1f4__imp17.parquet,8229,0.04282313244957544,2.1047239303588867
logistic_cr__temporal__imp20.parquet,9329,0.04231577690566115,0.21951675415039062
logistic__cvr0f1__imp20.parquet,8230,0.06282293122642169,0.3273887634277344
logistic__cvr0f0__imp20.parquet,8232,0.06155674469656244,0.33736109733581543
logistic__cvr0f2__imp20.parquet,8230,0.05858167861593477,0.33081936836242676
logistic__cvr0f3__imp20.parquet,8230,0.06036493435092724,0.3273322582244873
logistic__cvr1f2__imp20.parquet,8230,0.06078260807238428,0.34572362899780273
logistic__cvr1f4__imp20.parquet,8229,0.05834866816602973,0.3345315456390381
logistic__cvr0f4__imp20.parquet,8229,0.0599125707413597,0.36121225357055664
logistic__cvr1f0__imp20.parquet,8232,0.06053835033479747,0.36828088760375977
gbs_naive__cvr2f4__imp18.parquet,8229,0.04403397866537586,1.6525061130523682
logistic__cvr2f0__imp20.parquet,8232,0.06158833966351442,0.35045766830444336
logistic__cvr2f2__imp20.parquet,8230,0.06088885177458011,0.3575141429901123
logistic__cvr2f1__imp20.parquet,8230,0.05977155029608088,0.3611598014831543
logistic__cvr1f1__imp20.parquet,8230,0.06214388264232522,0.41836977005004883
logistic__cvr2f3__imp20.parquet,8230,0.05976347457063029,0.374769926071167
logistic__cvr1f3__imp20.parquet,8230,0.06139901011597555,0.4351513385772705
logistic_cr__cvr0f0__imp20.parquet,8232,0.04619187706617046,0.40247559547424316
gbs_naive__cvr0f1__imp18.parquet,8230,0.04459523533652687,1.8832428455352783
logistic__cvr2f4__imp20.parquet,8229,0.061499235389493284,0.4296529293060303
gbs_naive__cvr1f1__imp18.parquet,8230,0.04406259109685526,1.834815263748169
logistic_cr__cvr0f2__imp20.parquet,8230,0.04359811693872016,0.3821837902069092
logistic_cr__cvr1f0__imp20.parquet,8232,0.045617277006068914,0.3545186519622803
logistic_cr__cvr1f1__imp20.parquet,8230,0.04646969760716531,0.35294389724731445
logistic_cr__cvr0f1__imp20.parquet,8230,0.04737416476871761,0.38976120948791504
logistic_cr__cvr1f3__imp20.parquet,8230,0.04617626217736975,0.3516550064086914
logistic_cr__cvr1f2__imp20.parquet,8230,0.045526157379368604,0.36835694313049316
logistic_cr__cvr0f4__imp20.parquet,8229,0.04511260123029322,0.3933262825012207
logistic_cr__cvr2f2__imp20.parquet,8230,0.04562184737740571,0.25164175033569336
gbs_naive__cvr0f0__imp18.parquet,8232,0.043947667064849115,2.0064327716827393
gbs_naive__cvr1f2__imp18.parquet,8230,0.04403147008710604,1.9388494491577148
gbs_naive__cvr1f0__imp18.parquet,8232,0.04346084731801173,1.981916904449463
gbs_naive__cvr0f3__imp18.parquet,8230,0.0437016257881193,1.9984774589538574
gbs_naive__cvr2f0__imp18.parquet,8232,0.04438436254444236,1.9170498847961426
logistic_cr__cvr2f1__imp20.parquet,8230,0.045237493638966585,0.3173549175262451
logistic_cr__cvr2f0__imp20.parquet,8232,0.04594680759410674,0.3249795436859131
gbs_naive__cvr0f2__imp18.parquet,8230,0.042411586177180445,2.0120813846588135
logistic_cr__cvr2f4__imp20.parquet,8229,0.045641676451633195,0.29934120178222656
logistic_cr__cvr1f4__imp20.parquet,8229,0.043600700811526324,0.40252256393432617
gbs_naive__cvr1f4__imp18.parquet,8229,0.042337374448179824,1.9530131816864014
logistic_cr__cvr0f3__imp20.parquet,8230,0.04523467077101142,0.5361068248748779
gbs_naive__temporal__imp20.parquet,9329,0.04938235420921661,0.9268765449523926
logistic_cr__cvr2f3__imp20.parquet,8230,0.04509119105190689,0.3834249973297119
gbs_naive__cvr1f3__imp18.parquet,8230,0.04485449853755369,2.020496129989624
gbs_naive__cvr2f1__imp18.parquet,8230,0.04408888565351639,2.0027847290039062
gbs_naive__cvr0f4__imp18.parquet,8229,0.04338225249532552,2.0981264114379883
gbs_naive__cvr2f3__imp18.parquet,8230,0.042382729363824985,2.015123128890991
gbs_naive__cvr2f2__imp18.parquet,8230,0.044229767444193276,2.0408718585968018
logistic__temporal__imp21.parquet,9329,0.05339795682221363,0.24336838722229004
logistic__cvr0f0__imp21.parquet,8232,0.06139468653160526,0.3477001190185547
logistic_cr__temporal__imp21.parquet,9329,0.042203250296524344,0.2731926441192627
logistic__cvr1f0__imp21.parquet,8232,0.06036628848081299,0.3501412868499756
logistic__cvr0f3__imp21.parquet,8230,0.06046294429919624,0.35907578468322754
logistic__cvr0f4__imp21.parquet,8229,0.059738131452593594,0.3580324649810791
logistic__cvr0f2__imp21.parquet,8230,0.05860453947935618,0.3858356475830078
logistic__cvr0f1__imp21.parquet,8230,0.06268400798649504,0.3969731330871582
logistic_cr__cvr0f2__imp21.parquet,8230,0.04367809875561745,0.24202179908752441
logistic__cvr1f1__imp21.parquet,8230,0.06189020997689358,0.3411266803741455
logistic__cvr2f1__imp21.parquet,8230,0.05967757841547214,0.3753676414489746
logistic__cvr2f4__imp21.parquet,8229,0.061080172472288335,0.3661336898803711
logistic__cvr1f2__imp21.parquet,8230,0.06058655234930549,0.3871884346008301
logistic__cvr2f2__imp21.parquet,8230,0.06057532159543498,0.37483930587768555
logistic__cvr2f0__imp21.parquet,8232,0.06174498483764504,0.38820981979370117
logistic__cvr1f3__imp21.parquet,8230,0.06164598070929107,0.3971233367919922
logistic__cvr1f4__imp21.parquet,8229,0.05832272146811692,0.3980541229248047
logistic__cvr2f3__imp21.parquet,8230,0.05995518026920607,0.3871936798095703
logistic_cr__cvr0f0__imp21.parquet,8232,0.04609621695699631,0.38131260871887207
logistic_cr__cvr1f0__imp21.parquet,8232,0.04566127228550987,0.3451201915740967
logistic_cr__cvr0f1__imp21.parquet,8230,0.04733867148087835,0.35944414138793945
logistic_cr__cvr0f3__imp21.parquet,8230,0.045406550843905075,0.37978053092956543
gbs_naive__cvr0f2__imp19.parquet,8230,0.042559512821227885,1.8960685729980469
logistic_cr__cvr0f4__imp21.parquet,8229,0.045052138090523434,0.38191771507263184
logistic_cr__cvr1f4__imp21.parquet,8229,0.04364129527429646,0.3103446960449219
logistic_cr__cvr1f2__imp21.parquet,8230,0.04545731162305149,0.348696231842041
gbs_naive__cvr2f2__imp19.parquet,8230,0.04382944466348138,1.860715389251709
logistic_cr__cvr1f3__imp21.parquet,8230,0.04636525766243434,0.3871011734008789
gbs_naive__cvr1f3__imp19.parquet,8230,0.04489802894023228,1.943000316619873
gbs_naive__cvr0f1__imp19.parquet,8230,0.043788312844522045,2.019686460494995
gbs_naive__cvr0f4__imp19.parquet,8229,0.04378718165278734,1.9907011985778809
logistic_cr__cvr1f1__imp21.parquet,8230,0.046339101357948255,0.4659872055053711
logistic_cr__cvr2f0__imp21.parquet,8232,0.04611903139471089,0.3233463764190674
gbs_naive__cvr1f2__imp19.parquet,8230,0.044360604986935004,2.009979009628296
gbs_naive__cvr0f3__imp19.parquet,8230,0.04390621999316757,2.0292720794677734
gbs_naive__cvr1f4__imp19.parquet,8229,0.04244070146480321,1.9623503684997559
gbs_naive__cvr1f1__imp19.parquet,8230,0.043647560504765585,2.018836498260498
logistic_cr__cvr2f4__imp21.parquet,8229,0.04549505460932532,0.33449530601501465
logistic_cr__cvr2f2__imp21.parquet,8230,0.04552073271568327,0.37543773651123047
logistic_cr__cvr2f1__imp21.parquet,8230,0.04516320076193156,0.3761866092681885
logistic_cr__cvr2f3__imp21.parquet,8230,0.04529581067433714,0.37684178352355957
gbs_naive__cvr0f0__imp19.parquet,8232,0.04456762694918654,2.1249611377716064
gbs_naive__cvr2f4__imp19.parquet,8229,0.04403969598249947,1.9912452697753906
gbs_naive__cvr2f0__imp19.parquet,8232,0.04437651138242667,2.0251221656799316
gbs_naive__cvr1f0__imp19.parquet,8232,0.04324124124089062,2.0878098011016846
gbs_naive__cvr2f3__imp19.parquet,8230,0.04222774905695201,2.0029098987579346
logistic__temporal__imp22.parquet,9329,0.05345685458403231,0.26722049713134766
gbs_naive__cvr2f1__imp19.parquet,8230,0.043689469544180876,2.0781102180480957
gbs_naive__temporal__imp21.parquet,9329,0.05026515907351191,1.0513536930084229
logistic__cvr1f0__imp22.parquet,8232,0.06041981583179481,0.2648007869720459
logistic__cvr0f2__imp22.parquet,8230,0.058994178144765125,0.3925464153289795
logistic__cvr0f1__imp22.parquet,8230,0.06286235495488195,0.4000816345214844
logistic__cvr0f0__imp22.parquet,8232,0.06185647195175625,0.40268778800964355
logistic__cvr0f3__imp22.parquet,8230,0.06021170891081053,0.3439786434173584
logistic__cvr0f4__imp22.parquet,8229,0.059867310907528004,0.34493398666381836
logistic__cvr2f1__imp22.parquet,8230,0.059819067241004435,0.29462742805480957
logistic__cvr1f2__imp22.parquet,8230,0.06107579873482331,0.3440554141998291
logistic__cvr2f0__imp22.parquet,8232,0.061793399103423116,0.33245301246643066
logistic_cr__temporal__imp22.parquet,9329,0.042319264182468515,0.2833724021911621
logistic__cvr1f4__imp22.parquet,8229,0.05852436316073794,0.3728053569793701
logistic__cvr2f2__imp22.parquet,8230,0.06083836759551843,0.35709691047668457
logistic__cvr1f1__imp22.parquet,8230,0.06208666842138011,0.4052548408508301
logistic__cvr1f3__imp22.parquet,8230,0.06169200324979223,0.4041624069213867
gbs_naive__cvr0f4__imp20.parquet,8229,0.0436367507428274,1.7960751056671143
logistic__cvr2f3__imp22.parquet,8230,0.06007645286637288,0.3864579200744629
gbs_naive__cvr1f3__imp20.parquet,8230,0.04431581362185822,1.771986722946167
logistic_cr__cvr1f2__imp22.parquet,8230,0.04561407755902647,0.3068885803222656
logistic_cr__cvr0f2__imp22.parquet,8230,0.0437970252737088,0.39243364334106445
logistic_cr__cvr0f1__imp22.parquet,8230,0.04739005712526,0.40491294860839844
logistic_cr__cvr0f0__imp22.parquet,8232,0.04630588813478393,0.43327832221984863
gbs_naive__cvr0f3__imp20.parquet,8230,0.04378980604093095,1.9249529838562012
gbs_naive__cvr0f0__imp20.parquet,8232,0.044001724968675146,1.979687213897705
logistic_cr__cvr2f0__imp22.parquet,8232,0.04607069664998757,0.33711743354797363
logistic_cr__cvr1f1__imp22.parquet,8230,0.046378895377375114,0.4600865840911865
logistic_cr__cvr1f0__imp22.parquet,8232,0.04557777828305752,0.4676179885864258
gbs_naive__cvr1f1__imp20.parquet,8230,0.04400821111301021,1.9316372871398926
logistic_cr__cvr1f3__imp22.parquet,8230,0.04633927111159723,0.4059019088745117
gbs_naive__cvr0f2__imp20.parquet,8230,0.042403886488530634,1.9707810878753662
logistic_cr__cvr2f1__imp22.parquet,8230,0.045217142210547547,0.27925968170166016
gbs_naive__cvr1f0__imp20.parquet,8232,0.043223301415422806,1.949242115020752
logistic_cr__cvr1f4__imp22.parquet,8229,0.043719404963328275,0.3626401424407959
gbs_naive__cvr1f2__imp20.parquet,8230,0.04386647413347875,1.9520912170410156
logistic_cr__cvr2f2__imp22.parquet,8230,0.04562444719708202,0.3042788505554199
gbs_naive__cvr1f4__imp20.parquet,8229,0.04255899851600718,1.9557175636291504
logistic__cvr2f4__imp22.parquet,8229,0.06143610802606817,0.5567331314086914
logistic_cr__cvr2f4__imp22.parquet,8229,0.045596339869835405,0.311934232711792
logistic_cr__cvr2f3__imp22.parquet,8230,0.0452070707812338,0.3211088180541992
logistic_cr__cvr0f3__imp22.parquet,8230,0.04514391299754004,0.5234472751617432
gbs_naive__cvr0f1__imp20.parquet,8230,0.04433583118095232,2.062589406967163
gbs_naive__cvr2f3__imp20.parquet,8230,0.042017799872745704,1.9381523132324219
gbs_naive__cvr2f2__imp20.parquet,8230,0.044252488019851204,1.9523801803588867
logistic_cr__cvr0f4__imp22.parquet,8229,0.04506887130537877,0.6138989925384521
gbs_naive__cvr2f0__imp20.parquet,8232,0.04390966245510734,2.0535409450531006
logistic__temporal__imp23.parquet,9329,0.05357806152016293,0.20610380172729492
gbs_naive__temporal__imp22.parquet,9329,0.04943788636166408,1.0056090354919434
gbs_naive__cvr2f4__imp20.parquet,8229,0.04362493882432848,2.019289016723633
gbs_naive__cvr2f1__imp20.parquet,8230,0.04367176694537399,2.0807974338531494
logistic_cr__temporal__imp23.parquet,9329,0.042297172239462326,0.22030043601989746
logistic__cvr0f2__imp23.parquet,8230,0.05885103840336257,0.3213229179382324
logistic__cvr0f1__imp23.parquet,8230,0.06300149157088245,0.3340005874633789
logistic__cvr1f2__imp23.parquet,8230,0.06093244693211177,0.350996732711792
logistic__cvr1f3__imp23.parquet,8230,0.06187159596926252,0.36220312118530273
logistic__cvr1f4__imp23.parquet,8229,0.05846513101760587,0.3540079593658447
logistic__cvr1f1__imp23.parquet,8230,0.06231245640005539,0.3910360336303711
logistic__cvr1f0__imp23.parquet,8232,0.06047129728805148,0.3942220211029053
logistic__cvr2f1__imp23.parquet,8230,0.05980265638070398,0.3772563934326172
logistic__cvr2f3__imp23.parquet,8230,0.05994695938173915,0.3622620105743408
logistic__cvr2f0__imp23.parquet,8232,0.062203426168700414,0.39377617835998535
logistic__cvr0f3__imp23.parquet,8230,0.060640719503834324,0.4167752265930176
logistic__cvr0f0__imp23.parquet,8232,0.06188878101749232,0.4246554374694824
logistic__cvr2f2__imp23.parquet,8230,0.06094273701830307,0.36857080459594727
logistic__cvr0f4__imp23.parquet,8229,0.05973630357321694,0.41668128967285156
gbs_naive__cvr0f2__imp21.parquet,8230,0.0426778350689024,1.805833339691162
logistic_cr__cvr0f1__imp23.parquet,8230,0.04741470186850374,0.36618733406066895
gbs_naive__cvr2f4__imp21.parquet,8229,0.04375892005091824,1.6860663890838623
logistic_cr__cvr0f0__imp23.parquet,8232,0.04637816502838804,0.40518784523010254
logistic_cr__cvr0f3__imp23.parquet,8230,0.045381918835457995,0.34006285667419434
logistic_cr__cvr0f2__imp23.parquet,8230,0.0437926493867547,0.35773277282714844
logistic__cvr2f4__imp23.parquet,8229,0.061386360895026304,0.4397914409637451
logistic_cr__cvr1f1__imp23.parquet,8230,0.0465614127458646,0.32624244689941406
logistic_cr__cvr0f4__imp23.parquet,8229,0.045090287135289994,0.37804460525512695
logistic_cr__cvr1f0__imp23.parquet,8232,0.045613309395915846,0.3699991703033447
logistic_cr__cvr1f2__imp23.parquet,8230,0.04561143003268913,0.3577709197998047
gbs_naive__cvr1f3__imp21.parquet,8230,0.044701545829676774,1.8594839572906494
gbs_naive__cvr0f0__imp21.parquet,8232,0.04410212930329478,1.978949785232544
logistic_cr__cvr2f0__imp23.parquet,8232,0.04636684434186201,0.3157620429992676
gbs_naive__cvr0f4__imp21.parquet,8229,0.043615404020288726,1.9602103233337402
gbs_naive__cvr1f4__imp21.parquet,8229,0.04259815251556791,1.8904273509979248
gbs_naive__cvr0f1__imp21.parquet,8230,0.044205678210692635,2.015101909637451
logistic_cr__cvr1f3__imp23.parquet,8230,0.04644292969279311,0.4195373058319092
logistic_cr__cvr1f4__imp23.parquet,8229,0.04368292087399868,0.3872239589691162
gbs_naive__cvr1f1__imp21.parquet,8230,0.043589677313123375,1.9695625305175781
logistic_cr__cvr2f1__imp23.parquet,8230,0.045227320115854196,0.3127291202545166
gbs_naive__cvr1f0__imp21.parquet,8232,0.043253721556657534,1.9885144233703613
gbs_naive__cvr2f1__imp21.parquet,8230,0.043825122010820325,1.9285738468170166
gbs_naive__cvr1f2__imp21.parquet,8230,0.04401016006579526,1.9945847988128662
logistic_cr__cvr2f2__imp23.parquet,8230,0.04574408808394415,0.3478090763092041
gbs_naive__cvr0f3__imp21.parquet,8230,0.043867739589318146,2.0518078804016113
logistic__temporal__imp24.parquet,9329,0.05377798366608979,0.21404361724853516
logistic_cr__cvr2f3__imp23.parquet,8230,0.04516414663874045,0.34813356399536133
logistic_cr__cvr2f4__imp23.parquet,8229,0.045597424715885106,0.3383476734161377
gbs_naive__cvr2f2__imp21.parquet,8230,0.04418107521889785,1.9959142208099365
gbs_naive__temporal__imp23.parquet,9329,0.049771540601797636,1.0197999477386475
gbs_naive__cvr2f0__imp21.parquet,8232,0.04442649752913822,2.046567916870117
gbs_naive__cvr2f3__imp21.parquet,8230,0.04218007973931138,2.031411647796631
logistic__cvr0f0__imp24.parquet,8232,0.06199980318044199,0.35132527351379395
logistic__cvr0f1__imp24.parquet,8230,0.06282254130975,0.3594512939453125
logistic__cvr0f3__imp24.parquet,8230,0.06044417612822116,0.35329604148864746
logistic_cr__temporal__imp24.parquet,9329,0.042455269956770576,0.22211503982543945
logistic__cvr0f4__imp24.parquet,8229,0.05990634406346474,0.3456547260284424
logistic__cvr0f2__imp24.parquet,8230,0.058837423767609684,0.36368870735168457
gbs_naive__cvr0f0__imp22.parquet,8232,0.0447141493238165,1.7569408416748047
gbs_naive__cvr0f2__imp22.parquet,8230,0.04284659112047476,1.745924711227417
logistic__cvr1f1__imp24.parquet,8230,0.062183296068420595,0.41555237770080566
logistic__cvr1f3__imp24.parquet,8230,0.06168476556752422,0.43943166732788086
logistic__cvr2f2__imp24.parquet,8230,0.06086826260344642,0.40221738815307617
logistic__cvr2f3__imp24.parquet,8230,0.05996342448342064,0.4022350311279297
logistic__cvr1f4__imp24.parquet,8229,0.05835964021534039,0.41048216819763184
logistic__cvr1f0__imp24.parquet,8232,0.06045931097258189,0.450667142868042
logistic__cvr1f2__imp24.parquet,8230,0.06126806267823118,0.4476907253265381
logistic__cvr2f4__imp24.parquet,8229,0.06168025788915054,0.41055989265441895
logistic__cvr2f0__imp24.parquet,8232,0.06159058831240538,0.43721604347229004
logistic_cr__cvr0f2__imp24.parquet,8230,0.04372416286636754,0.41895222663879395
gbs_naive__cvr0f3__imp22.parquet,8230,0.04361874343668096,1.8774170875549316
logistic_cr__cvr0f1__imp24.parquet,8230,0.047316019187524976,0.4484429359436035
logistic_cr__cvr0f3__imp24.parquet,8230,0.04520626460125305,0.4223494529724121
logistic_cr__cvr0f0__imp24.parquet,8232,0.046378763985184805,0.45804619789123535
logistic_cr__cvr1f0__imp24.parquet,8232,0.045528393063038054,0.41877055168151855
gbs_naive__cvr0f4__imp22.parquet,8229,0.043408295154131436,1.9021995067596436
gbs_naive__cvr1f4__imp22.parquet,8229,0.042880298586471396,1.898298978805542
logistic__cvr2f1__imp24.parquet,8230,0.0599852293803966,0.5501322746276855
gbs_naive__cvr2f2__imp22.parquet,8230,0.044513028118984395,1.8930695056915283
logistic_cr__cvr0f4__imp24.parquet,8229,0.04507291889018768,0.5061705112457275
logistic_cr__cvr2f4__imp24.parquet,8229,0.045666457484442265,0.336686372756958
logistic_cr__cvr2f1__imp24.parquet,8230,0.04523291071322259,0.3502323627471924
logistic_cr__cvr2f2__imp24.parquet,8230,0.04555631191296099,0.3461301326751709
gbs_naive__cvr2f1__imp22.parquet,8230,0.0439379818103131,1.9653816223144531
gbs_naive__cvr1f3__imp22.parquet,8230,0.044539755114378785,1.983398675918579
gbs_naive__cvr2f4__imp22.parquet,8229,0.044124958367749476,1.9183032512664795
gbs_naive__cvr1f0__imp22.parquet,8232,0.043221803662997556,1.9977397918701172
logistic_cr__cvr1f4__imp24.parquet,8229,0.04353966556144897,0.4656243324279785
logistic_cr__cvr1f1__imp24.parquet,8230,0.046491444274014145,0.5098657608032227
logistic_cr__cvr2f0__imp24.parquet,8232,0.045917357863050165,0.3998289108276367
gbs_naive__cvr0f1__imp22.parquet,8230,0.044180780887672,2.077298402786255
gbs_naive__cvr1f1__imp22.parquet,8230,0.043914194592997294,2.017771005630493
logistic_cr__cvr2f3__imp24.parquet,8230,0.04520383642202155,0.37383055686950684
logistic_cr__cvr1f3__imp24.parquet,8230,0.04627734485756175,0.5053300857543945
gbs_naive__cvr1f2__imp22.parquet,8230,0.04454208701225095,2.0441441535949707
logistic_cr__cvr1f2__imp24.parquet,8230,0.04572289510365335,0.5373866558074951
gbs_naive__cvr2f3__imp22.parquet,8230,0.04216719889534478,2.0064384937286377
logistic__temporal__imp25.parquet,9329,0.053574431632773256,0.2182905673980713
gbs_naive__cvr2f0__imp22.parquet,8232,0.04355945294129587,2.1114962100982666
gbs_naive__temporal__imp24.parquet,9329,0.04990197444960373,1.014286994934082
logistic__cvr0f0__imp25.parquet,8232,0.06168130342031886,0.30315208435058594
logistic_cr__temporal__imp25.parquet,9329,0.042327750689570856,0.23439455032348633
logistic__cvr0f2__imp25.parquet,8230,0.058943808516552045,0.3539719581604004
logistic__cvr0f1__imp25.parquet,8230,0.06273693423257745,0.37793755531311035
gbs_naive__cvr1f3__imp23.parquet,8230,0.044789064387005854,1.7080419063568115
logistic__cvr1f1__imp25.parquet,8230,0.06208031188138946,0.42754316329956055
logistic__cvr0f4__imp25.parquet,8229,0.060102748369299845,0.48461079597473145
logistic__cvr2f4__imp25.parquet,8229,0.06147813341221727,0.4349672794342041
logistic__cvr2f3__imp25.parquet,8230,0.0600986996917217,0.44048571586608887
logistic__cvr1f2__imp25.parquet,8230,0.06087031985265716,0.47790026664733887
logistic__cvr2f2__imp25.parquet,8230,0.061041011156496905,0.47548341751098633
logistic__cvr0f3__imp25.parquet,8230,0.06079349130814869,0.5296101570129395
logistic_cr__cvr1f1__imp25.parquet,8230,0.04635518900975744,0.4163687229156494
logistic__cvr1f4__imp25.parquet,8229,0.05892579865008863,0.48033690452575684
logistic_cr__cvr0f1__imp25.parquet,8230,0.04724702245552683,0.47048044204711914
logistic__cvr1f0__imp25.parquet,8232,0.06070238690864152,0.5171246528625488
logistic__cvr2f1__imp25.parquet,8230,0.05979340258859665,0.5004189014434814
gbs_naive__cvr0f3__imp23.parquet,8230,0.04382987361319348,1.9299793243408203
logistic__cvr2f0__imp25.parquet,8232,0.062006247570895,0.4968252182006836
logistic_cr__cvr0f2__imp25.parquet,8230,0.04378191969397652,0.47451066970825195
gbs_naive__cvr0f0__imp23.parquet,8232,0.04453836953401048,1.9891185760498047
gbs_naive__cvr0f1__imp23.parquet,8230,0.04438501169258526,1.9747474193572998
logistic_cr__cvr1f0__imp25.parquet,8232,0.045703418634592895,0.45761823654174805
gbs_naive__cvr0f2__imp23.parquet,8230,0.04257585725502467,1.964766263961792
logistic_cr__cvr0f3__imp25.parquet,8230,0.04547521639887179,0.4783508777618408
logistic__cvr1f3__imp25.parquet,8230,0.061719264765589484,0.5390183925628662
gbs_naive__cvr0f4__imp23.parquet,8229,0.04354777122554301,1.9568252563476562
gbs_naive__cvr2f2__imp23.parquet,8230,0.04451830541887091,1.8640265464782715
logistic_cr__cvr0f4__imp25.parquet,8229,0.04516155336739888,0.4977424144744873
logistic_cr__cvr1f3__imp25.parquet,8230,0.04631867792777814,0.4440476894378662
logistic_cr__cvr0f0__imp25.parquet,8232,0.04612951561219769,0.568533182144165
logistic_cr__cvr1f4__imp25.parquet,8229,0.04390901856888852,0.44168519973754883
logistic_cr__cvr1f2__imp25.parquet,8230,0.04550871068836424,0.49118685722351074
logistic_cr__cvr2f0__imp25.parquet,8232,0.046125266314207845,0.412811279296875
logistic_cr__cvr2f1__imp25.parquet,8230,0.045224513057669405,0.39881014823913574
logistic_cr__cvr2f3__imp25.parquet,8230,0.04523530200376473,0.38838815689086914
gbs_naive__cvr2f4__imp23.parquet,8229,0.04376747354115261,1.9530303478240967
gbs_naive__cvr1f0__imp23.parquet,8232,0.04311488820292,2.118821859359741
logistic_cr__cvr2f2__imp25.parquet,8230,0.045684577722207985,0.428865909576416
gbs_naive__cvr1f2__imp23.parquet,8230,0.044832598486209595,2.1035706996917725
gbs_naive__cvr2f1__imp23.parquet,8230,0.044117414664436624,2.0582735538482666
logistic__temporal__imp26.parquet,9329,0.053776031538474434,0.2199385166168213
