task,n,mean_risk10,secs
logistic_cr__cvr1f4__imp11.parquet,8229,0.0437103613641182,0.46891355514526367
logistic_cr__cvr2f0__imp11.parquet,8232,0.04625670055864872,0.4745779037475586
gbs_naive__cvr0f3__imp10.parquet,8230,0.043872771891539854,1.9863452911376953
gbs_naive__cvr0f4__imp10.parquet,8229,0.043440988374321574,1.9955549240112305
gbs_naive__cvr0f0__imp10.parquet,8232,0.04461256658301918,2.0200488567352295
logistic_cr__temporal__imp12.parquet,9329,0.04260619541331272,0.20168185234069824
gbs_naive__cvr1f3__imp10.parquet,8230,0.04496188351764208,1.969092845916748
gbs_naive__cvr0f1__imp10.parquet,8230,0.04467822323769597,2.033212184906006
logistic_cr__cvr2f2__imp11.parquet,8230,0.04547962609993178,0.4667339324951172
logistic__cvr0f2__imp12.parquet,8230,0.058760881261909766,0.35333704948425293
gbs_naive__cvr1f1__imp10.parquet,8230,0.04384361708103936,2.022243022918701
logistic__cvr0f4__imp12.parquet,8229,0.0600753080731626,0.3509392738342285
gbs_naive__cvr2f4__imp10.parquet,8229,0.04409924156924624,1.917238712310791
logistic__cvr0f1__imp12.parquet,8230,0.06267510824305259,0.3898608684539795
gbs_naive__cvr1f2__imp10.parquet,8230,0.04416478265953994,2.051602602005005
logistic__cvr1f3__imp12.parquet,8230,0.06193261190951563,0.34281468391418457
logistic__cvr0f0__imp12.parquet,8232,0.0621620247257638,0.4196951389312744
logistic__cvr1f2__imp12.parquet,8230,0.06097747907698479,0.36037278175354004
logistic_cr__cvr2f4__imp11.parquet,8229,0.04543896028469832,0.5436427593231201
logistic__cvr2f0__imp12.parquet,8232,0.061920391903123095,0.3450484275817871
logistic__cvr0f3__imp12.parquet,8230,0.06043290543304657,0.4185521602630615
gbs_naive__cvr1f0__imp10.parquet,8232,0.04327229331449004,2.092876434326172
logistic__cvr2f1__imp12.parquet,8230,0.060065367513370486,0.3540079593658447
logistic__cvr1f0__imp12.parquet,8232,0.06063381166508659,0.403231143951416
logistic__cvr2f2__imp12.parquet,8230,0.06076437216220122,0.35540103912353516
gbs_naive__cvr2f1__imp10.parquet,8230,0.044218631439155935,2.0057835578918457
gbs_naive__cvr2f0__imp10.parquet,8232,0.04402973085447143,2.0197482109069824
logistic__cvr1f1__imp12.parquet,8230,0.062165545846889325,0.381725549697876
gbs_naive__cvr2f2__imp10.parquet,8230,0.04411953833407151,2.0101065635681152
gbs_naive__cvr1f4__imp10.parquet,8229,0.04293385432139709,2.1002845764160156
gbs_naive__cvr0f2__imp10.parquet,8230,0.042509292567058,2.179811477661133
logistic__cvr2f4__imp12.parquet,8229,0.06153185028697123,0.38715195655822754
logistic_cr__cvr0f3__imp12.parquet,8230,0.045228265024560975,0.31458163261413574
logistic__cvr1f4__imp12.parquet,8229,0.05839983708588669,0.4615311622619629
logistic_cr__cvr1f2__imp12.parquet,8230,0.04555600571838416,0.25874853134155273
logistic__cvr2f3__imp12.parquet,8230,0.060029010727874074,0.43944263458251953
gbs_naive__cvr2f3__imp10.parquet,8230,0.04210164667910274,2.1200942993164062
logistic_cr__cvr0f1__imp12.parquet,8230,0.047197093841656955,0.3980700969696045
logistic_cr__cvr0f0__imp12.parquet,8232,0.04641237780900598,0.46596193313598633
logistic_cr__cvr0f2__imp12.parquet,8230,0.04367024564616378,0.43642735481262207
logistic_cr__cvr2f1__imp12.parquet,8230,0.045309692663127385,0.3095121383666992
logistic_cr__cvr1f1__imp12.parquet,8230,0.046355160097862225,0.4093441963195801
logistic_cr__cvr1f3__imp12.parquet,8230,0.046421672503045464,0.3816699981689453
logistic_cr__cvr2f0__imp12.parquet,8232,0.04609462593473972,0.3671844005584717
logistic_cr__cvr1f4__imp12.parquet,8229,0.043613496187469646,0.3853774070739746
logistic__temporal__imp13.parquet,9329,0.05402491930861503,0.251772403717041
logistic_cr__cvr0f4__imp12.parquet,8229,0.04514846884958591,0.4545407295227051
logistic_cr__cvr2f2__imp12.parquet,8230,0.04551887464598981,0.40633702278137207
logistic_cr__cvr1f0__imp12.parquet,8232,0.04561722136202353,0.48256492614746094
logistic_cr__cvr2f4__imp12.parquet,8229,0.04557662979040374,0.40399885177612305
logistic_cr__cvr2f3__imp12.parquet,8230,0.045164664879253545,0.46452903747558594
logistic__cvr0f3__imp13.parquet,8230,0.060823325007027314,0.38458991050720215
logistic__cvr0f2__imp13.parquet,8230,0.05902457244024111,0.40134763717651367
logistic__cvr0f1__imp13.parquet,8230,0.06305667277126585,0.42270421981811523
logistic__cvr1f0__imp13.parquet,8232,0.06084243276956585,0.3704049587249756
logistic__cvr0f4__imp13.parquet,8229,0.06030151857870035,0.3976011276245117
logistic__cvr1f4__imp13.parquet,8229,0.05875544903333702,0.34702348709106445
logistic__cvr1f2__imp13.parquet,8230,0.061464345124147474,0.3639190196990967
logistic__cvr1f3__imp13.parquet,8230,0.061931629088394925,0.3684275150299072
logistic__cvr1f1__imp13.parquet,8230,0.06245891718870292,0.39292383193969727
logistic__cvr2f1__imp13.parquet,8230,0.060222770971974544,0.3210568428039551
logistic__cvr0f0__imp13.parquet,8232,0.06215184016712201,0.47496914863586426
gbs_naive__temporal__imp12.parquet,9329,0.05038428045509916,1.0534172058105469
logistic_cr__temporal__imp13.parquet,9329,0.04243270252539923,0.25719428062438965
logistic__cvr2f0__imp13.parquet,8232,0.062063118421020615,0.3683459758758545
gbs_naive__cvr0f0__imp11.parquet,8232,0.04506143618237187,2.0156240463256836
gbs_naive__cvr1f2__imp11.parquet,8230,0.044301210916151496,1.9687013626098633
logistic__cvr2f4__imp13.parquet,8229,0.061697363570010016,0.33348560333251953
gbs_naive__cvr0f3__imp11.parquet,8230,0.04350852386522632,2.022470474243164
gbs_naive__cvr1f1__imp11.parquet,8230,0.04364521029769679,2.0103368759155273
logistic__cvr2f2__imp13.parquet,8230,0.06130692863948917,0.3811922073364258
gbs_naive__cvr2f3__imp11.parquet,8230,0.04225513972206131,1.9453978538513184
logistic__cvr2f3__imp13.parquet,8230,0.06040637146934446,0.3844571113586426
gbs_naive__cvr0f1__imp11.parquet,8230,0.04386574907536602,2.0587880611419678
logistic_cr__cvr0f3__imp13.parquet,8230,0.04531878412203872,0.3211188316345215
gbs_naive__cvr0f2__imp11.parquet,8230,0.04256272168330648,2.0607566833496094
gbs_naive__cvr1f4__imp11.parquet,8229,0.04294452076922565,2.0259270668029785
logistic_cr__cvr0f0__imp13.parquet,8232,0.0463165426705202,0.3570067882537842
logistic_cr__cvr0f1__imp13.parquet,8230,0.04735772031438145,0.35366153717041016
gbs_naive__cvr0f4__imp11.parquet,8229,0.04357643341334169,2.082792282104492
gbs_naive__cvr2f1__imp11.parquet,8230,0.044170972911679755,2.00557541847229
gbs_naive__cvr2f4__imp11.parquet,8229,0.04413868484399266,2.0092554092407227
gbs_naive__cvr2f2__imp11.parquet,8230,0.04432714281776759,2.0286521911621094
gbs_naive__cvr1f3__imp11.parquet,8230,0.044618527419985975,2.0944831371307373
logistic_cr__cvr0f2__imp13.parquet,8230,0.043761443506961,0.3976900577545166
logistic_cr__cvr1f1__imp13.parquet,8230,0.04650129189072623,0.3713650703430176
logistic_cr__cvr1f2__imp13.parquet,8230,0.045694139272321056,0.37199926376342773
logistic_cr__cvr1f0__imp13.parquet,8232,0.0455950087489126,0.38886380195617676
logistic_cr__cvr0f4__imp13.parquet,8229,0.04517649587649428,0.42006516456604004
logistic_cr__cvr1f3__imp13.parquet,8230,0.04627744033333783,0.34673237800598145
gbs_naive__cvr1f0__imp11.parquet,8232,0.04326950199916568,2.2266921997070312
logistic_cr__cvr1f4__imp13.parquet,8229,0.04369176795898441,0.35416555404663086
logistic_cr__cvr2f3__imp13.parquet,8230,0.04531551169711877,0.3165252208709717
logistic_cr__cvr2f2__imp13.parquet,8230,0.045751866677421774,0.32982468605041504
logistic_cr__cvr2f1__imp13.parquet,8230,0.0452333602677122,0.3407778739929199
logistic_cr__cvr2f4__imp13.parquet,8229,0.04546500305453367,0.3213498592376709
logistic__temporal__imp14.parquet,9329,0.053489585949952165,0.19954991340637207
gbs_naive__cvr2f0__imp11.parquet,8232,0.04387527780270062,2.1746983528137207
logistic_cr__cvr2f0__imp13.parquet,8232,0.04604756679227533,0.3561851978302002
logistic__cvr0f0__imp14.parquet,8232,0.06178797775853783,0.3393242359161377
logistic_cr__temporal__imp14.parquet,9329,0.04214106296539322,0.21257710456848145
logistic__cvr0f1__imp14.parquet,8230,0.0629751911616767,0.3840961456298828
logistic__cvr0f3__imp14.parquet,8230,0.06042591431207207,0.3747377395629883
logistic__cvr1f2__imp14.parquet,8230,0.061003508580861496,0.3420369625091553
gbs_naive__temporal__imp13.parquet,9329,0.050592032718032864,1.0657246112823486
logistic__cvr0f4__imp14.parquet,8229,0.05990277995949938,0.3815467357635498
logistic__cvr1f1__imp14.parquet,8230,0.0621570235759647,0.36595654487609863
logistic__cvr2f0__imp14.parquet,8232,0.06182801098872074,0.3466610908508301
logistic__cvr1f0__imp14.parquet,8232,0.06071379963034239,0.41425371170043945
logistic__cvr2f1__imp14.parquet,8230,0.06000704503650027,0.3598165512084961
logistic__cvr0f2__imp14.parquet,8230,0.05883793498175536,0.44443845748901367
logistic__cvr1f3__imp14.parquet,8230,0.06156968043171952,0.39447617530822754
logistic__cvr2f2__imp14.parquet,8230,0.0606774826233399,0.3793818950653076
logistic__cvr2f4__imp14.parquet,8229,0.06153690293725998,0.3712136745452881
logistic__cvr2f3__imp14.parquet,8230,0.06014486407181139,0.37458062171936035
logistic__cvr1f4__imp14.parquet,8229,0.05848362554122536,0.4432079792022705
logistic_cr__cvr0f1__imp14.parquet,8230,0.04742072103989866,0.3562290668487549
logistic_cr__cvr1f0__imp14.parquet,8232,0.04565328910597962,0.3558778762817383
logistic_cr__cvr0f4__imp14.parquet,8229,0.045071744901387614,0.35963988304138184
logistic_cr__cvr0f3__imp14.parquet,8230,0.04523882536078934,0.38092970848083496
logistic_cr__cvr1f3__imp14.parquet,8230,0.046187484604825545,0.3756387233734131
logistic_cr__cvr0f2__imp14.parquet,8230,0.04371830065837271,0.3992445468902588
gbs_naive__cvr1f2__imp12.parquet,8230,0.044878307496011745,1.6908090114593506
logistic_cr__cvr1f2__imp14.parquet,8230,0.04563312018846721,0.40477943420410156
logistic_cr__cvr1f1__imp14.parquet,8230,0.04638829411809654,0.4354367256164551
logistic_cr__cvr0f0__imp14.parquet,8232,0.04610452570215876,0.45574069023132324
logistic_cr__cvr1f4__imp14.parquet,8229,0.0436234503428045,0.3219897747039795
logistic_cr__cvr2f0__imp14.parquet,8232,0.04603985795760567,0.3158833980560303
logistic_cr__cvr2f3__imp14.parquet,8230,0.045233598736641456,0.3123936653137207
logistic_cr__cvr2f1__imp14.parquet,8230,0.04520353829775369,0.32394838333129883
logistic_cr__cvr2f2__imp14.parquet,8230,0.04548233013078462,0.31873035430908203
gbs_naive__cvr2f1__imp12.parquet,8230,0.044111226667068695,1.8190016746520996
logistic_cr__cvr2f4__imp14.parquet,8229,0.045624926158261504,0.3704659938812256
logistic__temporal__imp15.parquet,9329,0.053639764818526,0.20967888832092285
logistic__cvr0f4__imp15.parquet,8229,0.05993344545433992,0.22197628021240234
gbs_naive__cvr0f2__imp12.parquet,8230,0.04241715446860835,2.01629638671875
gbs_naive__cvr0f3__imp12.parquet,8230,0.04355373891241483,2.0156123638153076
gbs_naive__cvr0f0__imp12.parquet,8232,0.04465686528346679,2.044527530670166
gbs_naive__cvr0f1__imp12.parquet,8230,0.04398194793734517,2.048100709915161
logistic__cvr0f0__imp15.parquet,8232,0.06185739325870627,0.32135510444641113
gbs_naive__temporal__imp14.parquet,9329,0.0500624090723065,1.0458712577819824
gbs_naive__cvr2f4__imp12.parquet,8229,0.04388222401687941,1.9549503326416016
gbs_naive__cvr1f4__imp12.parquet,8229,0.04266013458538474,2.00826096534729
gbs_naive__cvr1f0__imp12.parquet,8232,0.04307701530384613,2.0651774406433105
logistic__cvr0f1__imp15.parquet,8230,0.06278116000664374,0.347365140914917
gbs_naive__cvr2f0__imp12.parquet,8232,0.04441339749979574,2.018570899963379
gbs_naive__cvr2f3__imp12.parquet,8230,0.04197081749793253,1.9996545314788818
logistic__cvr0f2__imp15.parquet,8230,0.05898125602608905,0.321103572845459
gbs_naive__cvr1f3__imp12.parquet,8230,0.04501034979501576,2.085155963897705
logistic__cvr0f3__imp15.parquet,8230,0.06049835456807319,0.3527204990386963
gbs_naive__cvr1f1__imp12.parquet,8230,0.04370714779689111,2.110154390335083
logistic__cvr1f1__imp15.parquet,8230,0.06219455696655438,0.32416296005249023
logistic__cvr1f3__imp15.parquet,8230,0.06183093672359421,0.32192420959472656
logistic__cvr1f2__imp15.parquet,8230,0.06093036086916898,0.3305172920227051
logistic__cvr1f0__imp15.parquet,8232,0.06078837757949289,0.4042017459869385
gbs_naive__cvr0f4__imp12.parquet,8229,0.04382476787401868,2.2120742797851562
logistic__cvr2f2__imp15.parquet,8230,0.06057511667818747,0.20241904258728027
logistic__cvr1f4__imp15.parquet,8229,0.058311606851179316,0.3300356864929199
logistic_cr__temporal__imp15.parquet,9329,0.042370547980230655,0.20395278930664062
logistic__cvr2f1__imp15.parquet,8230,0.059837599896265525,0.3984715938568115
logistic__cvr2f4__imp15.parquet,8229,0.061364505561857234,0.3236992359161377
gbs_naive__cvr2f2__imp12.parquet,8230,0.044177929112301624,2.2779829502105713
logistic_cr__cvr0f1__imp15.parquet,8230,0.047359058350315286,0.32499074935913086
logistic__cvr2f0__imp15.parquet,8232,0.06215668849254416,0.4860517978668213
logistic_cr__cvr0f0__imp15.parquet,8232,0.04635011198042437,0.3494584560394287
gbs_naive__cvr1f3__imp13.parquet,8230,0.045053899789787175,1.8866081237792969
logistic_cr__cvr0f3__imp15.parquet,8230,0.045338438785770055,0.36063456535339355
logistic_cr__cvr1f1__imp15.parquet,8230,0.0464906684288125,0.3347361087799072
logistic_cr__cvr1f4__imp15.parquet,8229,0.04365727530411532,0.33885645866394043
logistic_cr__cvr1f0__imp15.parquet,8232,0.04578966129187848,0.3574094772338867
logistic_cr__cvr1f2__imp15.parquet,8230,0.04554141670283683,0.34992504119873047
logistic_cr__cvr0f2__imp15.parquet,8230,0.043835929120996354,0.3933415412902832
logistic_cr__cvr0f4__imp15.parquet,8229,0.04512817860405622,0.3896605968475342
logistic_cr__cvr1f3__imp15.parquet,8230,0.046411511434382366,0.3700542449951172
logistic_cr__cvr2f1__imp15.parquet,8230,0.04524871498533415,0.3628818988800049
logistic_cr__cvr2f0__imp15.parquet,8232,0.04630372500447916,0.36859655380249023
logistic_cr__cvr2f2__imp15.parquet,8230,0.04547071862087686,0.3601233959197998
gbs_naive__cvr2f2__imp13.parquet,8230,0.044506899229292386,1.952329158782959
logistic_cr__cvr2f3__imp15.parquet,8230,0.04535971340224354,0.3341190814971924
logistic_cr__cvr2f4__imp15.parquet,8229,0.04556122416711523,0.3323647975921631
gbs_naive__cvr1f4__imp13.parquet,8229,0.04276165024879825,2.008298873901367
gbs_naive__cvr1f2__imp13.parquet,8230,0.04478570523412303,2.019376516342163
gbs_naive__cvr0f0__imp13.parquet,8232,0.044586335761176536,2.081493854522705
gbs_naive__cvr0f2__imp13.parquet,8230,0.04298105609170475,2.069997549057007
gbs_naive__cvr0f4__imp13.parquet,8229,0.0443614724820611,2.0602951049804688
gbs_naive__cvr0f3__imp13.parquet,8230,0.04430723297933137,2.080665349960327
gbs_naive__cvr2f0__imp13.parquet,8232,0.04438833522743836,2.0760819911956787
gbs_naive__cvr2f1__imp13.parquet,8230,0.04436958790428184,2.0759427547454834
gbs_naive__cvr2f3__imp13.parquet,8230,0.0428289243379185,2.0795679092407227
logistic__temporal__imp16.parquet,9329,0.053525764037302546,0.19748520851135254
gbs_naive__cvr0f1__imp13.parquet,8230,0.044499283937485465,2.1763417720794678
gbs_naive__temporal__imp15.parquet,9329,0.05015185580405382,1.136026382446289
logistic__cvr2f3__imp15.parquet,8230,0.06026310240479224,0.6723661422729492
gbs_naive__cvr1f1__imp13.parquet,8230,0.04391160572088445,2.1812782287597656
gbs_naive__cvr1f0__imp13.parquet,8232,0.04350219668938221,2.216538906097412
logistic__cvr0f0__imp16.parquet,8232,0.061684519677487115,0.31493663787841797
logistic__cvr0f1__imp16.parquet,8230,0.06278142002958445,0.3370203971862793
logistic__cvr0f3__imp16.parquet,8230,0.06029956908306399,0.33854126930236816
logistic_cr__temporal__imp16.parquet,9329,0.042325190369362435,0.22048592567443848
logistic__cvr0f2__imp16.parquet,8230,0.05881484942233275,0.34819626808166504
gbs_naive__cvr2f4__imp13.parquet,8229,0.04415403330414622,2.2741360664367676
logistic__cvr1f0__imp16.parquet,8232,0.06032056710462781,0.3344457149505615
logistic__cvr0f4__imp16.parquet,8229,0.05995455453431818,0.3419933319091797
logistic__cvr1f1__imp16.parquet,8230,0.06207897945595643,0.3340177536010742
logistic__cvr1f3__imp16.parquet,8230,0.061896659547639475,0.3337526321411133
logistic__cvr1f4__imp16.parquet,8229,0.0584201186172183,0.335249662399292
logistic__cvr1f2__imp16.parquet,8230,0.06083857444854883,0.3593449592590332
logistic__cvr2f0__imp16.parquet,8232,0.062175726500300656,0.342449426651001
logistic__cvr2f2__imp16.parquet,8230,0.06070600035800478,0.35286474227905273
logistic__cvr2f3__imp16.parquet,8230,0.05999412325531352,0.35693836212158203
logistic__cvr2f1__imp16.parquet,8230,0.05962811378383762,0.36810755729675293
logistic__cvr2f4__imp16.parquet,8229,0.061369621851571333,0.3589909076690674
logistic_cr__cvr0f0__imp16.parquet,8232,0.046191278057005694,0.3527534008026123
logistic_cr__cvr0f3__imp16.parquet,8230,0.045272403445512074,0.3264200687408447
logistic_cr__cvr0f2__imp16.parquet,8230,0.043784248716458425,0.34676218032836914
logistic_cr__cvr0f1__imp16.parquet,8230,0.04734142916224284,0.3604471683502197
gbs_naive__cvr1f4__imp14.parquet,8229,0.042681181542908744,1.914184808731079
logistic_cr__cvr0f4__imp16.parquet,8229,0.04516912938086708,0.35079455375671387
gbs_naive__cvr0f1__imp14.parquet,8230,0.0445765789196017,1.998460292816162
gbs_naive__cvr1f0__imp14.parquet,8232,0.04372413821208653,1.9792423248291016
logistic_cr__cvr1f0__imp16.parquet,8232,0.04550062972761414,0.3461110591888428
gbs_naive__cvr0f3__imp14.parquet,8230,0.04365745271506686,1.999870777130127
gbs_naive__cvr2f3__imp14.parquet,8230,0.042763612632863574,1.9146742820739746
logistic_cr__cvr1f4__imp16.parquet,8229,0.04369047638118803,0.29177093505859375
gbs_naive__cvr0f2__imp14.parquet,8230,0.04271760173232382,2.0311453342437744
logistic_cr__cvr1f2__imp16.parquet,8230,0.045487535544809075,0.3507063388824463
gbs_naive__cvr1f3__imp14.parquet,8230,0.04513782453432445,1.9862298965454102
gbs_naive__cvr1f1__imp14.parquet,8230,0.04361295911605065,2.022090196609497
gbs_naive__cvr0f0__imp14.parquet,8232,0.044337769468633874,2.079317092895508
gbs_naive__cvr1f2__imp14.parquet,8230,0.04451897119165001,2.0176868438720703
gbs_naive__cvr2f1__imp14.parquet,8230,0.04453370111580876,1.9966866970062256
logistic_cr__cvr2f1__imp16.parquet,8230,0.0451601640797128,0.31897974014282227
logistic_cr__cvr2f3__imp16.parquet,8230,0.04524592690672887,0.3153831958770752
logistic_cr__cvr2f2__imp16.parquet,8230,0.04546634151534278,0.3293461799621582
logistic_cr__cvr1f3__imp16.parquet,8230,0.046458331782635295,0.39682817459106445
logistic_cr__cvr2f0__imp16.parquet,8232,0.04632382666794761,0.3588426113128662
logistic_cr__cvr1f1__imp16.parquet,8230,0.04648458632007432,0.4640803337097168
gbs_naive__cvr2f0__imp14.parquet,8232,0.04444680266988468,2.0551774501800537
gbs_naive__temporal__imp16.parquet,9329,0.050067974033787876,0.9962403774261475
gbs_naive__cvr0f4__imp14.parquet,8229,0.04369865079697617,2.135455369949341
logistic_cr__cvr2f4__imp16.parquet,8229,0.04560298075435534,0.37461376190185547
gbs_naive__cvr2f2__imp14.parquet,8230,0.043841267002400874,2.125623941421509
logistic__temporal__imp17.parquet,9329,0.05319168174417357,0.2335968017578125
gbs_naive__cvr2f4__imp14.parquet,8229,0.04400135153858962,2.183441638946533
logistic_cr__temporal__imp17.parquet,9329,0.04198453721284402,0.20242667198181152
logistic__cvr0f0__imp17.parquet,8232,0.061938448663068316,0.33875036239624023
logistic__cvr0f2__imp17.parquet,8230,0.05888240520637298,0.3363003730773926
logistic__cvr0f4__imp17.parquet,8229,0.05992890760350279,0.33740901947021484
logistic__cvr0f1__imp17.parquet,8230,0.06267941403771649,0.3611431121826172
logistic__cvr1f2__imp17.parquet,8230,0.061197171522293585,0.3331410884857178
logistic__cvr1f0__imp17.parquet,8232,0.0603601600226118,0.35215020179748535
logistic__cvr1f3__imp17.parquet,8230,0.061774684061835415,0.3447275161743164
logistic__cvr1f4__imp17.parquet,8229,0.05857386262512065,0.3349325656890869
logistic__cvr0f3__imp17.parquet,8230,0.06056740678446913,0.3822031021118164
logistic__cvr2f1__imp17.parquet,8230,0.05992725573103995,0.33223843574523926
logistic__cvr2f0__imp17.parquet,8232,0.06203063393709355,0.33344244956970215
logistic__cvr1f1__imp17.parquet,8230,0.06205620947644078,0.41620421409606934
logistic__cvr2f2__imp17.parquet,8230,0.06081975375611527,0.3590211868286133
logistic__cvr2f3__imp17.parquet,8230,0.05992847643238634,0.35767650604248047
logistic_cr__cvr0f0__imp17.parquet,8232,0.04631208355108937,0.35543131828308105
logistic_cr__cvr0f2__imp17.parquet,8230,0.04369438113956023,0.342754602432251
logistic__cvr2f4__imp17.parquet,8229,0.06143913041064736,0.3723287582397461
gbs_naive__cvr0f0__imp15.parquet,8232,0.04439359796243869,1.9752979278564453
logistic_cr__cvr0f3__imp17.parquet,8230,0.04525973908016129,0.3660602569580078
logistic_cr__cvr0f4__imp17.parquet,8229,0.045093964645480926,0.36034393310546875
logistic_cr__cvr1f0__imp17.parquet,8232,0.045480789059688415,0.36511659622192383
gbs_naive__cvr0f4__imp15.parquet,8229,0.04402998112737786,1.960705280303955
logistic_cr__cvr1f1__imp17.parquet,8230,0.04639180391469489,0.3539149761199951
logistic_cr__cvr1f3__imp17.parquet,8230,0.046267220594609526,0.31226611137390137
logistic_cr__cvr0f1__imp17.parquet,8230,0.0472356295566794,0.40682125091552734
gbs_naive__cvr0f1__imp15.parquet,8230,0.04426437000944246,2.027759552001953
gbs_naive__cvr0f3__imp15.parquet,8230,0.0435288328255089,1.9973061084747314
logistic_cr__cvr1f2__imp17.parquet,8230,0.045650792087918036,0.37268686294555664
gbs_naive__cvr2f4__imp15.parquet,8229,0.04383639865760932,1.9116027355194092
logistic_cr__cvr2f0__imp17.parquet,8232,0.046096924248185185,0.3077549934387207
gbs_naive__cvr1f3__imp15.parquet,8230,0.04489577453929959,2.0369412899017334
gbs_naive__cvr2f1__imp15.parquet,8230,0.0440931009686087,1.9695346355438232
gbs_naive__cvr2f2__imp15.parquet,8230,0.04455288081497783,1.972111463546753
logistic_cr__cvr1f4__imp17.parquet,8229,0.043686604288605525,0.3541440963745117
logistic_cr__cvr2f1__imp17.parquet,8230,0.045257538784248645,0.317610502243042
logistic_cr__cvr2f2__imp17.parquet,8230,0.045546649471995014,0.3418598175048828
gbs_naive__cvr0f2__imp15.parquet,8230,0.04250859326458729,2.122201919555664
gbs_naive__cvr1f4__imp15.parquet,8229,0.04290562723277801,2.054589033126831
logistic_cr__cvr2f4__imp17.parquet,8229,0.04554632258781464,0.328871488571167
gbs_naive__cvr1f0__imp15.parquet,8232,0.04328942470563901,2.12278151512146
logistic_cr__cvr2f3__imp17.parquet,8230,0.04512641515131801,0.34454822540283203
gbs_naive__cvr2f3__imp15.parquet,8230,0.042428498405196906,2.0278544425964355
gbs_naive__cvr2f0__imp15.parquet,8232,0.044232508309858726,2.06010103225708
gbs_naive__cvr1f2__imp15.parquet,8230,0.044136004264670625,2.1358213424682617
logistic__temporal__imp18.parquet,9329,0.05347419038116791,0.21245884895324707
gbs_naive__cvr1f1__imp15.parquet,8230,0.04397061465777812,2.213477611541748
gbs_naive__temporal__imp17.parquet,9329,0.04966133945974786,1.0191011428833008
logistic__cvr0f3__imp18.parquet,8230,0.06061556033439431,0.3330094814300537
logistic__cvr0f0__imp18.parquet,8232,0.061654095633160884,0.36216282844543457
logistic__cvr0f2__imp18.parquet,8230,0.05853659570555119,0.3605513572692871
logistic__cvr1f0__imp18.parquet,8232,0.06058572119109352,0.33687925338745117
logistic__cvr1f1__imp18.parquet,8230,0.06213515034935784,0.33786702156066895
logistic__cvr1f2__imp18.parquet,8230,0.06079044936562985,0.330979585647583
logistic__cvr0f1__imp18.parquet,8230,0.06278297897706624,0.4057013988494873
logistic__cvr0f4__imp18.parquet,8229,0.05994813778201489,0.383267879486084
logistic__cvr1f3__imp18.parquet,8230,0.06179831201500887,0.3351602554321289
logistic__cvr2f0__imp18.parquet,8232,0.062079238176459,0.3324854373931885
logistic__cvr2f1__imp18.parquet,8230,0.05988555945379865,0.3348844051361084
logistic__cvr2f2__imp18.parquet,8230,0.06054940510107948,0.3356051445007324
logistic__cvr1f4__imp18.parquet,8229,0.05825861169067645,0.3505370616912842
logistic_cr__temporal__imp18.parquet,9329,0.04231633345190338,0.29813194274902344
logistic__cvr2f3__imp18.parquet,8230,0.0601630914845819,0.3288381099700928
gbs_naive__cvr0f2__imp16.parquet,8230,0.04275575373740432,1.8351452350616455
logistic__cvr2f4__imp18.parquet,8229,0.06115639002162935,0.35573887825012207
logistic_cr__cvr0f2__imp18.parquet,8230,0.04360081619049921,0.35207319259643555
logistic_cr__cvr0f1__imp18.parquet,8230,0.0473151372443744,0.3714785575866699
logistic_cr__cvr0f3__imp18.parquet,8230,0.04535005959052982,0.3713264465332031
logistic_cr__cvr0f0__imp18.parquet,8232,0.04622675655170825,0.3854236602783203
logistic_cr__cvr1f0__imp18.parquet,8232,0.04564242708162627,0.3656151294708252
logistic_cr__cvr0f4__imp18.parquet,8229,0.045158790312605356,0.3730654716491699
logistic_cr__cvr1f1__imp18.parquet,8230,0.04645996086249651,0.36272311210632324
logistic_cr__cvr1f2__imp18.parquet,8230,0.045453274380028094,0.3610556125640869
gbs_naive__cvr0f0__imp16.parquet,8232,0.04411879227484505,1.9745287895202637
logistic_cr__cvr1f3__imp18.parquet,8230,0.0463993699954534,0.38223767280578613
gbs_naive__cvr0f4__imp16.parquet,8229,0.043489849257752226,1.9913980960845947
logistic_cr__cvr2f2__imp18.parquet,8230,0.04543582697565239,0.3123588562011719
logistic_cr__cvr1f4__imp18.parquet,8229,0.0435965792580638,0.38429713249206543
gbs_naive__cvr0f3__imp16.parquet,8230,0.04384080553388674,2.0147476196289062
logistic_cr__cvr2f3__imp18.parquet,8230,0.04527875710421768,0.31830835342407227
logistic_cr__cvr2f0__imp18.parquet,8232,0.04622230644882898,0.370375394821167
logistic_cr__cvr2f1__imp18.parquet,8230,0.04527737979417433,0.35425329208374023
gbs_naive__cvr0f1__imp16.parquet,8230,0.0442919214216398,2.0540754795074463
logistic_cr__cvr2f4__imp18.parquet,8229,0.04548209600935991,0.3322141170501709
gbs_naive__cvr1f0__imp16.parquet,8232,0.043407786756015566,1.9704926013946533
logistic__temporal__imp19.parquet,9329,0.05362006614956185,0.2292037010192871
gbs_naive__cvr1f4__imp16.parquet,8229,0.042293354972337466,1.9494173526763916
gbs_naive__cvr1f2__imp16.parquet,8230,0.04405110257215585,2.008173704147339
gbs_naive__cvr2f0__imp16.parquet,8232,0.04408049686563939,1.9798362255096436
gbs_naive__cvr1f1__imp16.parquet,8230,0.04407048809012893,2.0347740650177
gbs_naive__cvr2f3__imp16.parquet,8230,0.04205868353735165,1.9869377613067627
