split,model,family,horizon_y,metric,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m,concordant_smoother,interval_valid,interval_note
cv,logistic,naive,15.0,e90_concordant,0.3336860676606496,0.317975453287363,0.3481517881155014,0.3184385599069041,0.3489335754143951,0.0077775997312856,0.0714178659812275,4998.103591479893,30,,True,
cv,logistic,naive,15.0,auc,0.7833582580089569,0.7724574789404869,0.7941950067877769,0.7725125883475505,0.7942039276703632,0.0055333472750071,0.0201688112160605,25826.29129566357,30,,True,
cv,logistic,naive,15.0,cindex,0.8209521055221558,0.8101174637675286,0.8319823920726777,0.8099246827485678,0.8319795282957438,0.0056260088034836,0.0262607754758475,20593.00097526781,30,,True,
cv,logistic,naive,15.0,auc_marginal_ipcw,0.8299558738867442,0.8190266221761704,0.8403861597180367,0.8191792266603685,0.8407325211131199,0.0054982079136862,0.0092233001235743,36461.70558762321,30,,True,
cv,logistic,naive,15.0,cindex_marginal_ipcw,0.812849223613739,0.8022313579916954,0.8224788248538971,0.8026681045079436,0.8230303427195345,0.0051943751434355,0.0083055003554792,37240.15824728618,30,,True,
cv,logistic,naive,15.0,at_risk_fraction,0.3379504680633545,0.3334062397480011,0.3425196222960948,0.3333655061929572,0.3425354299337518,0.0023392404352275,4.860149189361204e-05,41148.00014579739,30,,True,
cv,logistic,naive,15.0,nb_at_0.01,0.0564090518901745,0.0530916962772607,0.059902549162507,0.052983316403588,0.059834787376761,0.0017478048179031,0.0009959767969791,41056.79808137596,30,,True,
cv,logistic,naive,15.0,nb_at_0.02,0.0504025836785634,0.0469787957146763,0.0539230033755302,0.0469555810862972,0.0538495862708296,0.0017586548738087,0.0023364080397218,40752.04911955515,30,,True,
cv,logistic,naive,15.0,nb_at_0.03,0.0448795252790053,0.0414557572454214,0.0484013047069311,0.0414341193933603,0.0483249311646503,0.0017578396076912,0.0036390219203987,40266.855947553486,30,,True,
cv,logistic,naive,15.0,nb_at_0.05,0.0358226563781499,0.0324502035975456,0.0393090798519551,0.0323502635762388,0.0392950491800611,0.0017716088150123,0.002582749919277,40674.22792428031,30,,True,
cv,logistic,naive,15.0,nb_at_0.075,0.0257123308256268,0.0223135794978588,0.0292884604539722,0.0222046508015317,0.0292200108497219,0.001789612679909,0.0014788713962811,40970.44042489678,30,,True,
cv,logistic,naive,15.0,nb_at_0.2,-0.010623991737763,-0.014369137934409,-0.0068163612275384,-0.0143863180593968,-0.0068616654161293,0.0019195092145787,0.0169642715970696,28932.556215718723,30,,True,
cv,logistic,naive,15.0,frac_above_0.01,0.8099417090415955,0.8052295446395874,0.8143342137336731,0.8052963985751742,0.8145870195080167,0.0023593103506495,0.3361220048097879,265.8541461582054,30,,True,
cv,logistic,naive,15.0,frac_above_0.02,0.6973428467909495,0.6921338438987732,0.7021700739860535,0.6922491577875114,0.7024365357943876,0.0025930548813011,0.2332114388813932,541.0332462740536,30,,True,
cv,logistic,naive,15.0,frac_above_0.03,0.6287890990575155,0.6235814690589905,0.6335449457168579,0.6237180706101904,0.6338601275048406,0.0025853366899239,0.1332933035132653,1589.4029947475194,30,,True,
cv,logistic,naive,15.0,frac_above_0.05,0.5432612697283427,0.5380914211273193,0.5482491254806519,0.538109317123891,0.5484132223327943,0.0026280379000008,0.0661423903640902,5705.2952129754185,30,,True,
cv,logistic,naive,15.0,frac_above_0.075,0.4764855166276296,0.4713129699230194,0.4817541837692261,0.4712579050431253,0.4817131282121338,0.0026669234820281,0.0417473735741745,11769.318027260351,30,,True,
cv,logistic,naive,15.0,frac_above_0.2,0.3034234354893366,0.2988181710243225,0.3081253468990326,0.2987633833817677,0.3080834875969055,0.002377391913028,0.0398784690813774,12545.802918178842,30,,True,
cv,logistic,naive,15.0,nb_all_at_0.01,0.0547290779650211,0.0514872060157358,0.0582566836848854,0.0513241889865877,0.0581339669434544,0.0017371690759822,4.860149189361204e-05,41148.00014579739,30,,True,
cv,logistic,naive,15.0,nb_all_at_0.02,0.0450834557414054,0.0418085042387247,0.0486470574513077,0.0416438231053604,0.0485230883774505,0.00175489523621,4.860149189361204e-05,41148.00014579739,30,,True,
cv,logistic,naive,15.0,nb_all_at_0.03,0.0352389551699161,0.0319302387535572,0.0388392942957579,0.0317638621610188,0.0387140481788135,0.0017729870634419,4.860149189361204e-05,41148.00014579739,30,,True,
cv,logistic,naive,15.0,nb_all_at_0.05,0.0149281956255435,0.011549823754467,0.0186043341178446,0.0113799429556544,0.0184764482954327,0.0018103130090129,4.860149189361204e-05,41148.00014579739,30,,True,
cv,logistic,naive,15.0,nb_all_at_0.075,-0.0116953663527965,-0.0151650458574295,-0.0079198737861588,-0.0153395176916668,-0.0080512150139262,0.001859240361193,4.860149189361204e-05,41148.00014579739,30,,True,
cv,logistic,naive,15.0,nb_all_at_0.2,-0.1697727739810943,-0.1737845905125141,-0.165407358109951,-0.1739863238257591,-0.1655592241364295,0.0021497465957405,4.860149189361204e-05,41148.00014579739,30,,True,
cv,cox_naive,naive,5.0,mean_pred,0.0169015336160858,0.0166254819836467,0.0171774868387728,0.0166271686604843,0.0171758985716873,0.0001399803868481,0.0053797637788614,39351.56916228863,30,,True,
cv,cox_naive,naive,5.0,obs_cif,0.015860853716731,0.0146436920156702,0.017109671421349,0.0146278047107564,0.0170939027227056,0.0006290996904501,4.860149189361204e-05,41148.00014579739,30,,True,
cv,cox_naive,naive,5.0,eo,1.0656131029129028,0.987680196762085,1.153853142261505,0.983989349407408,1.1472368564183977,0.0416443120512654,0.0002879586408611,41134.80905667308,30,,True,
cv,cox_naive,naive,5.0,calib_intercept,-0.1505165050427118,-0.2591084241867065,-0.0474392651580274,-0.2592607251321774,-0.0417722849532463,0.0554809219636617,0.0092394314389009,36447.6263692293,30,,True,
cv,cox_naive,naive,5.0,calib_slope,0.8406150996685028,0.7580343320965767,0.9476689517498016,0.7465542446697511,0.9346759546672544,0.0479878302651458,0.030323711138788,17689.26506171825,30,,True,
cv,cox_naive,naive,5.0,ici,0.0021887963288463,0.0010663512395694,0.0038642744475509,0.0007640496818262,0.0036135429758665,0.0007268345421495,0.0475218970703392,9736.014991952592,30,,True,
cv,cox_naive,naive,5.0,e50,0.0011971198914883,0.00026835609533,0.0027981988503597,-0.0002069741028144,0.002601213885791,0.000716239341712,0.0652001043791046,5846.4924741772,30,,True,
cv,cox_naive,naive,5.0,e90,0.0025026732124388,0.0014047283388208,0.0064472001278772,-0.0001152550681263,0.0051206014930039,0.0013355507513613,0.0446819444360465,10672.120348544486,30,,True,
cv,cox_naive,naive,5.0,obs_concordant,0.0161766298115253,0.0149396675173193,0.0174562618136405,0.0149175846628729,0.0174356749601777,0.0006423628821256,4.860149189361204e-05,41148.00014579739,30,,True,
cv,cox_naive,naive,5.0,eo_concordant,1.0448117891947428,0.9681724160909652,1.1317043036222458,0.9647313323007728,1.1248922460887127,0.0408569245216681,0.0002876621071373,41134.82953181721,30,,True,
cv,cox_naive,naive,5.0,calib_intercept_concordant,-0.118252045661211,-0.2262896474450826,-0.0155380827607586,-0.2265643622611608,-0.0099397290612611,0.0552605771697213,0.0089891306562781,36664.60925534036,30,,True,
cv,cox_naive,naive,5.0,calib_slope_concordant,0.845922710498174,0.7640332266688347,0.951870948076248,0.7526537087188354,0.9391917122775126,0.0475838544758401,0.0302348507907407,17747.778153085135,30,,True,
cv,cox_naive,naive,5.0,ici_concordant,0.0022393944285189,0.0009487085713772,0.0039273027330636,0.0007316077844956,0.0037471810725422,0.0007691913815009,0.0494602494598391,9159.687886670932,30,,True,
cv,cox_naive,naive,5.0,e50_concordant,0.001414917956572,0.0003164695030136,0.0029314006213098,-2.0840013901303337e-05,0.0028506759270453,0.0007324011565336,0.0626813426358642,6249.194788575888,30,,True,
cv,cox_naive,naive,5.0,e90_concordant,0.0032173778085658,0.0012565256998641,0.0071749286609701,0.000133876406114,0.0063008792110177,0.0015730921121273,0.0398819713711165,12544.286878462848,30,,True,
cv,cox_naive,naive,5.0,auc,0.8346366465091706,0.820728699862957,0.8504855960607529,0.8200239978561636,0.8492492951621775,0.0074552151741388,0.0205898563033789,25433.19820983734,30,,True,
cv,cox_naive,naive,5.0,cindex,0.8334075788656871,0.818350051343441,0.8490994319319725,0.8184891995721969,0.8483259581591772,0.0076111733208889,0.0222141712429755,23957.221025989795,30,,True,
cv,cox_naive,naive,5.0,auc_marginal_ipcw,0.8342381219069163,0.8201579868793487,0.8499661281704902,0.8195342883651554,0.8489419554486771,0.0075017588610379,0.018816383137018,27114.94605605248,30,,True,
cv,cox_naive,naive,5.0,cindex_marginal_ipcw,0.8309468468030293,0.8169738918542861,0.8465845808386803,0.8163177612197029,0.8455759323863558,0.0074636254380707,0.0186226408623675,27302.51311575532,30,,True,
cv,cox_naive,naive,5.0,at_risk_fraction,0.7978907227516174,0.7939290881156922,0.801730215549469,0.7940450630526071,0.8017363824506277,0.001962049614007,4.860149189361204e-05,41148.00014579739,30,,True,
cv,cox_naive,naive,5.0,nb_at_0.01,0.0102932622345785,0.0091053792741149,0.0114786359714344,0.0090977398597081,0.0114887846094489,0.0006099532124013,0.0039108392340643,40143.28721338351,30,,True,
cv,cox_naive,naive,5.0,nb_at_0.02,0.0071156494008998,0.0060504948138259,0.008252318482846,0.0060085966182857,0.0082227021835138,0.0005648143547298,0.0094927234250216,36224.895102838025,30,,True,
cv,cox_naive,naive,5.0,nb_at_0.03,0.005114308791235,0.004152583843097,0.0061794860754162,0.0040800027128226,0.0061486148696475,0.0005276869545256,0.0253064660143194,21344.15153022307,30,,True,
cv,cox_naive,naive,5.0,nb_at_0.05,0.0028745648373539,0.0020424804883077,0.0037430686410516,0.0020120014970818,0.0037371281776259,0.0004400130630696,0.0595980775043719,6797.671257500756,30,,True,
cv,cox_naive,naive,5.0,nb_at_0.075,0.0013496041879989,0.0006826121607446,0.0020776400051545,0.0006434724597232,0.0020557359162746,0.0003601345798717,0.094222205820214,3042.377187656766,30,,True,
