split,model,horizon_y,metric,fmi,df,m,se,m_required_von_hippel
cv,logistic,5.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0006801078130975923,2.0
cv,logistic,5.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0007863746300046314,2.0
cv,logistic,10.0,mean_pred,0.04662854733024079,10018.179990293462,30,0.0004938251447995137,3.0
cv,logistic,10.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628879,2.0
cv,logistic,10.0,eo,0.0035915546892469224,40287.66526663649,30,0.04860772273210007,2.0
cv,logistic,10.0,calib_intercept,0.018164907417853666,27748.271959637685,30,0.042216451797840254,2.0
cv,logistic,10.0,calib_slope,0.016689069269480532,29206.518306032012,30,0.02576801949914732,2.0
cv,logistic,10.0,ici,0.015011605816772985,30888.008388521444,30,0.001242244509385188,2.0
cv,logistic,10.0,e50,0.02972987696150835,18084.443592845382,30,0.002638513067754496,2.0
cv,logistic,10.0,e90,0.017569073253023208,28333.52807087844,30,0.004070504559548215,2.0
cv,logistic,10.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0011726856726112552,2.0
cv,logistic,10.0,eo_concordant,0.0035603922624181266,40301.20125780798,30,0.04652017064334973,2.0
cv,logistic,10.0,calib_intercept_concordant,0.017373859755050475,28526.377600456664,30,0.042029747486026656,2.0
cv,logistic,10.0,calib_slope_concordant,0.017252090713487177,28646.922070712855,30,0.025121063999317097,2.0
cv,logistic,10.0,ici_concordant,0.01230434641712516,33586.38864001703,30,0.001259283535102228,2.0
cv,logistic,10.0,e50_concordant,0.020297537938119427,25705.677569565618,30,0.001930328358373134,2.0
cv,logistic,10.0,e90_concordant,0.015960241518051477,29935.282011839212,30,0.004325644782252445,2.0
cv,logistic,10.0,auc,0.017514528952530584,28387.360669503054,30,0.005677968274769652,2.0
cv,logistic,10.0,cindex,0.015370792243769176,30526.98716697095,30,0.006405462158784887,2.0
cv,logistic,10.0,auc_marginal_ipcw,0.014026451720670154,31877.273922789984,30,0.00572362398480736,2.0
cv,logistic,10.0,cindex_marginal_ipcw,0.013700318674385679,32203.658630696667,30,0.005568134498745109,2.0
cv,logistic,10.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023999912885427116,2.0
cv,logistic,10.0,nb_at_0.01,0.0013685916875823727,40992.5111145341,30,0.0011041353048823971,2.0
cv,logistic,10.0,nb_at_0.02,0.002203061015754436,40791.394693989896,30,0.001098925727198703,2.0
cv,logistic,10.0,nb_at_0.03,0.0027474272759113205,40618.521389943555,30,0.0010865126226997845,2.0
cv,logistic,10.0,nb_at_0.05,0.007567622021230312,37830.31860803578,30,0.0010572781993647986,2.0
cv,logistic,10.0,nb_at_0.075,0.017411397905967525,28489.254984653617,30,0.00100006680952471,2.0
cv,logistic,10.0,nb_at_0.2,0.04266513649112258,11410.853099820768,30,0.0007770143913063012,2.0
cv,logistic,10.0,frac_above_0.01,0.18534021455065033,844.3903693518005,30,0.0026601821689846484,17.0
cv,logistic,10.0,frac_above_0.02,0.08677090503867362,3535.4300038529223,30,0.002724562249885789,5.0
cv,logistic,10.0,frac_above_0.03,0.12812175648998114,1713.419082496362,30,0.0027292332246108145,9.0
cv,logistic,10.0,frac_above_0.05,0.15745466549032253,1156.0090313219296,30,0.002605374185307879,13.0
cv,logistic,10.0,frac_above_0.075,0.13166171556930534,1627.045804780733,30,0.002285466760115407,10.0
cv,logistic,10.0,frac_above_0.2,0.06867480421176515,5349.091479633331,30,0.0013727189777174651,4.0
cv,logistic,10.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0011218565768040538,2.0
cv,logistic,10.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0011333041013021766,2.0
cv,logistic,10.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.001144987595932287,2.0
cv,logistic,10.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0011690925953551582,2.0
cv,logistic,10.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0012006896463603893,2.0
cv,logistic,10.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.001388297690177076,2.0
cv,logistic,15.0,mean_pred,0.08143065068976392,3963.9548375053514,30,0.0012127417132019227,5.0
cv,logistic,15.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951507,2.0
cv,logistic,15.0,eo,0.005631652579620594,39195.9900642358,30,0.07195464042126162,2.0
cv,logistic,15.0,calib_intercept,0.03835003344222645,13230.411030548092,30,0.03765596083674428,2.0
cv,logistic,15.0,calib_slope,0.02586195438164755,20903.69651889102,30,0.021323528098831403,2.0
cv,logistic,15.0,ici,0.0325437334869779,16296.608465857811,30,0.002173113178106837,2.0
cv,logistic,15.0,e50,0.047465932424109736,9753.374831858953,30,0.006732742126457449,3.0
cv,logistic,15.0,e90,0.08224559030770678,3893.8298752520273,30,0.006981372289062088,5.0
cv,logistic,15.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0019110685075623666,2.0
cv,logistic,15.0,eo_concordant,0.005457222439474998,39304.313999887694,30,0.06703056271587587,2.0
cv,logistic,15.0,calib_intercept_concordant,0.03586124718424216,14449.390506577403,30,0.0384566803057552,2.0
cv,logistic,15.0,calib_slope_concordant,0.03061334846663271,17500.049342430088,30,0.020766563586642292,2.0
cv,logistic,15.0,ici_concordant,0.028327993497790575,19056.59806186571,30,0.0021891339355483326,2.0
cv,logistic,15.0,e50_concordant,0.056102450126918536,7504.946435373217,30,0.005795688478059699,3.0
cv,logistic,15.0,e90_concordant,0.07141786598122751,4998.103591479893,30,0.007777599731285675,4.0
cv,logistic,15.0,auc,0.020168811216060522,25826.29129566357,30,0.005533347275007193,2.0
cv,logistic,15.0,cindex,0.026260775475847584,20593.00097526781,30,0.005626008803483627,2.0
cv,logistic,15.0,auc_marginal_ipcw,0.00922330012357434,36461.70558762321,30,0.005498207913686291,2.0
cv,logistic,15.0,cindex_marginal_ipcw,0.008305500355479238,37240.15824728618,30,0.005194375143435537,2.0
cv,logistic,15.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023392404352275465,2.0
cv,logistic,15.0,nb_at_0.01,0.0009959767969791144,41056.79808137596,30,0.0017478048179031438,2.0
cv,logistic,15.0,nb_at_0.02,0.0023364080397218867,40752.04911955515,30,0.0017586548738087395,2.0
cv,logistic,15.0,nb_at_0.03,0.003639021920398774,40266.855947553486,30,0.0017578396076912517,2.0
cv,logistic,15.0,nb_at_0.05,0.002582749919277047,40674.227924280305,30,0.0017716088150123636,2.0
cv,logistic,15.0,nb_at_0.075,0.001478871396281165,40970.44042489678,30,0.0017896126799090651,2.0
cv,logistic,15.0,nb_at_0.2,0.01696427159706969,28932.556215718723,30,0.00191950921457873,2.0
cv,logistic,15.0,frac_above_0.01,0.3361220048097879,265.8541461582054,30,0.002359310350649571,43.0
cv,logistic,15.0,frac_above_0.02,0.23321143888139323,541.0332462740536,30,0.002593054881301145,24.0
cv,logistic,15.0,frac_above_0.03,0.13329330351326532,1589.4029947475194,30,0.0025853366899239155,10.0
cv,logistic,15.0,frac_above_0.05,0.06614239036409024,5705.2952129754185,30,0.002628037900000865,4.0
cv,logistic,15.0,frac_above_0.075,0.041747373574174546,11769.318027260353,30,0.002666923482028145,2.0
cv,logistic,15.0,frac_above_0.2,0.03987846908137742,12545.802918178842,30,0.0023773919130280216,2.0
cv,logistic,15.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822298,2.0
cv,logistic,15.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0017548952362100268,2.0
cv,logistic,15.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419869,2.0
cv,logistic,15.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.001810313009012997,2.0
cv,logistic,15.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0018592403611930551,2.0
cv,logistic,15.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.002149746595740512,2.0
cv,cox_naive,5.0,mean_pred,0.005379763778861429,39351.56916228863,30,0.00013998038684812826,2.0
cv,cox_naive,5.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.000629099690450189,2.0
cv,cox_naive,5.0,eo,0.00028795864086118324,41134.809056673075,30,0.04164431205126546,2.0
cv,cox_naive,5.0,calib_intercept,0.009239431438900915,36447.6263692293,30,0.05548092196366179,2.0
cv,cox_naive,5.0,calib_slope,0.03032371113878808,17689.26506171825,30,0.04798783026514586,2.0
cv,cox_naive,5.0,ici,0.04752189707033929,9736.014991952592,30,0.0007268345421495041,3.0
cv,cox_naive,5.0,e50,0.06520010437910466,5846.4924741772,30,0.000716239341712031,4.0
cv,cox_naive,5.0,e90,0.0446819444360465,10672.120348544486,30,0.0013355507513613774,3.0
cv,cox_naive,5.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0006423628821256964,2.0
cv,cox_naive,5.0,eo_concordant,0.00028766210713732386,41134.82953181721,30,0.04085692452166812,2.0
cv,cox_naive,5.0,calib_intercept_concordant,0.008989130656278179,36664.60925534036,30,0.05526057716972139,2.0
cv,cox_naive,5.0,calib_slope_concordant,0.030234850790740758,17747.778153085135,30,0.047583854475840126,2.0
cv,cox_naive,5.0,ici_concordant,0.04946024945983918,9159.687886670932,30,0.0007691913815009842,3.0
cv,cox_naive,5.0,e50_concordant,0.06268134263586422,6249.194788575888,30,0.0007324011565336129,3.0
cv,cox_naive,5.0,e90_concordant,0.0398819713711165,12544.286878462848,30,0.001573092112127321,2.0
cv,cox_naive,5.0,auc,0.020589856303378947,25433.19820983734,30,0.007455215174138816,2.0
cv,cox_naive,5.0,cindex,0.02221417124297557,23957.221025989795,30,0.007611173320888931,2.0
cv,cox_naive,5.0,auc_marginal_ipcw,0.018816383137018035,27114.946056052482,30,0.007501758861037975,2.0
cv,cox_naive,5.0,cindex_marginal_ipcw,0.018622640862367573,27302.513115755322,30,0.007463625438070757,2.0
cv,cox_naive,5.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0019620496140070115,2.0
cv,cox_naive,5.0,nb_at_0.01,0.003910839234064378,40143.28721338351,30,0.0006099532124013573,2.0
cv,cox_naive,5.0,nb_at_0.02,0.00949272342502164,36224.895102838025,30,0.0005648143547298915,2.0
cv,cox_naive,5.0,nb_at_0.03,0.0253064660143194,21344.15153022307,30,0.0005276869545256805,2.0
cv,cox_naive,5.0,nb_at_0.05,0.059598077504371946,6797.671257500756,30,0.00044001306306967774,3.0
cv,cox_naive,5.0,nb_at_0.075,0.09422220582021401,3042.377187656766,30,0.00036013457987170156,6.0
cv,cox_naive,5.0,nb_at_0.2,0.10628626210107041,2434.7431164622144,30,0.0001300110641626144,7.0
cv,cox_naive,5.0,frac_above_0.01,0.06980888365910029,5199.825908686718,30,0.0026072164181651434,4.0
cv,cox_naive,5.0,frac_above_0.02,0.1079761846754862,2364.172219696448,30,0.0022821538860201274,7.0
cv,cox_naive,5.0,frac_above_0.03,0.07120407313843424,5024.2534259812,30,0.00199772350031786,4.0
cv,cox_naive,5.0,frac_above_0.05,0.0299486703635014,17937.705531882057,30,0.001384676686865021,2.0
