split,model,horizon_y,metric,fmi,df,m,se,m_required_von_hippel
cv,logistic_cr,5.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0019620496140070115,2.0
cv,logistic_cr,5.0,nb_at_0.01,0.003967514490736348,40116.58585416853,30,0.0006130734895082048,2.0
cv,logistic_cr,5.0,nb_at_0.02,0.012437183807459994,33456.16493369089,30,0.000568877722052035,2.0
cv,logistic_cr,5.0,nb_at_0.03,0.052408620399108256,8368.817514714123,30,0.0005432252740560189,3.0
cv,logistic_cr,5.0,nb_at_0.05,0.049150872576561686,9248.512438202371,30,0.0004513908456354111,3.0
cv,logistic_cr,5.0,nb_at_0.075,0.10946381114094544,2304.521117017262,30,0.0003755019869407598,7.0
cv,logistic_cr,5.0,nb_at_0.2,0.12045689712732324,1925.4469935076158,30,0.00014895547779815048,8.0
cv,logistic_cr,5.0,frac_above_0.01,0.2907762924925186,352.388011332443,30,0.0029989053766544056,34.0
cv,logistic_cr,5.0,frac_above_0.02,0.349513612997832,246.41229162806442,30,0.0027088822262351874,46.0
cv,logistic_cr,5.0,frac_above_0.03,0.29969406716762237,332.2845536361649,30,0.0022746736289955033,36.0
cv,logistic_cr,5.0,frac_above_0.05,0.07159572887415773,4976.497203682382,30,0.0014572431559339869,4.0
cv,logistic_cr,5.0,frac_above_0.075,0.17109189651506124,985.3139152409268,30,0.0010756907797394091,15.0
cv,logistic_cr,5.0,frac_above_0.2,0.3765000458421255,213.25468594904265,30,0.0003629635893658241,52.0
cv,logistic_cr,5.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0006354542394474852,2.0
cv,logistic_cr,5.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0006419384490491791,2.0
cv,logistic_cr,5.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0006485563622315248,2.0
cv,logistic_cr,5.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.000662210189357622,2.0
cv,logistic_cr,5.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0006801078130975923,2.0
cv,logistic_cr,5.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0007863746300046314,2.0
cv,logistic_cr,10.0,mean_pred,0.01606950734368921,29825.78081218975,30,0.00031376739090413784,2.0
cv,logistic_cr,10.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628879,2.0
cv,logistic_cr,10.0,eo,0.0009271536516402958,41066.92704062328,30,0.03640768021339116,2.0
cv,logistic_cr,10.0,calib_intercept,0.0019644756977366894,40856.875036031895,30,0.038067119882990406,2.0
cv,logistic_cr,10.0,calib_slope,0.010882650241110493,34953.401368234314,30,0.03028837464110818,2.0
cv,logistic_cr,10.0,ici,0.008031916850484487,37462.94168892056,30,0.001198247087818096,2.0
cv,logistic_cr,10.0,e50,0.011405174355461548,34457.377955022625,30,0.0009789879871276465,2.0
cv,logistic_cr,10.0,e90,0.020133817745382747,25859.14413023525,30,0.002741697959651599,2.0
cv,logistic_cr,10.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628879,2.0
cv,logistic_cr,10.0,eo_concordant,0.0009271536516402958,41066.92704062328,30,0.03640768021339116,2.0
cv,logistic_cr,10.0,calib_intercept_concordant,0.0019644756977366894,40856.875036031895,30,0.038067119882990406,2.0
cv,logistic_cr,10.0,calib_slope_concordant,0.010882650241110493,34953.401368234314,30,0.03028837464110818,2.0
cv,logistic_cr,10.0,ici_concordant,0.008031916850484487,37462.94168892056,30,0.001198247087818096,2.0
cv,logistic_cr,10.0,e50_concordant,0.011405174355461548,34457.377955022625,30,0.0009789879871276465,2.0
cv,logistic_cr,10.0,e90_concordant,0.020133817745382747,25859.14413023525,30,0.002741697959651599,2.0
cv,logistic_cr,10.0,auc,0.016674105174067155,29221.436719958932,30,0.005655242930116178,2.0
cv,logistic_cr,10.0,cindex,0.015338988908633703,30558.94544581706,30,0.006389251239308214,2.0
cv,logistic_cr,10.0,auc_marginal_ipcw,0.013217245730880234,32685.240724903,30,0.005699736325877564,2.0
cv,logistic_cr,10.0,cindex_marginal_ipcw,0.012917013469943131,32983.09067218395,30,0.005544012808989982,2.0
cv,logistic_cr,10.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023999912885427116,2.0
cv,logistic_cr,10.0,nb_at_0.01,0.0015948559713535198,40945.73644262235,30,0.0011074980994083875,2.0
cv,logistic_cr,10.0,nb_at_0.02,0.003257044886791387,40427.727908368826,30,0.0010993092719091913,2.0
cv,logistic_cr,10.0,nb_at_0.03,0.003587941171508985,40289.23996759738,30,0.0010747943311723762,2.0
cv,logistic_cr,10.0,nb_at_0.05,0.010687652953258537,35136.254016027604,30,0.0010313334198509799,2.0
cv,logistic_cr,10.0,nb_at_0.075,0.020027668740499226,25958.967551600195,30,0.0009489797601327889,2.0
cv,logistic_cr,10.0,nb_at_0.2,0.047820004895462634,9644.243340184923,30,0.0005279140529254057,3.0
cv,logistic_cr,10.0,frac_above_0.01,0.20832185462031452,673.4507350764077,30,0.002625345862658509,20.0
cv,logistic_cr,10.0,frac_above_0.02,0.04899961909800349,9292.365052560228,30,0.002663591630933266,3.0
cv,logistic_cr,10.0,frac_above_0.03,0.09282665196229666,3126.7187336328657,30,0.0026529828395778633,6.0
cv,logistic_cr,10.0,frac_above_0.05,0.17060204402575796,990.7719366536871,30,0.0025343071033787,14.0
cv,logistic_cr,10.0,frac_above_0.075,0.14840273783334995,1294.960785483533,30,0.0021837164767440262,12.0
cv,logistic_cr,10.0,frac_above_0.2,0.13150355011135345,1630.7652702398857,30,0.000907679610388531,10.0
cv,logistic_cr,10.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0011218565768040538,2.0
cv,logistic_cr,10.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0011333041013021766,2.0
cv,logistic_cr,10.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.001144987595932287,2.0
cv,logistic_cr,10.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0011690925953551582,2.0
cv,logistic_cr,10.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0012006896463603893,2.0
cv,logistic_cr,10.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.001388297690177076,2.0
cv,logistic_cr,15.0,mean_pred,0.03282984923828473,16126.56195317168,30,0.0005165379676485126,2.0
cv,logistic_cr,15.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951507,2.0
cv,logistic_cr,15.0,eo,0.0014092557609873767,40984.53406147936,30,0.03946041475566502,2.0
cv,logistic_cr,15.0,calib_intercept,0.005049413777404502,39547.132717141256,30,0.032105963442978114,2.0
cv,logistic_cr,15.0,calib_slope,0.020559988360164146,25460.94769521901,30,0.030543814610316012,2.0
cv,logistic_cr,15.0,ici,0.020953372060475012,25097.16845915778,30,0.002029200701166215,2.0
cv,logistic_cr,15.0,e50,0.0069459843770547335,38299.53627548783,30,0.002067912393209537,2.0
cv,logistic_cr,15.0,e90,0.0245460283723095,21961.61169555627,30,0.00530840260392387,2.0
cv,logistic_cr,15.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951507,2.0
cv,logistic_cr,15.0,eo_concordant,0.0014092557609873767,40984.53406147936,30,0.03946041475566502,2.0
cv,logistic_cr,15.0,calib_intercept_concordant,0.005049413777404502,39547.132717141256,30,0.032105963442978114,2.0
cv,logistic_cr,15.0,calib_slope_concordant,0.020559988360164146,25460.94769521901,30,0.030543814610316012,2.0
cv,logistic_cr,15.0,ici_concordant,0.020953372060475012,25097.16845915778,30,0.002029200701166215,2.0
cv,logistic_cr,15.0,e50_concordant,0.0069459843770547335,38299.53627548783,30,0.002067912393209537,2.0
cv,logistic_cr,15.0,e90_concordant,0.0245460283723095,21961.61169555627,30,0.00530840260392387,2.0
cv,logistic_cr,15.0,auc,0.01868937559851751,27237.82845378459,30,0.005606062079938171,2.0
cv,logistic_cr,15.0,cindex,0.02783266140744923,19413.48080057914,30,0.0058433543325162995,2.0
cv,logistic_cr,15.0,auc_marginal_ipcw,0.008724843300103704,36890.175501264814,30,0.005555855160341564,2.0
cv,logistic_cr,15.0,cindex_marginal_ipcw,0.007313071054848893,38025.706195332335,30,0.005219454633014473,2.0
cv,logistic_cr,15.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023392404352275465,2.0
cv,logistic_cr,15.0,nb_at_0.01,0.0006250512670367724,41104.916469789736,30,0.0017497027788843805,2.0
cv,logistic_cr,15.0,nb_at_0.02,0.001646469872943028,40934.252793165906,30,0.0017647620717649891,2.0
cv,logistic_cr,15.0,nb_at_0.03,0.0017133446674290457,40918.92584512237,30,0.0017663016346633213,2.0
cv,logistic_cr,15.0,nb_at_0.05,0.0025272818253689734,40692.32901230033,30,0.0017699742825191924,2.0
cv,logistic_cr,15.0,nb_at_0.075,0.0029641780405838293,40540.74835200871,30,0.0017394234036461982,2.0
cv,logistic_cr,15.0,nb_at_0.2,0.01626681137732634,29628.247708210663,30,0.0014558696652188577,2.0
cv,logistic_cr,15.0,frac_above_0.01,0.8401616015210771,45.21425419509525,30,0.0023106235322416595,162.0
cv,logistic_cr,15.0,frac_above_0.02,0.5573293511463039,99.71904414705938,30,0.0028835801959224672,93.0
cv,logistic_cr,15.0,frac_above_0.03,0.21444169833443924,636.6948439180276,30,0.002595822545310516,21.0
cv,logistic_cr,15.0,frac_above_0.05,0.05108900258011866,8710.736474662534,30,0.002610659092311827,3.0
cv,logistic_cr,15.0,frac_above_0.075,0.05414968525215517,7945.371065144681,30,0.0026251204032069876,3.0
cv,logistic_cr,15.0,frac_above_0.2,0.031243870803076702,17096.038379723363,30,0.0017711877024687754,2.0
cv,logistic_cr,15.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822298,2.0
cv,logistic_cr,15.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0017548952362100268,2.0
cv,logistic_cr,15.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419869,2.0
cv,logistic_cr,15.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.001810313009012997,2.0
cv,logistic_cr,15.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0018592403611930551,2.0
cv,logistic_cr,15.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.002149746595740512,2.0
cv,csc_cox,5.0,mean_pred,0.004323629867834528,39941.53948711043,30,0.0001247556403636726,2.0
cv,csc_cox,5.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.000629099690450189,2.0
cv,csc_cox,5.0,eo,0.00022097522356792062,41139.173852399246,30,0.0391670601053633,2.0
cv,csc_cox,5.0,calib_intercept,0.008026474264193598,37467.327409414625,30,0.05271684065700832,2.0
cv,csc_cox,5.0,calib_slope,0.03413471738214624,15377.269142642373,30,0.05118669731648023,2.0
cv,csc_cox,5.0,ici,0.0517947876836604,8525.526858451887,30,0.0007564477569674062,3.0
cv,csc_cox,5.0,e50,0.06309826096829949,6179.874212421537,30,0.0007166600246252972,4.0
cv,csc_cox,5.0,e90,0.036946142795436204,13901.466157257115,30,0.0016168574255005978,2.0
cv,csc_cox,5.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.000629099690450189,2.0
cv,csc_cox,5.0,eo_concordant,0.00022097522356792062,41139.173852399246,30,0.0391670601053633,2.0
cv,csc_cox,5.0,calib_intercept_concordant,0.008026474264193598,37467.327409414625,30,0.05271684065700832,2.0
cv,csc_cox,5.0,calib_slope_concordant,0.03413471738214624,15377.269142642373,30,0.05118669731648023,2.0
cv,csc_cox,5.0,ici_concordant,0.0517947876836604,8525.526858451887,30,0.0007564477569674062,3.0
cv,csc_cox,5.0,e50_concordant,0.06309826096829949,6179.874212421537,30,0.0007166600246252972,4.0
cv,csc_cox,5.0,e90_concordant,0.036946142795436204,13901.466157257115,30,0.0016168574255005978,2.0
cv,csc_cox,5.0,auc,0.02126534526203967,24811.346354312373,30,0.0074551773515315915,2.0
cv,csc_cox,5.0,cindex,0.02274224900541912,23492.117306181615,30,0.007626742250258288,2.0
cv,csc_cox,5.0,auc_marginal_ipcw,0.01930680146627696,26643.323678263136,30,0.007499734803766948,2.0
cv,csc_cox,5.0,cindex_marginal_ipcw,0.01905022482361625,26889.486528300837,30,0.007461465728024407,2.0
cv,csc_cox,5.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0019620496140070115,2.0
cv,csc_cox,5.0,nb_at_0.01,0.005074448604139389,39532.65560417331,30,0.0006090364991283722,2.0
cv,csc_cox,5.0,nb_at_0.02,0.0103996327229986,35403.87191690347,30,0.0005624582048415731,2.0
cv,csc_cox,5.0,nb_at_0.03,0.02166240467862598,24451.093495576773,30,0.0005213262730849354,2.0
cv,csc_cox,5.0,nb_at_0.05,0.08291967777537027,3837.179783562597,30,0.00043254634271833176,5.0
cv,csc_cox,5.0,nb_at_0.075,0.08081423106396077,4018.222694434054,30,0.0003297022084893862,5.0
cv,csc_cox,5.0,nb_at_0.2,0.1307730512808076,1648.1091797232152,30,8.25322806879433e-05,9.0
cv,csc_cox,5.0,frac_above_0.01,0.07086047256967544,5066.69388297259,30,0.0026058793351704645,4.0
cv,csc_cox,5.0,frac_above_0.02,0.10332537703903741,2566.106133775881,30,0.002261349011127786,7.0
cv,csc_cox,5.0,frac_above_0.03,0.07802171876564389,4278.084592201255,30,0.001965406618283853,5.0
cv,csc_cox,5.0,frac_above_0.05,0.04059340084005101,12241.156846102003,30,0.0013288854356444597,2.0
cv,csc_cox,5.0,frac_above_0.075,0.10558840666639327,2464.7953124572214,30,0.0009262531667103516,7.0
cv,csc_cox,5.0,frac_above_0.2,0.25437159089682715,457.03984009734876,30,0.0001713536771729495,28.0
cv,csc_cox,5.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0006354542394474852,2.0
cv,csc_cox,5.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0006419384490491791,2.0
cv,csc_cox,5.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0006485563622315248,2.0
cv,csc_cox,5.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.000662210189357622,2.0
cv,csc_cox,5.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0006801078130975923,2.0
cv,csc_cox,5.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0007863746300046314,2.0
cv,csc_cox,10.0,mean_pred,0.014689195567220611,31212.073304113786,30,0.0002590727341125164,2.0
cv,csc_cox,10.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628879,2.0
cv,csc_cox,10.0,eo,0.0008898341421873017,41072.19111471672,30,0.02936882960435398,2.0
cv,csc_cox,10.0,calib_intercept,0.0030484347931953237,40509.161960712205,30,0.03728091943416479,2.0
cv,csc_cox,10.0,calib_slope,0.0171188163763291,28779.06476305546,30,0.033385275970555704,2.0
cv,csc_cox,10.0,ici,0.02211078842541843,24049.148440614616,30,0.0013350489081138295,2.0
cv,csc_cox,10.0,e50,0.019979610080435545,26004.244724487886,30,0.0013903417802566662,2.0
cv,csc_cox,10.0,e90,0.015131477487123948,30767.50988470427,30,0.002865524130064839,2.0
cv,csc_cox,10.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628879,2.0
cv,csc_cox,10.0,eo_concordant,0.0008898341421873017,41072.19111471672,30,0.02936882960435398,2.0
cv,csc_cox,10.0,calib_intercept_concordant,0.0030484347931953237,40509.161960712205,30,0.03728091943416479,2.0
cv,csc_cox,10.0,calib_slope_concordant,0.0171188163763291,28779.06476305546,30,0.033385275970555704,2.0
cv,csc_cox,10.0,ici_concordant,0.02211078842541843,24049.148440614616,30,0.0013350489081138295,2.0
cv,csc_cox,10.0,e50_concordant,0.019979610080435545,26004.244724487886,30,0.0013903417802566662,2.0
cv,csc_cox,10.0,e90_concordant,0.015131477487123948,30767.50988470427,30,0.002865524130064839,2.0
cv,csc_cox,10.0,auc,0.015380021447157274,30517.71341685089,30,0.0057014649354463305,2.0
cv,csc_cox,10.0,cindex,0.013810957142550291,32093.03072672523,30,0.006358813944707184,2.0
cv,csc_cox,10.0,auc_marginal_ipcw,0.01223655194683174,33652.71188628778,30,0.005749038328135659,2.0
cv,csc_cox,10.0,cindex_marginal_ipcw,0.011763751401613913,34112.42305688505,30,0.005596126935710798,2.0
cv,csc_cox,10.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023999912885427116,2.0
cv,csc_cox,10.0,nb_at_0.01,0.0016808588747043783,40926.43430515342,30,0.001104850729631655,2.0
cv,csc_cox,10.0,nb_at_0.02,0.002542660809016662,40687.343901163775,30,0.0010834024871247125,2.0
cv,csc_cox,10.0,nb_at_0.03,0.005234175112264504,39438.95759129874,30,0.0010587338061928146,2.0
cv,csc_cox,10.0,nb_at_0.05,0.007373369996638064,37979.821054781845,30,0.0009802879239247501,2.0
cv,csc_cox,10.0,nb_at_0.075,0.01712768122363763,28770.268627258687,30,0.0008863176918848889,2.0
cv,csc_cox,10.0,nb_at_0.2,0.0792305893743835,4162.685730737398,30,0.00039270856674533016,5.0
cv,csc_cox,10.0,frac_above_0.01,0.06801430714588051,5438.864403697123,30,0.0025720897826720782,4.0
cv,csc_cox,10.0,frac_above_0.02,0.04960857979460182,9117.512573744514,30,0.002636532378127456,3.0
cv,csc_cox,10.0,frac_above_0.03,0.05771257603572262,7166.9714565864015,30,0.00254859988618138,3.0
cv,csc_cox,10.0,frac_above_0.05,0.081601940425804,3949.064004274826,30,0.002226279234664442,5.0
cv,csc_cox,10.0,frac_above_0.075,0.05800971223756213,7106.935567608405,30,0.001910598331212591,3.0
cv,csc_cox,10.0,frac_above_0.2,0.2627965523873465,428.99304214365844,30,0.0007295533362418519,29.0
cv,csc_cox,10.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0011218565768040538,2.0
cv,csc_cox,10.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0011333041013021766,2.0
cv,csc_cox,10.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.001144987595932287,2.0
cv,csc_cox,10.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0011690925953551582,2.0
cv,csc_cox,10.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0012006896463603893,2.0
cv,csc_cox,10.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.001388297690177076,2.0
cv,csc_cox,15.0,mean_pred,0.04895364956331704,9305.74887592503,30,0.00040806393385981957,3.0
cv,csc_cox,15.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951507,2.0
cv,csc_cox,15.0,eo,0.0028615207631767065,40578.21059828147,30,0.02646885649786016,2.0
cv,csc_cox,15.0,calib_intercept,0.007901593388317737,37567.45129713312,30,0.03291833540587198,2.0
cv,csc_cox,15.0,calib_slope,0.03468222918474392,15075.365714480606,30,0.03345661248341784,2.0
cv,csc_cox,15.0,ici,0.048547656706104884,9425.095957408676,30,0.002857554364429228,3.0
cv,csc_cox,15.0,e50,0.04416894790933135,10853.88150792632,30,0.0028222905935494026,3.0
cv,csc_cox,15.0,e90,0.037839480942752246,13469.633998846226,30,0.005319196382153138,2.0
cv,csc_cox,15.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951507,2.0
cv,csc_cox,15.0,eo_concordant,0.0028615207631767065,40578.21059828147,30,0.02646885649786016,2.0
cv,csc_cox,15.0,calib_intercept_concordant,0.007901593388317737,37567.45129713312,30,0.03291833540587198,2.0
cv,csc_cox,15.0,calib_slope_concordant,0.03468222918474392,15075.365714480606,30,0.03345661248341784,2.0
cv,csc_cox,15.0,ici_concordant,0.048547656706104884,9425.095957408676,30,0.002857554364429228,3.0
cv,csc_cox,15.0,e50_concordant,0.04416894790933135,10853.88150792632,30,0.0028222905935494026,3.0
cv,csc_cox,15.0,e90_concordant,0.037839480942752246,13469.633998846226,30,0.005319196382153138,2.0
cv,csc_cox,15.0,auc,0.01773587723450653,28169.156593260996,30,0.0056109328459041765,2.0
cv,csc_cox,15.0,cindex,0.02482012220227671,21737.128690001693,30,0.005734478388738419,2.0
cv,csc_cox,15.0,auc_marginal_ipcw,0.00871702719318451,36896.78918511259,30,0.005559054334179086,2.0
cv,csc_cox,15.0,cindex_marginal_ipcw,0.006921201957165033,38317.6744762562,30,0.0052236152281193455,2.0
cv,csc_cox,15.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023392404352275465,2.0
cv,csc_cox,15.0,nb_at_0.01,0.001313114725123828,41003.08979486189,30,0.0017437715797405456,2.0
cv,csc_cox,15.0,nb_at_0.02,0.0014961255008946383,40966.862102314604,30,0.0017313270185501579,2.0
cv,csc_cox,15.0,nb_at_0.03,0.0017218114074287806,40916.94936035062,30,0.001720117927494428,2.0
cv,csc_cox,15.0,nb_at_0.05,0.004684048035765873,39751.8664598077,30,0.0016762361110588,2.0
cv,csc_cox,15.0,nb_at_0.075,0.012350575627973316,33541.10879437255,30,0.0016266587950205728,2.0
cv,csc_cox,15.0,nb_at_0.2,0.042701682401522514,11396.876706905085,30,0.001085495123074298,2.0
cv,csc_cox,15.0,frac_above_0.01,0.2368314965527615,525.0907015604898,30,0.0024729115645624154,25.0
cv,csc_cox,15.0,frac_above_0.02,0.0622469488576574,6322.59762397812,30,0.0025392570684558634,3.0
cv,csc_cox,15.0,frac_above_0.03,0.05093192638853277,8752.705068710877,30,0.0026736878543313705,3.0
cv,csc_cox,15.0,frac_above_0.05,0.05058745855086705,8845.716290353563,30,0.0025852194705332674,3.0
cv,csc_cox,15.0,frac_above_0.075,0.04732659960680098,9796.77663754444,30,0.002386496554530674,3.0
cv,csc_cox,15.0,frac_above_0.2,0.10111932734051769,2670.8878158941475,30,0.0013412215190103398,6.0
cv,csc_cox,15.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822298,2.0
cv,csc_cox,15.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0017548952362100268,2.0
cv,csc_cox,15.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419869,2.0
cv,csc_cox,15.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.001810313009012997,2.0
cv,csc_cox,15.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0018592403611930551,2.0
cv,csc_cox,15.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.002149746595740512,2.0
cv,fine_gray,5.0,mean_pred,0.0016458247362493145,40934.39819052373,30,0.00011034254229297417,2.0
cv,fine_gray,5.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.000629099690450189,2.0
cv,fine_gray,5.0,eo,9.838237037484129e-05,41145.807213389795,30,0.03940256706187141,2.0
cv,fine_gray,5.0,calib_intercept,0.0071170930380058195,38173.08882336453,30,0.05043285871987411,2.0
cv,fine_gray,5.0,calib_slope,0.029828082945109097,18018.415009191987,30,0.056276253122753944,2.0
cv,fine_gray,5.0,ici,0.035504646398600404,14635.302685424404,30,0.0008351942917601391,2.0
cv,fine_gray,5.0,e50,0.04153092167301909,11855.997256738214,30,0.0008351599850624735,2.0
cv,fine_gray,5.0,e90,0.017072209145019356,28825.32575950887,30,0.0018275894729092126,2.0
cv,fine_gray,5.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.000629099690450189,2.0
cv,fine_gray,5.0,eo_concordant,9.838237037484129e-05,41145.807213389795,30,0.03940256706187141,2.0
cv,fine_gray,5.0,calib_intercept_concordant,0.0071170930380058195,38173.08882336453,30,0.05043285871987411,2.0
cv,fine_gray,5.0,calib_slope_concordant,0.029828082945109097,18018.415009191987,30,0.056276253122753944,2.0
cv,fine_gray,5.0,ici_concordant,0.035504646398600404,14635.302685424404,30,0.0008351942917601391,2.0
cv,fine_gray,5.0,e50_concordant,0.04153092167301909,11855.997256738214,30,0.0008351599850624735,2.0
cv,fine_gray,5.0,e90_concordant,0.017072209145019356,28825.32575950887,30,0.0018275894729092126,2.0
cv,fine_gray,5.0,auc,0.02148493445948556,24611.618472062633,30,0.007426801871271153,2.0
cv,fine_gray,5.0,cindex,0.02387291695608875,22522.023950553663,30,0.0074518824898985835,2.0
cv,fine_gray,5.0,auc_marginal_ipcw,0.01896382590377369,26972.667646126705,30,0.007455839837468209,2.0
cv,fine_gray,5.0,cindex_marginal_ipcw,0.018665295668688055,27261.159415593946,30,0.007418723851286431,2.0
cv,fine_gray,5.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0019620496140070115,2.0
cv,fine_gray,5.0,nb_at_0.01,0.0024354061684018283,40721.57283473821,30,0.0006147991231433772,2.0
cv,fine_gray,5.0,nb_at_0.02,0.00973198121001748,36011.73732795745,30,0.0005652667760870236,2.0
cv,fine_gray,5.0,nb_at_0.03,0.016360242891274933,29534.805597267536,30,0.0005155361917836247,2.0
cv,fine_gray,5.0,nb_at_0.05,0.08899413181816052,3376.766148108845,30,0.00041360347862829766,5.0
cv,fine_gray,5.0,nb_at_0.075,0.04756476411826678,9722.746121053195,30,0.0002851058107703443,3.0
cv,fine_gray,5.0,nb_at_0.2,0.1791641959913389,901.4982422718333,30,4.633757788292681e-05,16.0
cv,fine_gray,5.0,frac_above_0.01,0.03288000016815695,16096.971966968955,30,0.00257982780241093,2.0
cv,fine_gray,5.0,frac_above_0.02,0.07646143366901141,4433.997604713965,30,0.0022697245708717833,4.0
cv,fine_gray,5.0,frac_above_0.03,0.05269411403625113,8297.281148873079,30,0.0019481307792067145,3.0
cv,fine_gray,5.0,frac_above_0.05,0.04529682279208173,10459.553552316986,30,0.001270371830738113,3.0
cv,fine_gray,5.0,frac_above_0.075,0.09213952261348386,3169.5101037747454,30,0.0007952209488961043,6.0
cv,fine_gray,5.0,frac_above_0.2,0.2151291912394518,632.7554245723784,30,0.00010744170468463137,21.0
cv,fine_gray,5.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0006354542394474852,2.0
cv,fine_gray,5.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0006419384490491791,2.0
cv,fine_gray,5.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0006485563622315248,2.0
cv,fine_gray,5.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.000662210189357622,2.0
cv,fine_gray,5.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0006801078130975923,2.0
cv,fine_gray,5.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0007863746300046314,2.0
cv,fine_gray,10.0,mean_pred,0.007555149303601016,37839.994298778365,30,0.0002477321479943927,2.0
cv,fine_gray,10.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0011106379883628879,2.0
cv,fine_gray,10.0,eo,0.00043736338628198195,41123.190628355966,30,0.029587620759098765,2.0
cv,fine_gray,10.0,calib_intercept,0.0018835606247061653,40877.64085033749,30,0.03751312522919395,2.0
cv,fine_gray,10.0,calib_slope,0.014125840311221024,31777.654723050808,30,0.032747148856261725,2.0
cv,fine_gray,10.0,ici,0.018139737004732277,27772.885423135398,30,0.0014901729358004587,2.0
cv,fine_gray,10.0,e50,0.016657977406384056,29237.517638743757,30,0.0014217244450905246,2.0
cv,fine_gray,10.0,e90,0.012319803654018118,33571.25363758206,30,0.0031438731272559217,2.0
