split,model,family,horizon_y,metric,concordant_smoother,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m
cv,nfg,competing,10,ici_smoothnet,undetermined,0.008044127192616324,0.010811147167803745,0.014482891832223838,0.00611479913304122,0.009973455252191427,0.000984284756871745,0.036507870110551136,14119.654539541732,30
cv,nfg,competing,10,e50_smoothfg,undetermined,0.0012648237783100566,0.002368272314661885,0.004095938592453181,0.0004427952745441018,0.002086852282076011,0.00041939597521853454,0.009538876088564525,36183.98191721105,30
cv,nfg,competing,10,e50_smoothcsh,undetermined,0.0015971122882719603,0.0007927401950005724,0.0017354177636384552,0.0011157049127490366,0.002078519663794884,0.00024558264834862776,0.05456104925865252,7849.665120723896,30
cv,nfg,competing,10,e50_smoothnet,undetermined,0.0015742754531655801,0.0008302549137929975,0.001733886839409935,0.0011024360797537358,0.0020461148265774245,0.00024069857749706953,0.05733340083576767,7244.61867991953,30
cv,nfg,competing,10,e90_smoothfg,undetermined,0.009301689114737744,0.015416213483005007,0.022625430738367425,0.005958449423488122,0.012644928805987365,0.0017054839513464923,0.056955885202127916,7323.099339882638,30
cv,nfg,competing,10,e90_smoothcsh,undetermined,0.0067191014996302294,0.013860922184812868,0.0268620864492519,0.00015772893575820898,0.013280474063502249,0.0033475327577253905,0.022003895601387557,24144.49368457824,30
cv,nfg,competing,10,e90_smoothnet,undetermined,0.0278121154476363,0.038286714216358146,0.05253740628090258,0.02053036779010731,0.035093863105165296,0.003714950709740723,0.03436983864534119,15246.733032749107,30
cv,rsf_cr,competing,10,ici_smoothfg,undetermined,0.00302415714941883,0.00373833890601521,0.0061146375965983974,0.0017683015218167134,0.004280012777020947,0.0006407206833173929,0.02334119228234437,22973.800176268138,30
cv,rsf_cr,competing,10,ici_smoothcsh,undetermined,0.00163317251100809,0.002708088287633385,0.005923042787041215,-5.544662160606481e-05,0.003321791643622245,0.0008615122973500227,0.022448715476025633,23749.720478004023,30
cv,rsf_cr,competing,10,ici_smoothnet,undetermined,0.0057035812016123805,0.008472063822414843,0.012312404832257562,0.003703873228410029,0.0077032891748147325,0.0010202320018949322,0.019044541103551426,26894.954158497996,30
