model,threshold,net_benefit,frac_above,n_imp,split,horizon_y
csc_cox,0.07,0.0015114582743719492,0.04134663934182779,30,cv,5.0
csc_cox,0.075,0.0011677153875071775,0.03534030494736188,30,cv,5.0
csc_cox,0.08,0.0009130214895822607,0.030133465097378492,30,cv,5.0
csc_cox,0.085,0.0007091510523543401,0.02594590653933076,30,cv,5.0
csc_cox,0.09,0.0005208394968764375,0.02241068800812185,30,cv,5.0
csc_cox,0.095,0.00035087787882847547,0.019198669399150554,30,cv,5.0
csc_cox,0.1,0.00022059036721830183,0.016544487915779015,30,cv,5.0
csc_cox,0.125,-7.476375463284017e-05,0.008373227058070682,30,cv,5.0
csc_cox,0.15,-4.740839846841908e-05,0.004216989461576471,30,cv,5.0
csc_cox,0.2,-1.9796968395110186e-05,0.0010692328254477412,30,cv,5.0
deephit,0.001,0.01497967764003615,0.8548173528927338,30,cv,5.0
deephit,0.002,0.014320188240757046,0.7042269797682789,30,cv,5.0
deephit,0.003,0.01361858733164927,0.6157131323931645,30,cv,5.0
deephit,0.004,0.013036193215656149,0.5579972405152838,30,cv,5.0
deephit,0.005,0.012562083376398404,0.5137758229177636,30,cv,5.0
deephit,0.006,0.012113779745995057,0.47657030070823175,30,cv,5.0
deephit,0.007,0.011655557396764207,0.44605369384840116,30,cv,5.0
deephit,0.008,0.011201721310075767,0.420793878372066,30,cv,5.0
deephit,0.009,0.010753491364506125,0.39910465251283217,30,cv,5.0
deephit,0.01,0.010344533121742445,0.3799907657165075,30,cv,5.0
deephit,0.011,0.00997444893154696,0.36279447779046814,30,cv,5.0
deephit,0.012,0.009639985058232834,0.3473637740678639,30,cv,5.0
deephit,0.013,0.009319496962605882,0.3332909420319204,30,cv,5.0
deephit,0.014,0.009011925421228821,0.3204490777866881,30,cv,5.0
deephit,0.015,0.008720114442267182,0.30861839458471374,30,cv,5.0
deephit,0.016,0.008451553910339797,0.2976196069219325,30,cv,5.0
deephit,0.017,0.008190281531359664,0.28722995795970935,30,cv,5.0
deephit,0.018,0.007939476906340575,0.2773708752858713,30,cv,5.0
deephit,0.019,0.007699344776923129,0.2680942004919551,30,cv,5.0
deephit,0.02,0.007470044568629697,0.25938157301429154,30,cv,5.0
deephit,0.025,0.006521788553801084,0.2222497630677262,30,cv,5.0
deephit,0.03,0.005753864135892368,0.19274271720141808,30,cv,5.0
deephit,0.035,0.0050866834375925705,0.16747048134377726,30,cv,5.0
deephit,0.04,0.004544695750096457,0.1454121541531325,30,cv,5.0
deephit,0.045,0.0040366041905512025,0.12558301539857275,30,cv,5.0
deephit,0.05,0.003557446231312017,0.10804786706951905,30,cv,5.0
