model,threshold,net_benefit,frac_above,n_imp,split,horizon_y
cox_naive,0.001,0.06324544285833034,0.9999921697596117,30,cv,15.0
cox_naive,0.002,0.06238919786799991,0.9861820557891128,30,cv,15.0
cox_naive,0.003,0.06139212038809056,0.9519698454742561,30,cv,15.0
cox_naive,0.004,0.06056280758222414,0.9168714679540663,30,cv,15.0
cox_naive,0.005,0.059706112152382536,0.8814393601883577,30,cv,15.0
cox_naive,0.006,0.058896959885439,0.8502990341803494,30,cv,15.0
cox_naive,0.007,0.058191456065710814,0.8206642743932239,30,cv,15.0
cox_naive,0.008,0.057573697272618844,0.793628614398462,30,cv,15.0
cox_naive,0.009,0.05700095900113708,0.7691917841877746,30,cv,15.0
cox_naive,0.01,0.05642953606277134,0.7465027176334313,30,cv,15.0
cox_naive,0.011,0.0557097251348937,0.7260274490426857,30,cv,15.0
cox_naive,0.012,0.054953754672222514,0.7077497779181822,30,cv,15.0
cox_naive,0.013,0.05433616597131696,0.6904654672898458,30,cv,15.0
cox_naive,0.014,0.053794984869823155,0.6743251817830808,30,cv,15.0
cox_naive,0.015,0.05329351141046465,0.6590554030008722,30,cv,15.0
cox_naive,0.016,0.05274120921317933,0.6455428381651317,30,cv,15.0
cox_naive,0.017,0.05226002036910143,0.6328610888354272,30,cv,15.0
cox_naive,0.018,0.051702312317110165,0.6203127236006145,30,cv,15.0
cox_naive,0.019,0.05115786633234115,0.6087398983148783,30,cv,15.0
cox_naive,0.02,0.05060044822150376,0.5975137636725448,30,cv,15.0
cox_naive,0.025,0.048044464380361765,0.5511557704821538,30,cv,15.0
cox_naive,0.03,0.045715706576726405,0.5148369554945337,30,cv,15.0
cox_naive,0.035,0.0438522125603478,0.4833631692492959,30,cv,15.0
cox_naive,0.04,0.04185869298260702,0.45651678506530147,30,cv,15.0
cox_naive,0.045,0.03988190388511135,0.43185989809887165,30,cv,15.0
cox_naive,0.05,0.038287879501005075,0.4094980815911049,30,cv,15.0
cox_naive,0.055,0.036705600315363955,0.38935276312982814,30,cv,15.0
cox_naive,0.06,0.03513514472534278,0.37135401056812445,30,cv,15.0
cox_naive,0.065,0.03372310022272683,0.35462078685815657,30,cv,15.0
cox_naive,0.07,0.032345336291725486,0.33911421080627174,30,cv,15.0
cox_naive,0.075,0.03074822150514511,0.3249574061923701,30,cv,15.0
cox_naive,0.08,0.02938527908820435,0.3119149257882217,30,cv,15.0
cox_naive,0.085,0.02775275986500869,0.29920617562959184,30,cv,15.0
cox_naive,0.09,0.026332771545158406,0.2871014340140242,30,cv,15.0
cox_naive,0.095,0.02499600251020369,0.27553940905985813,30,cv,15.0
cox_naive,0.1,0.023623570646412878,0.26467481551683636,30,cv,15.0
cox_naive,0.125,0.01798742147620147,0.2179965924953896,30,cv,15.0
cox_naive,0.15,0.01321501809936151,0.18097278586452603,30,cv,15.0
cox_naive,0.2,0.005776541115641219,0.126667638696508,30,cv,15.0
csc_cox,0.001,0.06324545814324266,0.9999918997513224,30,cv,15.0
csc_cox,0.002,0.06238994402895052,0.9857794734298343,30,cv,15.0
csc_cox,0.003,0.061392376885453584,0.9511449701505836,30,cv,15.0
csc_cox,0.004,0.06056564891320345,0.9153686018160758,30,cv,15.0
csc_cox,0.005,0.05970745041928183,0.8795417419314774,30,cv,15.0
csc_cox,0.006,0.058899615093133566,0.8478198180684148,30,cv,15.0
csc_cox,0.007,0.05819710274388839,0.8175859098874336,30,cv,15.0
csc_cox,0.008,0.05760282038220421,0.7899837725018157,30,cv,15.0
csc_cox,0.009,0.05703116513073603,0.7652215823025768,30,cv,15.0
csc_cox,0.01,0.056442366549584524,0.7418512848344444,30,cv,15.0
csc_cox,0.011,0.055696987348254415,0.7213303848428146,30,cv,15.0
csc_cox,0.012,0.05495776861162617,0.7024705758466785,30,cv,15.0
csc_cox,0.013,0.05435500561788037,0.6848330943759974,30,cv,15.0
csc_cox,0.014,0.05385538653355327,0.6679978075326912,30,cv,15.0
csc_cox,0.015,0.05330890589957422,0.652749629413623,30,cv,15.0
csc_cox,0.016,0.05279401550348863,0.6390828898447183,30,cv,15.0
csc_cox,0.017,0.05228674526120106,0.625687238598225,30,cv,15.0
csc_cox,0.018,0.05170683392541698,0.6129171965579343,30,cv,15.0
csc_cox,0.019,0.05116448119326095,0.6009023677026885,30,cv,15.0
csc_cox,0.02,0.05063346318683969,0.5891969683469283,30,cv,15.0
csc_cox,0.025,0.04803118086973506,0.5418364343785355,30,cv,15.0
csc_cox,0.03,0.045811487767067484,0.503646731954671,30,cv,15.0
csc_cox,0.035,0.043948444849191914,0.47139856193585145,30,cv,15.0
csc_cox,0.04,0.04182815217057387,0.44220202560218597,30,cv,15.0
csc_cox,0.045,0.04009394083095742,0.4156656109342557,30,cv,15.0
csc_cox,0.05,0.03856773728833234,0.391529839966087,30,cv,15.0
csc_cox,0.055,0.03699847003558159,0.370440032508998,30,cv,15.0
csc_cox,0.06,0.035439865280170284,0.35066273534597514,30,cv,15.0
csc_cox,0.065,0.03384691125208982,0.3326075510518173,30,cv,15.0
csc_cox,0.07,0.032361427653415306,0.31592373885878294,30,cv,15.0
csc_cox,0.075,0.03074124701681576,0.30023598724480843,30,cv,15.0
csc_cox,0.08,0.02902359335150839,0.28498051890193027,30,cv,15.0
csc_cox,0.085,0.02765114840808712,0.2704338223183452,30,cv,15.0
csc_cox,0.09,0.026301175333698003,0.25672442143973817,30,cv,15.0
csc_cox,0.095,0.024811549758514736,0.24432321072256918,30,cv,15.0
csc_cox,0.1,0.023523131936993395,0.23190525949146637,30,cv,15.0
csc_cox,0.125,0.01779195402611005,0.17819197049349414,30,cv,15.0
csc_cox,0.15,0.012894002117391631,0.1359672641950108,30,cv,15.0
csc_cox,0.2,0.006339855945125883,0.07607429548087127,30,cv,15.0
deephit,0.001,0.0632503981985651,0.9991440737230632,30,cv,15.0
deephit,0.002,0.06237971174720581,0.9819121447028424,30,cv,15.0
deephit,0.003,0.061527779317813745,0.9407183300527326,30,cv,15.0
deephit,0.004,0.060794787191130115,0.8910751460069825,30,cv,15.0
deephit,0.005,0.06007584202754639,0.847370254266806,30,cv,15.0
deephit,0.006,0.05944856689002199,0.8091133197789172,30,cv,15.0
deephit,0.007,0.05879293759354586,0.7755061980402799,30,cv,15.0
deephit,0.008,0.05813117021674182,0.7459359702342863,30,cv,15.0
deephit,0.009,0.05748168362714514,0.7193266533282571,30,cv,15.0
deephit,0.01,0.05691745474561966,0.6955497233765077,30,cv,15.0
deephit,0.011,0.05634489235392111,0.6742711801252298,30,cv,15.0
deephit,0.012,0.05572971404199872,0.6553300986340281,30,cv,15.0
deephit,0.013,0.05509818645735152,0.6380595584284438,30,cv,15.0
deephit,0.014,0.05453520019795461,0.6223267154301637,30,cv,15.0
deephit,0.015,0.05400660441966918,0.6077138668157113,30,cv,15.0
deephit,0.016,0.05347893067686948,0.5942796043838546,30,cv,15.0
deephit,0.017,0.05296896399496734,0.5820341884495854,30,cv,15.0
deephit,0.018,0.05245703570483866,0.5707030205827319,30,cv,15.0
deephit,0.019,0.05192794697099622,0.5602898808993436,30,cv,15.0
deephit,0.02,0.051415441247207205,0.5503919170318529,30,cv,15.0
deephit,0.025,0.0488688992339265,0.5076428546356373,30,cv,15.0
deephit,0.03,0.0466329072116074,0.4732383984188315,30,cv,15.0
deephit,0.035,0.044693760648445074,0.44525635937023267,30,cv,15.0
deephit,0.04,0.042869466219470444,0.4219114426812903,30,cv,15.0
deephit,0.045,0.04105543274653711,0.4022915603509028,30,cv,15.0
deephit,0.05,0.03921635351492781,0.38515035411587134,30,cv,15.0
deephit,0.055,0.03752395354373218,0.36952497441671456,30,cv,15.0
deephit,0.06,0.03598485196871736,0.35503119945782335,30,cv,15.0
deephit,0.065,0.03448736601199637,0.3416198877305533,30,cv,15.0
deephit,0.07,0.032926760000336563,0.32947005473068025,30,cv,15.0
deephit,0.075,0.03139379640336057,0.318126466482521,30,cv,15.0
deephit,0.08,0.029946017354844638,0.3073031842077552,30,cv,15.0
deephit,0.085,0.02857529139685659,0.2969065150300114,30,cv,15.0
deephit,0.09,0.02728358083937146,0.28679200451453857,30,cv,15.0
deephit,0.095,0.02602931515029019,0.27686217966891585,30,cv,15.0
deephit,0.1,0.02479269306548896,0.2672350341155474,30,cv,15.0
deephit,0.125,0.019233668033008213,0.221711636547242,30,cv,15.0
deephit,0.15,0.013655263729473842,0.1777972183746041,30,cv,15.0
deephit,0.2,0.006368739420479667,0.09534856720101306,30,cv,15.0
fine_gray,0.001,0.06324503119902532,1.0,30,cv,15.0
fine_gray,0.002,0.0623122646131268,0.9992447868149553,30,cv,15.0
fine_gray,0.003,0.06149371019401631,0.9803469066500341,30,cv,15.0
fine_gray,0.004,0.060514416577561736,0.9496736949824359,30,cv,15.0
fine_gray,0.005,0.059684821227283615,0.9178510580274815,30,cv,15.0
fine_gray,0.006,0.05892404765945267,0.8846821597423041,30,cv,15.0
fine_gray,0.007,0.05811134770830167,0.8545295240563885,30,cv,15.0
fine_gray,0.008,0.05741277078489779,0.8248928742112384,30,cv,15.0
fine_gray,0.009,0.0568143569839381,0.7974505817328591,30,cv,15.0
fine_gray,0.01,0.05627827150445905,0.7721580952535242,30,cv,15.0
fine_gray,0.011,0.05568885492129337,0.7489770735961595,30,cv,15.0
fine_gray,0.012,0.055051392529565056,0.7270440302517287,30,cv,15.0
fine_gray,0.013,0.0543922184336467,0.7076604051744388,30,cv,15.0
fine_gray,0.014,0.053788677129574726,0.6891556570786723,30,cv,15.0
fine_gray,0.015,0.05328118315425775,0.6716402193547342,30,cv,15.0
fine_gray,0.016,0.05277653721824658,0.6554351318585481,30,cv,15.0
fine_gray,0.017,0.05223100772342173,0.6406654084280388,30,cv,15.0
fine_gray,0.018,0.05167402979107715,0.6263374185587498,30,cv,15.0
fine_gray,0.019,0.05116739554219167,0.6129609379007935,30,cv,15.0
fine_gray,0.02,0.05062897326544452,0.6004565840171293,30,cv,15.0
fine_gray,0.025,0.04797064663042608,0.5471528975939561,30,cv,15.0
fine_gray,0.03,0.04574959794936119,0.5047486357831186,30,cv,15.0
fine_gray,0.035,0.043930535546236146,0.46905921011775065,30,cv,15.0
fine_gray,0.04,0.04177595469937477,0.4372430533617382,30,cv,15.0
fine_gray,0.045,0.040110621846993925,0.40855143252897863,30,cv,15.0
fine_gray,0.05,0.03852814799665539,0.3825261435526071,30,cv,15.0
fine_gray,0.055,0.036885362019734184,0.3598243866086689,30,cv,15.0
fine_gray,0.06,0.035163556359667184,0.33869893805739837,30,cv,15.0
fine_gray,0.065,0.033601160473068485,0.31968522433638713,30,cv,15.0
fine_gray,0.07,0.032060065238573736,0.3022321585272668,30,cv,15.0
fine_gray,0.075,0.030225705077628534,0.28528292818589535,30,cv,15.0
fine_gray,0.08,0.0287041814180849,0.2693343485645009,30,cv,15.0
fine_gray,0.085,0.027297157452722733,0.2549626173523527,30,cv,15.0
fine_gray,0.09,0.025868609563570184,0.2413339489522328,30,cv,15.0
fine_gray,0.095,0.024556480268526377,0.22805818138616857,30,cv,15.0
fine_gray,0.1,0.023263123227875153,0.21546202468415782,30,cv,15.0
fine_gray,0.125,0.017306102411883066,0.1638412999279078,30,cv,15.0
fine_gray,0.15,0.012739989316282065,0.12471034860770226,30,cv,15.0
fine_gray,0.2,0.006101287792519791,0.07181329466814632,30,cv,15.0
gbs_naive,0.001,0.06324518746273455,0.9999918997513224,30,cv,15.0
gbs_naive,0.002,0.06229175478862166,0.9914318269570876,30,cv,15.0
gbs_naive,0.003,0.061383911201341,0.9555879565502661,30,cv,15.0
gbs_naive,0.004,0.06061198094802633,0.909645776125327,30,cv,15.0
gbs_naive,0.005,0.05988416753718107,0.8674478006474798,30,cv,15.0
gbs_naive,0.006,0.05919801137927357,0.8297473532437446,30,cv,15.0
gbs_naive,0.007,0.05855426002753181,0.7956274857638129,30,cv,15.0
gbs_naive,0.008,0.05796246370406362,0.7646313441822664,30,cv,15.0
gbs_naive,0.009,0.0573731389652138,0.7366952065428408,30,cv,15.0
gbs_naive,0.01,0.05680127703331508,0.7117029692811568,30,cv,15.0
gbs_naive,0.011,0.05622615965857805,0.6895004576640502,30,cv,15.0
gbs_naive,0.012,0.05561205360519621,0.6698589746705224,30,cv,15.0
gbs_naive,0.013,0.05503311489368043,0.6523049257612209,30,cv,15.0
gbs_naive,0.014,0.05442999343150781,0.6365264513620568,30,cv,15.0
gbs_naive,0.015,0.05385369999711858,0.6221517500587268,30,cv,15.0
gbs_naive,0.016,0.05330594334869751,0.6089113535785549,30,cv,15.0
gbs_naive,0.017,0.052767279369384176,0.5966797080670376,30,cv,15.0
gbs_naive,0.018,0.052208166424545115,0.5851957155084662,30,cv,15.0
gbs_naive,0.019,0.0516782740838323,0.5744213047340554,30,cv,15.0
gbs_naive,0.02,0.051159724256649525,0.5642465823700787,30,cv,15.0
gbs_naive,0.025,0.04870080004869766,0.5204242370240766,30,cv,15.0
gbs_naive,0.03,0.046495142514296206,0.4849451478160379,30,cv,15.0
gbs_naive,0.035,0.04450719205423408,0.4549534370705181,30,cv,15.0
gbs_naive,0.04,0.04264670845614274,0.4292678185220286,30,cv,15.0
gbs_naive,0.045,0.04088065114322977,0.4069170723541212,30,cv,15.0
gbs_naive,0.05,0.03915859438118007,0.3872793694766429,30,cv,15.0
gbs_naive,0.055,0.03743865787685411,0.36957141584246633,30,cv,15.0
gbs_naive,0.06,0.03575731235839289,0.3534964723417009,30,cv,15.0
gbs_naive,0.065,0.0340428749497731,0.33875644982300956,30,cv,15.0
gbs_naive,0.07,0.032375409720086075,0.32501086783364247,30,cv,15.0
gbs_naive,0.075,0.030840439912016245,0.31203750955154325,30,cv,15.0
gbs_naive,0.08,0.02937384105688439,0.29985662559840587,30,cv,15.0
gbs_naive,0.085,0.0280108837776006,0.28840395400138785,30,cv,15.0
gbs_naive,0.09,0.026655744479745926,0.2776122626964648,30,cv,15.0
gbs_naive,0.095,0.02534694248725465,0.26747939161732265,30,cv,15.0
gbs_naive,0.1,0.024042211462838175,0.25791353794561495,30,cv,15.0
gbs_naive,0.125,0.018114586265248152,0.21674753414929837,30,cv,15.0
gbs_naive,0.15,0.01333386683629972,0.1846114175705194,30,cv,15.0
gbs_naive,0.2,0.0051333470663671174,0.13798017599140294,30,cv,15.0
logistic,0.001,0.06326478597121928,0.9990976322973116,30,cv,15.0
logistic,0.002,0.062381213868927185,0.9788678012414981,30,cv,15.0
logistic,0.003,0.061468038093616534,0.9515548427336719,30,cv,15.0
logistic,0.004,0.060634790812777555,0.9244117194397868,30,cv,15.0
logistic,0.005,0.059835541625718656,0.8984801233397864,30,cv,15.0
logistic,0.006,0.05903316062974184,0.8751751678776538,30,cv,15.0
logistic,0.007,0.05830290443137134,0.8545505847029504,30,cv,15.0
logistic,0.008,0.057531275783805576,0.8358865317165236,30,cv,15.0
logistic,0.009,0.05677118032078902,0.818911650587673,30,cv,15.0
logistic,0.01,0.056091294215720094,0.8032722304574751,30,cv,15.0
logistic,0.011,0.05543647771832088,0.7885840495303206,30,cv,15.0
logistic,0.012,0.05485243071927257,0.7750201831196217,30,cv,15.0
logistic,0.013,0.054275739259026186,0.7619048004773746,30,cv,15.0
logistic,0.014,0.053710128435425,0.7495662316833127,30,cv,15.0
logistic,0.015,0.05315196891876173,0.7374504197278856,30,cv,15.0
logistic,0.016,0.052577720346389786,0.7266630485555906,30,cv,15.0
logistic,0.017,0.05201655206157673,0.7165849891591672,30,cv,15.0
logistic,0.018,0.051414378184301876,0.7069967247994514,30,cv,15.0
logistic,0.019,0.05077997769151496,0.6980624205163098,30,cv,15.0
logistic,0.02,0.05017921716175351,0.6896597625547104,30,cv,15.0
logistic,0.025,0.04744737380947691,0.6514911207774078,30,cv,15.0
logistic,0.03,0.04486573247130336,0.6203003032193088,30,cv,15.0
logistic,0.035,0.042436054485655884,0.5942288428254747,30,cv,15.0
logistic,0.04,0.040165037484254484,0.572114353910665,30,cv,15.0
logistic,0.045,0.0379591673760005,0.5529594258543737,30,cv,15.0
logistic,0.05,0.035684110118676136,0.5357258767844173,30,cv,15.0
logistic,0.055,0.03346813816290523,0.520081866513302,30,cv,15.0
logistic,0.06,0.03138320126210711,0.5056061821097907,30,cv,15.0
logistic,0.065,0.02947040287155184,0.4927824084199385,30,cv,15.0
logistic,0.07,0.027631708153070426,0.4808518221509401,30,cv,15.0
logistic,0.075,0.025807991589946507,0.4697469212304818,30,cv,15.0
logistic,0.08,0.02390568337359496,0.4588777375465427,30,cv,15.0
logistic,0.085,0.02212142869461071,0.44866413398891347,30,cv,15.0
logistic,0.09,0.020408328596472746,0.4388234118787447,30,cv,15.0
logistic,0.095,0.018704629289597038,0.42986129674181,30,cv,15.0
logistic,0.1,0.017189800169509408,0.4211783701759644,30,cv,15.0
logistic,0.125,0.009783713868864367,0.38208413998309754,30,cv,15.0
logistic,0.15,0.0029022128767552022,0.34977413806603863,30,cv,15.0
logistic,0.2,-0.010247859773144777,0.298343769153713,30,cv,15.0
logistic_cr,0.001,0.06324503119902532,1.0,30,cv,15.0
logistic_cr,0.002,0.0623063989657578,1.0,30,cv,15.0
logistic_cr,0.003,0.06136588381928414,1.0,30,cv,15.0
logistic_cr,0.004,0.060423878763822554,0.9999835294943554,30,cv,15.0
logistic_cr,0.005,0.059484869296900174,0.9994459429904499,30,cv,15.0
logistic_cr,0.006,0.05858694470340605,0.9958140614916877,30,cv,15.0
logistic_cr,0.007,0.05775974122237264,0.9864717746834828,30,cv,15.0
