model,threshold,net_benefit,frac_above,n_above,n_total,n_imp,per_1000_above,split,horizon_y
cox_naive,0.01,0.02604423876565161,0.6058455711580376,5651.933333333333,9329.0,30,605.8455711580376,temporal,10.0
cox_naive,0.02,0.021767860456495078,0.46512666595204916,4339.166666666667,9329.0,30,465.12666595204917,temporal,10.0
cox_naive,0.03,0.018507168450637698,0.3820809661628613,3564.4333333333334,9329.0,30,382.08096616286133,temporal,10.0
cox_naive,0.05,0.012808668166497053,0.28081252009861724,2619.7,9329.0,30,280.81252009861726,temporal,10.0
cox_naive,0.075,0.005928371045348477,0.20218672955300676,1886.2,9329.0,30,202.18672955300676,temporal,10.0
cox_naive,0.2,-0.0022080311882279446,0.04886197162968521,455.8333333333333,9329.0,30,48.86197162968521,temporal,10.0
csc_cox,0.01,0.02607355508428603,0.601972344302712,5615.8,9329.0,30,601.9723443027119,temporal,10.0
csc_cox,0.02,0.021792703734485455,0.4579304677171544,4272.033333333334,9329.0,30,457.9304677171544,temporal,10.0
csc_cox,0.03,0.018616899491899316,0.37367349126380106,3486.0,9329.0,30,373.67349126380105,temporal,10.0
csc_cox,0.05,0.013007599475416427,0.26776717761817986,2498.0,9329.0,30,267.76717761817986,temporal,10.0
csc_cox,0.075,0.0062784895030794175,0.18552542251759746,1730.7666666666667,9329.0,30,185.52542251759746,temporal,10.0
csc_cox,0.2,-0.0007477825105891292,0.027795047700718188,259.3,9329.0,30,27.79504770071819,temporal,10.0
deephit,0.01,0.02634116483308252,0.5735198485010897,5350.366666666667,9329.0,30,573.5198485010898,temporal,10.0
deephit,0.02,0.022226832292889118,0.43959338264194087,4100.966666666666,9329.0,30,439.5933826419409,temporal,10.0
deephit,0.03,0.018663633472764563,0.37163325829849575,3466.9666666666667,9329.0,30,371.6332582984958,temporal,10.0
deephit,0.05,0.012687982847293682,0.2892057026476579,2698.0,9329.0,30,289.20570264765786,temporal,10.0
deephit,0.075,0.006442843201179211,0.22236395469325043,2074.4333333333334,9329.0,30,222.36395469325043,temporal,10.0
deephit,0.2,-0.00019305227294401204,0.023593096794940507,220.1,9329.0,30,23.593096794940507,temporal,10.0
fine_gray,0.01,0.025731246296646835,0.6713152535105584,6262.7,9329.0,30,671.3152535105585,temporal,10.0
fine_gray,0.02,0.0212621549654055,0.5005252438632222,4669.4,9329.0,30,500.52524386322216,temporal,10.0
fine_gray,0.03,0.018092476330509373,0.39798835173473396,3712.8333333333335,9329.0,30,397.98835173473395,temporal,10.0
fine_gray,0.05,0.012720993971127656,0.27781469968199524,2591.733333333333,9329.0,30,277.81469968199525,temporal,10.0
fine_gray,0.075,0.006353686279966371,0.1811412441490692,1689.8666666666666,9329.0,30,181.1412441490692,temporal,10.0
fine_gray,0.2,-0.0007376451825643828,0.021663629542287493,202.1,9329.0,30,21.66362954228749,temporal,10.0
gbs_naive,0.01,0.026167504186924758,0.5650587772894559,5271.433333333333,9329.0,30,565.0587772894559,temporal,10.0
gbs_naive,0.02,0.02234319848923471,0.4287705005895594,4000.0,9329.0,30,428.7705005895594,temporal,10.0
gbs_naive,0.03,0.018925764446329353,0.35595812341444244,3320.733333333333,9329.0,30,355.9581234144424,temporal,10.0
gbs_naive,0.05,0.012195828929220966,0.2665023046414407,2486.2,9329.0,30,266.5023046414407,temporal,10.0
gbs_naive,0.075,0.006471432360153419,0.2016722049522993,1881.4,9329.0,30,201.6722049522993,temporal,10.0
gbs_naive,0.2,-0.003953862340536032,0.06020295137027906,561.6333333333333,9329.0,30,60.20295137027906,temporal,10.0
logistic,0.01,0.026006077111946743,0.5863722442562619,5470.266666666666,9329.0,30,586.3722442562619,temporal,10.0
logistic,0.02,0.02171738724630012,0.4569943187908672,4263.3,9329.0,30,456.9943187908672,temporal,10.0
logistic,0.03,0.018848393480559868,0.38005859863508057,3545.5666666666666,9329.0,30,380.05859863508056,temporal,10.0
logistic,0.05,0.012780844827417997,0.2878765140958302,2685.6,9329.0,30,287.8765140958302,temporal,10.0
logistic,0.075,0.00646296745800482,0.2137456676314003,1994.0333333333333,9329.0,30,213.7456676314003,temporal,10.0
logistic,0.2,-0.004253927712979436,0.06647014685389645,620.1,9329.0,30,66.47014685389645,temporal,10.0
logistic_cr,0.01,0.025797444592251823,0.6106513738521457,5696.766666666666,9329.0,30,610.6513738521458,temporal,10.0
logistic_cr,0.02,0.021820450869915013,0.4587487047557795,4279.666666666667,9329.0,30,458.7487047557795,temporal,10.0
logistic_cr,0.03,0.01903928594526719,0.36966806017079357,3448.633333333333,9329.0,30,369.6680601707936,temporal,10.0
logistic_cr,0.05,0.01269462073603719,0.26122128130917927,2436.9333333333334,9329.0,30,261.2212813091793,temporal,10.0
logistic_cr,0.075,0.006608318502229088,0.17700360881837998,1651.2666666666667,9329.0,30,177.00360881837997,temporal,10.0
logistic_cr,0.2,-0.0006312387045832777,0.02899917818987387,270.53333333333336,9329.0,30,28.99917818987387,temporal,10.0
nfg,0.01,0.026445680397335726,0.5002322506878193,4666.666666666667,9329.0,30,500.2322506878193,temporal,10.0
nfg,0.02,0.022152136844929206,0.37051488190945797,3456.5333333333333,9329.0,30,370.514881909458,temporal,10.0
