model,threshold,net_benefit,frac_above,n_imp,split,horizon_y
cox_naive,0.001,0.03199980246440371,0.9907885804123342,30,temporal,10.0
cox_naive,0.002,0.031166015250106625,0.9243756029585164,30,temporal,10.0
cox_naive,0.003,0.030151614912122003,0.8560796083896095,30,temporal,10.0
cox_naive,0.004,0.029399194662864944,0.7997999070997249,30,temporal,10.0
cox_naive,0.005,0.028803767004130246,0.7531496766355807,30,temporal,10.0
cox_naive,0.006,0.02812891804989466,0.7146317933326187,30,temporal,10.0
cox_naive,0.007,0.027610554661916923,0.681109086361525,30,temporal,10.0
cox_naive,0.008,0.02710079385488342,0.6535641547861507,30,temporal,10.0
cox_naive,0.009,0.026606794702365814,0.6267624254117983,30,temporal,10.0
cox_naive,0.01,0.02604423876565161,0.6058455711580376,30,temporal,10.0
cox_naive,0.011,0.025548584056459673,0.5869475113445528,30,temporal,10.0
cox_naive,0.012,0.025072541069260677,0.5696394754707543,30,temporal,10.0
cox_naive,0.013,0.024460967233922618,0.5535855933111802,30,temporal,10.0
cox_naive,0.014,0.023912659111659382,0.5374781148390324,30,temporal,10.0
cox_naive,0.015,0.02350976707916427,0.5229106370815021,30,temporal,10.0
cox_naive,0.016,0.023194299108950146,0.5100403758888056,30,temporal,10.0
cox_naive,0.017,0.02274619009457107,0.4976310429842427,30,temporal,10.0
cox_naive,0.018,0.022408725726321948,0.4860721049058492,30,temporal,10.0
cox_naive,0.019,0.02207856822282779,0.4760853253296173,30,temporal,10.0
cox_naive,0.02,0.021767860456495078,0.46512666595204916,30,temporal,10.0
cox_naive,0.025,0.020007176117338463,0.4182870618501447,30,temporal,10.0
cox_naive,0.03,0.018507168450637698,0.3820809661628613,30,temporal,10.0
cox_naive,0.035,0.01698409438193565,0.35377854003644543,30,temporal,10.0
cox_naive,0.04,0.015699085364099835,0.32686604494944077,30,temporal,10.0
cox_naive,0.045,0.014222837371724842,0.3035051988423197,30,temporal,10.0
cox_naive,0.05,0.012808668166497053,0.28081252009861724,30,temporal,10.0
cox_naive,0.055,0.011613961634054641,0.2630149712366456,30,temporal,10.0
cox_naive,0.06,0.010180304509550285,0.2473970057526709,30,temporal,10.0
