model,threshold,net_benefit,frac_above,n_above,n_total,n_imp,per_1000_above,split,horizon_y
cox_naive,0.01,0.010307545107955047,0.3890892350395157,16011.41111111111,41151.0,30,389.0892350395157,cv,5.0
cox_naive,0.02,0.007100206890581341,0.24973471685580748,10276.833333333334,41151.0,30,249.73471685580748,cv,5.0
cox_naive,0.03,0.005262913418725324,0.17137723128100033,7052.344444444445,41151.0,30,171.37723128100032,cv,5.0
cox_naive,0.05,0.0029594570739443654,0.08802324231353903,3622.2444444444445,41151.0,30,88.02324231353903,cv,5.0
cox_naive,0.075,0.001357180993550551,0.04260892809409249,1753.4,41151.0,30,42.60892809409249,cv,5.0
cox_naive,0.2,-0.00010531475315001572,0.002845077343874457,117.07777777777778,41151.0,30,2.8450773438744568,cv,5.0
csc_cox,0.01,0.010315914930123534,0.38571845155646284,15872.7,41151.0,30,385.7184515564628,cv,5.0
csc_cox,0.02,0.007080916233303928,0.2441895566193882,10048.644444444444,41151.0,30,244.1895566193882,cv,5.0
csc_cox,0.03,0.005282208185291253,0.16411832843268287,6753.633333333333,41151.0,30,164.11832843268286,cv,5.0
csc_cox,0.05,0.002906781956314646,0.08001560647911891,3292.722222222222,41151.0,30,80.01560647911892,cv,5.0
csc_cox,0.075,0.0012202762046816871,0.0359167726449202,1478.0111111111112,41151.0,30,35.9167726449202,cv,5.0
csc_cox,0.2,1.5836483754703053e-05,0.0012525684538515333,51.544444444444444,41151.0,30,1.2525684538515334,cv,5.0
deephit,0.01,0.010329286189987581,0.3836383076960463,15787.1,41151.0,30,383.6383076960463,cv,5.0
deephit,0.02,0.007494420658823381,0.2690948512119322,11073.522222222222,41151.0,30,269.0948512119322,cv,5.0
deephit,0.03,0.00567430468349603,0.1978915052692118,8143.433333333333,41151.0,30,197.8915052692118,cv,5.0
deephit,0.05,0.0036136961114365583,0.10360245059523326,4263.344444444445,41151.0,30,103.60245059523326,cv,5.0
deephit,0.075,0.0016306293961173676,0.04122162550390297,1696.3111111111111,41151.0,30,41.22162550390297,cv,5.0
deephit,0.2,-4.730770234646204e-06,4.9411516933569855e-05,2.033333333333333,41151.0,30,0.049411516933569856,cv,5.0
fine_gray,0.01,0.010140015924837327,0.421783728760473,17356.82222222222,41151.0,30,421.78372876047297,cv,5.0
fine_gray,0.02,0.007104891321311122,0.2579737497941187,10615.877777777778,41151.0,30,257.9737497941187,cv,5.0
fine_gray,0.03,0.005146402757659815,0.16611584975658752,6835.833333333333,41151.0,30,166.11584975658752,cv,5.0
fine_gray,0.05,0.0027624537548920874,0.07233738075758926,2976.7555555555555,41151.0,30,72.33738075758926,cv,5.0
fine_gray,0.075,0.001029832458101588,0.027295407969024646,1123.2333333333333,41151.0,30,27.295407969024645,cv,5.0
fine_gray,0.2,-2.6439207481206988e-05,0.0005583771421782649,22.977777777777778,41151.0,30,0.558377142178265,cv,5.0
gbs_naive,0.01,0.01035758311780234,0.3564984245016322,14670.266666666666,41151.0,30,356.4984245016322,cv,5.0
gbs_naive,0.02,0.007446179288369387,0.2319757316549618,9546.033333333333,41151.0,30,231.9757316549618,cv,5.0
gbs_naive,0.03,0.005707514729676992,0.1656468453581525,6816.533333333334,41151.0,30,165.6468453581525,cv,5.0
gbs_naive,0.05,0.003215638322135199,0.09444511946516758,3886.511111111111,41151.0,30,94.44511946516758,cv,5.0
gbs_naive,0.075,0.001373294707543749,0.050237202282110066,2067.311111111111,41151.0,30,50.23720228211007,cv,5.0
gbs_naive,0.2,-0.0001776398876516733,0.0050027135833070075,205.86666666666667,41151.0,30,5.002713583307007,cv,5.0
logistic,0.01,0.010188174816696262,0.4140412410661007,17038.21111111111,41151.0,30,414.04124106610067,cv,5.0
logistic,0.02,0.007319161668004189,0.26908432088865125,11073.08888888889,41151.0,30,269.08432088865123,cv,5.0
logistic,0.03,0.005388615369440373,0.1900110433390305,7819.144444444444,41151.0,30,190.0110433390305,cv,5.0
logistic,0.05,0.0030712540617382445,0.10815560037693157,4450.711111111111,41151.0,30,108.15560037693157,cv,5.0
logistic,0.075,0.0011869356675295257,0.060550978915052685,2491.733333333333,41151.0,30,60.55097891505268,cv,5.0
logistic,0.2,-0.0007364309816537093,0.00758534287002611,312.14444444444445,41151.0,30,7.5853428700261105,cv,5.0
logistic_cr,0.01,0.010201951930159565,0.41282080359867046,16987.98888888889,41151.0,30,412.82080359867047,cv,5.0
logistic_cr,0.02,0.0072786787837413915,0.25734193039726316,10589.877777777778,41151.0,30,257.3419303972632,cv,5.0
logistic_cr,0.03,0.00547036386331221,0.17383214664690205,7153.366666666667,41151.0,30,173.83214664690206,cv,5.0
logistic_cr,0.05,0.0029442929770403764,0.09047491757996971,3723.133333333333,41151.0,30,90.47491757996971,cv,5.0
logistic_cr,0.075,0.0012943322370819537,0.04587440834433617,1887.7777777777778,41151.0,30,45.87440834433617,cv,5.0
