split,horizon_y,stratifier,stratum,n,n_cvd_by_horizon,n_competing_by_horizon,at_risk_fraction,obs_cif,obs_cif_competing,flag_sparse,flag_low_at_risk,interpretable,n_imputations,meanpred_cox_naive,meanpred_csc_cox,meanpred_deephit,meanpred_fine_gray,meanpred_gbs_naive,meanpred_logistic,meanpred_logistic_cr,meanpred_nfg,meanpred_rsf_cr,meanpred_rsf_naive,eo_cox_naive,eo_csc_cox,eo_deephit,eo_fine_gray,eo_gbs_naive,eo_logistic,eo_logistic_cr,eo_nfg,eo_rsf_cr,eo_rsf_naive
cv,10.0,sex_label,female,21089.0,441.0,1197.0,0.5425577315188013,0.027629534860332563,0.07516637307063408,False,False,True,30,0.03237603434724392,0.02872493978284608,0.03118925837811679,0.029362578850155082,0.03311233367226806,0.04292582752210335,0.03412107269388507,0.028773524297389757,0.03082747841560405,0.03472286930849951,1.1717907851473046,1.0396461586505454,1.1288376201690924,1.0627243273758702,1.1984397797375552,1.5536210703181803,1.234949226122237,1.0414045854495946,1.1157436624046373,1.2567301434506148
cv,10.0,sex_label,male,20062.0,715.0,1718.0,0.5630545309540425,0.046352415033299885,0.11162904458236508,False,False,True,30,0.05323441656428151,0.04519440228575065,0.049048392083425735,0.045089627169281256,0.055010494973953904,0.07954918780736847,0.057558741146445554,0.04473195559105084,0.043453402638946925,0.051583678149517365,1.1484712614442538,0.9750172079120945,1.0581626016290422,0.9727568053765605,1.1867881087627041,1.7161821611715333,1.2417635867536776,0.965040452777166,0.937457144524826,1.1128584802422765
