split,horizon_y,stratifier,stratum,n,n_cvd_by_horizon,n_competing_by_horizon,at_risk_fraction,obs_cif,obs_cif_competing,flag_sparse,flag_low_at_risk,interpretable,n_imputations,meanpred_cox_naive,meanpred_csc_cox,meanpred_deephit,meanpred_fine_gray,meanpred_gbs_naive,meanpred_logistic,meanpred_logistic_cr,meanpred_nfg,meanpred_rsf_cr,meanpred_rsf_naive,eo_cox_naive,eo_csc_cox,eo_deephit,eo_fine_gray,eo_gbs_naive,eo_logistic,eo_logistic_cr,eo_nfg,eo_rsf_cr,eo_rsf_naive
cv,15.0,cycle,1999-2000,3584.0,276.0,592.0,1.0,0.07700892857142853,0.16517857142857148,False,False,True,30,0.08687742357980313,0.06684274965101945,0.06820994542496626,0.06800993321727258,0.0915010173353347,0.16331377149334309,0.09453084710526287,0.06294429923257623,0.06690007018837688,0.08660987486365028,1.1281474134420817,0.8679870099610646,0.8857407405908667,0.8831434806184966,1.1881871236588395,2.1207121631599346,1.22753100009153,0.8173636538027295,0.8687313462142856,1.1246731576497202
cv,15.0,cycle,2001-2002,3846.0,244.0,599.0,1.0,0.06344253770150818,0.15574622984919395,False,False,True,30,0.078960708654788,0.06157471930663509,0.06338266866857445,0.06192316201304403,0.08363507796140945,0.15427525858454771,0.08894483888847222,0.05861526928505057,0.06229237421571299,0.08076898085588766,1.2446019896980087,0.9705588953004841,0.9990563266366266,0.976051152058061,1.3182807780310661,2.431732149656432,1.4019747965781293,0.9239111707799348,0.9818707837443922,1.2731045097202596
cv,15.0,cycle,2003-2004,3605.0,270.0,576.0,0.9927877947295419,0.07490174104081258,0.15979294436694583,False,False,True,30,0.08824252355409924,0.06787652041097049,0.06896254254218419,0.06826204247360004,0.09192386963837232,0.17562609487390202,0.09808884534007925,0.06343419186979657,0.06771484733617708,0.08860791283830541,1.1781104461379277,0.9062075122390789,0.9207068031250136,0.9113545496413136,1.2272594516632755,2.3447531717347743,1.3095669603545321,0.8468987634777734,0.9040490433897992,1.1829886943485677
cv,15.0,cycle,2005-2006,3516.0,197.0,457.0,0.19055745164960192,0.061942172709352615,0.14016199027704127,False,True,False,30,0.08011988909090903,0.06192875698293516,0.0636376151592282,0.0618253982516177,0.08382525024739201,0.16560855439814437,0.09210580146328197,0.05863100098126211,0.06175387414718877,0.08089315444104467,1.2934626860257321,0.999783415307687,1.0273713751991072,0.9981147826653927,1.3532823693595637,2.6735993775229527,1.4869643319659493,0.9465441462050853,0.9969600910990418,1.3059463512946916
cv,15.0,cycle,2007-2008,4591.0,199.0,564.0,0.1661947288172511,0.04814903289290864,0.13452593042862443,False,True,False,30,0.08600974364607462,0.06650658557999303,0.06831543621093576,0.06636121269126444,0.08999762373849057,0.17823143934174937,0.09881747509760275,0.06263321900916144,0.06745942993572687,0.08890525199404205,1.7863233896592363,1.3812652421890719,1.4188329880452744,1.3782460145951982,1.8691470696547547,3.701661874251252,2.0523252318979917,1.3008198762469023,1.401054722859496,1.8464597656983461
cv,15.0,cycle,2009-2010,4738.0,142.0,407.0,0.11587167581257912,0.03495820572633444,0.0915050289275125,False,True,False,30,0.080709058709795,0.06268805854602576,0.06428967656830938,0.062429813264422034,0.0837710983308614,0.17020478685448487,0.09488063203895883,0.05895644494510963,0.06269342836944823,0.0820888247028688,2.3087300115347706,1.7932287210839908,1.8390439449779648,1.7858414631787836,2.396321452727066,4.8688078612189045,2.7141161872471073,1.6864837230675436,1.7933823280358039,2.3481990278760296
cv,15.0,cycle,2011-2012,4193.0,113.0,272.0,0.0918196994991653,0.03077482683192704,0.0708227248795848,False,True,False,30,0.0793838178193053,0.06144943415472647,0.06287949761887142,0.0613053716443118,0.08309831351256107,0.16649378844988222,0.09303302103376931,0.05763374825892127,0.061440797959853286,0.0803445843344848,2.5795049393080367,1.9967434582272405,2.043212069470939,1.9920622780145476,2.7002040975370023,5.410064185224103,3.023023380175551,1.872756216425878,1.9964628329317564,2.6107241731456994
cv,15.0,cycle,2013-2014,4450.0,79.0,198.0,0.06224719101123594,0.018984795186302247,0.0510897933445613,False,True,False,30,0.07776095602904319,0.06084541801344068,0.06288639419083354,0.06015406172738153,0.08089247056509828,0.16798350904052609,0.0927227520266911,0.05741991311927522,0.06095661755858555,0.07935753137295483,4.095959701748515,3.204955197901812,3.312461028613404,3.168538882672982,4.260908256911992,8.848318214237473,4.8840533235560875,3.0245210736170787,3.210812492860943,4.180057282377859
cv,15.0,cycle,2015-2016,4352.0,38.0,133.0,0.039292279411764705,0.010309749578816873,0.038192204330231336,False,True,False,30,0.08165738498276463,0.06316926665655763,0.06622888296356705,0.06294125669163894,0.08599208162269131,0.17602096499085818,0.09686053916287383,0.06033565497002343,0.06447708728251897,0.08437427269515567,7.920404308417303,6.127138799408822,6.423908016121508,6.105022843713141,8.340850664246648,17.073253200303046,9.395042859420196,5.852291028871667,6.253991601793905,8.183930370968167
cv,15.0,cycle,2017-2018,4276.0,19.0,64.0,0.01941066417212348,0.0061692217958327,0.020406335047757764,False,True,False,30,0.0897092881815747,0.06926990727349717,0.07219358520857459,0.06902197418117241,0.0947178677903629,0.1923234939293627,0.10527281057021179,0.06561673149552039,0.07042849618850058,0.09248908552446942,14.541426966067776,11.228305540949897,11.702219112521007,11.188116826630655,15.353292672074891,31.17467653039755,17.06419611000587,10.636144017361216,11.416107009813608,14.992018213212186
