model,cfg_id,seed,seed_used,imp,cfg,mean_pred,obs_cif,eo,calib_intercept,calib_slope,ici,e50,e90,auc,cindex,at_risk_fraction,brier
deephit,deephit_005,2,20263961,1,"{""alpha"": 0.7, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.07239516257448331,0.041509174627173406,1.7440761765253414,-0.5130090111585852,1.2674043914202833,0.030782498047648776,0.030419527713772765,0.055013487830685937,0.7684571725410815,0.7632241289603238,1.0,0.039512246113729166
deephit,deephit_008,1,20263021,1,"{""alpha"": 1.0, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.25, ""trunk"": [64, 64, 64]}",0.042315455711689876,0.041509174627173406,1.0194241656635747,0.02007678016354102,1.0016702775981026,0.002355609339194353,0.0025494605798500602,0.0035586556036800443,0.8417120252308051,0.8351940367925133,1.0,0.03641064109912037
deephit,deephit_016,1,20263157,1,"{""alpha"": 0.9, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [128, 128]}",0.056633922882647875,0.041509174627173406,1.364371211697697,-0.1999917476678444,1.3034287562980058,0.015088286613040592,0.01440576245590719,0.025809467745413817,0.8338593312336152,0.8275514661814086,1.0,0.03696852716103454
deephit,deephit_042,0,20262608,1,"{""alpha"": 0.5, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.001, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.07499733096495535,0.041509174627173406,1.8067651703163325,-0.4362283474190768,1.8668941478916006,0.03363187017008815,0.036695688230763635,0.05024715246717423,0.8070618096796909,0.8011212218164846,1.0,0.03870041035278231
deephit,deephit_044,0,20262642,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [64]}",0.04088800746972503,0.041509174627173406,0.985035424986703,0.07214729934088503,1.0761035077717533,0.0028535435599279808,0.0013355022047609744,0.00756990596994031,0.8409733014814361,0.8343213671800686,1.0,0.03642358099330357
deephit,deephit_004,2,20263944,1,"{""alpha"": 0.7, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [32]}",0.04212653270604317,0.041509174627173406,1.0148728102742284,-0.012122021199046963,0.9822815566653045,0.0004749566763501538,0.00011163571515671045,0.0010216528763565824,0.8425134271321374,0.8360180116962599,1.0,0.036362661147461846
deephit,deephit_001,0,20261911,1,"{""alpha"": 0.1, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [64, 64, 64]}",0.12864895335581927,0.041509174627173406,3.0992896031134527,-1.1681127650611889,1.004945992885434,0.08742203617795773,0.07108731522881007,0.15594796929912902,0.694906497967471,0.6906407142851332,1.0,0.04858685242442555
deephit,deephit_016,0,20262166,1,"{""alpha"": 0.9, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [128, 128]}",0.052510877953298715,0.041509174627173406,1.2650426905603465,-0.11291038364834245,1.3842774250135514,0.01199573320564573,0.010393130197955402,0.023415722975275055,0.8403670565532619,0.8339490676590315,1.0,0.03654202417762739
deephit,deephit_033,2,20264437,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.001, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [64]}",0.06829411991082367,0.041509174627173406,1.6452777132821106,-0.4647307093960754,1.086367675267233,0.026353314188997504,0.015379250630351726,0.0663208002959571,0.837067313011367,0.8305446799519933,1.0,0.037852995086263476
deephit,deephit_007,1,20263004,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.1, ""trunk"": [64, 64]}",0.07225370530383868,0.041509174627173406,1.7406683209870135,-0.4261592099751478,1.5634020993387063,0.030265580438485356,0.028160656145145402,0.05756078342468951,0.8350135351569826,0.8287286811020717,1.0,0.03788797696594778
deephit,deephit_045,1,20263650,1,"{""alpha"": 1.0, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [32]}",0.052129658877238694,0.041509174627173406,1.2558587190773178,-0.1738008555763852,0.9899058403948805,0.011082733423273946,0.00994745419641152,0.015137537308804516,0.8329571457129331,0.8262809875286924,1.0,0.03697235205378608
deephit,deephit_033,1,20263446,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.001, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [64]}",0.0686170962079901,0.041509174627173406,1.65305855450739,-0.47579317326072335,1.047620342703935,0.027136254393595013,0.01707425493551229,0.0658384592738126,0.8357170024458724,0.8290404899408237,1.0,0.03800723090727
deephit,deephit_048,1,20263701,1,"{""alpha"": 0.5, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.5, ""trunk"": [64, 64, 64]}",0.045328501483511856,0.041509174627173406,1.0920116309380477,-0.09125322730951257,0.9875169275951851,0.0036519180140318647,0.0013541061131275844,0.010764541722304677,0.8371374698064622,0.8307685129089208,1.0,0.036534388980667375
deephit,deephit_024,2,20264284,1,"{""alpha"": 0.0, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.2055798376032474,0.041509174627173406,4.952636120802735,-1.5146101556985156,6.773346135010959,0.16463796778391285,0.17294076620142929,0.19167098742489896,0.8291695097381431,0.822658229039688,1.0,0.0646374871167719
deephit,deephit_045,2,20264641,1,"{""alpha"": 1.0, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [32]}",0.05149243926287811,0.041509174627173406,1.24050742336778,-0.12930757173079566,1.0854406927651963,0.0109069563636932,0.010926685678679826,0.013714431282827455,0.8323081656811477,0.8257329105687391,1.0,0.036713188260717275
deephit,deephit_007,2,20263995,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.1, ""trunk"": [64, 64]}",0.07287589644184801,0.041509174627173406,1.7556575647770365,-0.4219384805912049,1.5286227385567002,0.03104216235899898,0.02991821971462627,0.05632418672551609,0.8399330578343653,0.8335930965546343,1.0,0.03775215089070332
deephit,deephit_026,0,20262336,1,"{""alpha"": 0.3, ""batch_size"": 128, ""dropout"": 0.1, ""head"": [32, 32], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.5, ""trunk"": [64]}",0.05632087468127832,0.041509174627173406,1.3568295488200008,-0.2482266597670198,1.0886091337561672,0.014652026229378461,0.010792174594361992,0.03186931610894406,0.8374653430180575,0.8308216819524277,1.0,0.03685794186710545
deephit,deephit_010,1,20263055,1,"{""alpha"": 0.7, ""batch_size"": 512, ""dropout"": 0.1, ""head"": [32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.05, ""trunk"": [32]}",0.05205227270447024,0.041509174627173406,1.2539944041767321,-0.17936017244145921,1.2949443121640645,0.010792610900885078,0.012005805202795816,0.019540121217062167,0.7710930974735482,0.7653917407963223,1.0,0.038256590506556144
deephit,deephit_034,1,20263463,1,"{""alpha"": 1.0, ""batch_size"": 512, ""dropout"": 0.4, ""head"": [64], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.1, ""trunk"": [32]}",0.040756717707379625,0.041509174627173406,0.9818725154968223,0.08155695977766195,1.1352275241687506,0.0032169116676739706,0.0014452364759635072,0.007632924218546,0.8361438786475004,0.8296553332734431,1.0,0.03663194897965561
deephit,deephit_008,2,20264012,1,"{""alpha"": 1.0, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.25, ""trunk"": [64, 64, 64]}",0.042908934135794746,0.041509174627173406,1.0337216897515713,-0.021078402482475393,1.0097150144232894,0.0009738457466225583,0.0003842751164381906,0.0028290076309628043,0.8350160280380267,0.8285736483063597,1.0,0.03647792436043492
deephit,deephit_008,0,20262030,1,"{""alpha"": 1.0, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.25, ""trunk"": [64, 64, 64]}",0.04440787536949104,0.041509174627173406,1.0698327723534171,-0.026148753293734613,1.0466478242633943,0.002491674268889852,0.0025394284390749047,0.003549397838143023,0.8397568942405901,0.8332036551015377,1.0,0.03640539765787837
deephit,deephit_005,1,20262970,1,"{""alpha"": 0.7, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.051752608279803464,0.041509174627173406,1.2467751706612913,-0.07251797194116608,1.5287045716845231,0.013158243070784515,0.012864972924246043,0.020833036303574082,0.8237288562139452,0.8172930367380077,1.0,0.03716189598732172
deephit,deephit_009,2,20264029,1,"{""alpha"": 0.3, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [32]}",0.06596357672016763,0.041509174627173406,1.5891324583694681,-0.2933059285734775,1.8163147477272141,0.0258945425385849,0.028417247033188313,0.035653812220694414,0.8064222076289758,0.8005039960458502,1.0,0.03816155499523159
deephit,deephit_048,0,20262710,1,"{""alpha"": 0.5, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.5, ""trunk"": [64, 64, 64]}",0.0454064123632714,0.041509174627173406,1.0938885865860295,-0.04270087130839818,1.0116849431391655,0.003973506751873555,0.004402681814336895,0.005660484681599298,0.8341822186831225,0.8277062084358993,1.0,0.036536794891475
deephit,deephit_009,1,20263038,1,"{""alpha"": 0.3, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [32]}",0.07720420599098778,0.041509174627173406,1.8599311281040773,-0.529327986902151,1.4667782872411863,0.03608827992543977,0.03903846887675394,0.05400510241749373,0.776176081922244,0.7708654211900545,1.0,0.03955441417342829
deephit,deephit_001,1,20262902,1,"{""alpha"": 0.1, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [64, 64, 64]}",0.11108879948198716,0.041509174627173406,2.6762468895072757,-0.8534598372936503,2.399341545484572,0.0714857150332059,0.0790317624555252,0.0873949634330079,0.7852813892897283,0.779462710254513,1.0,0.04314243121804122
deephit,deephit_007,0,20262013,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.1, ""trunk"": [64, 64]}",0.07316643778859475,0.041509174627173406,1.762657013678546,-0.445126965902143,1.4983527738529407,0.03118149030326373,0.02927145418563115,0.05867491594339369,0.8337529683090716,0.8272665033515092,1.0,0.03803819796779643
deephit,deephit_053,1,20263786,1,"{""alpha"": 0.5, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [64, 64, 64]}",0.045378689430955646,0.041509174627173406,1.0932207117712507,-0.07514357192509512,1.0734747753255036,0.004120145081691356,0.001588961126027022,0.01105300702328893,0.8385657719360474,0.8320143536660666,1.0,0.03640146445665984
deephit,deephit_042,1,20263599,1,"{""alpha"": 0.5, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.001, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.07127609731405528,0.041509174627173406,1.7171167086371157,-0.34076037410124305,1.9173057965868132,0.03392340177869377,0.0339285762165371,0.05570485058407605,0.8212889192149846,0.8152798766152785,1.0,0.03818091714472602
deephit,deephit_048,2,20264692,1,"{""alpha"": 0.5, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.5, ""trunk"": [64, 64, 64]}",0.05097636368340485,0.041509174627173406,1.228074615823218,-0.1670412317291906,1.058930379638971,0.00913134315652729,0.006012100664487763,0.021866019537469583,0.8362282804771327,0.8297531875567935,1.0,0.03663676471867046
deephit,deephit_044,2,20264624,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [64]}",0.04399188668518195,0.041509174627173406,1.059811164165699,-0.036517822996727595,0.9886626844180535,0.0024522473696530485,0.0024684613832236177,0.0031194312440859934,0.8363357117792666,0.8299256528257865,1.0,0.036561204276818624
deephit,deephit_041,2,20264573,1,"{""alpha"": 0.1, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.001, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [64]}",0.10824388331154688,0.041509174627173406,2.607709844480659,-0.7634518275729707,3.1920486484905553,0.06786226767210843,0.07407844535374598,0.0883241469837909,0.8293011575989899,0.8227871131254786,1.0,0.04191002109070793
deephit,deephit_044,1,20263633,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [64]}",0.044325849699966016,0.041509174627173406,1.0678566870599424,-0.06745393684005202,0.9305085422413939,0.0034575475499281764,0.002455869403161115,0.00393481704930454,0.8357237688372775,0.8292664729027892,1.0,0.03658936741262188
deephit,deephit_006,1,20262987,1,"{""alpha"": 0.0, ""batch_size"": 128, ""dropout"": 0.1, ""head"": [64], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [64]}",0.1793470530750679,0.041509174627173406,4.320660545190914,-1.3828988557186694,3.8752212066950915,0.13819288352728465,0.14946217323594635,0.16113481663844983,0.782278892135174,0.7765983805697187,1.0,0.057710533705490265
deephit,deephit_051,2,20264743,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [128, 64]}",0.06446856354575788,0.041509174627173406,1.5531160068780174,-0.3997887123121911,1.157188960003342,0.022600444118148343,0.013163007766541557,0.05832823465712533,0.8379023094524826,0.8313898643648984,1.0,0.03746827657839298
deephit,deephit_024,0,20262302,1,"{""alpha"": 0.0, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.20315898964103268,0.041509174627173406,4.894315328256068,-1.502636114791087,6.579129600962397,0.16377130705918014,0.1709421663101013,0.19697927833185325,0.8303285807149773,0.8238710643140885,1.0,0.06400045726451177
deephit,deephit_060,2,20264896,1,"{""alpha"": 0.5, ""batch_size"": 256, ""dropout"": 0.1, ""head"": [32], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.1, ""trunk"": [64, 64]}",0.05656925971498745,0.041509174627173406,1.3628134074714935,-0.23408610143330652,1.2167793944604073,0.014674999665671122,0.011298703588786988,0.03173546750415274,0.839011522808437,0.8327255404676853,1.0,0.036776544860299236
deephit,deephit_045,0,20262659,1,"{""alpha"": 1.0, ""batch_size"": 128, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [32]}",0.04973492823828003,0.041509174627173406,1.198167120521875,-0.1039137702862874,1.053863669317858,0.009346729590735578,0.009281660053794827,0.013100459862934621,0.8337940414919869,0.8272311154307489,1.0,0.03674316872670219
deephit,deephit_066,1,20264007,1,"{""alpha"": 0.9, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.1, ""trunk"": [32]}",0.05296920094224766,0.041509174627173406,1.2760841770043798,-0.1492674446348395,1.0985123487626363,0.012496640812351719,0.012575700286014735,0.015912162265101615,0.8360639877454716,0.8296650373502362,1.0,0.036650695330720115
deephit,deephit_052,0,20262778,1,"{""alpha"": 0.9, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.05, ""trunk"": [64]}",0.046042921867204725,0.041509174627173406,1.10922277498294,0.005606449180641833,1.5932978197128413,0.010784571601965194,0.0075387301124012485,0.0221821246763082,0.8405504613729269,0.8339856758529215,1.0,0.03656502327941417
deephit,deephit_050,1,20263735,1,"{""alpha"": 0.1, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [32], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.25, ""trunk"": [64, 64, 64]}",0.08395132274269569,0.041509174627173406,2.022476319915504,-0.7396783324427114,1.350765908633083,0.04424827451908377,0.017884333847316025,0.132626040713187,0.8428651607765824,0.8362156378350216,1.0,0.04077730347241605
deephit,deephit_003,0,20261945,1,"{""alpha"": 0.2, ""batch_size"": 512, ""dropout"": 0.4, ""head"": [64], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [128, 128]}",0.06448225135848593,0.041509174627173406,1.5534457607902787,-0.4633348038028245,1.1796359021093359,0.024050601784490446,0.007774664315725821,0.07462634989362948,0.8441260837503567,0.8375379490416265,1.0,0.03769686091854207
deephit,deephit_003,1,20262936,1,"{""alpha"": 0.2, ""batch_size"": 512, ""dropout"": 0.4, ""head"": [64], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [128, 128]}",0.06257540427346545,0.041509174627173406,1.5075077940119128,-0.4539604484818973,1.1227972491821452,0.022649184048286312,0.005537898444595332,0.07308633350163929,0.8426658490016843,0.8361943121093746,1.0,0.03760205863071747
deephit,deephit_052,1,20263769,1,"{""alpha"": 0.9, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.05, ""trunk"": [64]}",0.0483403277702123,0.041509174627173406,1.164569717523773,-0.06104988901546357,1.562012021957154,0.011031638542755445,0.008191206500626547,0.02401390715028162,0.8334104939370759,0.8270970016029741,1.0,0.036793797993235705
deephit,deephit_009,0,20262047,1,"{""alpha"": 0.3, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [32]}",0.06059709196187617,0.041509174627173406,1.4598481542007613,-0.18959394045315905,1.8698651625677916,0.02227919872857568,0.0238247902622246,0.03234020903896162,0.8194992680426421,0.813378226213303,1.0,0.03775657415956682
deephit,deephit_012,2,20264080,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.4, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [64]}",0.04289359461445228,0.041509174627173406,1.033352144428634,0.03134932009695594,1.1442434259740957,0.0032112950814652767,0.0020983557557155974,0.00563096282855724,0.8411037622560716,0.8345923840313432,1.0,0.036460065506909556
deephit,deephit_051,1,20263752,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [128, 64]}",0.06946319291205479,0.041509174627173406,1.6734419206346172,-0.5066813761908863,1.0486188735675843,0.02771254438908363,0.014306259548487965,0.07333128121677812,0.8374000532764292,0.8310050715713434,1.0,0.03806432747794912
deephit,deephit_065,0,20262999,1,"{""alpha"": 0.2, ""batch_size"": 128, ""dropout"": 0.1, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.5, ""trunk"": [64]}",0.049617838860753716,0.041509174627173406,1.1953463133490514,-0.2469507482749705,0.8963749023855441,0.008617325768496626,0.001066278580324007,0.0307046442417801,0.8372942838949913,0.8305618799922971,1.0,0.03682169835266001
deephit,deephit_024,1,20263293,1,"{""alpha"": 0.0, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.19924956640093097,0.041509174627173406,4.800133179966797,-1.4693680581144886,4.929217212958872,0.16237503586346613,0.16167272102898395,0.20392758983660725,0.82820488348274,0.821606353601915,1.0,0.06263450827647805
deephit,deephit_068,1,20264041,1,"{""alpha"": 0.1, ""batch_size"": 256, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [64, 64, 64]}",0.06695960772882947,0.041509174627173406,1.6131279007652273,-0.6266019786615105,0.7791036345349699,0.02581960911365848,0.008723307542621336,0.0777706296069757,0.8315720535214438,0.825158161924666,1.0,0.03934976401016614
deephit,deephit_028,0,20262370,1,"{""alpha"": 0.3, ""batch_size"": 256, ""dropout"": 0.1, ""head"": [64], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [128, 64]}",0.06227344731036665,0.041509174627173406,1.5002333308164648,-0.2859339826588927,1.69725569014284,0.020765605814200238,0.02344879666925047,0.029890157703172715,0.7838313634824741,0.7778366091468653,1.0,0.03852725250871301
deephit,deephit_052,2,20264760,1,"{""alpha"": 0.9, ""batch_size"": 128, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.05, ""trunk"": [64]}",0.045308756252050976,0.041509174627173406,1.0915359473900554,0.019050950963566307,1.6271923476707146,0.010670357073481497,0.00761049975537853,0.021646952935468255,0.8373553001262585,0.8308759550525757,1.0,0.03667139562314205
deephit,deephit_033,0,20262455,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [32], ""lr"": 0.001, ""num_durations"": 40, ""sigma"": 0.25, ""trunk"": [64]}",0.0685993994090171,0.041509174627173406,1.6526322198685555,-0.4692485748696541,1.0558124019427995,0.02721945917265372,0.017453131175122816,0.06480325285151667,0.8343789188683555,0.8278609506903899,1.0,0.03790328528737648
deephit,deephit_051,0,20262761,1,"{""alpha"": 0.3, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [64], ""lr"": 0.003, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [128, 64]}",0.06600793655071788,0.041509174627173406,1.5902011336912176,-0.4358810132927761,1.0711498038384515,0.02411690323745256,0.01349147112343363,0.06219573663336242,0.8409037382294466,0.8343786619089186,1.0,0.03751970825475505
deephit,deephit_012,1,20263089,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.4, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [64]}",0.04315507128071336,0.041509174627173406,1.0396513943802315,0.023141285638446207,1.1752745897875176,0.0036873857577729577,0.0023459401619920772,0.007364532873804008,0.8390771686759287,0.8325247183754887,1.0,0.03655774722301426
deephit,deephit_062,0,20262948,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.1, ""head"": [32], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [64, 64]}",0.05299538107947477,0.041509174627173406,1.2767148842507237,-0.1094483092228688,1.2646493108499965,0.011679313405254502,0.012276997232231524,0.016544272526759385,0.8411878079598404,0.8346374179206523,1.0,0.036614697411276265
deephit,deephit_010,0,20262064,1,"{""alpha"": 0.7, ""batch_size"": 512, ""dropout"": 0.1, ""head"": [32], ""lr"": 0.01, ""num_durations"": 80, ""sigma"": 0.05, ""trunk"": [32]}",0.04560748600338193,0.041509174627173406,1.0987326636344539,0.07258407160359587,1.8602358882916255,0.013934706908184229,0.010838136746940341,0.022758372793222792,0.8378543511695411,0.8313404142490247,1.0,0.036777443679170414
deephit,deephit_020,0,20262234,1,"{""alpha"": 0.0, ""batch_size"": 128, ""dropout"": 0.4, ""head"": [64], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.5, ""trunk"": [64, 64]}",0.16863256629151585,0.041509174627173406,4.062537205476566,-1.6138004810069368,1.6960899478761118,0.13059767866272165,0.047673024682450604,0.33151262310024776,0.8134092783607954,0.8066308131051756,1.0,0.07481708665375356
deephit,deephit_047,1,20263684,1,"{""alpha"": 0.9, ""batch_size"": 512, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.5, ""trunk"": [64, 64]}",0.041870816162909434,0.041509174627173406,1.00871232779221,0.010608515115184059,1.064809459794844,0.0017056405891648703,0.0007803705543853018,0.003615402060745329,0.8419709287335168,0.835422227867761,1.0,0.0362850049585346
deephit,deephit_006,2,20263978,1,"{""alpha"": 0.0, ""batch_size"": 128, ""dropout"": 0.1, ""head"": [64], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.05, ""trunk"": [64]}",0.17940111080244342,0.041509174627173406,4.321962853123101,-1.486966273631449,2.860785390360726,0.13880105753534422,0.1556516619780059,0.18169943674104935,0.6886645612505621,0.6844410875957377,1.0,0.0604699949404933
deephit,deephit_062,2,20264930,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.1, ""head"": [32], ""lr"": 0.001, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [64, 64]}",0.0536970483495265,0.041509174627173406,1.293618792274768,-0.11596019406512441,1.3594178144135332,0.012750525354435905,0.012374036250654474,0.02090929986914214,0.8422288825672591,0.8357131177385759,1.0,0.036623419184238254
deephit,deephit_053,2,20264777,1,"{""alpha"": 0.5, ""batch_size"": 256, ""dropout"": 0.2, ""head"": [64], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [64, 64, 64]}",0.04834624810534213,0.041509174627173406,1.1647123446702534,-0.13129298576046436,1.1602537507742037,0.00777226562686325,0.003475084088695235,0.020392956698821685,0.8400083191001697,0.8335922830392146,1.0,0.0363871494503131
deephit,deephit_064,0,20262982,1,"{""alpha"": 0.5, ""batch_size"": 512, ""dropout"": 0.0, ""head"": [32, 32], ""lr"": 0.001, ""num_durations"": 40, ""sigma"": 0.5, ""trunk"": [32]}",0.057202935062195245,0.041509174627173406,1.3780793180298059,-0.23657743591993002,1.0789988671163027,0.01698667982778593,0.01637195975229,0.025231731267150725,0.8330232664149094,0.8264320108555497,1.0,0.03713236598426464
deephit,deephit_012,0,20262098,1,"{""alpha"": 1.0, ""batch_size"": 256, ""dropout"": 0.4, ""head"": [32, 32], ""lr"": 0.003, ""num_durations"": 80, ""sigma"": 0.25, ""trunk"": [64]}",0.04424725848664006,0.041509174627173406,1.0659633414554623,0.004968427552032923,1.258454431082345,0.005434069906171225,0.003502851457003797,0.011740212035330155,0.838766389505778,0.8321314998865146,1.0,0.03660823830858308
