model,imp,member,mean_risk10,frac_above_0.01,frac_above_0.02,frac_above_0.03,frac_above_0.05,frac_above_0.075,frac_above_0.2
nfg,7,2,0.05091305077075958,0.5599742737699647,0.3992925286740272,0.33218994533176116,0.26262193161110514,0.21384928716904278,0.0803944688605424
nfg,7,3,0.04242558404803276,0.4975881659341837,0.38449994640368745,0.32500803944688605,0.2553328331010826,0.19819916389752384,0.04309143530925073
nfg,7,4,0.035424042493104935,0.5049844570693536,0.36638439275377854,0.3011040840390181,0.21470682817022188,0.1597170114696109,0.013184692893128952
nfg,7,5,0.04130077362060547,0.5799121020473791,0.39554078679386856,0.31964840818951656,0.23528781219852074,0.17708221674348804,0.03730303355129167
nfg,7,6,0.04510834813117981,0.5086290063243649,0.3847143316539822,0.3348697609604459,0.27644978025511846,0.22188873405509701,0.03794618930217601
nfg,7,7,0.038339558988809586,0.5319969986064959,0.3655268517525994,0.30710687104727197,0.2428984885839854,0.18823024975881658,0.017150820023582376
nfg,7,8,0.04836920648813248,0.5904169793118234,0.41569300032157785,0.3605959909958195,0.283738878765141,0.21974488155214922,0.057455247079000966
nfg,7,9,0.03622252866625786,0.5249222853467681,0.3594168721191982,0.29263586665237434,0.2177082216743488,0.15939543359416872,0.025511844785078786
nfg,8,0,0.04524475708603859,0.5087361989495123,0.3784971593954336,0.3244720763211491,0.2640154357380212,0.21738664379890663,0.05574016507664273
nfg,8,1,0.0427006371319294,0.5312466502304641,0.3816057455247079,0.31879086718833743,0.24890127559223926,0.19594811876942866,0.04609282881337764
nfg,8,2,0.04585500434041023,0.5349983921106228,0.41001179118876624,0.35352127773609177,0.2848108050166149,0.2293922178154143,0.03955407867938686
nfg,8,3,0.04488261789083481,0.5337120806088541,0.39200343016400474,0.3273662772001286,0.26122842748418906,0.21374209454389537,0.05059491906956801
nfg,8,4,0.036819472908973694,0.5451816914996248,0.36960017150820024,0.3108586129274306,0.2335727301961625,0.1765462536177511,0.013291885518276342
nfg,8,5,0.04252934828400612,0.494372387179762,0.39446886054239466,0.3414085110944367,0.26808875549362204,0.21127666416550542,0.03108586129274306
nfg,8,6,0.03992757946252823,0.5602958516454069,0.38653660628148784,0.3265087361989495,0.24750777146532318,0.18747990138278486,0.028406045664058313
nfg,8,7,0.045480187982320786,0.5975988851966985,0.39414728266695254,0.33540572408618285,0.2693750669953907,0.21074070103976847,0.04609282881337764
nfg,8,8,0.041757069528102875,0.5069139243220067,0.3677778968806946,0.30807160467359845,0.23668131632543682,0.18672955300675315,0.05048772644442062
nfg,8,9,0.043786995112895966,0.52320720334441,0.3826776717761818,0.3190052524386322,0.2600493086075678,0.20763211491049416,0.047057562439704145
nfg,9,0,0.04129140079021454,0.5908457498124129,0.4237324472076321,0.3540572408618287,0.2695894522456855,0.19412584414192305,0.0221888734055097
nfg,9,1,0.04247945174574852,0.5088433915746596,0.3754957658913067,0.31846928931289525,0.2547968699753457,0.20516668453210418,0.042341086933218995
nfg,9,2,0.04652152583003044,0.5027334119412584,0.37978347089720227,0.32683031407439167,0.2707685711223068,0.22178154142994963,0.05649051345267445
nfg,9,3,0.04983747750520706,0.5370350519884232,0.403901811555365,0.3468753349769536,0.28320291563940403,0.23957551720441633,0.06217172258548612
nfg,9,4,0.04005605727434158,0.5392860971165184,0.39060992603708866,0.3296173223282238,0.25983492335727304,0.19744881552149213,0.02454711115875228
nfg,9,5,0.04471827670931816,0.5699431879086719,0.4090470575624397,0.34076535534355235,0.26272912423625255,0.2042019509057777,0.04845106656662022
nfg,9,6,0.044930677860975266,0.556222531889806,0.3839639832779505,0.3310108264551399,0.2664808661164112,0.21534998392110624,0.042877050058955944
nfg,9,7,0.04682290181517601,0.47443455890234754,0.37174402401114803,0.32114910494158,0.2624075463608104,0.21577875442169578,0.06785293171829779
