state,split,contrast,horizon_y,metric,est,lo,hi,lo_rubin,hi_rubin,se,fmi,df,m,ci_excludes_zero
ensemble,cv,deephit - nfg,5.0,nb_all_at_0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,10.0,mean_pred,0.003342367336153984,0.0028558771125972273,0.004212546348571777,0.002759665338676456,0.003925069333631513,0.00028488956923940683,1.0440935822493471,28.957205139118017,30,True
ensemble,cv,deephit - nfg,10.0,obs_cif,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,10.0,eo,0.0908676544825236,0.07659462839365005,0.11281031221151351,0.07429482371963718,0.10744048524541001,0.008180663530593447,0.9295678582962643,37.18398866748743,30,True
ensemble,cv,deephit - nfg,10.0,calib_intercept,-0.09275536288817723,-0.11589456554502249,-0.07705144882202149,-0.11104523565570898,-0.07446549012064549,0.009008226003964554,0.9603929513751195,34.8825307889954,30,True
ensemble,cv,deephit - nfg,10.0,calib_slope,0.024994194507598877,-0.00541861355304718,0.05862874537706373,-0.008085237188419886,0.05807362620361764,0.01671359648578417,0.4967893785474921,124.55697914962887,30,False
ensemble,cv,deephit - nfg,10.0,ici,0.0018969901643383007,-0.0016606467397650704,0.003591343446169048,-0.0008883754809435934,0.004682355809620195,0.0014208557823771624,0.06268186465479458,6249.107306139601,30,False
ensemble,cv,deephit - nfg,10.0,e50,0.001068506071654459,-0.00031975648089428433,0.0015894121257588266,0.00010702194043721162,0.002029990202871706,0.0004902059167982954,0.12999910751472113,1666.7857483770108,30,False
ensemble,cv,deephit - nfg,10.0,e90,0.005276191366525988,-0.006943647493608296,0.011421353835612531,-0.004637446071313394,0.01518982880436537,0.005057135193051175,0.06099858167631373,6540.452917305511,30,False
ensemble,cv,deephit - nfg,10.0,obs_concordant,0.0,0.0,0.0,0.0,0.0,0.0,4.860149189361204e-05,41148.00014579739,30,False
ensemble,cv,deephit - nfg,10.0,eo_concordant,0.0908676544825236,0.07659462839365005,0.11281031221151351,0.07429482371963718,0.10744048524541001,0.008180663530593447,0.9295678582962643,37.18398866748743,30,True
ensemble,cv,deephit - nfg,10.0,calib_intercept_concordant,-0.09275536288817723,-0.11589456554502249,-0.07705144882202149,-0.11104523565570898,-0.07446549012064549,0.009008226003964554,0.9603929513751195,34.8825307889954,30,True
ensemble,cv,deephit - nfg,10.0,calib_slope_concordant,0.024994194507598877,-0.00541861355304718,0.05862874537706373,-0.008085237188419886,0.05807362620361764,0.01671359648578417,0.4967893785474921,124.55697914962887,30,False
ensemble,cv,deephit - nfg,10.0,ici_concordant,0.0018969901643383007,-0.0016606467397650704,0.003591343446169048,-0.0008883754809435934,0.004682355809620195,0.0014208557823771624,0.06268186465479458,6249.107306139601,30,False
ensemble,cv,deephit - nfg,10.0,e50_concordant,0.001068506071654459,-0.00031975648089428433,0.0015894121257588266,0.00010702194043721162,0.002029990202871706,0.0004902059167982954,0.12999910751472113,1666.7857483770108,30,False
