split,model,horizon_y,metric,fmi_single,df_single,m_single,se_single,m_required_von_hippel_single,fmi_ens,df_ens,m_ens,se_ens,m_required_von_hippel_ens
cv,deephit,15.0,nb_at_0.075,0.0199898411483601,25994.601520361222,30,0.0016390525720477,2.0,0.0103154045027416,35481.54972076018,30,0.0016458678318818,2.0
cv,deephit,15.0,nb_at_0.2,0.0387103328655706,13064.82172072796,30,0.0012427165273325,2.0,0.0315938340578337,16876.415933555218,30,0.0012651685413812,2.0
cv,deephit,15.0,frac_above_0.01,1.027789565163399,30.26575839065879,30,0.0119086349484529,,0.917340508363937,38.15375257987867,30,0.0061465216189965,181.0
cv,deephit,15.0,frac_above_0.02,0.9776663303198369,33.66900639467274,30,0.0086732354193669,196.0,0.5286471709541654,110.4426187368808,30,0.003519838667837,86.0
cv,deephit,15.0,frac_above_0.03,0.9693348917660964,34.24845073244905,30,0.0085558267276963,194.0,0.4566533587888384,146.6351461180368,30,0.0034193372171546,69.0
cv,deephit,15.0,frac_above_0.05,0.9294106266382296,37.19623977706111,30,0.0069950409218574,184.0,0.4344933403950776,161.48248883336845,30,0.0032737300551865,64.0
cv,deephit,15.0,frac_above_0.075,0.8961938195890605,39.91773610051676,30,0.0059160386676345,176.0,0.465725627427097,141.14997254246748,30,0.003156038508732,71.0
cv,deephit,15.0,frac_above_0.2,0.9533125350333196,35.39453158209645,30,0.0048227066698903,190.0,0.6492192444136886,74.27852373918347,30,0.0025326400250819,115.0
cv,deephit,15.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822,2.0,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822,2.0
cv,deephit,15.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.00175489523621,2.0,4.860149189361204e-05,41148.00014579739,30,0.00175489523621,2.0
cv,deephit,15.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419,2.0,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419,2.0
cv,deephit,15.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0018103130090129,2.0,4.860149189361204e-05,41148.00014579739,30,0.0018103130090129,2.0
cv,deephit,15.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.001859240361193,2.0,4.860149189361204e-05,41148.00014579739,30,0.001859240361193,2.0
cv,deephit,15.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0021497465957405,2.0,4.860149189361204e-05,41148.00014579739,30,0.0021497465957405,2.0
cv,nfg,5.0,mean_pred,0.8732323662064964,41.9707615879976,30,0.0003075419034646,171.0,0.4520245585841105,149.55976620206266,30,0.0001676336162822,68.0
cv,nfg,5.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0006290996904501,2.0,4.860149189361204e-05,41148.00014579739,30,0.0006290996904501,2.0
cv,nfg,5.0,eo,0.1745031672183666,948.5249110032428,30,0.0425130268471213,15.0,0.0321543979276386,16531.398094988388,30,0.0391221897106345,2.0
