split,model,horizon_y,metric,fmi_single,df_single,m_single,se_single,m_required_von_hippel_single,fmi_ens,df_ens,m_ens,se_ens,m_required_von_hippel_ens
cv,nfg,10.0,frac_above_0.02,0.8270410329449541,46.60595778535492,30,0.0052730313045706,159.0,0.3269629711821066,280.52392502074093,30,0.0030179277896909,41.0
cv,nfg,10.0,frac_above_0.03,0.8582584852545309,43.39481760564248,30,0.0053028687371871,167.0,0.3810872799577263,208.29678180156688,30,0.0029283706724741,53.0
cv,nfg,10.0,frac_above_0.05,0.8840774604164798,40.98220003103823,30,0.0051080975313444,173.0,0.3739862783171273,216.04800838792855,30,0.0026400763156462,51.0
cv,nfg,10.0,frac_above_0.075,0.8998253518168197,39.60655207869769,30,0.0046966405490772,177.0,0.398717986441143,190.78355265025743,30,0.0023768839303127,56.0
cv,nfg,10.0,frac_above_0.2,0.9541681661517186,35.33216771903021,30,0.0018473351282386,190.0,0.7065452454394948,63.105724914502,30,0.0010340228638434,129.0
cv,nfg,10.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.001121856576804,2.0,4.860149189361204e-05,41148.00014579739,30,0.001121856576804,2.0
cv,nfg,10.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.0011333041013021,2.0,4.860149189361204e-05,41148.00014579739,30,0.0011333041013021,2.0
cv,nfg,10.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0011449875959322,2.0,4.860149189361204e-05,41148.00014579739,30,0.0011449875959322,2.0
cv,nfg,10.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0011690925953551,2.0,4.860149189361204e-05,41148.00014579739,30,0.0011690925953551,2.0
cv,nfg,10.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.0012006896463603,2.0,4.860149189361204e-05,41148.00014579739,30,0.0012006896463603,2.0
cv,nfg,10.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.001388297690177,2.0,4.860149189361204e-05,41148.00014579739,30,0.001388297690177,2.0
cv,nfg,15.0,mean_pred,0.9186402661208216,38.04899262965151,30,0.0010705144236601,182.0,0.4430707559926315,155.47510788586752,30,0.0005087514669446,66.0
cv,nfg,15.0,obs_cif,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951,2.0,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951,2.0
cv,nfg,15.0,eo,0.2645393343913926,423.51643078165694,30,0.0305181769212281,29.0,0.0380710597658019,13360.45450337584,30,0.0267062581468148,2.0
cv,nfg,15.0,calib_intercept,0.1760162876573383,932.8629648577864,30,0.0344155622723483,15.0,0.0249351745618212,21643.5460112188,30,0.0315493168151106,2.0
cv,nfg,15.0,calib_slope,0.2610170314394124,434.6962912904201,30,0.0443757186635932,29.0,0.0193425592895859,26609.121189321293,30,0.0421411309446055,2.0
cv,nfg,15.0,ici,0.249897267595751,473.0755949780588,30,0.0013439188080204,27.0,0.0140246885035346,31879.040652225183,30,0.0013854601305539,2.0
cv,nfg,15.0,e50,0.1620339240774736,1094.0609688720283,30,0.0011087888438803,13.0,0.0293927126293824,18313.186787842194,30,0.0010502488287613,2.0
cv,nfg,15.0,e90,0.2153463428142754,631.5187458024097,30,0.0036153280940943,21.0,0.0339412222567109,15485.706823185832,30,0.0046051200020018,2.0
cv,nfg,15.0,obs_concordant,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951,2.0,4.860149189361204e-05,41148.00014579739,30,0.0017197974801951,2.0
cv,nfg,15.0,eo_concordant,0.2645393343913926,423.51643078165694,30,0.0305181769212281,29.0,0.0380710597658019,13360.45450337584,30,0.0267062581468148,2.0
cv,nfg,15.0,calib_intercept_concordant,0.1760162876573383,932.8629648577864,30,0.0344155622723483,15.0,0.0249351745618212,21643.5460112188,30,0.0315493168151106,2.0
cv,nfg,15.0,calib_slope_concordant,0.2610170314394124,434.6962912904201,30,0.0443757186635932,29.0,0.0193425592895859,26609.121189321293,30,0.0421411309446055,2.0
cv,nfg,15.0,ici_concordant,0.249897267595751,473.0755949780588,30,0.0013439188080204,27.0,0.0140246885035346,31879.040652225183,30,0.0013854601305539,2.0
cv,nfg,15.0,e50_concordant,0.1620339240774736,1094.0609688720283,30,0.0011087888438803,13.0,0.0293927126293824,18313.186787842194,30,0.0010502488287613,2.0
cv,nfg,15.0,e90_concordant,0.2153463428142754,631.5187458024097,30,0.0036153280940943,21.0,0.0339412222567109,15485.706823185832,30,0.0046051200020018,2.0
cv,nfg,15.0,auc,0.0489518392255838,9306.276483351336,30,0.005519706090259,3.0,0.0231766078074,23115.24183930378,30,0.0054782840293743,2.0
cv,nfg,15.0,cindex,0.0955686082958898,2964.1316961791463,30,0.0051823918546845,6.0,0.0406034238953718,12236.954034215183,30,0.004952823555536,2.0
cv,nfg,15.0,auc_marginal_ipcw,0.0293345999223544,18352.934485142945,30,0.0054440227116278,2.0,0.0130718557925886,32829.63495511548,30,0.0054245614172969,2.0
cv,nfg,15.0,cindex_marginal_ipcw,0.0276605922600757,19539.1083828128,30,0.0051088625047601,2.0,0.0117944084583095,34082.77488325805,30,0.0050980871367444,2.0
cv,nfg,15.0,at_risk_fraction,4.860149189361204e-05,41148.00014579739,30,0.0023392404352275,2.0,4.860149189361204e-05,41148.00014579739,30,0.0023392404352275,2.0
cv,nfg,15.0,nb_at_0.01,0.0079076603135309,37562.60971989447,30,0.001737140637012,2.0,0.0011014781719397,41040.212380573976,30,0.0017349267818192,2.0
cv,nfg,15.0,nb_at_0.02,0.0058993191867589,39024.71658366883,30,0.0017148668833631,2.0,0.0022343956314392,40782.32548808967,30,0.0017178220754864,2.0
cv,nfg,15.0,nb_at_0.03,0.0076314156172645,37780.66923827023,30,0.0016955205632285,2.0,0.0058342644204977,39066.898169213,30,0.0017019262600269,2.0
cv,nfg,15.0,nb_at_0.05,0.0109821202859577,34859.63484890294,30,0.0016531561679832,2.0,0.0092970699751701,36397.215245405525,30,0.0016655363359496,2.0
cv,nfg,15.0,nb_at_0.075,0.019753760355843,26217.70039489424,30,0.0016176689524789,2.0,0.0090915778858938,36576.1839119338,30,0.0016254506578953,2.0
cv,nfg,15.0,nb_at_0.2,0.0694436611081625,5247.2375458884,30,0.0011147398137416,4.0,0.0392873877634613,12805.067305126357,30,0.001128772029573,2.0
cv,nfg,15.0,frac_above_0.01,1.0548736969003756,27.67802988920613,30,0.0192074249429985,,0.9399888133761982,36.38415714036409,30,0.0062694389998358,187.0
cv,nfg,15.0,frac_above_0.02,0.910419867566552,38.7185094888127,30,0.0066245409479064,180.0,0.4464653501725253,153.19121603390067,30,0.0033140894270385,67.0
cv,nfg,15.0,frac_above_0.03,0.8558310518815528,43.63243900052623,30,0.0058040927531082,166.0,0.3312547219090466,273.5010149721816,30,0.003114621622772,42.0
cv,nfg,15.0,frac_above_0.05,0.8585026895251167,43.37101947773404,30,0.0056022277810202,167.0,0.3414399059674954,257.8641313889915,30,0.0030183051473455,44.0
cv,nfg,15.0,frac_above_0.075,0.896927987867748,39.85453966403687,30,0.0057833750975731,176.0,0.4285163314296849,165.880078047178,30,0.0029876252626161,63.0
cv,nfg,15.0,frac_above_0.2,0.9396758053016032,36.407840426895,30,0.0040445989891698,187.0,0.4934693198422069,126.18448157078986,30,0.0019223982981253,78.0
cv,nfg,15.0,nb_all_at_0.01,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822,2.0,4.860149189361204e-05,41148.00014579739,30,0.0017371690759822,2.0
cv,nfg,15.0,nb_all_at_0.02,4.860149189361204e-05,41148.00014579739,30,0.00175489523621,2.0,4.860149189361204e-05,41148.00014579739,30,0.00175489523621,2.0
cv,nfg,15.0,nb_all_at_0.03,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419,2.0,4.860149189361204e-05,41148.00014579739,30,0.0017729870634419,2.0
cv,nfg,15.0,nb_all_at_0.05,4.860149189361204e-05,41148.00014579739,30,0.0018103130090129,2.0,4.860149189361204e-05,41148.00014579739,30,0.0018103130090129,2.0
cv,nfg,15.0,nb_all_at_0.075,4.860149189361204e-05,41148.00014579739,30,0.001859240361193,2.0,4.860149189361204e-05,41148.00014579739,30,0.001859240361193,2.0
cv,nfg,15.0,nb_all_at_0.2,4.860149189361204e-05,41148.00014579739,30,0.0021497465957405,2.0,4.860149189361204e-05,41148.00014579739,30,0.0021497465957405,2.0
temporal,deephit,5.0,mean_pred,1.027949848878223,28.49719701732352,30,0.0017848805038617,,0.6793763898268085,67.0548455975424,30,0.0005685537059217,123.0
temporal,deephit,5.0,obs_cif,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0
temporal,deephit,5.0,eo,0.4815913574553372,129.76739489622864,30,0.1855907415471037,75.0,0.0554091395676,4593.968299694187,30,0.1414721858848125,3.0
temporal,deephit,5.0,calib_intercept,0.3905091097926649,193.74713494308335,30,0.1381535702769978,55.0,0.08124806914296,2937.229193139007,30,0.1105767029384488,5.0
temporal,deephit,5.0,calib_slope,0.4127622057771941,174.29664285119028,30,0.1807287684159027,59.0,0.1384491650011603,1297.6774053385232,30,0.1272472852929137,10.0
temporal,deephit,5.0,ici,0.6833999897947289,66.29746722293865,30,0.0021746145170719,124.0,0.136625734680592,1327.0270224689082,30,0.0013312283880436,10.0
temporal,deephit,5.0,e50,0.5610256175341277,96.84434481018762,30,0.0014268851905239,94.0,0.241697061942941,479.2720814509192,30,0.0009841516111592,25.0
temporal,deephit,5.0,e90,0.7270380512251204,58.84806083408196,30,0.0076538780812218,134.0,0.1961125697905911,703.6666914352129,30,0.0046687888124622,18.0
temporal,deephit,5.0,obs_concordant,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0
temporal,deephit,5.0,eo_concordant,0.4815913574553372,129.76739489622864,30,0.1855907415471037,75.0,0.0554091395676,4593.968299694187,30,0.1414721858848125,3.0
temporal,deephit,5.0,calib_intercept_concordant,0.3905091097926649,193.74713494308335,30,0.1381535702769978,55.0,0.08124806914296,2937.229193139007,30,0.1105767029384488,5.0
temporal,deephit,5.0,calib_slope_concordant,0.4127622057771941,174.29664285119028,30,0.1807287684159027,59.0,0.1384491650011603,1297.6774053385232,30,0.1272472852929137,10.0
temporal,deephit,5.0,ici_concordant,0.6833999897947289,66.29746722293865,30,0.0021746145170719,124.0,0.136625734680592,1327.0270224689082,30,0.0013312283880436,10.0
temporal,deephit,5.0,e50_concordant,0.5610256175341277,96.84434481018762,30,0.0014268851905239,94.0,0.241697061942941,479.2720814509192,30,0.0009841516111592,25.0
temporal,deephit,5.0,e90_concordant,0.7270380512251204,58.84806083408196,30,0.0076538780812218,134.0,0.1961125697905911,703.6666914352129,30,0.0046687888124622,18.0
temporal,deephit,5.0,auc,0.1148666116827614,1763.5433955927772,30,0.014268234720698,8.0,0.049111875579242,5139.311223215676,30,0.0131329234991913,3.0
temporal,deephit,5.0,cindex,0.1165820671544829,1722.3180513773225,30,0.0141609728076618,8.0,0.0497240704407064,5083.722603280732,30,0.0130202277670236,3.0
temporal,deephit,5.0,auc_marginal_ipcw,0.1148666116827614,1763.5433955927772,30,0.014268234720698,8.0,0.049111875579242,5139.311223215676,30,0.0131329234991913,3.0
temporal,deephit,5.0,cindex_marginal_ipcw,0.1165820671544829,1722.3180513773225,30,0.0141609728076618,8.0,0.0497240704407064,5083.722603280732,30,0.0130202277670236,3.0
temporal,deephit,5.0,at_risk_fraction,0.0002143852355178,9326.000643017896,30,0.0,2.0,0.0002143852355178,9326.000643017896,30,0.0,2.0
temporal,deephit,5.0,nb_at_0.01,0.0269698987083142,7421.040164689844,30,0.0011906133026143,2.0,0.0138220344731879,8689.984439082247,30,0.00118581831055,2.0
temporal,deephit,5.0,nb_at_0.02,0.0553658419056929,4597.516124275739,30,0.0011321419876298,3.0,0.0246094030405628,7671.846442819521,30,0.0011185426082391,2.0
temporal,deephit,5.0,nb_at_0.03,0.1130472146475344,1808.7838947662551,30,0.0011240257899651,8.0,0.0355032286248525,6499.681620851729,30,0.0010841445131824,2.0
temporal,deephit,5.0,nb_at_0.05,0.1770026681142917,846.2366403189966,30,0.0010595106455382,15.0,0.1052160345516158,2023.0114445390896,30,0.0010346268568329,7.0
temporal,deephit,5.0,nb_at_0.075,0.3411639447450784,250.56764630423723,30,0.0010154457189813,44.0,0.1514936073190534,1112.5029581434624,30,0.0009347664090876,12.0
temporal,deephit,5.0,nb_at_0.2,0.8646590027417422,42.02359739408815,30,0.0003316334892523,168.0,0.6756723975676638,67.76365079765282,30,0.0001396579259424,122.0
temporal,deephit,5.0,frac_above_0.01,1.0466591630783222,26.32314021753725,30,0.0340354324188876,,0.8834583869914836,40.27345028319309,30,0.0124582027744241,173.0
temporal,deephit,5.0,frac_above_0.02,1.0191361489447712,29.32003923277862,30,0.0226726363832796,,0.6526632444849917,72.43113983062712,30,0.0077133611461144,116.0
temporal,deephit,5.0,frac_above_0.03,1.0161835377601467,29.579143276660343,30,0.0205818967541343,,0.651713980948301,72.63403350674768,30,0.0072404576995965,116.0
temporal,deephit,5.0,frac_above_0.05,1.0174945405295883,29.46494096963904,30,0.0176740863387436,,0.6692869211399158,69.01240056180087,30,0.0063455115269019,120.0
temporal,deephit,5.0,frac_above_0.075,1.0348377381455935,27.78233341392714,30,0.0161188145684026,,0.8010938187962454,48.78418217155005,30,0.0059272584056694,153.0
temporal,deephit,5.0,frac_above_0.2,0.9690172469339604,33.28292236939565,30,0.0014969388322411,194.0,0.7214988687212155,59.72199146269125,30,0.0005781293751387,133.0
temporal,deephit,5.0,nb_all_at_0.01,0.0002143852355178,9326.000643017896,30,0.0012345803469536,2.0,0.0002143852355178,9326.000643017896,30,0.0012345803469536,2.0
temporal,deephit,5.0,nb_all_at_0.02,0.0002143852355178,9326.000643017896,30,0.0012471780929677,2.0,0.0002143852355178,9326.000643017896,30,0.0012471780929677,2.0
temporal,deephit,5.0,nb_all_at_0.03,0.0002143852355178,9326.000643017896,30,0.0012600356266929,2.0,0.0002143852355178,9326.000643017896,30,0.0012600356266929,2.0
temporal,deephit,5.0,nb_all_at_0.05,0.0002143852355178,9326.000643017896,30,0.0012865626773271,2.0,0.0002143852355178,9326.000643017896,30,0.0012865626773271,2.0
temporal,deephit,5.0,nb_all_at_0.075,0.0002143852355178,9326.000643017896,30,0.0013213347802227,2.0,0.0002143852355178,9326.000643017896,30,0.0013213347802227,2.0
temporal,deephit,5.0,nb_all_at_0.2,0.0002143852355178,9326.000643017896,30,0.0015277938449685,2.0,0.0002143852355178,9326.000643017896,30,0.0015277938449685,2.0
temporal,deephit,10.0,mean_pred,1.017768590600739,29.44090219664017,30,0.0031402859433056,,0.6189674925518011,80.19563899332866,30,0.0010228801667272,108.0
temporal,deephit,10.0,obs_cif,0.0002143852355178,9326.000643017896,30,0.0018554273645042,2.0,0.0002143852355178,9326.000643017896,30,0.0018554273645042,2.0
temporal,deephit,10.0,eo,0.6278165349395265,78.03887136555099,30,0.119955259945473,110.0,0.0917593969558348,2480.0460113894774,30,0.0793685768330029,6.0
temporal,deephit,10.0,calib_intercept,0.5707021032868675,93.71874340019802,30,0.1015862461052777,96.0,0.1133491750279453,1801.1646164893766,30,0.0711707607236665,8.0
temporal,deephit,10.0,calib_slope,0.3885735433134231,195.59224303015085,30,0.0998180601344698,54.0,0.1505473844226359,1124.6113168069662,30,0.0916719548514728,12.0
temporal,deephit,10.0,ici,0.7745002697553033,52.08297046271529,30,0.0034297359361148,146.0,0.1654705965566648,953.6384028826076,30,0.0019625243870045,14.0
temporal,deephit,10.0,e50,0.6578612573399047,71.33516005918936,30,0.0022777653800676,117.0,0.2681919074166116,394.69265258769263,30,0.001605301554634,30.0
temporal,deephit,10.0,e90,0.7643047597873319,53.43512147859072,30,0.0119593522559275,144.0,0.2137283942863983,601.4757515086831,30,0.0070363595934648,21.0
temporal,deephit,10.0,obs_concordant,0.0002143852355178,9326.000643017896,30,0.0018554273645042,2.0,0.0002143852355178,9326.000643017896,30,0.0018554273645042,2.0
temporal,deephit,10.0,eo_concordant,0.6278165349395265,78.03887136555099,30,0.119955259945473,110.0,0.0917593969558348,2480.0460113894774,30,0.0793685768330029,6.0
temporal,deephit,10.0,calib_intercept_concordant,0.5707021032868675,93.71874340019802,30,0.1015862461052777,96.0,0.1133491750279453,1801.1646164893766,30,0.0711707607236665,8.0
temporal,deephit,10.0,calib_slope_concordant,0.3885735433134231,195.59224303015085,30,0.0998180601344698,54.0,0.1505473844226359,1124.6113168069662,30,0.0916719548514728,12.0
temporal,deephit,10.0,ici_concordant,0.7745002697553033,52.08297046271529,30,0.0034297359361148,146.0,0.1654705965566648,953.6384028826076,30,0.0019625243870045,14.0
temporal,deephit,10.0,e50_concordant,0.6578612573399047,71.33516005918936,30,0.0022777653800676,117.0,0.2681919074166116,394.69265258769263,30,0.001605301554634,30.0
temporal,deephit,10.0,e90_concordant,0.7643047597873319,53.43512147859072,30,0.0119593522559275,144.0,0.2137283942863983,601.4757515086831,30,0.0070363595934648,21.0
temporal,deephit,10.0,auc,0.0996297238966568,2197.6344728295016,30,0.0106612058770341,6.0,0.0264504006902122,7476.648568808974,30,0.0100138670687171,2.0
temporal,deephit,10.0,cindex,0.1028968736352612,2093.123768052578,30,0.0103028325259026,7.0,0.0262837081507002,7494.449060428948,30,0.0096461121390357,2.0
temporal,deephit,10.0,auc_marginal_ipcw,0.1046213974610242,2040.6783773413667,30,0.0106109870139692,7.0,0.0269077415390187,7427.703660232775,30,0.0099317201581418,2.0
temporal,deephit,10.0,cindex_marginal_ipcw,0.1096495970430457,1897.6819797800492,30,0.0102514004369095,7.0,0.0264676797245248,7474.802163950641,30,0.0095592034698125,2.0
temporal,deephit,10.0,at_risk_fraction,0.0002143852355178,9326.000643017896,30,0.0042967326153523,2.0,0.0002143852355178,9326.000643017896,30,0.0042967326153523,2.0
temporal,deephit,10.0,nb_at_0.01,0.016358860987018,8478.302152849974,30,0.0018536059779723,2.0,0.0051266684386289,9209.179937187557,30,0.0018439937228184,2.0
temporal,deephit,10.0,nb_at_0.02,0.0302279609699702,7069.221789098406,30,0.0018252619617241,2.0,0.0100669543045354,8957.806109680901,30,0.0018104530723554,2.0
temporal,deephit,10.0,nb_at_0.03,0.0334671948456306,6718.41659527124,30,0.0017929298592379,2.0,0.0183405466402123,8298.749351607337,30,0.001788094664838,2.0
temporal,deephit,10.0,nb_at_0.05,0.0729559553108127,3376.516588488982,30,0.0017488435502337,4.0,0.0407325497007828,5951.91211189852,30,0.001735041753744,2.0
temporal,deephit,10.0,nb_at_0.075,0.0884652665358433,2612.6324213422145,30,0.0016763702432864,5.0,0.0316903680410771,6910.645917484111,30,0.0016320333318727,2.0
temporal,deephit,10.0,nb_at_0.2,0.4499558453041132,147.79279130682175,30,0.0012909613733852,68.0,0.129986651179412,1442.269948789526,30,0.0010400526894667,9.0
temporal,deephit,10.0,frac_above_0.01,1.0565030786714236,24.78358555217287,30,0.0403170524282479,,0.9419252281412496,35.367679493752085,30,0.015155580552362,187.0
temporal,deephit,10.0,frac_above_0.02,1.039175794808042,27.287002937506955,30,0.0308228254243674,,0.8206277557382982,46.55148735202143,30,0.0108180931007076,158.0
temporal,deephit,10.0,frac_above_0.03,1.0211390132815,29.14012179744685,30,0.024256264943488,,0.7567885798126435,54.46547338034295,30,0.0093097724364606,142.0
temporal,deephit,10.0,frac_above_0.05,1.004904987970562,30.518206225654502,30,0.019912947458553,,0.556059062206009,98.51035599544782,30,0.0068823192617397,93.0
temporal,deephit,10.0,frac_above_0.075,0.9989071561721364,30.995072907505968,30,0.0177026075146717,201.0,0.5479848550917051,101.31309347060116,30,0.006358198492652,91.0
temporal,deephit,10.0,frac_above_0.2,1.0349268884278056,27.77254523295164,30,0.011531306507182,,0.852271810775721,43.23304457249812,30,0.0045227342686257,165.0
temporal,deephit,10.0,nb_all_at_0.01,0.0002143852355178,9326.000643017896,30,0.0018741690066556,2.0,0.0002143852355178,9326.000643017896,30,0.0018741690066556,2.0
temporal,deephit,10.0,nb_all_at_0.02,0.0002143852355178,9326.000643017896,30,0.0018932932105291,2.0,0.0002143852355178,9326.000643017896,30,0.0018932932105291,2.0
temporal,deephit,10.0,nb_all_at_0.03,0.0002143852355178,9326.000643017896,30,0.0019128117405117,2.0,0.0002143852355178,9326.000643017896,30,0.0019128117405117,2.0
temporal,deephit,10.0,nb_all_at_0.05,0.0002143852355178,9326.000643017896,30,0.0019530814601843,2.0,0.0002143852355178,9326.000643017896,30,0.0019530814601843,2.0
temporal,deephit,10.0,nb_all_at_0.075,0.0002143852355178,9326.000643017896,30,0.0020058675221026,2.0,0.0002143852355178,9326.000643017896,30,0.0020058675221026,2.0
temporal,deephit,10.0,nb_all_at_0.2,0.0002143852355178,9326.000643017896,30,0.0023192840769578,2.0,0.0002143852355178,9326.000643017896,30,0.0023192840769578,2.0
temporal,nfg,5.0,mean_pred,1.043731896716852,26.718787512424864,30,0.0022006477691298,,0.8584773755292433,42.621288657109424,30,0.0007715698564274,167.0
temporal,nfg,5.0,obs_cif,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0
temporal,nfg,5.0,eo,0.640603046043474,75.07414291734048,30,0.200532480992306,113.0,0.1423465936496529,1237.981910618097,30,0.1342462441692814,11.0
temporal,nfg,5.0,calib_intercept,0.5320316670814804,107.2185656295619,30,0.1583517010393777,87.0,0.1056568718236212,2010.0490046775303,30,0.1150408145856461,7.0
temporal,nfg,5.0,calib_slope,0.2591685820398007,420.80594276273496,30,0.1394903926136912,28.0,0.0944779182908341,2377.271954608336,30,0.1270822697399855,6.0
temporal,nfg,5.0,ici,0.8050746498754693,48.316793381863214,30,0.0023320359924182,154.0,0.2851537085558219,351.74914723406016,30,0.0013792976052617,33.0
temporal,nfg,5.0,e50,0.5706909168555087,93.72226795971264,30,0.0008420240128696,96.0,0.2255455609397462,544.7699827202381,30,0.0006475223723946,23.0
temporal,nfg,5.0,e90,0.8693129237317087,41.58107529373821,30,0.009774577390299,170.0,0.2975076240920842,324.7288851703434,30,0.0050612254631813,36.0
temporal,nfg,5.0,obs_concordant,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0,0.0002143852355178,9326.000643017896,30,0.001222234562529,2.0
temporal,nfg,5.0,eo_concordant,0.640603046043474,75.07414291734048,30,0.200532480992306,113.0,0.1423465936496529,1237.981910618097,30,0.1342462441692814,11.0
temporal,nfg,5.0,calib_intercept_concordant,0.5320316670814804,107.2185656295619,30,0.1583517010393777,87.0,0.1056568718236212,2010.0490046775303,30,0.1150408145856461,7.0
temporal,nfg,5.0,calib_slope_concordant,0.2591685820398007,420.80594276273496,30,0.1394903926136912,28.0,0.0944779182908341,2377.271954608336,30,0.1270822697399855,6.0
temporal,nfg,5.0,ici_concordant,0.8050746498754693,48.316793381863214,30,0.0023320359924182,154.0,0.2851537085558219,351.74914723406016,30,0.0013792976052617,33.0
temporal,nfg,5.0,e50_concordant,0.5706909168555087,93.72226795971264,30,0.0008420240128696,96.0,0.2255455609397462,544.7699827202381,30,0.0006475223723946,23.0
temporal,nfg,5.0,e90_concordant,0.8693129237317087,41.58107529373821,30,0.009774577390299,170.0,0.2975076240920842,324.7288851703434,30,0.0050612254631813,36.0
temporal,nfg,5.0,auc,0.1347532033670073,1358.1630885315262,30,0.0144474018437219,10.0,0.0566701244977215,4491.869761885795,30,0.013244608599407,3.0
temporal,nfg,5.0,cindex,0.1358275149683136,1340.1738447301975,30,0.0143457837421163,10.0,0.0574270719351736,4431.718685737253,30,0.0131439402312692,3.0
temporal,nfg,5.0,auc_marginal_ipcw,0.1347532033670073,1358.1630885315262,30,0.0144474018437219,10.0,0.0566701244977215,4491.869761885795,30,0.013244608599407,3.0
temporal,nfg,5.0,cindex_marginal_ipcw,0.1358275149683136,1340.1738447301975,30,0.0143457837421163,10.0,0.0574270719351736,4431.718685737253,30,0.0131439402312692,3.0
temporal,nfg,5.0,at_risk_fraction,0.0002143852355178,9326.000643017896,30,0.0,2.0,0.0002143852355178,9326.000643017896,30,0.0,2.0
temporal,nfg,5.0,nb_at_0.01,0.0601815555747253,4219.972561243815,30,0.0011788360639754,3.0,0.0155852415229113,8545.175541736886,30,0.0011603550833994,2.0
temporal,nfg,5.0,nb_at_0.02,0.0734223480073308,3349.723423197159,30,0.0011132783400339,4.0,0.0420254188026795,5820.691629119138,30,0.0011040596525306,2.0
temporal,nfg,5.0,nb_at_0.03,0.134962121544982,1354.637922807418,30,0.001092850516375,10.0,0.0587072734825793,4331.9182431590725,30,0.0010670782957209,3.0
temporal,nfg,5.0,nb_at_0.05,0.252866443339547,440.60417974507726,30,0.0010757797572495,27.0,0.1045858109757345,2041.742357877096,30,0.0009974132230267,7.0
temporal,nfg,5.0,nb_at_0.075,0.3452428673588807,244.9736211705884,30,0.0010232396004339,45.0,0.0927394247262172,2442.325890219695,30,0.0008915321741841,6.0
temporal,nfg,5.0,nb_at_0.2,0.97916083133237,32.5132770708373,30,0.0002361665801722,196.0,0.6528132692380569,72.39915221873085,30,6.333170511043762e-05,116.0
temporal,nfg,5.0,frac_above_0.01,1.0380332527292784,27.421420845985757,30,0.0291937880610389,,0.8567515585950366,42.790223138639966,30,0.0112511972383204,167.0
temporal,nfg,5.0,frac_above_0.02,1.033188074761213,27.960769281399845,30,0.0253766327926287,,0.8279772507851522,45.74942684385639,30,0.0098581897949363,159.0
temporal,nfg,5.0,frac_above_0.03,1.0285878188787796,28.434070012776665,30,0.0221704982443541,,0.8143755115692228,47.24976417157893,30,0.0088585093721658,156.0
temporal,nfg,5.0,frac_above_0.05,1.033022763057887,27.978377786595843,30,0.0197798721289456,,0.835441898335942,44.95479229283682,30,0.0078712675689706,161.0
temporal,nfg,5.0,frac_above_0.075,1.0414111565215602,27.01496792681596,30,0.0174969716556279,,0.8183629606866621,46.802705318255725,30,0.0058736628690664,157.0
temporal,nfg,5.0,frac_above_0.2,0.9879308675796008,31.845115796200417,30,0.0009499468395461,199.0,0.6528132692380569,72.39915221873085,30,0.0002533268204417,116.0
temporal,nfg,5.0,nb_all_at_0.01,0.0002143852355178,9326.000643017896,30,0.0012345803469536,2.0,0.0002143852355178,9326.000643017896,30,0.0012345803469536,2.0
temporal,nfg,5.0,nb_all_at_0.02,0.0002143852355178,9326.000643017896,30,0.0012471780929677,2.0,0.0002143852355178,9326.000643017896,30,0.0012471780929677,2.0
temporal,nfg,5.0,nb_all_at_0.03,0.0002143852355178,9326.000643017896,30,0.0012600356266929,2.0,0.0002143852355178,9326.000643017896,30,0.0012600356266929,2.0
temporal,nfg,5.0,nb_all_at_0.05,0.0002143852355178,9326.000643017896,30,0.0012865626773271,2.0,0.0002143852355178,9326.000643017896,30,0.0012865626773271,2.0
temporal,nfg,5.0,nb_all_at_0.075,0.0002143852355178,9326.000643017896,30,0.0013213347802227,2.0,0.0002143852355178,9326.000643017896,30,0.0013213347802227,2.0
temporal,nfg,5.0,nb_all_at_0.2,0.0002143852355178,9326.000643017896,30,0.0015277938449685,2.0,0.0002143852355178,9326.000643017896,30,0.0015277938449685,2.0
temporal,nfg,10.0,mean_pred,1.040721683245111,27.100202653111715,30,0.0039707782311425,,0.8569421438045748,42.77152238475362,30,0.0014505993529328,167.0
temporal,nfg,10.0,obs_cif,0.0002143852355178,9326.000643017896,30,0.0018554273645042,2.0,0.0002143852355178,9326.000643017896,30,0.0018554273645042,2.0
temporal,nfg,10.0,eo,0.7765247264985532,51.820500912900165,30,0.1382264156764231,147.0,0.2451918404582232,466.64713682525576,30,0.0808560830262077,26.0
