model,config,protocol,seed,imp,seed_used,horizon,cfg,mean_pred,obs_cif,eo,calib_intercept,calib_slope,ici,e50,e90,auc,cindex,at_risk_fraction,brier
deephit,tuned_brier,inner_oof,4,1,20815251,10.0,"{""alpha"": 0.9, ""batch_size"": 512, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.1, ""trunk"": [128, 128]}",0.04675665041108912,0.041509174627173406,1.1264172518737707,-0.08323443060772766,1.1778588106032197,0.006232382906043799,0.0034397864071446863,0.0160839461613045,0.8412769581343184,0.834657174723704,1.0,0.0363213377894089
deephit,tuned_brier,inner_oof,0,1,20813903,10.0,"{""alpha"": 0.9, ""batch_size"": 512, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.1, ""trunk"": [128, 128]}",0.04720272949272183,0.041509174627173406,1.1371637696168793,-0.10244696042212789,1.1069250643969784,0.005787799138163409,0.0034340706262793175,0.015191682727683564,0.841029094533373,0.8345575771930255,1.0,0.03632635712853429
nfg,default,temporal_test,1,1,20814240,10.0,"{""batch_size"": 256, ""dropout"": 0.1, ""layers"": [32, 32], ""layers_surv"": [32], ""lr"": 0.001, ""weight_decay"": 0.001}",0.039040484136192787,0.03296079030764276,1.184452307478207,-0.22190649239408106,0.9009596712872792,0.005913989759576801,0.0008324012373891465,0.022378559639488826,0.8210719074228239,0.8203401080356325,0.7793975774466717,0.03093468781772685
deephit,default,inner_oof,10,1,20817273,10.0,"{""alpha"": 0.2, ""batch_size"": 256, ""dropout"": 0.1, ""head"": [32], ""lr"": 0.01, ""num_durations"": 40, ""sigma"": 0.1, ""trunk"": [64, 64]}",0.05957338043967526,0.041509174627173406,1.4351858589035005,-0.28354702103635737,1.6992180422562067,0.020183274349818595,0.01640094794134428,0.045802414766843325,0.839976030355219,0.8333599081703794,1.0,0.03713761803820644
deephit,tuned_brier,inner_oof,10,1,20817273,10.0,"{""alpha"": 0.9, ""batch_size"": 512, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.1, ""trunk"": [128, 128]}",0.04808227897916443,0.041509174627173406,1.1583530487182472,-0.1562278132267254,1.0315586803253027,0.006887990795808068,0.0019221050247668764,0.022085581875535443,0.8399964482380554,0.8335490505054778,1.0,0.03636627522207496
nfg,default,temporal_test,11,1,20817610,10.0,"{""batch_size"": 256, ""dropout"": 0.1, ""layers"": [32, 32], ""layers_surv"": [32], ""lr"": 0.001, ""weight_decay"": 0.001}",0.04666922941279337,0.03296079030764276,1.4159014082247892,-0.4399936293046615,0.8222149591617074,0.013219626972031247,0.005077577731563587,0.036102710969370705,0.8265614092756813,0.8264797774983266,0.7793975774466717,0.031582024992220674
nfg,default,temporal_test,4,1,20815251,10.0,"{""batch_size"": 256, ""dropout"": 0.1, ""layers"": [32, 32], ""layers_surv"": [32], ""lr"": 0.001, ""weight_decay"": 0.001}",0.04221039617699235,0.03296079030764276,1.2806245172830348,-0.35663288863003706,0.8223988396213989,0.009010085628551262,0.0021185731607630265,0.027447531728997766,0.8223084442240018,0.822175829230821,0.7793975774466717,0.031266979263151994
deephit,tuned_brier,inner_oof,3,1,20814914,10.0,"{""alpha"": 0.9, ""batch_size"": 512, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.1, ""trunk"": [128, 128]}",0.0460993483418541,0.041509174627173406,1.1105821485468854,-0.10620085622180195,1.0090219490264154,0.004333462623570757,0.0013745750279616775,0.014113921367300719,0.8388017053205679,0.8323913599548894,1.0,0.03641411923458323
nfg,default,temporal_test,0,1,20813903,10.0,"{""batch_size"": 256, ""dropout"": 0.1, ""layers"": [32, 32], ""layers_surv"": [32], ""lr"": 0.001, ""weight_decay"": 0.001}",0.03731274454542319,0.03296079030764276,1.1320342806456105,-0.23784092370899784,0.8282301876125133,0.006257051368855183,0.001525215575030603,0.018322623785744147,0.8212032291357831,0.8211008627309141,0.7793975774466717,0.030933948672587964
deephit,tuned_brier,inner_oof,7,1,20816262,10.0,"{""alpha"": 0.9, ""batch_size"": 512, ""dropout"": 0.2, ""head"": [32, 32], ""lr"": 0.01, ""num_durations"": 20, ""sigma"": 0.1, ""trunk"": [128, 128]}",0.04229558431044633,0.041509174627173406,1.0189454425518283,-0.012710581348705898,1.0599085821471743,0.00231960239476902,0.0016096787533750184,0.00537266530861813,0.8412058516702541,0.8347130748546916,1.0,0.036266667431243994
