part,model,split,imp,rep,fold,secs,status,seed_used,mean_risk10,n_epochs
nfg__cvr2f0__imp15,nfg,cv,15,2,0,498.9,fitted,20276103,0.03912723262769982,199
deephit__cvr1f4__imp22,deephit,cv,22,1,4,62.7,fitted,20283007,0.04169961903997708,16
deephit__cvr0f1__imp21,deephit,cv,21,0,1,121.2,fitted,20281904,0.03523056731553686,22
deephit__cvr0f1__imp22,deephit,cv,22,0,1,82.3,fitted,20282904,0.04004265728500727,19
deephit__cvr0f3__imp22,deephit,cv,22,0,3,78.7,fitted,20282906,0.0406361261828052,21
deephit__cvr2f1__imp22,deephit,cv,22,2,1,69.0,fitted,20283104,0.03762728491192719,16
nfg__cvr1f1__imp16,nfg,cv,16,1,1,449.2,fitted,20277004,0.039293950956873755,199
nfg__cvr1f2__imp16,nfg,cv,16,1,2,450.1,fitted,20277005,0.03662758959304438,199
nfg__cvr0f0__imp16,nfg,cv,16,0,0,467.8,fitted,20276903,0.03294800627535959,199
nfg__cvr0f1__imp16,nfg,cv,16,0,1,469.0,fitted,20276904,0.03891966090995416,199
deephit__cvr0f2__imp22,deephit,cv,22,0,2,101.7,fitted,20282905,0.03729839568714785,19
nfg__cvr1f3__imp16,nfg,cv,16,1,3,457.0,fitted,20277006,0.032392136407335355,199
deephit__cvr2f4__imp22,deephit,cv,22,2,4,72.7,fitted,20283107,0.039926382810111204,18
deephit__cvr2f0__imp22,deephit,cv,22,2,0,90.2,fitted,20283103,0.04313479892680121,21
nfg__cvr1f0__imp16,nfg,cv,16,1,0,470.0,fitted,20277003,0.03944319232491423,199
deephit__cvr1f2__imp22,deephit,cv,22,1,2,103.2,fitted,20283005,0.04340711141645364,18
deephit__cvr1f3__imp22,deephit,cv,22,1,3,108.6,fitted,20283006,0.04505028638177881,26
deephit__cvr2f3__imp22,deephit,cv,22,2,3,91.1,fitted,20283106,0.036184400788786424,21
nfg__cvr0f4__imp16,nfg,cv,16,0,4,482.8,fitted,20276907,0.034443582051032796,199
nfg__cvr2f3__imp16,nfg,cv,16,2,3,442.2,fitted,20277106,0.03378568976497276,199
deephit__cvr0f0__imp23,deephit,cv,23,0,0,72.7,fitted,20283903,0.03669605598404521,19
deephit__cvr0f2__imp23,deephit,cv,23,0,2,70.8,fitted,20283905,0.04042032330159323,17
deephit__cvr1f0__imp23,deephit,cv,23,1,0,66.1,fitted,20284003,0.037623549422346615,15
nfg__cvr2f4__imp16,nfg,cv,16,2,4,443.6,fitted,20277107,0.03758817096493159,199
deephit__cvr1f2__imp23,deephit,cv,23,1,2,64.4,fitted,20284005,0.04067415976291425,16
nfg__cvr2f1__imp16,nfg,cv,16,2,1,457.3,fitted,20277104,0.0370151791567075,199
deephit__cvr0f1__imp23,deephit,cv,23,0,1,80.4,fitted,20283904,0.03928688226968616,18
nfg__cvr1f4__imp16,nfg,cv,16,1,4,489.4,fitted,20277007,0.038665832527872195,199
deephit__cvr0f3__imp23,deephit,cv,23,0,3,82.6,fitted,20283906,0.042434411978941204,19
deephit__cvr2f3__imp23,deephit,cv,23,2,3,66.9,fitted,20284106,0.03706179183134834,19
nfg__cvr2f0__imp16,nfg,cv,16,2,0,484.1,fitted,20277103,0.037861354969355984,199
deephit__cvr1f3__imp23,deephit,cv,23,1,3,73.3,fitted,20284006,0.046151497797774915,17
deephit__cvr2f4__imp23,deephit,cv,23,2,4,73.1,fitted,20284107,0.04487200634545663,18
deephit__cvr2f2__imp22,deephit,cv,22,2,2,129.7,fitted,20283105,0.041998772057869546,27
deephit__cvr1f1__imp23,deephit,cv,23,1,1,89.0,fitted,20284004,0.039901435075556116,17
deephit__cvr2f0__imp23,deephit,cv,23,2,0,84.3,fitted,20284103,0.04179663273086534,22
deephit__cvr2f2__imp23,deephit,cv,23,2,2,84.0,fitted,20284105,0.04087726399970724,18
deephit__cvr1f4__imp23,deephit,cv,23,1,4,86.8,fitted,20284007,0.037147671913408016,22
nfg__cvr2f2__imp16,nfg,cv,16,2,2,487.6,fitted,20277105,0.03749700980297136,199
deephit__cvr2f1__imp23,deephit,cv,23,2,1,93.9,fitted,20284104,0.037572498347196996,21
deephit__cvr0f4__imp23,deephit,cv,23,0,4,114.1,fitted,20283907,0.04351301065672858,27
nfg__cvr0f2__imp16,nfg,cv,16,0,2,544.8,fitted,20276905,0.03543540595416554,199
nfg__cvr1f2__imp17,nfg,cv,17,1,2,416.5,fitted,20278005,0.033763701947206806,199
deephit__cvr0f0__imp24,deephit,cv,24,0,0,60.9,fitted,20284903,0.037334562222243545,14
deephit__cvr0f3__imp24,deephit,cv,24,0,3,66.5,fitted,20284906,0.04027267513656453,15
deephit__cvr1f1__imp24,deephit,cv,24,1,1,58.4,fitted,20285004,0.04047148302907586,15
nfg__cvr0f1__imp17,nfg,cv,17,0,1,456.9,fitted,20277904,0.03652523054401977,199
nfg__cvr1f2__imp18,nfg,cv,18,1,2,381.8,fitted,20279005,0.03533847084796799,156
nfg__cvr1f0__imp17,nfg,cv,17,1,0,444.1,fitted,20278003,0.03109350566022588,199
deephit__cvr0f2__imp24,deephit,cv,24,0,2,74.6,fitted,20284905,0.04177404224833084,18
nfg__cvr1f4__imp17,nfg,cv,17,1,4,436.5,fitted,20278007,0.03510060655070208,199
deephit__cvr1f3__imp24,deephit,cv,24,1,3,63.0,fitted,20285006,0.035584911458639824,17
deephit__cvr1f2__imp24,deephit,cv,24,1,2,67.0,fitted,20285005,0.037996725527567894,14
nfg__cvr1f1__imp17,nfg,cv,17,1,1,450.1,fitted,20278004,0.03446858927020421,199
deephit__cvr1f0__imp24,deephit,cv,24,1,0,76.1,fitted,20285003,0.03689574396783348,19
deephit__cvr0f4__imp24,deephit,cv,24,0,4,76.9,fitted,20284907,0.03755042752965199,16
deephit__cvr2f1__imp24,deephit,cv,24,2,1,64.1,fitted,20285104,0.04221049959307783,12
deephit__cvr0f1__imp24,deephit,cv,24,0,1,86.9,fitted,20284904,0.040553557242234424,19
deephit__cvr2f0__imp24,deephit,cv,24,2,0,72.9,fitted,20285103,0.04136107607497159,21
deephit__cvr1f4__imp24,deephit,cv,24,1,4,76.2,fitted,20285007,0.03732789549645008,17
nfg__cvr0f3__imp17,nfg,cv,17,0,3,468.2,fitted,20277906,0.039619070487846825,199
nfg__cvr1f3__imp17,nfg,cv,17,1,3,457.3,fitted,20278006,0.03937431502197625,199
nfg__cvr2f0__imp17,nfg,cv,17,2,0,457.2,fitted,20278103,0.033162395202102055,199
nfg__cvr2f1__imp17,nfg,cv,17,2,1,458.4,fitted,20278104,0.035208602323352406,199
deephit__cvr2f3__imp24,deephit,cv,24,2,3,77.0,fitted,20285106,0.03602000528535903,19
nfg__cvr0f2__imp17,nfg,cv,17,0,2,487.9,fitted,20277905,0.03144032934709259,199
nfg__cvr0f4__imp18,nfg,cv,18,0,4,421.5,fitted,20278907,0.0334218325687809,199
deephit__cvr2f4__imp24,deephit,cv,24,2,4,84.8,fitted,20285107,0.0435541982735486,21
nfg__cvr0f4__imp17,nfg,cv,17,0,4,488.6,fitted,20277907,0.038743366678872536,199
nfg__cvr0f0__imp18,nfg,cv,18,0,0,445.9,fitted,20278903,0.033870100670179606,199
deephit__cvr2f2__imp24,deephit,cv,24,2,2,99.9,fitted,20285105,0.037800571611723024,22
nfg__cvr2f2__imp17,nfg,cv,17,2,2,485.8,fitted,20278105,0.037939652219272695,199
nfg__cvr0f0__imp17,nfg,cv,17,0,0,515.7,fitted,20277903,0.03535339115045181,199
nfg__cvr2f4__imp17,nfg,cv,17,2,4,489.4,fitted,20278107,0.03825620465510416,199
deephit__cvr0f1__imp25,deephit,cv,25,0,1,63.5,fitted,20285904,0.03816188465892087,16
nfg__cvr1f4__imp18,nfg,cv,18,1,4,450.5,fitted,20279007,0.036383495233838485,199
nfg__cvr0f1__imp18,nfg,cv,18,0,1,471.8,fitted,20278904,0.03744583967970137,199
deephit__cvr0f3__imp25,deephit,cv,25,0,3,64.6,fitted,20285906,0.03792444360101341,16
deephit__cvr0f2__imp25,deephit,cv,25,0,2,70.8,fitted,20285905,0.038274710394515785,16
nfg__cvr0f1__imp19,nfg,cv,19,0,1,419.7,fitted,20279904,0.03277981052006556,199
nfg__cvr0f3__imp18,nfg,cv,18,0,3,484.4,fitted,20278906,0.036930320030640826,199
deephit__cvr0f0__imp25,deephit,cv,25,0,0,87.5,fitted,20285903,0.03584857671182183,17
nfg__cvr1f0__imp18,nfg,cv,18,1,0,477.4,fitted,20279003,0.038650527821957006,199
nfg__cvr1f3__imp18,nfg,cv,18,1,3,472.1,fitted,20279006,0.035084131756027724,199
deephit__cvr1f4__imp25,deephit,cv,25,1,4,76.0,fitted,20286007,0.04034853590024544,20
deephit__cvr1f0__imp25,deephit,cv,25,1,0,85.0,fitted,20286003,0.04024755450995467,18
deephit__cvr1f2__imp25,deephit,cv,25,1,2,79.6,fitted,20286005,0.04405394396613205,19
deephit__cvr1f3__imp25,deephit,cv,25,1,3,84.2,fitted,20286006,0.04357258299728929,23
nfg__cvr2f4__imp18,nfg,cv,18,2,4,470.9,fitted,20279107,0.035763490921176436,199
deephit__cvr1f1__imp25,deephit,cv,25,1,1,86.1,fitted,20286004,0.04152283139580525,24
deephit__cvr0f4__imp25,deephit,cv,25,0,4,91.9,fitted,20285907,0.03727044062335617,20
deephit__cvr2f1__imp25,deephit,cv,25,2,1,76.7,fitted,20286104,0.03981303231600766,21
nfg__cvr2f3__imp17,nfg,cv,17,2,3,535.8,fitted,20278106,0.04188293242307287,199
nfg__cvr0f3__imp19,nfg,cv,19,0,3,443.0,fitted,20279906,0.03778550038461608,183
nfg__cvr2f0__imp18,nfg,cv,18,2,0,485.2,fitted,20279103,0.03502698601154392,199
nfg__cvr1f1__imp18,nfg,cv,18,1,1,494.0,fitted,20279004,0.03172777375825214,199
nfg__cvr2f2__imp18,nfg,cv,18,2,2,485.2,fitted,20279105,0.03939316070218744,199
nfg__cvr0f0__imp19,nfg,cv,19,0,0,460.0,fitted,20279903,0.03925313640963139,199
deephit__cvr2f2__imp25,deephit,cv,25,2,2,91.1,fitted,20286105,0.04035667588871342,23
deephit__cvr2f3__imp25,deephit,cv,25,2,3,89.7,fitted,20286106,0.039618457052624685,21
nfg__cvr2f3__imp18,nfg,cv,18,2,3,494.6,fitted,20279106,0.03795911888575508,199
nfg__cvr2f1__imp18,nfg,cv,18,2,1,498.8,fitted,20279104,0.03566658693109251,199
deephit__cvr2f0__imp25,deephit,cv,25,2,0,100.2,fitted,20286103,0.039418913813282164,26
nfg__cvr0f2__imp18,nfg,cv,18,0,2,521.5,fitted,20278905,0.038804330303370375,199
nfg__cvr1f1__imp19,nfg,cv,19,1,1,460.1,fitted,20280004,0.036671024485342825,199
nfg__cvr0f4__imp19,nfg,cv,19,0,4,466.2,fitted,20279907,0.0346659674973107,199
nfg__cvr0f2__imp20,nfg,cv,20,0,2,401.8,fitted,20280905,0.03814935666986549,199
nfg__cvr0f3__imp20,nfg,cv,20,0,3,399.9,fitted,20280906,0.03898844169030674,199
nfg__cvr1f4__imp19,nfg,cv,19,1,4,459.7,fitted,20280007,0.03739987461260542,199
nfg__cvr0f1__imp20,nfg,cv,20,0,1,408.1,fitted,20280904,0.03383718970086505,199
nfg__cvr2f2__imp19,nfg,cv,19,2,2,458.4,fitted,20280105,0.03605915295275977,199
nfg__cvr2f3__imp19,nfg,cv,19,2,3,454.2,fitted,20280106,0.0358639479123135,199
nfg__cvr0f2__imp19,nfg,cv,19,0,2,476.4,fitted,20279905,0.03770536942969322,199
deephit__cvr2f4__imp25,deephit,cv,25,2,4,111.6,fitted,20286107,0.037333994932052444,27
nfg__cvr2f1__imp19,nfg,cv,19,2,1,468.3,fitted,20280104,0.03481200001728037,199
nfg__cvr1f3__imp19,nfg,cv,19,1,3,472.5,fitted,20280006,0.035278202023088484,199
nfg__cvr1f0__imp19,nfg,cv,19,1,0,485.0,fitted,20280003,0.03598860773181778,199
nfg__cvr1f3__imp25,nfg,cv,25,1,3,96.0,fitted,20286006,0.04041720596864756,39
deephit__cvr1f2__imp26,deephit,cv,26,1,2,56.9,fitted,20287005,0.04206190914403503,14
deephit__cvr1f1__imp26,deephit,cv,26,1,1,59.0,fitted,20287004,0.042970663570828425,18
deephit__cvr0f0__imp26,deephit,cv,26,0,0,76.0,fitted,20286903,0.03975746120852696,20
deephit__cvr0f4__imp26,deephit,cv,26,0,4,67.4,fitted,20286907,0.039508782786117136,18
nfg__cvr1f3__imp20,nfg,cv,20,1,3,430.1,fitted,20281006,0.03862412350407945,199
deephit__cvr0f3__imp26,deephit,cv,26,0,3,80.8,fitted,20286906,0.038870656243359565,22
nfg__cvr0f0__imp20,nfg,cv,20,0,0,450.9,fitted,20280903,0.034634058605113933,199
deephit__cvr2f1__imp26,deephit,cv,26,2,1,71.3,fitted,20287104,0.03980906256821791,17
nfg__cvr1f2__imp19,nfg,cv,19,1,2,507.3,fitted,20280005,0.03309321503410509,199
deephit__cvr2f2__imp26,deephit,cv,26,2,2,69.7,fitted,20287105,0.03895768689660436,16
deephit__cvr0f1__imp26,deephit,cv,26,0,1,94.7,fitted,20286904,0.037976946699506284,21
nfg__cvr2f0__imp19,nfg,cv,19,2,0,508.9,fitted,20280103,0.037370227721793554,199
deephit__cvr2f0__imp26,deephit,cv,26,2,0,80.0,fitted,20287103,0.042191170438146804,20
nfg__cvr1f0__imp20,nfg,cv,20,1,0,453.9,fitted,20281003,0.03482330318134027,199
deephit__cvr0f2__imp26,deephit,cv,26,0,2,100.4,fitted,20286905,0.03592751343478877,19
deephit__cvr1f3__imp26,deephit,cv,26,1,3,90.7,fitted,20287006,0.03992780545121302,23
nfg__cvr1f1__imp20,nfg,cv,20,1,1,458.8,fitted,20281004,0.03662839646700874,199
deephit__cvr0f0__imp27,deephit,cv,27,0,0,61.4,fitted,20287903,0.037948631449542844,15
deephit__cvr1f4__imp26,deephit,cv,26,1,4,96.7,fitted,20287007,0.03786403173815157,23
nfg__cvr2f3__imp21,nfg,cv,21,2,3,413.6,fitted,20282106,0.0316936665608021,199
nfg__cvr2f2__imp20,nfg,cv,20,2,2,458.7,fitted,20281105,0.03382003638072279,199
deephit__cvr2f4__imp26,deephit,cv,26,2,4,97.1,fitted,20287107,0.039798775148200745,18
deephit__cvr2f3__imp26,deephit,cv,26,2,3,97.7,fitted,20287106,0.03220470037763226,19
nfg__cvr0f0__imp21,nfg,cv,21,0,0,444.9,fitted,20281903,0.03476403058063996,199
nfg__cvr2f4__imp19,nfg,cv,19,2,4,527.4,fitted,20280107,0.03962838427186953,199
deephit__cvr0f4__imp27,deephit,cv,27,0,4,69.1,fitted,20287907,0.040472577399255055,16
nfg__cvr1f2__imp20,nfg,cv,20,1,2,476.8,fitted,20281005,0.03525453597096343,199
deephit__cvr0f2__imp27,deephit,cv,27,0,2,79.2,fitted,20287905,0.04238096822149441,18
nfg__cvr2f1__imp20,nfg,cv,20,2,1,474.2,fitted,20281104,0.03984884329875356,199
nfg__cvr1f4__imp20,nfg,cv,20,1,4,475.9,fitted,20281007,0.03762464926094907,199
nfg__cvr2f4__imp20,nfg,cv,20,2,4,470.0,fitted,20281107,0.03323767584741365,199
nfg__cvr1f0__imp21,nfg,cv,21,1,0,444.7,fitted,20282003,0.03753680957848616,199
deephit__cvr0f3__imp27,deephit,cv,27,0,3,83.6,fitted,20287906,0.038998750909278866,17
deephit__cvr2f0__imp27,deephit,cv,27,2,0,62.1,fitted,20288103,0.04636348105122292,19
deephit__cvr1f0__imp27,deephit,cv,27,1,0,81.9,fitted,20288003,0.04351646716686487,18
deephit__cvr1f0__imp26,deephit,cv,26,1,0,125.6,fitted,20287003,0.04184796352604553,23
deephit__cvr1f3__imp27,deephit,cv,27,1,3,79.3,fitted,20288006,0.0424528547150549,20
nfg__cvr0f4__imp20,nfg,cv,20,0,4,494.5,fitted,20280907,0.03483728383192769,199
nfg__cvr1f2__imp21,nfg,cv,21,1,2,454.9,fitted,20282005,0.036702100337028136,199
nfg__cvr0f4__imp21,nfg,cv,21,0,4,458.8,fitted,20281907,0.03449493686245234,199
deephit__cvr2f2__imp27,deephit,cv,27,2,2,65.5,fitted,20288105,0.040806301345531246,17
deephit__cvr1f2__imp27,deephit,cv,27,1,2,85.8,fitted,20288005,0.04115643555426378,20
nfg__cvr0f3__imp21,nfg,cv,21,0,3,462.3,fitted,20281906,0.034817710248204174,199
nfg__cvr0f1__imp21,nfg,cv,21,0,1,466.8,fitted,20281904,0.03323004470211237,199
nfg__cvr0f2__imp21,nfg,cv,21,0,2,467.4,fitted,20281905,0.038349633528104644,199
nfg__cvr2f0__imp20,nfg,cv,20,2,0,497.0,fitted,20281103,0.03929641488089298,199
deephit__cvr1f4__imp27,deephit,cv,27,1,4,81.6,fitted,20288007,0.03942701377119032,17
nfg__cvr1f2__imp22,nfg,cv,22,1,2,406.3,fitted,20283005,0.03745694543365389,199
nfg__cvr1f3__imp21,nfg,cv,21,1,3,468.5,fitted,20282006,0.042465048009982055,199
nfg__cvr2f4__imp22,nfg,cv,22,2,4,400.4,fitted,20283107,0.03712061376151122,199
deephit__cvr1f1__imp27,deephit,cv,27,1,1,106.9,fitted,20288004,0.038040323177745645,25
deephit__cvr2f1__imp27,deephit,cv,27,2,1,85.2,fitted,20288104,0.04228016926594093,15
deephit__cvr2f3__imp27,deephit,cv,27,2,3,78.4,fitted,20288106,0.03967506003681374,19
nfg__cvr2f0__imp21,nfg,cv,21,2,0,473.4,fitted,20282103,0.034008424323124266,199
deephit__cvr0f1__imp27,deephit,cv,27,0,1,118.4,fitted,20287904,0.03606713421701069,19
nfg__cvr1f4__imp21,nfg,cv,21,1,4,484.8,fitted,20282007,0.03259487092820804,199
nfg__cvr2f0__imp22,nfg,cv,22,2,0,424.9,fitted,20283103,0.03703102932667518,199
deephit__cvr0f0__imp28,deephit,cv,28,0,0,58.2,fitted,20288903,0.03618584356508072,16
nfg__cvr1f1__imp22,nfg,cv,22,1,1,430.5,fitted,20283004,0.03454834957589828,199
nfg__cvr1f0__imp22,nfg,cv,22,1,0,431.8,fitted,20283003,0.031632153552899854,199
deephit__cvr2f4__imp27,deephit,cv,27,2,4,94.4,fitted,20288107,0.03886054971860543,23
nfg__cvr2f3__imp22,nfg,cv,22,2,3,427.2,fitted,20283106,0.04086001712645915,199
nfg__cvr1f1__imp21,nfg,cv,21,1,1,500.2,fitted,20282004,0.03462880875790732,199
nfg__cvr2f4__imp21,nfg,cv,21,2,4,486.9,fitted,20282107,0.04162781891750115,199
deephit__cvr0f2__imp28,deephit,cv,28,0,2,68.6,fitted,20288905,0.0389563624539895,15
nfg__cvr2f3__imp20,nfg,cv,20,2,3,532.9,fitted,20281106,0.037315537165846395,199
nfg__cvr2f1__imp21,nfg,cv,21,2,1,496.6,fitted,20282104,0.0357287684614465,199
deephit__cvr1f3__imp28,deephit,cv,28,1,3,66.9,fitted,20289006,0.03658027178745955,15
deephit__cvr0f3__imp28,deephit,cv,28,0,3,74.4,fitted,20288906,0.04385682725413382,18
deephit__cvr0f4__imp28,deephit,cv,28,0,4,71.2,fitted,20288907,0.04395812816322962,16
nfg__cvr2f2__imp21,nfg,cv,21,2,2,498.8,fitted,20282105,0.039405773534311066,199
deephit__cvr1f4__imp28,deephit,cv,28,1,4,66.4,fitted,20289007,0.03833903678532569,16
deephit__cvr1f2__imp28,deephit,cv,28,1,2,72.7,fitted,20289005,0.04015266308706083,16
nfg__cvr0f1__imp22,nfg,cv,22,0,1,461.8,fitted,20282904,0.038792673344828846,199
nfg__cvr0f0__imp22,nfg,cv,22,0,0,467.6,fitted,20282903,0.03757814058385171,199
deephit__cvr1f1__imp28,deephit,cv,28,1,1,85.2,fitted,20289004,0.041671825334375495,20
nfg__cvr1f3__imp22,nfg,cv,22,1,3,465.3,fitted,20283006,0.03306971876761777,199
deephit__cvr2f4__imp28,deephit,cv,28,2,4,78.8,fitted,20289107,0.04154941092744588,19
deephit__cvr0f1__imp28,deephit,cv,28,0,1,98.0,fitted,20288904,0.04182277365127552,22
deephit__cvr2f0__imp28,deephit,cv,28,2,0,87.4,fitted,20289103,0.0405008331470241,24
deephit__cvr1f0__imp28,deephit,cv,28,1,0,93.3,fitted,20289003,0.03671783400395331,23
deephit__cvr2f1__imp28,deephit,cv,28,2,1,90.2,fitted,20289104,0.03622324083414343,16
nfg__cvr0f3__imp22,nfg,cv,22,0,3,486.5,fitted,20282906,0.03975034816212271,199
nfg__cvr0f4__imp22,nfg,cv,22,0,4,487.4,fitted,20282907,0.03600811914840889,199
nfg__cvr2f2__imp22,nfg,cv,22,2,2,484.3,fitted,20283105,0.03776949440067137,199
nfg__cvr0f2__imp22,nfg,cv,22,0,2,496.0,fitted,20282905,0.0327474206019441,199
deephit__cvr0f2__imp29,deephit,cv,29,0,2,74.3,fitted,20289905,0.04057858590972515,17
deephit__cvr2f2__imp28,deephit,cv,28,2,2,105.5,fitted,20289105,0.04303968897444983,23
deephit__cvr0f4__imp29,deephit,cv,29,0,4,68.9,fitted,20289907,0.042465841098435,15
deephit__cvr0f3__imp29,deephit,cv,29,0,3,75.0,fitted,20289906,0.04321124600988248,19
deephit__cvr2f3__imp28,deephit,cv,28,2,3,107.9,fitted,20289106,0.04607695392446957,21
nfg__cvr2f1__imp22,nfg,cv,22,2,1,492.8,fitted,20283104,0.03925369705788835,199
deephit__cvr0f0__imp29,deephit,cv,29,0,0,82.9,fitted,20289903,0.04127494352517457,19
deephit__cvr1f4__imp29,deephit,cv,29,1,4,66.5,fitted,20290007,0.04013300580493564,16
nfg__cvr0f2__imp23,nfg,cv,23,0,2,449.9,fitted,20283905,0.03417709519030361,199
nfg__cvr0f0__imp23,nfg,cv,23,0,0,460.7,fitted,20283903,0.03903237694883089,199
nfg__cvr0f4__imp23,nfg,cv,23,0,4,447.0,fitted,20283907,0.038402553319399346,199
deephit__cvr0f1__imp29,deephit,cv,29,0,1,84.1,fitted,20289904,0.04195641890078749,18
deephit__cvr1f0__imp29,deephit,cv,29,1,0,75.4,fitted,20290003,0.042676090292640356,20
deephit__cvr1f1__imp29,deephit,cv,29,1,1,76.3,fitted,20290004,0.03931457636491234,18
nfg__cvr2f3__imp23,nfg,cv,23,2,3,434.5,fitted,20284106,0.03522714052594771,199
nfg__cvr2f1__imp23,nfg,cv,23,2,1,438.4,fitted,20284104,0.04068517574477974,199
nfg__cvr0f1__imp23,nfg,cv,23,0,1,464.6,fitted,20283904,0.03326959967247087,199
deephit__cvr2f0__imp29,deephit,cv,29,2,0,74.0,fitted,20290103,0.03870392614818563,18
nfg__cvr1f1__imp23,nfg,cv,23,1,1,455.3,fitted,20284004,0.03692759389492712,199
deephit__cvr1f3__imp29,deephit,cv,29,1,3,84.5,fitted,20290006,0.04561502824332902,21
nfg__cvr1f2__imp23,nfg,cv,23,1,2,457.5,fitted,20284005,0.034600595655634635,199
deephit__cvr2f2__imp29,deephit,cv,29,2,2,76.8,fitted,20290105,0.038603174889469245,17
nfg__cvr0f3__imp24,nfg,cv,24,0,3,396.3,fitted,20284906,0.034225919327533334,199
deephit__cvr2f4__imp29,deephit,cv,29,2,4,74.8,fitted,20290107,0.043820827784058804,17
nfg__cvr2f0__imp23,nfg,cv,23,2,0,448.9,fitted,20284103,0.03592236962745658,199
deephit__cvr1f2__imp29,deephit,cv,29,1,2,90.0,fitted,20290005,0.03826386052787554,21
deephit__cvr2f1__imp29,deephit,cv,29,2,1,89.9,fitted,20290104,0.042407422472231254,19
nfg__cvr2f4__imp23,nfg,cv,23,2,4,451.8,fitted,20284107,0.035722101550956654,199
deephit__cvr2f3__imp29,deephit,cv,29,2,3,88.5,fitted,20290106,0.03784573422285302,22
nfg__cvr0f3__imp23,nfg,cv,23,0,3,483.8,fitted,20283906,0.033787914919862494,199
nfg__cvr2f2__imp23,nfg,cv,23,2,2,463.9,fitted,20284105,0.03681372340612954,199
deephit__cvr0f0__imp30,deephit,cv,30,0,0,69.4,fitted,20290903,0.042797728055435226,18
deephit__temporal__imp2,deephit,temporal,2,-1,-1,24.6,fitted,20262903,0.04454112530839868,21
nfg__cvr1f4__imp22,nfg,cv,22,1,4,555.9,fitted,20283007,0.03707943166083337,199
deephit__temporal__imp1,deephit,temporal,1,-1,-1,29.7,fitted,20261903,0.04549862538640783,20
deephit__cvr2f2__imp30,deephit,cv,30,2,2,61.4,fitted,20291105,0.04422687452818312,17
deephit__cvr2f1__imp30,deephit,cv,30,2,1,61.5,fitted,20291104,0.04259405486816761,17
nfg__cvr1f4__imp23,nfg,cv,23,1,4,497.9,fitted,20284007,0.03912996052519432,199
nfg__cvr2f4__imp24,nfg,cv,24,2,4,403.1,fitted,20285107,0.035134907308552545,199
deephit__cvr0f3__imp30,deephit,cv,30,0,3,79.7,fitted,20290906,0.03668160873977155,15
deephit__temporal__imp4,deephit,temporal,4,-1,-1,25.0,fitted,20264903,0.04193942744573063,19
deephit__cvr2f3__imp30,deephit,cv,30,2,3,75.6,fitted,20291106,0.035479895254180625,19
deephit__cvr1f3__imp30,deephit,cv,30,1,3,80.7,fitted,20291006,0.03883280836695673,20
deephit__cvr0f4__imp30,deephit,cv,30,0,4,84.6,fitted,20290907,0.03726477057309654,21
nfg__cvr0f1__imp24,nfg,cv,24,0,1,457.8,fitted,20284904,0.03394467736888576,199
deephit__temporal__imp5,deephit,temporal,5,-1,-1,24.1,fitted,20265903,0.05121475625900809,21
nfg__cvr0f2__imp24,nfg,cv,24,0,2,462.0,fitted,20284905,0.03999043685352545,199
deephit__cvr1f4__imp30,deephit,cv,30,1,4,89.6,fitted,20291007,0.04123529156870451,18
nfg__cvr1f0__imp24,nfg,cv,24,1,0,456.8,fitted,20285003,0.03725253815367253,199
nfg__cvr1f1__imp24,nfg,cv,24,1,1,455.9,fitted,20285004,0.03734139474602843,199
nfg__cvr1f3__imp24,nfg,cv,24,1,3,451.4,fitted,20285006,0.03613770769101977,199
nfg__cvr1f3__imp23,nfg,cv,23,1,3,527.3,fitted,20284006,0.035311125600183936,199
deephit__cvr0f2__imp30,deephit,cv,30,0,2,103.6,fitted,20290905,0.040571020079586066,17
deephit__temporal__imp7,deephit,temporal,7,-1,-1,23.2,fitted,20267903,0.04776649989595489,17
deephit__temporal__imp6,deephit,temporal,6,-1,-1,36.5,fitted,20266903,0.046542628718116395,26
deephit__cvr2f4__imp30,deephit,cv,30,2,4,98.8,fitted,20291107,0.04137056961784583,24
nfg__cvr0f0__imp24,nfg,cv,24,0,0,487.4,fitted,20284903,0.033355033103487516,199
deephit__temporal__imp8,deephit,temporal,8,-1,-1,26.3,fitted,20268903,0.04375124680430866,24
nfg__cvr1f2__imp24,nfg,cv,24,1,2,471.0,fitted,20285005,0.03799477263856583,199
nfg__cvr1f0__imp23,nfg,cv,23,1,0,547.8,fitted,20284003,0.03188529806452465,199
deephit__temporal__imp9,deephit,temporal,9,-1,-1,24.3,fitted,20269903,0.04453066966174614,23
deephit__cvr0f1__imp30,deephit,cv,30,0,1,122.8,fitted,20290904,0.04466434055522915,25
deephit__temporal__imp3,deephit,temporal,3,-1,-1,70.2,fitted,20263903,0.045594218505607874,21
deephit__temporal__imp11,deephit,temporal,11,-1,-1,21.6,fitted,20271903,0.04291856209028262,19
nfg__cvr2f0__imp24,nfg,cv,24,2,0,456.5,fitted,20285103,0.0398488774858665,199
deephit__temporal__imp14,deephit,temporal,14,-1,-1,21.6,fitted,20274903,0.04205681793262341,15
deephit__cvr1f1__imp30,deephit,cv,30,1,1,120.6,fitted,20291004,0.040774598188339284,23
deephit__cvr2f0__imp30,deephit,cv,30,2,0,118.6,fitted,20291103,0.04056810910366728,21
deephit__cvr1f2__imp30,deephit,cv,30,1,2,123.5,fitted,20291005,0.04157471634165493,21
