part,model,split,imp,rep,fold,secs,status,seed_used,mean_risk10,n_epochs
deephit__cvr0f2__imp13,deephit,cv,13,0,2,56.1,fitted,20273905,0.040809905212779676,15
deephit__cvr2f0__imp12,deephit,cv,12,2,0,78.3,fitted,20273103,0.04071074573395214,21
deephit__cvr0f4__imp12,deephit,cv,12,0,4,86.0,fitted,20272907,0.03925398609585753,20
nfg__cvr1f4__imp7,nfg,cv,7,1,4,426.3,fitted,20268007,0.03402492359047227,199
nfg__cvr0f2__imp7,nfg,cv,7,0,2,455.0,fitted,20267905,0.034422603072970286,199
nfg__cvr2f4__imp7,nfg,cv,7,2,4,426.6,fitted,20268107,0.03589089685734551,199
deephit__cvr0f3__imp12,deephit,cv,12,0,3,90.0,fitted,20272906,0.040622777120305154,20
deephit__cvr0f0__imp13,deephit,cv,13,0,0,68.0,fitted,20273903,0.0384478376282906,18
deephit__cvr0f4__imp13,deephit,cv,13,0,4,65.4,fitted,20273907,0.03521382437293831,15
deephit__cvr2f2__imp12,deephit,cv,12,2,2,84.0,fitted,20273105,0.04090477661189451,19
deephit__cvr2f3__imp12,deephit,cv,12,2,3,86.0,fitted,20273106,0.03806023887299298,19
deephit__cvr2f1__imp12,deephit,cv,12,2,1,88.5,fitted,20273104,0.041641810001875994,20
deephit__cvr1f2__imp12,deephit,cv,12,1,2,93.1,fitted,20273005,0.04162849256162585,20
deephit__cvr1f4__imp12,deephit,cv,12,1,4,92.6,fitted,20273007,0.03910482534795829,22
deephit__cvr0f1__imp13,deephit,cv,13,0,1,78.4,fitted,20273904,0.04380487304206028,18
deephit__cvr1f4__imp13,deephit,cv,13,1,4,70.9,fitted,20274007,0.03561581858420183,19
deephit__cvr2f1__imp13,deephit,cv,13,2,1,66.8,fitted,20274104,0.0437291263871439,16
deephit__cvr2f4__imp12,deephit,cv,12,2,4,99.0,fitted,20273107,0.039320289740009895,23
deephit__cvr0f3__imp13,deephit,cv,13,0,3,82.2,fitted,20273906,0.03892903942495357,21
deephit__cvr1f1__imp13,deephit,cv,13,1,1,76.9,fitted,20274004,0.03597623494561612,17
nfg__cvr1f3__imp7,nfg,cv,7,1,3,454.7,fitted,20268006,0.035173543042749875,199
nfg__cvr2f3__imp7,nfg,cv,7,2,3,453.5,fitted,20268106,0.03989075565065469,199
deephit__cvr2f0__imp13,deephit,cv,13,2,0,77.6,fitted,20274103,0.037689863591048346,19
deephit__cvr2f2__imp13,deephit,cv,13,2,2,84.2,fitted,20274105,0.03816157692352027,22
deephit__cvr1f2__imp13,deephit,cv,13,1,2,93.5,fitted,20274005,0.04312744961033436,20
deephit__cvr2f4__imp13,deephit,cv,13,2,4,80.0,fitted,20274107,0.03367254454258526,20
nfg__cvr0f0__imp8,nfg,cv,8,0,0,441.9,fitted,20268903,0.03934828346371133,199
deephit__cvr1f0__imp13,deephit,cv,13,1,0,103.7,fitted,20274003,0.03549570471390195,25
deephit__cvr0f0__imp14,deephit,cv,14,0,0,66.5,fitted,20274903,0.03887008662832415,17
deephit__cvr1f3__imp13,deephit,cv,13,1,3,104.6,fitted,20274006,0.04208874775620251,24
deephit__cvr2f2__imp14,deephit,cv,14,2,2,56.5,fitted,20275105,0.037666072841206745,15
nfg__cvr0f0__imp7,nfg,cv,7,0,0,514.7,fitted,20267903,0.037086554281762184,199
deephit__cvr0f3__imp14,deephit,cv,14,0,3,65.6,fitted,20274906,0.04418997606859283,18
deephit__cvr1f3__imp14,deephit,cv,14,1,3,63.9,fitted,20275006,0.046826438430472524,17
deephit__cvr2f3__imp13,deephit,cv,13,2,3,104.3,fitted,20274106,0.037449021685557915,23
deephit__cvr1f0__imp14,deephit,cv,14,1,0,69.5,fitted,20275003,0.04034609156012799,17
deephit__cvr1f1__imp14,deephit,cv,14,1,1,73.2,fitted,20275004,0.04294082960622846,16
deephit__cvr2f0__imp14,deephit,cv,14,2,0,67.9,fitted,20275103,0.03884956505867596,18
nfg__cvr0f4__imp8,nfg,cv,8,0,4,459.0,fitted,20268907,0.033411172872203375,199
deephit__cvr2f3__imp14,deephit,cv,14,2,3,65.9,fitted,20275106,0.03996835175787284,17
nfg__cvr1f1__imp8,nfg,cv,8,1,1,448.4,fitted,20269004,0.03652079905210094,199
deephit__cvr0f1__imp14,deephit,cv,14,0,1,80.8,fitted,20274904,0.036288444891584885,19
nfg__cvr0f2__imp8,nfg,cv,8,0,2,466.8,fitted,20268905,0.038582514458937206,199
nfg__cvr2f1__imp8,nfg,cv,8,2,1,423.4,fitted,20269104,0.034126216128991325,199
deephit__cvr1f4__imp14,deephit,cv,14,1,4,76.0,fitted,20275007,0.03594071871909754,19
nfg__cvr2f0__imp7,nfg,cv,7,2,0,501.0,fitted,20268103,0.0396790716618348,199
nfg__cvr0f3__imp8,nfg,cv,8,0,3,471.2,fitted,20268906,0.04310003199355945,199
nfg__cvr1f0__imp8,nfg,cv,8,1,0,463.3,fitted,20269003,0.03757011281230209,199
deephit__cvr2f1__imp14,deephit,cv,14,2,1,83.2,fitted,20275104,0.039638684303367734,19
deephit__cvr1f2__imp14,deephit,cv,14,1,2,90.9,fitted,20275005,0.0402425835828275,19
deephit__cvr0f4__imp14,deephit,cv,14,0,4,99.7,fitted,20274907,0.039441864773213126,22
nfg__cvr0f1__imp8,nfg,cv,8,0,1,489.0,fitted,20268904,0.03642418105297173,199
nfg__cvr2f3__imp8,nfg,cv,8,2,3,441.2,fitted,20269106,0.03439298021082934,199
deephit__cvr0f3__imp15,deephit,cv,15,0,3,54.1,fitted,20275906,0.042876660527933604,14
deephit__cvr0f2__imp14,deephit,cv,14,0,2,108.1,fitted,20274905,0.03664213982375863,24
nfg__cvr1f2__imp8,nfg,cv,8,1,2,466.8,fitted,20269005,0.03554056068462693,199
nfg__cvr1f4__imp8,nfg,cv,8,1,4,458.6,fitted,20269007,0.03963967195986086,199
nfg__cvr2f0__imp8,nfg,cv,8,2,0,458.4,fitted,20269103,0.034408806862090156,199
deephit__cvr2f0__imp15,deephit,cv,15,2,0,53.4,fitted,20276103,0.03836730816085909,14
deephit__cvr1f0__imp15,deephit,cv,15,1,0,66.1,fitted,20276003,0.038523246844512166,18
deephit__cvr1f3__imp15,deephit,cv,15,1,3,57.3,fitted,20276006,0.04218092193767335,15
nfg__cvr1f3__imp8,nfg,cv,8,1,3,477.9,fitted,20269006,0.04076873980262716,199
deephit__cvr0f2__imp15,deephit,cv,15,0,2,78.5,fitted,20275905,0.03526254296503843,20
deephit__cvr1f1__imp15,deephit,cv,15,1,1,67.8,fitted,20276004,0.041988422568874355,16
deephit__cvr2f4__imp14,deephit,cv,14,2,4,117.6,fitted,20275107,0.0435115885863805,25
deephit__cvr1f2__imp15,deephit,cv,15,1,2,69.2,fitted,20276005,0.04450699682083527,15
deephit__cvr2f2__imp15,deephit,cv,15,2,2,66.1,fitted,20276105,0.040721731443160346,17
nfg__cvr2f4__imp8,nfg,cv,8,2,4,475.9,fitted,20269107,0.03974610526155891,199
nfg__cvr2f2__imp8,nfg,cv,8,2,2,481.8,fitted,20269105,0.03841567856711675,199
deephit__cvr1f4__imp15,deephit,cv,15,1,4,75.4,fitted,20276007,0.03787926890834969,16
deephit__cvr0f1__imp15,deephit,cv,15,0,1,99.3,fitted,20275904,0.04391264971029974,22
deephit__cvr2f3__imp15,deephit,cv,15,2,3,76.2,fitted,20276106,0.04107031843932027,18
deephit__cvr0f0__imp15,deephit,cv,15,0,0,113.9,fitted,20275903,0.03770128363737168,26
deephit__cvr2f1__imp15,deephit,cv,15,2,1,85.5,fitted,20276104,0.04172425914003504,19
deephit__cvr0f4__imp15,deephit,cv,15,0,4,100.5,fitted,20275907,0.03973613720341304,24
deephit__cvr2f4__imp15,deephit,cv,15,2,4,78.2,fitted,20276107,0.03531561987254617,19
deephit__cvr0f1__imp16,deephit,cv,16,0,1,59.0,fitted,20276904,0.03813537482836038,15
deephit__cvr0f0__imp16,deephit,cv,16,0,0,71.9,fitted,20276903,0.03708827346017084,19
deephit__cvr0f2__imp16,deephit,cv,16,0,2,84.2,fitted,20276905,0.039233660357985076,21
deephit__cvr0f4__imp16,deephit,cv,16,0,4,79.5,fitted,20276907,0.03742364130274602,21
deephit__cvr1f1__imp16,deephit,cv,16,1,1,75.7,fitted,20277004,0.044319944732862104,22
deephit__cvr1f3__imp16,deephit,cv,16,1,3,79.3,fitted,20277006,0.03647543841663082,21
deephit__cvr1f2__imp16,deephit,cv,16,1,2,80.9,fitted,20277005,0.04041667128822695,21
deephit__cvr2f3__imp16,deephit,cv,16,2,3,73.1,fitted,20277106,0.039288679756852095,18
deephit__cvr2f4__imp16,deephit,cv,16,2,4,68.8,fitted,20277107,0.041835818758136446,15
deephit__cvr2f0__imp16,deephit,cv,16,2,0,77.5,fitted,20277103,0.04613482699627882,21
deephit__cvr1f4__imp16,deephit,cv,16,1,4,85.5,fitted,20277007,0.03700447211914512,19
nfg__cvr0f0__imp9,nfg,cv,9,0,0,447.6,fitted,20269903,0.03256972368278171,199
deephit__cvr2f1__imp16,deephit,cv,16,2,1,95.6,fitted,20277104,0.036079549477048806,23
deephit__cvr1f0__imp16,deephit,cv,16,1,0,109.6,fitted,20277003,0.037839099890756116,26
deephit__cvr0f3__imp16,deephit,cv,16,0,3,113.4,fitted,20276906,0.04121478894613211,28
nfg__cvr0f2__imp9,nfg,cv,9,0,2,437.1,fitted,20269905,0.03260681639695999,199
deephit__cvr2f2__imp16,deephit,cv,16,2,2,104.9,fitted,20277105,0.03936748470851123,23
nfg__cvr0f0__imp10,nfg,cv,10,0,0,411.0,fitted,20270903,0.036862222803434985,199
nfg__cvr2f4__imp9,nfg,cv,9,2,4,424.8,fitted,20270107,0.033947228021729156,199
nfg__cvr2f2__imp9,nfg,cv,9,2,2,429.1,fitted,20270105,0.04111084723905274,199
nfg__cvr0f3__imp9,nfg,cv,9,0,3,455.6,fitted,20269906,0.037461274894033336,199
nfg__cvr0f4__imp10,nfg,cv,10,0,4,415.8,fitted,20270907,0.03857448245515005,199
nfg__cvr2f0__imp9,nfg,cv,9,2,0,438.7,fitted,20270103,0.04453960205849037,199
nfg__cvr1f1__imp9,nfg,cv,9,1,1,447.0,fitted,20270004,0.04059468977357163,199
nfg__cvr1f1__imp10,nfg,cv,10,1,1,421.4,fitted,20271004,0.0404853359572174,199
deephit__cvr0f0__imp17,deephit,cv,17,0,0,64.9,fitted,20277903,0.040679411794699125,16
nfg__cvr1f4__imp9,nfg,cv,9,1,4,456.0,fitted,20270007,0.03687627046095689,199
nfg__cvr0f1__imp9,nfg,cv,9,0,1,506.2,fitted,20269904,0.03307239200279399,199
nfg__cvr0f4__imp9,nfg,cv,9,0,4,477.6,fitted,20269907,0.037502392048140945,199
nfg__cvr2f3__imp9,nfg,cv,9,2,3,456.9,fitted,20270106,0.04176514636985242,199
nfg__cvr0f3__imp10,nfg,cv,10,0,3,442.1,fitted,20270906,0.033339558769262326,199
nfg__cvr1f0__imp9,nfg,cv,9,1,0,470.6,fitted,20270003,0.036200476229764994,199
nfg__cvr1f3__imp10,nfg,cv,10,1,3,441.0,fitted,20271006,0.037946936665563744,199
deephit__cvr0f4__imp17,deephit,cv,17,0,4,70.8,fitted,20277907,0.04731170425160077,16
deephit__cvr0f3__imp17,deephit,cv,17,0,3,77.9,fitted,20277906,0.04398336429351716,22
nfg__cvr1f2__imp9,nfg,cv,9,1,2,476.0,fitted,20270005,0.036586473077823374,199
nfg__cvr1f3__imp9,nfg,cv,9,1,3,475.7,fitted,20270006,0.041656483770250795,199
deephit__cvr1f3__imp17,deephit,cv,17,1,3,63.3,fitted,20278006,0.040726459286011825,15
nfg__cvr2f3__imp10,nfg,cv,10,2,3,448.6,fitted,20271106,0.036981032510270205,199
nfg__cvr2f1__imp9,nfg,cv,9,2,1,474.6,fitted,20270104,0.044897852821171154,199
nfg__cvr0f1__imp10,nfg,cv,10,0,1,461.4,fitted,20270904,0.03945839861017698,199
nfg__cvr1f4__imp10,nfg,cv,10,1,4,453.7,fitted,20271007,0.034373772036694894,199
nfg__cvr2f2__imp10,nfg,cv,10,2,2,453.6,fitted,20271105,0.038932010495720086,199
deephit__cvr0f1__imp17,deephit,cv,17,0,1,91.6,fitted,20277904,0.039891089138337096,23
deephit__cvr1f2__imp17,deephit,cv,17,1,2,69.8,fitted,20278005,0.04178456534597389,16
deephit__cvr1f4__imp17,deephit,cv,17,1,4,72.6,fitted,20278007,0.03964407437443548,15
nfg__cvr1f0__imp11,nfg,cv,11,1,0,427.3,fitted,20272003,0.03361076012678029,199
deephit__cvr0f2__imp17,deephit,cv,17,0,2,99.4,fitted,20277905,0.03924221257252564,24
nfg__cvr1f2__imp10,nfg,cv,10,1,2,463.5,fitted,20271005,0.03994238746886891,199
deephit__cvr1f0__imp17,deephit,cv,17,1,0,91.9,fitted,20278003,0.045035936233731914,18
nfg__cvr2f1__imp10,nfg,cv,10,2,1,467.6,fitted,20271104,0.03828085196142189,199
nfg__cvr0f2__imp10,nfg,cv,10,0,2,477.1,fitted,20270905,0.0324869851741793,199
nfg__cvr2f4__imp10,nfg,cv,10,2,4,473.1,fitted,20271107,0.03803546999855354,199
nfg__cvr1f0__imp10,nfg,cv,10,1,0,477.0,fitted,20271003,0.037322658715769,199
deephit__cvr1f1__imp17,deephit,cv,17,1,1,92.6,fitted,20278004,0.04187109650904539,23
deephit__cvr2f1__imp17,deephit,cv,17,2,1,78.6,fitted,20278104,0.04292182006038745,17
deephit__cvr2f4__imp17,deephit,cv,17,2,4,75.7,fitted,20278107,0.04335813316818614,19
nfg__cvr2f0__imp10,nfg,cv,10,2,0,487.5,fitted,20271103,0.03629073836669466,199
nfg__cvr0f2__imp11,nfg,cv,11,0,2,459.6,fitted,20271905,0.04010182814352506,199
nfg__cvr1f1__imp11,nfg,cv,11,1,1,456.7,fitted,20272004,0.03638440396146906,199
deephit__cvr2f2__imp17,deephit,cv,17,2,2,91.0,fitted,20278105,0.03868466475193586,20
nfg__cvr2f3__imp11,nfg,cv,11,2,3,423.6,fitted,20272106,0.037251163759460595,199
nfg__cvr0f3__imp11,nfg,cv,11,0,3,468.3,fitted,20271906,0.040869884568359854,199
deephit__cvr2f0__imp17,deephit,cv,17,2,0,104.7,fitted,20278103,0.04608034471929824,26
nfg__cvr0f0__imp11,nfg,cv,11,0,0,478.5,fitted,20271903,0.035070057969217416,199
nfg__cvr0f4__imp11,nfg,cv,11,0,4,471.4,fitted,20271907,0.03475127295033832,199
nfg__cvr2f4__imp11,nfg,cv,11,2,4,429.7,fitted,20272107,0.03881693660083634,196
nfg__cvr0f1__imp11,nfg,cv,11,0,1,482.0,fitted,20271904,0.03904051741162092,199
deephit__cvr2f3__imp17,deephit,cv,17,2,3,105.8,fitted,20278106,0.04345050493867556,21
nfg__cvr1f4__imp11,nfg,cv,11,1,4,446.4,fitted,20272007,0.0386170752749991,199
nfg__cvr0f3__imp12,nfg,cv,12,0,3,419.8,fitted,20272906,0.0401313462120997,199
nfg__cvr1f3__imp11,nfg,cv,11,1,3,461.3,fitted,20272006,0.03415568399245927,199
nfg__cvr0f4__imp12,nfg,cv,12,0,4,420.8,fitted,20272907,0.035377857224443525,199
nfg__cvr1f1__imp12,nfg,cv,12,1,1,421.9,fitted,20273004,0.03334896697368962,199
nfg__cvr2f2__imp11,nfg,cv,11,2,2,445.3,fitted,20272105,0.038207528413580834,199
nfg__cvr2f1__imp12,nfg,cv,12,2,1,426.4,fitted,20273104,0.03855353664907257,199
deephit__cvr2f3__imp18,deephit,cv,18,2,3,61.1,fitted,20279106,0.039620111307399085,16
deephit__cvr1f1__imp18,deephit,cv,18,1,1,71.3,fitted,20279004,0.03753581199188566,14
deephit__cvr2f1__imp18,deephit,cv,18,2,1,62.8,fitted,20279104,0.03699103147542183,15
deephit__cvr1f2__imp18,deephit,cv,18,1,2,72.2,fitted,20279005,0.0463968113995258,17
deephit__cvr0f1__imp18,deephit,cv,18,0,1,77.5,fitted,20278904,0.03926826667843418,19
deephit__cvr0f2__imp18,deephit,cv,18,0,2,80.4,fitted,20278905,0.03757385061234473,15
deephit__cvr1f0__imp18,deephit,cv,18,1,0,78.3,fitted,20279003,0.041474062775686334,17
nfg__cvr1f2__imp11,nfg,cv,11,1,2,482.9,fitted,20272005,0.03577411372055038,199
nfg__cvr0f0__imp12,nfg,cv,12,0,0,446.7,fitted,20272903,0.041184189702542846,199
deephit__cvr0f3__imp18,deephit,cv,18,0,3,86.2,fitted,20278906,0.04326901725085916,16
deephit__cvr0f0__imp18,deephit,cv,18,0,0,90.1,fitted,20278903,0.042707183114474294,16
deephit__cvr0f4__imp18,deephit,cv,18,0,4,85.6,fitted,20278907,0.038790841159150075,16
nfg__cvr1f3__imp13,nfg,cv,13,1,3,404.8,fitted,20274006,0.03810513861627172,199
nfg__cvr2f0__imp11,nfg,cv,11,2,0,478.1,fitted,20272103,0.03725132790686249,199
deephit__cvr2f4__imp18,deephit,cv,18,2,4,78.9,fitted,20279107,0.036008388682075676,19
nfg__cvr2f1__imp11,nfg,cv,11,2,1,480.3,fitted,20272104,0.032562160550811035,199
deephit__cvr1f4__imp18,deephit,cv,18,1,4,89.7,fitted,20279007,0.03803130339143492,23
nfg__cvr1f2__imp12,nfg,cv,12,1,2,457.6,fitted,20273005,0.039335183641495686,199
nfg__cvr1f0__imp12,nfg,cv,12,1,0,462.7,fitted,20273003,0.03309713853571234,199
nfg__cvr0f1__imp12,nfg,cv,12,0,1,465.8,fitted,20272904,0.03796125551236939,199
nfg__cvr2f0__imp12,nfg,cv,12,2,0,461.9,fitted,20273103,0.039086114649095165,199
nfg__cvr2f2__imp12,nfg,cv,12,2,2,462.6,fitted,20273105,0.035722293982218815,199
deephit__cvr2f2__imp18,deephit,cv,18,2,2,98.5,fitted,20279105,0.04370905904746481,20
nfg__cvr2f4__imp12,nfg,cv,12,2,4,461.2,fitted,20273107,0.03769294784121672,199
nfg__cvr2f3__imp12,nfg,cv,12,2,3,465.0,fitted,20273106,0.03693593986149903,199
nfg__cvr1f4__imp12,nfg,cv,12,1,4,475.2,fitted,20273007,0.03570016701323839,199
deephit__cvr1f3__imp18,deephit,cv,18,1,3,118.2,fitted,20279006,0.03850364603874607,26
nfg__cvr2f1__imp13,nfg,cv,13,2,1,423.9,fitted,20274104,0.030241430903942358,199
nfg__cvr1f3__imp12,nfg,cv,12,1,3,481.3,fitted,20273006,0.03968472786679633,199
deephit__cvr0f0__imp19,deephit,cv,19,0,0,73.3,fitted,20279903,0.03778168096900874,19
deephit__cvr0f4__imp19,deephit,cv,19,0,4,70.1,fitted,20279907,0.03766140536153502,17
nfg__cvr1f4__imp13,nfg,cv,13,1,4,437.9,fitted,20274007,0.040839176416168625,199
nfg__cvr0f1__imp13,nfg,cv,13,0,1,453.5,fitted,20273904,0.03653906921703453,199
deephit__cvr2f0__imp19,deephit,cv,19,2,0,62.5,fitted,20280103,0.04130536416974244,18
deephit__cvr1f0__imp19,deephit,cv,19,1,0,75.7,fitted,20280003,0.04220764999722551,17
deephit__cvr2f0__imp18,deephit,cv,18,2,0,131.0,fitted,20279103,0.03938360229882269,24
deephit__cvr2f2__imp19,deephit,cv,19,2,2,68.8,fitted,20280105,0.0385881844867413,15
deephit__cvr2f3__imp19,deephit,cv,19,2,3,70.5,fitted,20280106,0.03648509419569738,17
deephit__cvr1f4__imp19,deephit,cv,19,1,4,75.3,fitted,20280007,0.04160473388587422,18
deephit__cvr0f3__imp19,deephit,cv,19,0,3,89.4,fitted,20279906,0.03648790676926644,21
deephit__cvr1f1__imp19,deephit,cv,19,1,1,87.5,fitted,20280004,0.04218977791325002,21
deephit__cvr1f2__imp19,deephit,cv,19,1,2,89.0,fitted,20280005,0.03873449384809285,23
nfg__cvr1f1__imp13,nfg,cv,13,1,1,470.2,fitted,20274004,0.033282393654709884,199
nfg__cvr1f2__imp13,nfg,cv,13,1,2,470.3,fitted,20274005,0.037128142831842494,199
deephit__cvr0f2__imp19,deephit,cv,19,0,2,98.0,fitted,20279905,0.04059874600107266,23
nfg__cvr0f4__imp14,nfg,cv,14,0,4,437.0,fitted,20274907,0.04065494972296036,199
nfg__cvr2f3__imp13,nfg,cv,13,2,3,460.6,fitted,20274106,0.04031825214723737,199
nfg__cvr2f0__imp13,nfg,cv,13,2,0,468.2,fitted,20274103,0.03668830909711196,199
nfg__cvr0f4__imp13,nfg,cv,13,0,4,479.3,fitted,20273907,0.036995416975322555,199
deephit__cvr2f4__imp19,deephit,cv,19,2,4,90.3,fitted,20280107,0.03995661540813429,23
nfg__cvr0f3__imp13,nfg,cv,13,0,3,485.5,fitted,20273906,0.03947264591621523,199
deephit__cvr0f1__imp20,deephit,cv,20,0,1,60.7,fitted,20280904,0.03905992129410139,16
deephit__cvr0f1__imp19,deephit,cv,19,0,1,118.2,fitted,20279904,0.04331946531544871,21
nfg__cvr0f0__imp13,nfg,cv,13,0,0,491.1,fitted,20273903,0.042106461333964125,199
deephit__cvr1f3__imp19,deephit,cv,19,1,3,107.7,fitted,20280006,0.041795676524808846,26
deephit__cvr0f0__imp20,deephit,cv,20,0,0,70.1,fitted,20280903,0.040166284647676846,18
nfg__cvr0f1__imp14,nfg,cv,14,0,1,458.6,fitted,20274904,0.038729679036445495,199
deephit__cvr2f1__imp19,deephit,cv,19,2,1,107.2,fitted,20280104,0.04067809364906897,28
nfg__cvr1f4__imp14,nfg,cv,14,1,4,447.8,fitted,20275007,0.03396799962419421,199
nfg__cvr2f2__imp13,nfg,cv,13,2,2,484.9,fitted,20274105,0.033046259296319554,199
nfg__cvr1f3__imp14,nfg,cv,14,1,3,448.9,fitted,20275006,0.03942746688761413,199
nfg__cvr2f1__imp14,nfg,cv,14,2,1,447.4,fitted,20275104,0.036179719436940795,199
deephit__cvr0f2__imp20,deephit,cv,20,0,2,75.2,fitted,20280905,0.039339149896667716,18
nfg__cvr2f4__imp13,nfg,cv,13,2,4,485.6,fitted,20274107,0.03436778156717469,199
nfg__cvr0f2__imp14,nfg,cv,14,0,2,466.0,fitted,20274905,0.03128188857152406,199
deephit__cvr2f3__imp20,deephit,cv,20,2,3,49.2,fitted,20281106,0.03700266273600307,14
deephit__cvr1f3__imp20,deephit,cv,20,1,3,63.3,fitted,20281006,0.03848220094893213,17
nfg__cvr1f2__imp14,nfg,cv,14,1,2,458.8,fitted,20275005,0.03377874455196926,199
nfg__cvr0f2__imp13,nfg,cv,13,0,2,509.8,fitted,20273905,0.032858966054749736,199
nfg__cvr0f3__imp14,nfg,cv,14,0,3,470.8,fitted,20274906,0.03906575188713685,199
nfg__cvr2f0__imp14,nfg,cv,14,2,0,458.4,fitted,20275103,0.0353645223200322,199
deephit__cvr1f4__imp20,deephit,cv,20,1,4,64.2,fitted,20281007,0.042894481523367486,15
nfg__cvr0f0__imp14,nfg,cv,14,0,0,478.5,fitted,20274903,0.03397936902086815,199
nfg__cvr1f0__imp13,nfg,cv,13,1,0,512.6,fitted,20274003,0.03799411365187672,199
deephit__cvr0f3__imp20,deephit,cv,20,0,3,87.3,fitted,20280906,0.040887221196041164,20
deephit__cvr2f1__imp20,deephit,cv,20,2,1,66.2,fitted,20281104,0.04047830401823249,16
nfg__cvr2f4__imp14,nfg,cv,14,2,4,460.2,fitted,20275107,0.03506851316986334,199
deephit__cvr1f0__imp20,deephit,cv,20,1,0,90.1,fitted,20281003,0.03951223841693188,20
nfg__cvr2f2__imp14,nfg,cv,14,2,2,470.7,fitted,20275105,0.03854044978894058,199
deephit__cvr2f2__imp20,deephit,cv,20,2,2,75.9,fitted,20281105,0.04368268330024977,23
deephit__cvr1f1__imp20,deephit,cv,20,1,1,90.8,fitted,20281004,0.03770753577468038,16
deephit__cvr1f2__imp20,deephit,cv,20,1,2,90.4,fitted,20281005,0.0368202745865426,21
nfg__cvr1f0__imp14,nfg,cv,14,1,0,490.2,fitted,20275003,0.03706577912568074,199
deephit__cvr0f4__imp20,deephit,cv,20,0,4,99.5,fitted,20280907,0.03959056714205867,23
deephit__cvr2f0__imp20,deephit,cv,20,2,0,85.4,fitted,20281103,0.04535901464754443,21
nfg__cvr0f2__imp15,nfg,cv,15,0,2,434.7,fitted,20275905,0.042092079428134865,185
nfg__cvr1f1__imp15,nfg,cv,15,1,1,432.3,fitted,20276004,0.03291448538583075,199
nfg__cvr1f1__imp14,nfg,cv,14,1,1,494.8,fitted,20275004,0.031987307137586074,199
deephit__cvr0f0__imp21,deephit,cv,21,0,0,53.0,fitted,20281903,0.04025180595207084,15
nfg__cvr0f0__imp15,nfg,cv,15,0,0,443.2,fitted,20275903,0.03507942032684413,199
nfg__cvr0f4__imp15,nfg,cv,15,0,4,447.2,fitted,20275907,0.0339078888689237,199
deephit__cvr2f4__imp20,deephit,cv,20,2,4,93.3,fitted,20281107,0.04711099682381322,20
deephit__cvr1f0__imp21,deephit,cv,21,1,0,58.9,fitted,20282003,0.042189509100109324,15
deephit__cvr0f4__imp21,deephit,cv,21,0,4,68.8,fitted,20281907,0.042441113521480445,17
nfg__cvr1f0__imp15,nfg,cv,15,1,0,457.1,fitted,20276003,0.034307225432474546,199
nfg__cvr0f1__imp15,nfg,cv,15,0,1,466.1,fitted,20275904,0.03448408008215469,199
deephit__cvr1f2__imp21,deephit,cv,21,1,2,72.0,fitted,20282005,0.03990321550259991,17
deephit__cvr1f4__imp21,deephit,cv,21,1,4,72.6,fitted,20282007,0.040777472294788265,16
deephit__cvr1f1__imp21,deephit,cv,21,1,1,76.1,fitted,20282004,0.038289602130346836,17
nfg__cvr2f1__imp15,nfg,cv,15,2,1,458.9,fitted,20276104,0.035192012131632935,199
nfg__cvr2f2__imp15,nfg,cv,15,2,2,457.6,fitted,20276105,0.03490796324219882,199
deephit__cvr1f3__imp21,deephit,cv,21,1,3,76.4,fitted,20282006,0.04007116767509965,17
deephit__cvr2f4__imp21,deephit,cv,21,2,4,72.6,fitted,20282107,0.04107224910364815,20
nfg__cvr2f3__imp14,nfg,cv,14,2,3,519.3,fitted,20275106,0.040060654493177326,199
deephit__cvr2f0__imp21,deephit,cv,21,2,0,77.5,fitted,20282103,0.04013261424824088,18
nfg__cvr1f4__imp15,nfg,cv,15,1,4,469.6,fitted,20276007,0.03517175422932223,199
nfg__cvr1f3__imp15,nfg,cv,15,1,3,471.8,fitted,20276006,0.03993455041792663,199
deephit__cvr2f1__imp21,deephit,cv,21,2,1,82.5,fitted,20282104,0.043797006585000756,19
nfg__cvr0f3__imp16,nfg,cv,16,0,3,415.6,fitted,20276906,0.03916936338079931,199
deephit__cvr0f3__imp21,deephit,cv,21,0,3,98.6,fitted,20281906,0.045449637073985784,15
deephit__cvr0f4__imp22,deephit,cv,22,0,4,54.6,fitted,20282907,0.03902914539158425,14
nfg__cvr2f4__imp15,nfg,cv,15,2,4,467.9,fitted,20276107,0.03586222250987279,199
nfg__cvr2f3__imp15,nfg,cv,15,2,3,468.1,fitted,20276106,0.03435268663198917,199
deephit__cvr0f0__imp22,deephit,cv,22,0,0,63.1,fitted,20282903,0.04599541092627633,15
deephit__cvr2f3__imp21,deephit,cv,21,2,3,92.1,fitted,20282106,0.03850804418667646,23
nfg__cvr1f2__imp15,nfg,cv,15,1,2,493.2,fitted,20276005,0.03813819556276833,199
deephit__cvr2f2__imp21,deephit,cv,21,2,2,98.0,fitted,20282105,0.03712197104421598,20
deephit__cvr1f0__imp22,deephit,cv,22,1,0,68.4,fitted,20283003,0.03449796618821544,19
deephit__cvr1f1__imp22,deephit,cv,22,1,1,67.9,fitted,20283004,0.04135622789153509,18
nfg__cvr0f3__imp15,nfg,cv,15,0,3,508.3,fitted,20275906,0.041712582326067706,199
deephit__cvr0f2__imp21,deephit,cv,21,0,2,119.3,fitted,20281905,0.03660696777203997,20
