model,protocol,alpha_s,sigma_s,seed,imp,seed_used,horizon,n_eval,mean_pred,obs_cif,eo,calib_intercept,calib_slope,ici,e50,e90,auc,cindex,at_risk_fraction,brier
deephit,temporal_test,0,0.1,1,1,21039953,10.0,9329,0.20036332852791047,0.03296079030764276,6.078838724975941,-1.6806320411208535,3.75550056395792,0.16738465325337093,0.18108749907012278,0.22529139607855392,0.8245915865532796,0.8248535361004893,0.7793975774466717,0.06168949134878162
deephit,inner_oof,0.2,0.25,0,3,21055660,10.0,14551,0.06325980822501232,0.041509174627173406,1.523995810400917,-0.5105726993801577,1.0215310112529175,0.023871324066845688,0.0033700867370514143,0.08107070066789901,0.8361293961957211,0.8297207050482467,1.0,0.03812010591506012
deephit,inner_oof,1,0.25,2,1,21040084,10.0,14551,0.04806685442780734,0.041509174627173406,1.1579814549321594,-0.11918438054714596,1.0154013765678906,0.00605072852618892,0.0037409402023852456,0.01451113882137528,0.8405235145159277,0.8338190795165998,1.0,0.036529317665054795
deephit,inner_oof,0,0.25,2,2,21048003,10.0,14551,0.20845306542339506,0.041509174627173406,5.021855223469902,-1.6862909219128261,2.3872363376810246,0.1688754780636148,0.16686991751745217,0.34180527922168247,0.8279932260112431,0.8216749213301535,1.0,0.08365856322674887
deephit,temporal_test,0,0.1,4,1,21040346,10.0,9329,0.19647931942523084,0.03296079030764276,5.961001468453028,-1.6756764706187322,3.428810329210654,0.1637074515264069,0.1758473856398085,0.24484706532881764,0.8252444577024529,0.8257871098605891,0.7793975774466717,0.06284197803344577
deephit,inner_oof,1,0.05,2,1,21040084,10.0,14551,0.04806685442780734,0.041509174627173406,1.1579814549321594,-0.11918438054714596,1.0154013765678906,0.00605072852618892,0.0037409402023852456,0.01451113882137528,0.8405235145159277,0.8338190795165998,1.0,0.036529317665054795
deephit,inner_oof,0,0.05,1,1,21039953,10.0,14551,0.20048253719740514,0.041509174627173406,4.829836752912982,-1.4846504400271334,6.270798742730699,0.15978968855779957,0.16822584770026283,0.18681961730301344,0.8241902766243256,0.817721178281788,1.0,0.06307519847210089
deephit,inner_oof,1,0.25,1,2,21047872,10.0,14551,0.04582466949827195,0.041509174627173406,1.103964844154561,-0.08684044376246926,1.0162548569319165,0.00399624910249803,0.001929738323424579,0.011139064471874405,0.8369266432953133,0.8305533961886338,1.0,0.03641915494216979
deephit,inner_oof,0.2,0.05,3,2,21048134,10.0,14551,0.06184154431826889,0.041509174627173406,1.4898283300912754,-0.2465104587711693,2.309140470959108,0.024023603834358774,0.02653074811797851,0.04028803897963218,0.8111628364142969,0.8051362109543105,1.0,0.03804485222790936
deephit,inner_oof,1,0.25,0,1,21039822,10.0,14551,0.04527333639794514,0.041509174627173406,1.0906826455736747,-0.03265180941287242,1.014567019765638,0.004593915743004103,0.004758555703154865,0.007665948773570408,0.8373118527709204,0.8307643872235776,1.0,0.03652925839930883
deephit,inner_oof,1,0.25,1,3,21055791,10.0,14551,0.040803259394898525,0.041509174627173406,0.982993754064848,0.08777665515623563,1.1127994671901733,0.00372826973290982,0.001993429140001557,0.00854186503581622,0.8406352193284226,0.834153085704663,1.0,0.03628328143226082
deephit,inner_oof,1,0.05,3,3,21056053,10.0,14551,0.04641145088665436,0.041509174627173406,1.118101029555807,-0.10920418414816138,0.9268734852861774,0.005082928835549865,0.003848271099955669,0.008424679654371658,0.8398757215703536,0.8333978528538877,1.0,0.03655007946563434
deephit,inner_oof,0.2,0.25,2,3,21055922,10.0,14551,0.05900507310609277,0.041509174627173406,1.4214947330575423,-0.42968349117913623,0.9565039830387992,0.01837009901968437,0.0017056161229642708,0.06492936288399487,0.8426012715117828,0.8360285873967169,1.0,0.03747728825587413
deephit,inner_oof,0.2,0.5,0,1,21039822,10.0,14551,0.052782093717589386,0.041509174627173406,1.271576565703051,-0.30147887576104704,0.9255748678663266,0.01112694252899498,0.001519434351338389,0.03956408685753976,0.8400874977504716,0.8333065066938954,1.0,0.036947239462063075
deephit,inner_oof,1,0.05,4,1,21040346,10.0,14551,0.04428603359936925,0.041509174627173406,1.0668974750073208,-0.02422204453973014,1.015215338761671,0.0024984888492222655,0.0026771548026242042,0.0034452798991568834,0.84049466832099,0.8340983477385607,1.0,0.036420177593708455
deephit,inner_oof,0.2,0.25,3,2,21048134,10.0,14551,0.061970824186230095,0.041509174627173406,1.4929428190957512,-0.4688850394783694,1.0611467716485043,0.02235563830702486,0.004225975027334017,0.07370696091325013,0.836152663085465,0.8296824117152729,1.0,0.037783326408677216
deephit,temporal_test,0,0.1,3,1,21040215,10.0,9329,0.1908941191280073,0.03296079030764276,5.791551638970982,-1.6299461718179042,3.2461183126181345,0.1582939466815354,0.17226481265090443,0.21950091379048794,0.8240572565076612,0.8236544132354586,0.7793975774466717,0.05910392380427219
deephit,inner_oof,0.2,0.25,4,2,21048265,10.0,14551,0.0628978916276227,0.041509174627173406,1.5152768560820158,-0.4608751727076181,1.0842245691512105,0.022523067513930174,0.005326260274089001,0.07281867124510266,0.8428606498489789,0.8362449824983779,1.0,0.03761742195268038
deephit,inner_oof,0,0.05,3,2,21048134,10.0,14551,0.20501579279662224,0.041509174627173406,4.939047683747764,-1.517557073685664,5.60505071009993,0.16478181011908935,0.17289391347319938,0.18992007462857824,0.8133432763674402,0.8071495454017726,1.0,0.0647155972212601
deephit,temporal_test,0.05,0.1,0,1,21039822,10.0,9329,0.07738931035586744,0.03296079030764276,2.3479203512278297,-0.7654524950919576,1.5838619831214786,0.045189528472431975,0.04267891669414259,0.09223678854806504,0.8235896263709728,0.8225603652413229,0.7793975774466717,0.03396157404215838
deephit,inner_oof,0.2,0.5,2,2,21048003,10.0,14551,0.04927184186323032,0.041509174627173406,1.1870108790593776,-0.24641009578180637,0.8595880534044419,0.007589867093853809,0.0004602901936910887,0.028292991595203265,0.8382164124640253,0.8315976013381632,1.0,0.036910915060174104
deephit,inner_oof,1,0.25,4,1,21040346,10.0,14551,0.04428603359936925,0.041509174627173406,1.0668974750073208,-0.02422204453973014,1.015215338761671,0.0024984888492222655,0.0026771548026242042,0.0034452798991568834,0.84049466832099,0.8340983477385607,1.0,0.036420177593708455
deephit,temporal_test,0.05,0.1,1,1,21039953,10.0,9329,0.07479883186391569,0.03296079030764276,2.269327621266768,-0.7592011323431075,1.643207231719602,0.04249144920191054,0.03779549852255948,0.09363752195180845,0.8218621884251145,0.8218335159583917,0.7793975774466717,0.03394772949193005
deephit,inner_oof,0,0.25,0,2,21047741,10.0,14551,0.201752745167914,0.041509174627173406,4.860437408838271,-1.6658270445284526,2.532987930407824,0.16284538483149918,0.1486556639371065,0.34338867283649366,0.8353563656548418,0.8286756282750533,1.0,0.08227854835767912
deephit,inner_oof,1,0.05,0,2,21047741,10.0,14551,0.042553899555697654,0.041509174627173406,1.0251685305214508,-0.0019793840073309924,0.9732188584915246,0.001773337482494329,0.0018163138968323445,0.002639290630431862,0.8349475331636275,0.8285537752868194,1.0,0.03666658210491813
deephit,inner_oof,1,0.05,2,3,21055922,10.0,14551,0.043041105733368556,0.041509174627173406,1.0369058435864993,0.02061948789782947,1.0410773509356892,0.00265220105160535,0.002811152827114109,0.0032981982920413655,0.8398313245460464,0.8334797273700638,1.0,0.03630532119373878
deephit,inner_oof,0,0.25,4,1,21040346,10.0,14551,0.2038913460321213,0.041509174627173406,4.911958569724166,-1.6824852483793542,2.8000507683663005,0.16597206045570628,0.15181045637036383,0.3456579291274158,0.8326017321012328,0.825890732560176,1.0,0.08338055604728463
deephit,inner_oof,1,0.25,1,1,21039953,10.0,14551,0.042096600003182154,0.041509174627173406,1.0141516997455353,-0.034076718660667644,0.8961242036845535,0.003603308877686313,0.0023200567697798657,0.006570126111144492,0.8367847864930482,0.8301365857524861,1.0,0.036704985811777016
deephit,inner_oof,1,0.25,3,1,21040215,10.0,14551,0.042879634822178526,0.041509174627173406,1.0330158382409262,-0.0005266441982103802,1.034448671977794,0.001205406497651369,0.0012098412640459064,0.0016913883612938857,0.8356296329007117,0.8291074306382226,1.0,0.036502511944499945
deephit,inner_oof,0.2,0.5,3,1,21040215,10.0,14551,0.04924079406584598,0.041509174627173406,1.1862629047220605,-0.26001126047503814,0.8616716231435091,0.008426697840627308,0.0010940539281982797,0.03067145233540125,0.8375117580889242,0.8309374335750133,1.0,0.036865686040619065
deephit,inner_oof,0.2,0.25,2,1,21040084,10.0,14551,0.06090556319930216,0.041509174627173406,1.4672795531672937,-0.45010460660531837,0.9451745607100375,0.019293738578662865,0.002710904408190551,0.06635930255229244,0.8427095337742646,0.835978846739622,1.0,0.037691315992282294
deephit,inner_oof,0.2,0.5,4,3,21056184,10.0,14551,0.05298022502813971,0.041509174627173406,1.27634975891467,-0.3586584129648605,0.8351040721531366,0.011603336478211221,0.0005333476745489341,0.04343322834666041,0.8356384173386762,0.8292030187000465,1.0,0.03730028716403587
deephit,inner_oof,1,0.25,3,3,21056053,10.0,14551,0.04641145088665436,0.041509174627173406,1.118101029555807,-0.10920418414816138,0.9268734852861774,0.005082928835549865,0.003848271099955669,0.008424679654371658,0.8398757215703536,0.8333978528538877,1.0,0.03655007946563434
deephit,inner_oof,0.2,0.5,3,2,21048134,10.0,14551,0.054057212976708624,0.041509174627173406,1.3022955397749783,-0.3602459996123344,0.8672332893336737,0.012509384383248086,0.0012003742712520821,0.04300895062687726,0.8310002340934008,0.8246595931888305,1.0,0.03730373602691274
deephit,inner_oof,0.2,0.5,2,3,21055922,10.0,14551,0.053755015665271896,0.041509174627173406,1.2950152863333957,-0.3130230756451439,0.9091615893166014,0.011693735808980704,0.001971828180213242,0.03973319685101784,0.8423623110574232,0.8358375274895576,1.0,0.03689379952075919
deephit,inner_oof,0.2,0.5,4,2,21048265,10.0,14551,0.050413477892244624,0.041509174627173406,1.2145141006788929,-0.2297772211350328,0.941347392662337,0.008443070394001604,0.001207638338630912,0.029240560332450705,0.8428378577937196,0.836201285098687,1.0,0.0366800541291387
deephit,temporal_test,0.2,0.1,2,1,21040084,10.0,9329,0.061701285306306516,0.03296079030764276,1.8719601299122846,-0.5890611699029306,1.4352368534378181,0.029077081653928135,0.020984975493121172,0.06934907847785521,0.8224147675699108,0.8221401401786798,0.7793975774466717,0.03245095929464181
deephit,temporal_test,0.1,0.1,2,1,21040084,10.0,9329,0.06903647809469415,0.03296079030764276,2.0945031187157657,-0.6557175497462218,1.811830854122316,0.03640447450746324,0.032182828498934724,0.07450264321205884,0.8239604561148275,0.8240745014779054,0.7793975774466717,0.03299163013611354
deephit,inner_oof,1,0.05,0,3,21055660,10.0,14551,0.04525157534375322,0.041509174627173406,1.0901583987201207,-0.0636263956317207,0.9572920171430711,0.004272120472242769,0.003926132773542923,0.0053234109208712965,0.8370492693009535,0.8306701356513719,1.0,0.036651426592710104
deephit,inner_oof,0,0.5,2,2,21048003,10.0,14551,0.17002161892323492,0.041509174627173406,4.0960009552185275,-1.629413195420276,1.3795067794172324,0.13134213590687024,0.04045923932693074,0.34019904914997956,0.8124134317380319,0.8060238143855326,1.0,0.07580941705844936
deephit,temporal_test,0.5,0.1,4,1,21040346,10.0,9329,0.053466904729611534,0.03296079030764276,1.6221366123376577,-0.47695225732425134,1.0627236200515928,0.02050600925065832,0.01104869085764637,0.05628083221097764,0.8245259983038644,0.824078921670176,0.7793975774466717,0.03173095709466745
deephit,temporal_test,0,0.1,0,1,21039822,10.0,9329,0.19112571695707284,0.03296079030764276,5.798578103655351,-1.6343608843618516,3.43711072185639,0.15840455764106318,0.17209946699137169,0.21881562193399923,0.8203143869625851,0.820194280668244,0.7793975774466717,0.05905678114685635
deephit,temporal_test,0.05,0.1,2,1,21040084,10.0,9329,0.07811513024937411,0.03296079030764276,2.3699410578532523,-0.7860228430862891,1.699256297458915,0.04567127727147933,0.04013230617431063,0.09741116704886765,0.8248461619303333,0.8247205122618632,0.7793975774466717,0.03423938740850519
deephit,inner_oof,0.2,0.5,4,1,21040346,10.0,14551,0.04744196365534162,0.041509174627173406,1.1429271740875424,-0.17705392972235737,0.9227127802304369,0.005643749545647939,8.957860150150994e-05,0.021069119494078525,0.8393850988391721,0.8327214147823422,1.0,0.03661943230194724
deephit,temporal_test,0.7,0.1,2,1,21040084,10.0,9329,0.04864978519585904,0.03296079030764276,1.4759896453265078,-0.4105860088375461,0.9816397574104734,0.01610039162430269,0.007543813793457699,0.04622270380314162,0.8244305389691148,0.824206462795349,0.7793975774466717,0.03143467197481919
deephit,inner_oof,1,0.5,0,1,21039822,10.0,14551,0.04527333639794514,0.041509174627173406,1.0906826455736747,-0.03265180941287242,1.014567019765638,0.004593915743004103,0.004758555703154865,0.007665948773570408,0.8373118527709204,0.8307643872235776,1.0,0.03652925839930883
deephit,inner_oof,1,0.5,2,1,21040084,10.0,14551,0.04806685442780734,0.041509174627173406,1.1579814549321594,-0.11918438054714596,1.0154013765678906,0.00605072852618892,0.0037409402023852456,0.01451113882137528,0.8405235145159277,0.8338190795165998,1.0,0.036529317665054795
deephit,inner_oof,1,0.5,2,3,21055922,10.0,14551,0.043041105733368556,0.041509174627173406,1.0369058435864993,0.02061948789782947,1.0410773509356892,0.00265220105160535,0.002811152827114109,0.0032981982920413655,0.8398313245460464,0.8334797273700638,1.0,0.03630532119373878
deephit,inner_oof,0.2,0.5,3,3,21056053,10.0,14551,0.051609790358413475,0.041509174627173406,1.2433345356047585,-0.32864946042524906,0.8370171529333629,0.010457201867534885,0.0007255568135507984,0.039138631475281405,0.8388351217974195,0.8323919991455764,1.0,0.03707045726288974
deephit,temporal_test,0.2,0.1,0,1,21039822,10.0,9329,0.05536170300838016,0.03296079030764276,1.6796230457964232,-0.49372897090687423,1.122184938628512,0.022752344017918945,0.014428029685750188,0.058069876279707534,0.8216717740216137,0.8207465189439289,0.7793975774466717,0.031848559169840564
deephit,inner_oof,0,0.25,3,3,21056053,10.0,14551,0.20258538638346307,0.041509174627173406,4.880496617989685,-1.668437627539828,2.518750959107817,0.16326542386662968,0.165328749149936,0.3340446947782638,0.8311725990112996,0.8243474938088571,1.0,0.08196351125455524
deephit,temporal_test,0.5,0.1,1,1,21039953,10.0,9329,0.054377991927517313,0.03296079030764276,1.6497781582290656,-0.5177908617862965,1.042185548506777,0.021389890895946416,0.009492187550089182,0.06312972672927734,0.8261708780293767,0.8257669447356404,0.7793975774466717,0.03190225144468175
deephit,temporal_test,0.5,0.1,0,1,21039822,10.0,9329,0.050494879961192216,0.03296079030764276,1.5319681199963142,-0.5098381603712958,0.8650011802524847,0.017727566178616185,0.003453755718132112,0.061304388223574195,0.8214372579701318,0.820635528968177,0.7793975774466717,0.03194474202352367
deephit,temporal_test,0.1,0.1,4,1,21040346,10.0,9329,0.07195319863237225,0.03296079030764276,2.18299373166693,-0.7019913382208969,1.937217940123059,0.03975728671880886,0.03806582435364203,0.08211593876125314,0.8283161073947561,0.8281536012417771,0.7793975774466717,0.033364835757311744
deephit,inner_oof,1,0.5,1,3,21055791,10.0,14551,0.040803259394898525,0.041509174627173406,0.982993754064848,0.08777665515623563,1.1127994671901733,0.00372826973290982,0.001993429140001557,0.00854186503581622,0.8406352193284226,0.834153085704663,1.0,0.03628328143226082
deephit,temporal_test,0.7,0.1,0,1,21039822,10.0,9329,0.04516151964470445,0.03296079030764276,1.3701588834243652,-0.430143275561761,0.7989402408451709,0.01255735739330227,0.002132078228172296,0.04590633684535037,0.8204536743860373,0.8193266008643189,0.7793975774466717,0.03158998472669077
deephit,inner_oof,1,0.5,0,2,21047741,10.0,14551,0.042553899555697654,0.041509174627173406,1.0251685305214508,-0.0019793840073309924,0.9732188584915246,0.001773337482494329,0.0018163138968323445,0.002639290630431862,0.8349475331636275,0.8285537752868194,1.0,0.03666658210491813
deephit,temporal_test,0.05,0.1,3,1,21040215,10.0,9329,0.07607902263935182,0.03296079030764276,2.308167429520373,-0.7651535936302775,2.0395751040666985,0.04446100548294485,0.0448801470796919,0.08967317519729685,0.8243851547659345,0.8240255134818717,0.7793975774466717,0.03402968317763765
deephit,temporal_test,0.5,0.1,2,1,21040084,10.0,9329,0.05424778931698508,0.03296079030764276,1.6458279310252586,-0.5218612679940007,1.046149129764905,0.021603881471843025,0.008902088135613773,0.06492216350015247,0.8242402644613387,0.8237076299877838,0.7793975774466717,0.031932408059693766
deephit,temporal_test,0.85,0.1,3,1,21040215,10.0,9329,0.04856938327921245,0.03296079030764276,1.4735503252769537,-0.48960628709058696,0.8404661547745225,0.015699621891935234,0.0025662998833352324,0.05665782996329698,0.8274972700071745,0.8267074525857354,0.7793975774466717,0.03174841801303102
deephit,temporal_test,0.3,0.1,4,1,21040346,10.0,9329,0.05255259040006738,0.03296079030764276,1.5943971582465903,-0.4695252606165598,1.1780829571119884,0.020056610887984758,0.008131109147941684,0.05710540171785896,0.8274478682333913,0.827955497987199,0.7793975774466717,0.03170157011446642
deephit,temporal_test,0.3,0.1,2,1,21040084,10.0,9329,0.055296617964451185,0.03296079030764276,1.6776484255485014,-0.45433751901933067,1.4089054756855832,0.022414356117844772,0.017853713323132347,0.04980399084987299,0.8263408302679837,0.8258748894692455,0.7793975774466717,0.031656439849024005
deephit,inner_oof,1,0.05,1,2,21047872,10.0,14551,0.04582466949827195,0.041509174627173406,1.103964844154561,-0.08684044376246926,1.0162548569319165,0.00399624910249803,0.001929738323424579,0.011139064471874405,0.8369266432953133,0.8305533961886338,1.0,0.03641915494216979
deephit,inner_oof,0.2,0.5,0,2,21047741,10.0,14551,0.051754370930135164,0.041509174627173406,1.246817634775491,-0.341210229762472,0.8305425629993507,0.01164741757546548,0.001726930281400585,0.041051908050263486,0.8362981998549855,0.8297036793326756,1.0,0.037238293562653665
deephit,inner_oof,1,0.05,3,2,21048134,10.0,14551,0.04504463844502554,0.041509174627173406,1.0851730695588848,-0.07072804477039056,0.9604307852382141,0.0032361119457058286,0.002474645029877454,0.006104922776662414,0.8340410741325842,0.8276354907026228,1.0,0.036638386103873787
deephit,temporal_test,0.2,0.1,1,1,21039953,10.0,9329,0.05907067666455822,0.03296079030764276,1.7921498881918874,-0.5631602098682046,1.3027169017233051,0.026411388783957688,0.015443679640198105,0.06884328921277505,0.8245730319428055,0.8238032816035763,0.7793975774466717,0.032232010183719066
deephit,temporal_test,0.95,0.1,0,1,21039822,10.0,9329,0.04376330954930658,0.03296079030764276,1.327738477774272,-0.3496962167493842,0.8650363115350765,0.01120467680919182,0.0042186806585351455,0.03401232985199973,0.8254599282242904,0.8250902034575238,0.7793975774466717,0.031217118251259866
deephit,temporal_test,0.5,0.1,3,1,21040215,10.0,9329,0.05377811840157066,0.03296079030764276,1.6315785483183907,-0.514301186432572,0.9539212859222254,0.02076518729507965,0.009348085875762857,0.06018200539325312,0.8252800713357389,0.8247421306057062,0.7793975774466717,0.03193775837943552
deephit,inner_oof,1,0.5,2,2,21048003,10.0,14551,0.04268941732878328,0.041509174627173406,1.028433297270075,0.013383860072238551,0.9844196804059515,0.003878242693967115,0.004261552800000401,0.005571696973275406,0.8412135677306283,0.8346886693920983,1.0,0.03643129736695236
deephit,inner_oof,0,0.25,2,3,21055922,10.0,14551,0.2054339147934051,0.041509174627173406,4.949120685693438,-1.6899095569618152,2.5462853985013068,0.16674654130061156,0.14803098384690783,0.35344967034547825,0.8349959662810535,0.8285867226613204,1.0,0.0844678369845789
deephit,inner_oof,0.2,0.25,4,3,21056184,10.0,14551,0.06108544972378902,0.041509174627173406,1.47161321015042,-0.4803640883486943,0.9524467409385826,0.020936323384015736,0.002099022302384679,0.07453509220657417,0.841014137247109,0.8345899434850838,1.0,0.03782016023383743
deephit,inner_oof,1,0.05,3,1,21040215,10.0,14551,0.042879634822178526,0.041509174627173406,1.0330158382409262,-0.0005266441982103802,1.034448671977794,0.001205406497651369,0.0012098412640459064,0.0016913883612938857,0.8356296329007117,0.8291074306382226,1.0,0.036502511944499945
deephit,temporal_test,0.2,0.1,3,1,21040215,10.0,9329,0.058807375302155476,0.03296079030764276,1.7841615675252651,-0.5650225030263547,1.2670985454141337,0.02624220526918019,0.014468630649481229,0.06958876119519582,0.8234635833557853,0.8225432784481732,0.7793975774466717,0.03222997477193634
deephit,temporal_test,0.3,0.1,1,1,21039953,10.0,9329,0.05371575921852238,0.03296079030764276,1.629686628177331,-0.49419893843984014,1.1634077973909895,0.021106615531183603,0.00918638673505312,0.06118760574371362,0.8261581664380627,0.8255837281157379,0.7793975774466717,0.031795130936193544
deephit,inner_oof,1,0.25,4,2,21048265,10.0,14551,0.043096719803002254,0.041509174627173406,1.0382456454527906,-0.04004693981995579,0.930020818655629,0.002544638766548358,0.0017537872714141756,0.003445145483384801,0.8416862061057067,0.8351391245016783,1.0,0.03650144313311286
deephit,inner_oof,0.2,0.5,1,3,21055791,10.0,14551,0.04913013314344401,0.041509174627173406,1.1835969658447907,-0.25919944453023996,0.8495902331611666,0.00780318329358203,0.0011271030781750957,0.027027577471373854,0.8394386364273073,0.8328926016699613,1.0,0.036853598349289515
deephit,inner_oof,1,0.05,1,1,21039953,10.0,14551,0.042096600003182154,0.041509174627173406,1.0141516997455353,-0.034076718660667644,0.8961242036845535,0.003603308877686313,0.0023200567697798657,0.006570126111144492,0.8367847864930482,0.8301365857524861,1.0,0.036704985811777016
deephit,temporal_test,0.95,0.1,2,1,21040084,10.0,9329,0.04628513475363336,0.03296079030764276,1.4042483302623063,-0.339659328335463,0.9907591278089395,0.013902022899686867,0.008564904230241477,0.036536275235900355,0.8203177047906665,0.8198544672152028,0.7793975774466717,0.03131734267880045
deephit,temporal_test,0.85,0.1,2,1,21040084,10.0,9329,0.04710251359618548,0.03296079030764276,1.4290468510175138,-0.3661102682808897,1.0202731740212088,0.014510729553207658,0.007106607896463224,0.041298112484119714,0.8207120565383242,0.8204285760207423,0.7793975774466717,0.03131961952393751
deephit,temporal_test,0.3,0.1,3,1,21040215,10.0,9329,0.053168264008178916,0.03296079030764276,1.6130761280881836,-0.4547275759293306,1.3493497811573203,0.02118423603170437,0.012378770093665503,0.05335540689466885,0.827200988447479,0.8263969058185384,0.7793975774466717,0.03159944572672704
deephit,inner_oof,1,0.5,3,3,21056053,10.0,14551,0.04641145088665436,0.041509174627173406,1.118101029555807,-0.10920418414816138,0.9268734852861774,0.005082928835549865,0.003848271099955669,0.008424679654371658,0.8398757215703536,0.8333978528538877,1.0,0.03655007946563434
deephit,inner_oof,1,0.5,1,2,21047872,10.0,14551,0.04582466949827195,0.041509174627173406,1.103964844154561,-0.08684044376246926,1.0162548569319165,0.00399624910249803,0.001929738323424579,0.011139064471874405,0.8369266432953133,0.8305533961886338,1.0,0.03641915494216979
deephit,temporal_test,0.95,0.1,4,1,21040346,10.0,9329,0.04467500247993192,0.03296079030764276,1.3553984010381248,-0.31692071374059455,1.005170629815903,0.01177380903150869,0.0048400936261152605,0.03582520139406036,0.8270769235655391,0.8266230776301735,0.7793975774466717,0.031092800944407015
deephit,temporal_test,0.95,0.1,1,1,21039953,10.0,9329,0.047672795192634496,0.03296079030764276,1.4463486690602925,-0.4217047645626439,0.8753789551303465,0.014592637770170532,0.0060341870849867085,0.03956296016469923,0.8212258132450782,0.8210706221406797,0.7793975774466717,0.031513095807516114
deephit,temporal_test,0.1,0.1,1,1,21039953,10.0,9329,0.06884713728287774,0.03296079030764276,2.0887586929890407,-0.6752015229364509,1.604766127850187,0.03606084833469197,0.03170375862432495,0.07850839104718972,0.8207417334741371,0.8207520272245524,0.7793975774466717,0.03315630847424919
deephit,inner_oof,1,0.5,0,3,21055660,10.0,14551,0.04525157534375322,0.041509174627173406,1.0901583987201207,-0.0636263956317207,0.9572920171430711,0.004272120472242769,0.003926132773542923,0.0053234109208712965,0.8370492693009535,0.8306701356513719,1.0,0.036651426592710104
deephit,temporal_test,0.85,0.1,0,1,21039822,10.0,9329,0.04291394285162067,0.03296079030764276,1.3019694749755448,-0.2909775661819409,0.9378522913773326,0.010568223057066952,0.005834461881040531,0.0297614140321639,0.8257500657317733,0.825213190062944,0.7793975774466717,0.031050597738834514
deephit,temporal_test,1,0.1,1,1,21039953,10.0,9329,0.04451608576886074,0.03296079030764276,1.3505770144879872,-0.3162835406950805,0.9102379045262223,0.011361404606155721,0.006320521079243302,0.02626250112919836,0.8206249508170087,0.8205976424474051,0.7793975774466717,0.03118399690493083
deephit,inner_oof,1,0.5,3,2,21048134,10.0,14551,0.04504463844502554,0.041509174627173406,1.0851730695588848,-0.07072804477039056,0.9604307852382141,0.0032361119457058286,0.002474645029877454,0.006104922776662414,0.8340410741325842,0.8276354907026228,1.0,0.036638386103873787
deephit,temporal_test,0.1,0.1,0,1,21039822,10.0,9329,0.06715345906493773,0.03296079030764276,2.037374056815821,-0.6575185876100604,1.5050829507601846,0.03445607776100893,0.03031470806260017,0.07877473556965368,0.8212383744427083,0.8203696066008058,0.7793975774466717,0.03293248505767918
deephit,temporal_test,0,0.05,2,1,21040084,10.0,9329,0.1925906212702072,0.03296079030764276,5.843021950403609,-1.6856543384011364,7.1369682935806305,0.15956182297404356,0.1641327691976887,0.1793945964279195,0.8236568709970651,0.8229231847754928,0.7793975774466717,0.056634500650786866
deephit,inner_oof,1,0.5,1,1,21039953,10.0,14551,0.042096600003182154,0.041509174627173406,1.0141516997455353,-0.034076718660667644,0.8961242036845535,0.003603308877686313,0.0023200567697798657,0.006570126111144492,0.8367847864930482,0.8301365857524861,1.0,0.036704985811777016
deephit,temporal_test,0,0.05,1,1,21039953,10.0,9329,0.22016155208001842,0.03296079030764276,6.679498580741512,-1.8453180086317753,8.190839709004319,0.1886825663652425,0.19296075175180794,0.21568472831544702,0.8186333640236116,0.818619634756931,0.7793975774466717,0.06654154025971075
deephit,inner_oof,0.2,0.25,1,3,21055791,10.0,14551,0.0608161889844481,0.041509174627173406,1.4651264336303045,-0.4659006361855295,0.9295075131608453,0.019425453758093243,0.002413530959824439,0.0691728628023861,0.8398458069978257,0.8332912823338967,1.0,0.037772354161109446
deephit,inner_oof,0.2,0.05,1,3,21055791,10.0,14551,0.04968656254616128,0.041509174627173406,1.1970019397503187,-0.00042720060589839377,2.550593882986808,0.020211542638380757,0.018307841185074336,0.032946256372922256,0.8306626267748719,0.8242311611038289,1.0,0.03734751738951755
deephit,inner_oof,1,0.5,4,1,21040346,10.0,14551,0.04428603359936925,0.041509174627173406,1.0668974750073208,-0.02422204453973014,1.015215338761671,0.0024984888492222655,0.0026771548026242042,0.0034452798991568834,0.84049466832099,0.8340983477385607,1.0,0.036420177593708455
deephit,inner_oof,0.2,0.05,4,1,21040346,10.0,14551,0.06496489285324897,0.041509174627173406,1.5650731058073268,-0.26591503072831996,2.6556168993835523,0.02821602749426005,0.0302183632905072,0.046497943903044514,0.8212102153991673,0.814681361699299,1.0,0.03802988660844498
deephit,inner_oof,0.2,0.05,2,2,21048003,10.0,14551,0.0481939098906817,0.041509174627173406,1.1610423556611078,0.03378948559702054,2.2873848399843184,0.017060707148011226,0.01525152387462251,0.025876869488353327,0.8304060974445833,0.8238302723266111,1.0,0.037479455579175064
deephit,temporal_test,0.3,0.1,0,1,21039822,10.0,9329,0.05140064731894367,0.03296079030764276,1.5594482668404095,-0.4570994814361612,1.0520361543117858,0.01882264966831185,0.009651364910198246,0.05308741539928953,0.8183382446395322,0.8176988507703759,0.7793975774466717,0.03169078881639022
deephit,temporal_test,0.85,0.1,1,1,21039953,10.0,9329,0.045344356862935316,0.03296079030764276,1.3757059961156672,-0.39849446600862415,0.8559928570216873,0.012614140809735972,0.00321628855364553,0.04109402603535429,0.8240741068724264,0.8234396697623076,0.7793975774466717,0.03143445636946768
deephit,inner_oof,0.2,0.05,3,3,21056053,10.0,14551,0.05475143615388326,0.041509174627173406,1.3190201117138327,-0.08495829220347499,2.229363863829893,0.021421268948379008,0.02233077173578013,0.03373293948413436,0.8329461058111669,0.826500113717834,1.0,0.03750192075282229
