model,protocol,alpha_s,sigma_s,seed,imp,seed_used,horizon,n_eval,mean_pred,obs_cif,eo,calib_intercept,calib_slope,ici,e50,e90,auc,cindex,at_risk_fraction,brier
deephit,inner_oof,0.3,0.1,3,1,21040215,10.0,14551,0.05605702087382851,0.041509174627173406,1.3504730310183415,-0.20275404067920133,1.652152538052377,0.016632404840310637,0.01293178558709518,0.03815892037935087,0.8423758438402333,0.8357892395385694,1.0,0.036777865816177424
deephit,inner_oof,0.5,0.1,3,1,21040215,10.0,14551,0.050517448826369,0.041509174627173406,1.2170188706498262,-0.14328595048434212,1.28263423709675,0.010134072352738352,0.006804906243522368,0.024633471843583,0.8375853574340324,0.8312135058435394,1.0,0.03652059201769772
deephit,inner_oof,0,0.1,3,1,21040215,10.0,14551,0.19941427947804155,0.041509174627173406,4.804101292524804,-1.4471251673744048,3.7131937355521956,0.15768578934314456,0.17355078464899054,0.2149242119647673,0.8321970544117584,0.8257743417469035,1.0,0.06459729963167941
deephit,inner_oof,0.05,0.1,3,1,21040215,10.0,14551,0.08483742628708092,0.041509174627173406,2.0438234932174075,-0.6034315685886978,2.3029131275889245,0.044349017704085926,0.047234179367719675,0.08546972364383887,0.8396593157540111,0.8333353864912976,1.0,0.03958765515389386
deephit,inner_oof,0.05,0.1,0,2,21047741,10.0,14551,0.08467176697459514,0.041509174627173406,2.0398325848465784,-0.6076393812251645,2.2088941620205595,0.04409613066721937,0.04578450930058875,0.08595360293672394,0.8364172646019914,0.8299500582883799,1.0,0.03961883773901925
deephit,inner_oof,0,0.1,1,1,21039953,10.0,14551,0.20419328855258742,0.041509174627173406,4.919232684981289,-1.485236315150308,3.535995631955019,0.16588534546355907,0.19092247285929753,0.2199174395129626,0.8303433599383095,0.8235477500429711,1.0,0.06662234968951258
deephit,inner_oof,0,0.1,1,2,21047872,10.0,14551,0.19751976537870433,0.041509174627173406,4.758460440439612,-1.4484715409516715,4.2586887691274065,0.15585638377985958,0.17516366264400907,0.21738675910922223,0.8318166526353077,0.8253568340118246,1.0,0.06443441251349515
deephit,inner_oof,0.1,0.1,1,1,21039953,10.0,14551,0.06867219658852217,0.041509174627173406,1.6543859810589165,-0.4224769121386713,1.7648322102395104,0.028171932870201758,0.026494082668961583,0.05925514988020597,0.8375644647167114,0.831007570225847,1.0,0.037969474547048986
deephit,inner_oof,0.2,0.1,3,3,21056053,10.0,14551,0.05675377603798375,0.041509174627173406,1.367258601206459,-0.23148225523606344,1.4493123988009327,0.015674155322279833,0.012589832246127086,0.03551675052956066,0.8429171551526426,0.8364143680304246,1.0,0.036823932468413596
deephit,inner_oof,0.05,0.1,4,2,21048265,10.0,14551,0.08125413143370007,0.041509174627173406,1.9574981233307438,-0.56394613016415,2.314080822309408,0.04183568255719773,0.04194204489040254,0.0835243058760986,0.8367291121497324,0.83032090510331,1.0,0.0391343159352687
deephit,inner_oof,0.1,0.1,3,3,21056053,10.0,14551,0.07192628023519748,0.041509174627173406,1.732780304142977,-0.4639364756619517,2.099758489253512,0.032599113564071136,0.029914450598902964,0.06892815207188696,0.8360741966868899,0.8296827022564942,1.0,0.03829741014625436
deephit,inner_oof,0.2,0.1,2,2,21048003,10.0,14551,0.05802814152424249,0.041509174627173406,1.397959416091477,-0.2580221311513364,1.6487626588812923,0.01921122690085809,0.014637536552133984,0.04379017033860466,0.8392767178680691,0.8330010316537688,1.0,0.03690287454802932
deephit,inner_oof,0.05,0.1,2,1,21040084,10.0,14551,0.08415834884438529,0.041509174627173406,2.0274637980706123,-0.5955507911755047,2.3279410156616906,0.043787423423819666,0.046404927663407314,0.08520609331446372,0.8402456176338333,0.8337490590822546,1.0,0.03949114177827359
deephit,inner_oof,0.1,0.1,1,2,21047872,10.0,14551,0.06753570621973044,0.041509174627173406,1.6270067238465187,-0.38464900454307527,1.8681747935050967,0.02743974151385078,0.024362497261052662,0.05914815424311426,0.842260459060483,0.8357467624120082,1.0,0.037588965220833596
deephit,inner_oof,0.85,0.1,4,3,21056184,10.0,14551,0.044669161085627435,0.041509174627173406,1.0761274221141797,-0.01814126966379655,1.1209881270684032,0.003692981107863059,0.002989894748478772,0.007450449590880481,0.8416041190941868,0.8351211109459545,1.0,0.036273577630413834
deephit,inner_oof,0.85,0.1,2,2,21048003,10.0,14551,0.0466581177178115,0.041509174627173406,1.12404349488721,-0.09952193782843233,1.018928440770302,0.004857795777587544,0.002697173835126243,0.012403852656532766,0.8394243913927703,0.8330661709955953,1.0,0.03647082915578551
deephit,inner_oof,0.2,0.1,0,3,21055660,10.0,14551,0.05921939463609751,0.041509174627173406,1.4266579658110174,-0.2636631647357571,1.6477943309849872,0.01896321200216851,0.01569906323933712,0.042323132099705285,0.8399820844948972,0.8334872814418189,1.0,0.037048788018574086
deephit,inner_oof,0.7,0.1,3,2,21048134,10.0,14551,0.04916538885773006,0.041509174627173406,1.1844463133589898,-0.17258452784650374,1.017233672603617,0.007448296578628055,0.002786237696816629,0.022414990437662596,0.8349560801843497,0.8286063632478836,1.0,0.03664857109966345
