panel,layer,model,family,x,y,lo,hi,flag_sparse,n,n_events,at_risk_fraction,split,horizon_y
A,smooth,csc_cox,competing,0.0806035643379514,0.0873578237877939,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.0849212774069385,0.0912546402960385,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.0895305212471737,0.0953552432519277,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.0943770592087068,0.0996112486290129,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.0995526208317806,0.104104711956452,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.1054030783225506,0.109133270542501,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.1119942221317021,0.1147428824962058,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.1193604651198457,0.1209493166779014,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.127733866249359,0.1279288388820556,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.1373795758890675,0.135879682675802,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.149177169689906,0.1454871079652871,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.1641066273577642,0.1574801103687011,,,False,,,,cv,10
A,smooth,csc_cox,competing,0.1837360653778557,0.1730082245455005,,,False,,,,cv,10
A,decile,csc_cox,competing,0.0014561010489934,0.0013931177701344,0.0002237696420327,0.0028290740324386,True,4115.0,4.266666666666667,0.5456001080059403,cv,10
A,decile,csc_cox,competing,0.0028668403748348,0.0029181493614726,0.0011691593982373,0.00497749046718,True,4115.0,9.066666666666666,0.5212717699473471,cv,10
A,decile,csc_cox,competing,0.0046931340133157,0.0051124741834573,0.0027639407432851,0.0077692178488979,False,4115.7444444444445,16.1,0.5332476915239084,cv,10
A,decile,csc_cox,competing,0.0074601952688448,0.007567923297045,0.0047508970236036,0.0106835725417813,False,4114.255555555556,25.14444444444445,0.5422312284054573,cv,10
A,decile,csc_cox,competing,0.0119441503425985,0.0124076198529239,0.0085894752959382,0.0165007017808276,False,4115.0,38.16666666666666,0.534162278925341,cv,10
A,decile,csc_cox,competing,0.0194411911210744,0.0157824577148475,0.0115107806055804,0.0203394778060646,False,4115.833333333333,49.65555555555556,0.5323237047716926,cv,10
A,decile,csc_cox,competing,0.031035685773,0.0287436207169145,0.0229176489445991,0.0348990486936469,False,4114.988888888889,87.95555555555555,0.5235628450354947,cv,10
A,decile,csc_cox,competing,0.0493283848652158,0.0527902006243875,0.0448832040364736,0.0610016987437475,False,4114.177777777778,160.0888888888889,0.5625452417627257,cv,10
A,decile,csc_cox,competing,0.0797121453090219,0.0814063228577168,0.0716848342884681,0.0915607102085206,False,4115.0,247.38888888888889,0.5844444444444444,cv,10
A,decile,csc_cox,competing,0.1595804059259798,0.1617828151097547,0.149109092150625,0.1748634200948074,False,4116.0,518.1666666666666,0.6460992333441312,cv,10
B,smooth,rsf_naive,naive,1e-08,1.3627147696679584e-08,,,False,,,,cv,10
B,smooth,rsf_naive,naive,6.452095374391873e-05,5.081219142302319e-05,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0001298793275031,0.0001061417580379,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.00019572860715,0.0001549066158985,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.000264096201332,0.0002090408005199,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0003359754488271,0.0002629052529429,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0004112616610119,0.0003325511305289,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0004912951935481,0.0003980322336455,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0005751707383812,0.000470140469697,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0006638368249278,0.0005390070653321,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0007570609637974,0.0006301218144312,,,False,,,,cv,10
B,smooth,rsf_naive,naive,0.0008555515527791,0.0007114274478472,,,False,,,,cv,10
