panel_group,metric,contrast,label,x,est,lo,hi,ci_excludes_zero,units,split,horizon_y
frac_above,frac_above_0.02,gbs_naive,"Gradient boosting, naive",0.02,43.17540278037389,,,False,% of sample,temporal,10
frac_above,frac_above_0.02,logistic_cr,"Binomial, competing",0.02,46.473362843195595,,,False,% of sample,temporal,10
frac_above,frac_above_0.02,csc_cox,Cause-specific Cox,0.02,46.53696348269781,,,False,% of sample,temporal,10
frac_above,frac_above_0.02,fine_gray,Fine-Gray,0.02,50.57633916536967,,,False,% of sample,temporal,10
frac_above,frac_above_0.02,rsf_cr,"RSF, competing",0.02,46.96394771337509,,,False,% of sample,temporal,10
frac_above,frac_above_0.02,deephit,DeepHit,0.02,44.02722706397374,,,False,% of sample,temporal,10
frac_above,frac_above_0.02,nfg,Neural Fine-Gray,0.02,39.38221335411072,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,logistic,"Binomial, naive",0.03,38.82052401701609,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,cox_naive,"Cox, naive",0.03,38.869118094444275,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,rsf_naive,"RSF, naive",0.03,39.83599523703257,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,gbs_naive,"Gradient boosting, naive",0.03,35.95026254653931,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,logistic_cr,"Binomial, competing",0.03,37.554578880468995,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,csc_cox,Cause-specific Cox,0.03,37.96441197395325,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,fine_gray,Fine-Gray,0.03,40.3826775153478,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,rsf_cr,"RSF, competing",0.03,39.57909027735392,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,deephit,DeepHit,0.03,36.37438823779424,,,False,% of sample,temporal,10
frac_above,frac_above_0.03,nfg,Neural Fine-Gray,0.03,33.03462316592534,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,logistic,"Binomial, naive",0.05,29.48869069417317,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,cox_naive,"Cox, naive",0.05,28.687605063120518,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,rsf_naive,"RSF, naive",0.05,30.55883079767227,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,gbs_naive,"Gradient boosting, naive",0.05,26.87604963779449,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,logistic_cr,"Binomial, competing",0.05,26.75670872131983,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,csc_cox,Cause-specific Cox,0.05,27.34591046969096,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,fine_gray,Fine-Gray,0.05,28.23346555233001,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,rsf_cr,"RSF, competing",0.05,29.654482503732037,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,deephit,DeepHit,0.05,28.121270736058552,,,False,% of sample,temporal,10
frac_above,frac_above_0.05,nfg,Neural Fine-Gray,0.05,25.77732503414154,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,logistic,"Binomial, naive",0.075,22.04309140642484,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,cox_naive,"Cox, naive",0.075,20.69139232238133,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,rsf_naive,"RSF, naive",0.075,22.73948619763056,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,gbs_naive,"Gradient boosting, naive",0.075,20.22224600116411,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,logistic_cr,"Binomial, competing",0.075,18.23346550265948,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,csc_cox,Cause-specific Cox,0.075,18.98274198174476,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,fine_gray,Fine-Gray,0.075,18.63150745630264,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,rsf_cr,"RSF, competing",0.075,21.03297963738441,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,deephit,DeepHit,0.075,21.595026155312848,,,False,% of sample,temporal,10
frac_above,frac_above_0.075,nfg,Neural Fine-Gray,0.075,20.02393965919812,,,False,% of sample,temporal,10
