model,decile,n,mean_pred,obs_cif,obs_lo,obs_hi,n_events,at_risk_fraction,n_imp,split,horizon_y,flag_sparse
csc_cox,6,4115.844444444445,0.019126818071182154,0.015402995139463112,0.011200722826987959,0.019966554819345526,48.13333333333333,0.532235841703072,30,cv,10.0,False
csc_cox,7,4114.988888888889,0.030575860984186336,0.02869928879277231,0.022801856174016782,0.034851936566037314,87.24444444444444,0.5207439372258857,30,cv,10.0,False
csc_cox,8,4114.166666666667,0.04871970941596298,0.05271648885795617,0.04478925734129282,0.06092982002402928,160.14444444444445,0.565404111616027,30,cv,10.0,False
csc_cox,9,4115.0,0.07893409728310287,0.0793393016099818,0.06983018519688163,0.08904546234216026,243.56666666666666,0.5896530309167004,30,cv,10.0,False
csc_cox,10,4116.0,0.16042345827306626,0.1632350422952174,0.15041619448169868,0.1763911529169703,525.5444444444445,0.6533149767843646,30,cv,10.0,False
deephit,1,4115.0,0.0012082204278819498,0.0013296627840419652,0.00025424932210228106,0.0027222063373196527,4.222222222222222,0.5429647630619684,30,cv,10.0,True
deephit,2,4115.0,0.002481694171911193,0.002528890150159032,0.0008602271765533016,0.0045441664380389685,7.277777777777778,0.5306331848251654,30,cv,10.0,True
deephit,3,4115.722222222223,0.0041048361289784,0.004542306167937745,0.0023603061679737494,0.007047857553302936,14.144444444444444,0.5356262540503868,30,cv,10.0,True
deephit,4,4114.277777777777,0.006502863216596,0.006417647861604434,0.0038166682490259514,0.009319611439114587,20.877777777777776,0.5322251652134499,30,cv,10.0,False
deephit,5,4115.0,0.010530788347985924,0.009886593703629968,0.0065171283060195175,0.013568232448000433,30.433333333333334,0.5250627784528149,30,cv,10.0,False
deephit,6,4115.888888888889,0.017718018662281083,0.016323464161881858,0.012047700475780836,0.020969891241779823,51.86666666666667,0.530110943565453,30,cv,10.0,False
deephit,7,4114.955555555555,0.03197302114813127,0.02823486437565899,0.022457937175397666,0.034196064487316,88.06666666666666,0.5322779234748306,30,cv,10.0,False
deephit,8,4114.155555555555,0.05747377948916803,0.049911145250056285,0.04208882368741389,0.0580713697287868,146.44444444444446,0.5467086430152297,30,cv,10.0,False
deephit,9,4115.0,0.09417084823417547,0.08041007300302623,0.07064195520894803,0.09051581030233737,242.16666666666666,0.5896638315107331,30,cv,10.0,False
deephit,10,4116.0,0.15740477406531486,0.16989563993270249,0.1568984727994964,0.18312717796949388,550.5,0.6602067811251485,30,cv,10.0,False
fine_gray,1,4115.0,0.002182321229558537,0.0013917422259503906,0.00022220213147464908,0.0028693119730126035,4.211111111111111,0.532042662346429,30,cv,10.0,True
fine_gray,2,4115.0,0.003952390446650926,0.002768599839901984,0.0010528125650067844,0.004769282233278266,8.555555555555555,0.517556365600108,30,cv,10.0,True
fine_gray,3,4115.677777777778,0.006083537486691897,0.005018422895948588,0.0027013798843080394,0.007654798404373727,15.88888888888889,0.5356752536112518,30,cv,10.0,False
fine_gray,4,4114.322222222222,0.009113745052429264,0.006644018216540732,0.003986067947362052,0.00961705547123325,21.866666666666667,0.5452470967332469,30,cv,10.0,False
fine_gray,5,4115.0,0.013786766033596236,0.013333257896051803,0.009441218632172246,0.017587036556449744,41.56666666666667,0.5327366005130282,30,cv,10.0,False
fine_gray,6,4115.811111111111,0.02120294109121561,0.015093197795723573,0.010993675314533245,0.01952980726735988,47.98888888888889,0.530369385695222,30,cv,10.0,False
fine_gray,7,4115.033333333334,0.032212643091115836,0.02957673209910538,0.023637996533300346,0.03586455549569721,89.53333333333333,0.5210839130722335,30,cv,10.0,False
fine_gray,8,4114.155555555555,0.049107897580976306,0.05230026271905203,0.04443496079265814,0.0605211599338984,158.2888888888889,0.5634962565138457,30,cv,10.0,False
fine_gray,9,4115.0,0.07667348417177425,0.0777050694550521,0.06824601667051408,0.0874781093727858,239.36666666666667,0.5890076954232483,30,cv,10.0,False
fine_gray,10,4116.0,0.15452057958450716,0.1636239064810915,0.15088363711879393,0.17669097942814546,528.7333333333333,0.6582712450059389,30,cv,10.0,False
gbs_naive,1,4115.0,0.0013873449268491744,0.0014795914149128427,0.00031795786277934694,0.002937270675009862,4.7444444444444445,0.5366302146618064,30,cv,10.0,True
gbs_naive,2,4115.0,0.0024737489606532596,0.002789294739077813,0.001094363464930333,0.004808936180192239,8.7,0.5345916025381396,30,cv,10.0,True
gbs_naive,3,4115.6,0.003873549409933084,0.003520548475913341,0.0016635993609838767,0.005709980875936958,11.377777777777778,0.540107481130121,30,cv,10.0,True
gbs_naive,4,4114.4,0.006023941202270016,0.006869549659716909,0.004109463349234197,0.009949197237420371,21.42222222222222,0.5317691669687433,30,cv,10.0,False
gbs_naive,5,4115.0,0.009872155128382258,0.010226304994753441,0.006788599895204353,0.013955826755369707,31.733333333333334,0.5230025651410828,30,cv,10.0,False
gbs_naive,6,4115.8,0.016570309850302112,0.01683880632847369,0.01240336666308442,0.021551144312025435,52.46666666666667,0.5256841904730416,30,cv,10.0,False
gbs_naive,7,4115.055555555556,0.028419070738650593,0.029940631595431526,0.023959437130043358,0.03621841871844377,91.52222222222223,0.5313874791836493,30,cv,10.0,False
gbs_naive,8,4114.144444444444,0.04919997158426193,0.048732359100972004,0.041122341107737874,0.05661295341921104,147.22222222222223,0.5558844499208759,30,cv,10.0,False
gbs_naive,9,4115.0,0.0904581536598246,0.08616622138747929,0.07614888235281736,0.0964429561492069,259.9111111111111,0.5868853786958284,30,cv,10.0,False
gbs_naive,10,4116.0,0.22906549754428995,0.16229037802083343,0.14962367628366657,0.1751375321223607,526.9,0.659540006478782,30,cv,10.0,False
logistic,1,4115.0,0.0013631545928639776,0.0013353183551488201,0.0002468722044536994,0.0027764256518383414,4.055555555555555,0.5282354529499123,30,cv,10.0,True
logistic,2,4115.0,0.003048728252878214,0.0029145191713688926,0.0011693149937118431,0.004980862538035796,8.866666666666667,0.5122586742270825,30,cv,10.0,True
logistic,3,4115.722222222223,0.005409777670326407,0.005213563196782373,0.0028499214940499625,0.007920167435683162,16.211111111111112,0.5329076833919743,30,cv,10.0,False
logistic,4,4114.277777777777,0.009080745849881316,0.006441985305481095,0.00387972840535114,0.009355111408249822,21.255555555555556,0.5369809294299713,30,cv,10.0,False
logistic,5,4115.0,0.015196054412196817,0.01096738417674407,0.007472164379255823,0.014753329796350606,35.5,0.547555015525854,30,cv,10.0,False
logistic,6,4115.766666666666,0.025653195021278174,0.016867758982612696,0.012356019978256562,0.021657979001570644,51.2,0.5301456407361881,30,cv,10.0,False
logistic,7,4115.166666666667,0.043203753984190206,0.02803185895847163,0.022312518894357064,0.03409480514239202,86.92222222222222,0.5392004924749828,30,cv,10.0,False
logistic,8,4114.066666666667,0.07324190714421491,0.05335897964914323,0.045401659341508034,0.06156619764249311,163.06666666666666,0.5643212975887227,30,cv,10.0,False
logistic,9,4115.0,0.1289351522948307,0.08351896554562321,0.07369197664960887,0.09354400061440817,253.61111111111111,0.5896935331443229,30,cv,10.0,False
logistic,10,4116.0,0.29805374809662444,0.16063736533039774,0.14795239838333266,0.17367013106236553,515.3111111111111,0.6441906921498758,30,cv,10.0,False
logistic_cr,1,4115.0,0.002307323953979505,0.0011915813207630352,0.00013312135165024943,0.002560215010484557,3.611111111111111,0.530916700418523,30,cv,10.0,True
logistic_cr,2,4115.0,0.004429954584760614,0.0031111405137277943,0.0013217827192358049,0.005233131189904496,9.577777777777778,0.5147401107060888,30,cv,10.0,True
logistic_cr,3,4115.566666666667,0.007039197097796596,0.0044203752830592824,0.0022332760499796144,0.006905106141873229,13.633333333333333,0.5345180051229348,30,cv,10.0,True
logistic_cr,4,4114.433333333333,0.010724548966067872,0.006905298532195961,0.0041808288786304194,0.009892724387592249,22.833333333333332,0.5356670892786317,30,cv,10.0,False
logistic_cr,5,4115.0,0.016330933275963338,0.012238372656398797,0.008491780536822747,0.016337284579953457,38.25555555555555,0.5428405562305927,30,cv,10.0,False
logistic_cr,6,4115.933333333333,0.025187420543632703,0.016109765956150723,0.011866713108831478,0.020723595957904684,50.77777777777778,0.5358849231605697,30,cv,10.0,False
logistic_cr,7,4114.877777777778,0.038632176509289566,0.02845212185737542,0.022712703721199334,0.03445727161079903,88.4888888888889,0.5322177686131654,30,cv,10.0,False
logistic_cr,8,4114.188888888889,0.05947172120074573,0.051461402029469874,0.043613105377683876,0.05960528291774463,155.35555555555555,0.5654901317579273,30,cv,10.0,False
logistic_cr,9,4115.0,0.09424733198306098,0.083464117751317,0.07364633528630421,0.09353536290072019,254.93333333333334,0.5889725934926421,30,cv,10.0,False
logistic_cr,10,4116.0,0.19375091820708887,0.16194359288820434,0.1491713332645421,0.17484856034004959,518.5333333333333,0.6442392830147933,30,cv,10.0,False
nfg,1,3772.3777777777777,0.0032062298005622533,0.003807069119932002,0.0017282912290696342,0.006214933449407927,10.466666666666667,0.5391423127134012,30,cv,10.0,True
nfg,2,3858.233333333333,0.0035031020113928074,0.0029521542116880527,0.001129281750647902,0.0051178948842191515,8.433333333333334,0.5331099229251858,30,cv,10.0,True
nfg,3,4632.844444444445,0.0037332628956630995,0.002857013411924679,0.0012205925814777637,0.004792313074910799,9.8,0.5349776408664695,30,cv,10.0,True
nfg,4,4196.544444444445,0.00450038753218482,0.006532427877983281,0.003910154363462932,0.009436699059740263,21.333333333333332,0.5272078129770077,30,cv,10.0,False
nfg,5,4115.0,0.007268958448369267,0.008760929147922958,0.005625558263681958,0.012210883093677806,27.72222222222222,0.52495207236398,30,cv,10.0,False
nfg,6,4115.866666666667,0.012868751870597994,0.017591594042775535,0.013057968729609957,0.022461572962154747,54.733333333333334,0.5329429775343183,30,cv,10.0,False
nfg,7,4114.844444444445,0.023971785774791574,0.026271330998507193,0.020648545584673435,0.032068704369305805,81.73333333333333,0.538214037891833,30,cv,10.0,False
nfg,8,4114.288888888889,0.04388691296704729,0.04807558432662833,0.040424501116986075,0.05607638144489767,142.46666666666667,0.545591827725537,30,cv,10.0,False
nfg,9,4115.0,0.08050107900199775,0.08338047458716671,0.07353985600408534,0.09362889502863705,250.0,0.5859781287970839,30,cv,10.0,False
nfg,10,4116.0,0.15350096196198795,0.1690907875301134,0.15622951044950312,0.18235468296570773,549.3111111111111,0.663246409674981,30,cv,10.0,False
rsf_cr,1,4115.0,0.00034447318410415806,0.0019645796297861314,0.0005713324032207686,0.003706910142842213,5.9222222222222225,0.5375509653030917,30,cv,10.0,True
rsf_cr,2,4115.0,0.001344217927711264,0.003156949406316422,0.00138353534502583,0.005263869009066151,9.977777777777778,0.5332307276900229,30,cv,10.0,True
rsf_cr,3,4115.644444444444,0.0029916383846957657,0.004658971171908148,0.0024322547171482423,0.007161538884355965,14.7,0.5387788722694618,30,cv,10.0,True
rsf_cr,4,4114.355555555556,0.005726882760355562,0.007032705117828539,0.004240398565283346,0.010138507521365407,21.633333333333333,0.5396066131716972,30,cv,10.0,False
rsf_cr,5,4115.0,0.010466353148311855,0.011995778027943714,0.00827007031418966,0.01605792006967643,36.74444444444445,0.5285216686917781,30,cv,10.0,False
rsf_cr,6,4115.855555555556,0.01866951216395639,0.017947536544201816,0.013371596633897122,0.022795705005182212,55.87777777777778,0.5211661656697241,30,cv,10.0,False
rsf_cr,7,4114.977777777778,0.0318548849170202,0.02741522383519022,0.021698773143954124,0.033474036490936054,83.84444444444445,0.5320427829379661,30,cv,10.0,False
rsf_cr,8,4114.166666666667,0.052118603189570005,0.04600624796213258,0.03851129618495243,0.053698752072942016,137.04444444444445,0.5519140758137906,30,cv,10.0,False
rsf_cr,9,4115.0,0.08594277639598766,0.08835769252693372,0.07826247491017133,0.09879555398090181,267.9555555555556,0.583199675982179,30,cv,10.0,False
rsf_cr,10,4116.0,0.15999495340357198,0.16058959403592304,0.1479525491117611,0.17354225140025784,522.3,0.6594725191663967,30,cv,10.0,False
rsf_naive,1,4115.0,0.0003272283012289373,0.0019244104442446527,0.0005547837364016189,0.0036182816411675896,5.844444444444444,0.5384555150533279,30,cv,10.0,True
rsf_naive,2,4115.0,0.0012989845736083127,0.003381754614078135,0.0015142416607986267,0.005588894674403722,10.7,0.5330930201161064,30,cv,10.0,True
rsf_naive,3,4115.777777777777,0.0029122442754932975,0.004552547484300126,0.0023464981817222,0.007042101838884326,14.311111111111112,0.5393633671717833,30,cv,10.0,True
rsf_naive,4,4114.222222222223,0.005610749131905991,0.007067352035910761,0.004279314105494946,0.010207212155557012,21.655555555555555,0.5394052716166282,30,cv,10.0,False
rsf_naive,5,4115.0,0.010342095023871746,0.011992732046446491,0.00828125501392454,0.016051944782208758,36.888888888888886,0.5284784663156473,30,cv,10.0,False
rsf_naive,6,4115.888888888889,0.018769773622221878,0.017419944821706588,0.012910522106901098,0.02219904943663877,54.266666666666666,0.5244904434029586,30,cv,10.0,False
rsf_naive,7,4114.9,0.0327244450573226,0.026273183837903932,0.02069725341553698,0.03213172561980724,80.75555555555556,0.5336324831234958,30,cv,10.0,False
rsf_naive,8,4114.211111111111,0.05597923190618166,0.04766102897388479,0.04006287532683414,0.05554468966729477,141.11111111111111,0.5487267651203558,30,cv,10.0,False
rsf_naive,9,4115.0,0.09844707651872664,0.08517888576296823,0.07523202178281775,0.09547966145070243,257.56666666666666,0.5817982989064399,30,cv,10.0,False
rsf_naive,10,4116.0,0.20271758623322467,0.16426275020812858,0.15160305438934094,0.17727841934410377,532.9,0.6580390886513336,30,cv,10.0,False
