model,decile,n,mean_pred,obs_cif,obs_lo,obs_hi,n_events,at_risk_fraction,n_imp,split,horizon_y,flag_sparse
logistic_cr,6,933.0,0.02092701896403629,0.009982051126437488,0.004073942408785473,0.016934168214857104,8.966666666666667,0.7628795998570919,30,temporal,10.0,True
logistic_cr,7,933.0,0.033235667033368756,0.031943674182506036,0.021309491771733836,0.04354931084721592,29.7,0.7782779564130047,30,temporal,10.0,False
logistic_cr,8,933.0,0.053125393405134315,0.05995151825715405,0.04507295088378371,0.07562654935152419,55.1,0.820543051089675,30,temporal,10.0,False
logistic_cr,9,933.0,0.08861832249259455,0.07959792478808363,0.06247854113305309,0.09738131877105233,72.9,0.8301536262951054,30,temporal,10.0,False
logistic_cr,10,933.0,0.18709378332472634,0.12870473786599507,0.10809761015191707,0.15084175733360547,118.93333333333334,0.8692032868881744,30,temporal,10.0,False
nfg,1,58.2,0.0038835336003139056,0.003575757575757575,0.0,0.011334089259796806,0.2,0.804191805051724,5,temporal,10.0,True
nfg,2,2664.9,0.0037502783251874713,0.0026365225201577668,0.0008415066539995143,0.004744332000747171,6.9,0.7325044354016544,30,temporal,10.0,True
nfg,3,933.0,0.004454185228793815,0.002817818982055595,0.0001977411470218442,0.006573248451526472,2.566666666666667,0.7716684530189354,30,temporal,10.0,True
nfg,4,932.1333333333333,0.007205505925892116,0.006494212014422601,0.0019908901144834712,0.012039394630230618,6.033333333333333,0.7594384183805682,30,temporal,10.0,True
nfg,5,932.8666666666667,0.01243041814711512,0.012860681289723858,0.006290836253763071,0.02051267002423977,11.866666666666667,0.7693465400733248,30,temporal,10.0,True
nfg,6,933.0,0.021639301395026265,0.027262087850829026,0.017419844387175552,0.038012401747946976,25.1,0.7793497677742051,30,temporal,10.0,False
nfg,7,933.0,0.04278278194008616,0.05279721574800748,0.03910261226253765,0.06735630940776069,48.5,0.781600571632726,30,temporal,10.0,False
nfg,8,933.0,0.08720314676217651,0.06956259822099739,0.053688950084331305,0.0861733981591802,63.6,0.8342979635584137,30,temporal,10.0,False
nfg,9,933.0,0.16217131132683368,0.13118656929837597,0.11045658271177404,0.15287798088170354,121.23333333333333,0.8791711325473384,30,temporal,10.0,False
nfg,10,933.0,0.17122309862597102,0.13919345234548663,0.11742111678199116,0.16202515633044406,128.75,0.8861200428724545,4,temporal,10.0,False
rsf_cr,1,933.0,0.000625483591478553,0.0017506252232940337,0.0,0.004539121114683814,1.6333333333333333,0.7223651304037156,30,temporal,10.0,True
rsf_cr,2,933.0,0.001940019414097869,0.0012928096795430486,0.0,0.0032638108969445744,1.1666666666666667,0.73340478742408,30,temporal,10.0,True
rsf_cr,3,933.0,0.0038685288277728515,0.002152613735698364,0.00019719520549947667,0.005169536408274914,1.9666666666666666,0.7560914612361558,30,temporal,10.0,True
rsf_cr,4,933.0,0.006985993442783643,0.007163799631746075,0.0024469621206875216,0.013039343512210786,6.566666666666666,0.7612004287245445,30,temporal,10.0,True
rsf_cr,5,932.0,0.012631976454547576,0.00802802989741337,0.0028674289430885348,0.01413498464237727,7.4,0.7605865522174535,30,temporal,10.0,True
rsf_cr,6,933.0,0.02269077884720238,0.01733776470002664,0.009769119334318292,0.02600975763766804,16.166666666666668,0.7713111825652018,30,temporal,10.0,False
rsf_cr,7,933.0,0.03822431874158905,0.03187123234335402,0.021163795641444442,0.0437866494627568,29.266666666666666,0.775741336191497,30,temporal,10.0,False
rsf_cr,8,933.0,0.0622847497115828,0.05027266935150333,0.036634385361618525,0.06481701648227566,45.86666666666667,0.8012861736334406,30,temporal,10.0,False
rsf_cr,9,933.0,0.09989327046647062,0.07171007771059547,0.05554186484098287,0.08833735460649304,66.06666666666666,0.8293676312968917,30,temporal,10.0,False
rsf_cr,10,933.0,0.175982225290784,0.13747035499751592,0.11541501431854169,0.16005252430007585,126.9,0.8826009289031798,30,temporal,10.0,False
rsf_naive,1,933.0,0.0006132029673730687,0.001719822166744502,0.0,0.00435570003223617,1.6,0.7221507681314755,30,temporal,10.0,True
rsf_naive,2,933.0,0.0019129635640259624,0.001284376268657694,3.572704537334762e-05,0.003386556815034977,1.1666666666666667,0.7325830653804931,30,temporal,10.0,True
rsf_naive,3,933.0,0.0038132862244743587,0.0026375070642219254,0.00019560557341907831,0.006136672592805528,2.4,0.7569489103251161,30,temporal,10.0,True
rsf_naive,4,933.0,0.006883100976244647,0.006248106303997664,0.0018532499565977933,0.011809837509790267,5.733333333333333,0.7622007859949983,30,temporal,10.0,True
rsf_naive,5,932.0,0.012428748267470984,0.008813244516488688,0.0034545459962052674,0.015240737906560518,8.133333333333333,0.759728183118741,30,temporal,10.0,True
rsf_naive,6,933.0,0.022649021285559897,0.01594669031102603,0.008573634604061077,0.024307391386247722,14.866666666666667,0.772668810289389,30,temporal,10.0,True
rsf_naive,7,933.0,0.039369287004157205,0.033124003130446736,0.022264348853978568,0.04529389159962661,30.433333333333334,0.7754912468738835,30,temporal,10.0,False
rsf_naive,8,933.0,0.06698734126549377,0.047246928061432554,0.03399595937028178,0.06157802842613656,43.2,0.7942479456948911,30,temporal,10.0,False
rsf_naive,9,933.0,0.11291109221326957,0.07417857686564748,0.057635033991471664,0.09156950852146087,68.1,0.834941050375134,30,temporal,10.0,False
rsf_naive,10,933.0,0.22074986200079763,0.13790008882705782,0.11602540449675294,0.16072025881183005,127.36666666666666,0.8829939264022866,30,temporal,10.0,False
