model,decile,n,mean_pred,obs_cif,obs_lo,obs_hi,n_events,at_risk_fraction,n_imp,split,horizon_y,flag_sparse
cox_naive,1,933.0,0.0016180993342200267,0.0008931761343336907,0.0,0.0028054662379421217,0.8333333333333334,0.7100035727045373,30,temporal,10.0,True
cox_naive,2,933.0,0.0031215740048383964,0.0038227938549481957,0.0005359056806002144,0.008094855305466235,3.566666666666667,0.745730618077885,30,temporal,10.0,True
cox_naive,3,933.0,0.005119217722690711,0.0025454518235360104,3.5727045373347615e-05,0.006249986889175959,2.3,0.7514826723829938,30,temporal,10.0,True
cox_naive,4,933.0,0.00818494133908542,0.0039779868089109644,0.0005528760271525546,0.00841836635245344,3.7,0.7699535548410147,30,temporal,10.0,True
cox_naive,5,932.0,0.013311267387984426,0.00982480293316749,0.004076048868769376,0.016547194631072848,8.966666666666667,0.7675608011444922,30,temporal,10.0,True
cox_naive,6,933.0,0.02167040262267229,0.011325796106427576,0.005023819356527196,0.018686405124192108,10.2,0.7522686673812076,30,temporal,10.0,True
cox_naive,7,933.0,0.03590048594765147,0.026197611997180254,0.016541810841158997,0.03665445096188727,24.333333333333332,0.7756341550553769,30,temporal,10.0,False
cox_naive,8,933.0,0.05942744904009925,0.06483365386541458,0.049363900436474796,0.08069396682736953,60.03333333333333,0.8275098249374777,30,temporal,10.0,False
cox_naive,9,933.0,0.10385171964477612,0.06929758798230003,0.05322236690632017,0.08614786950944674,62.8,0.8181493390496606,30,temporal,10.0,False
cox_naive,10,933.0,0.22773931961444402,0.13653446205964487,0.1150227489753253,0.1592266366746996,126.26666666666667,0.8756698821007503,30,temporal,10.0,False
csc_cox,1,933.0,0.0016117401030220713,0.0008931761343336907,0.0,0.002876920328688817,0.8333333333333334,0.709860664523044,30,temporal,10.0,True
csc_cox,2,933.0,0.003101373629778721,0.0038227938549481957,0.0005171489817792068,0.00809306895319757,3.566666666666667,0.7458735262593784,30,temporal,10.0,True
csc_cox,3,933.0,0.005068616802325904,0.0024739064707596865,3.572704537334762e-05,0.006131337639458976,2.2333333333333334,0.7513397642015005,30,temporal,10.0,True
csc_cox,4,933.0,0.008065617249307742,0.004085171768912912,0.0006770275098249376,0.00860976092340901,3.8,0.7705966416577349,30,temporal,10.0,True
csc_cox,5,932.0,0.01301549178695856,0.00989836942348833,0.004092220297533438,0.01691491394415262,9.033333333333333,0.7664878397711016,30,temporal,10.0,True
csc_cox,6,933.0,0.02095902554879164,0.011254176004922246,0.0049288449737720785,0.018577158265132763,10.133333333333333,0.7523043944265809,30,temporal,10.0,True
csc_cox,7,933.0,0.03413840191851798,0.026554738175888378,0.016681562247461545,0.037270283135936125,24.666666666666668,0.7755984280100036,30,temporal,10.0,False
csc_cox,8,933.0,0.05512410374623175,0.06449762649322202,0.049361898642235315,0.08058582817759122,59.733333333333334,0.8283315469810647,30,temporal,10.0,False
csc_cox,9,933.0,0.0922139473884289,0.067988038420515,0.0521876884985921,0.08434244680046853,61.6,0.820543051089675,30,temporal,10.0,False
csc_cox,10,933.0,0.1813950858001815,0.13776920323665454,0.11581437512950402,0.1603186733673772,127.4,0.8730260807431225,30,temporal,10.0,False
deephit,1,933.0,0.0015036519878792551,0.0002143622722400858,0.0,0.000678813862093605,0.2,0.7082529474812433,30,temporal,10.0,True
deephit,2,933.0,0.0027958544662343822,0.002572347266881029,3.572704537334762e-05,0.00611111111111111,2.4,0.7352983208288675,30,temporal,10.0,True
deephit,3,933.0,0.00436171992402875,0.004433570604800141,0.0008416180301791461,0.009096017138445326,4.066666666666666,0.7659163987138264,30,temporal,10.0,True
deephit,4,933.0,0.0068277080505890295,0.002231389589513394,3.572704537334762e-05,0.005445239414560864,2.033333333333333,0.7728117184708824,30,temporal,10.0,True
deephit,5,932.0,0.011395513706547757,0.007170515047234425,0.0023737706708268796,0.012925106592178933,6.6,0.749856938483548,30,temporal,10.0,True
deephit,6,933.0,0.019184922318857114,0.012535186296428082,0.005948887583951178,0.020389514040015332,11.566666666666666,0.77513397642015,30,temporal,10.0,True
deephit,7,933.0,0.034746454697718414,0.028876698727048605,0.018516933642203852,0.04010713408008612,26.566666666666666,0.775955698463737,30,temporal,10.0,False
deephit,8,933.0,0.06455690220094104,0.057699302491805264,0.043336414046494895,0.07322123333463322,53.1,0.7908896034297964,30,temporal,10.0,False
deephit,9,933.0,0.10931264425449957,0.07231990695529163,0.05612781257043475,0.08954866717753265,65.96666666666667,0.8336191496963201,30,temporal,10.0,False
deephit,10,933.0,0.1789297681428138,0.14105751140764863,0.11938113807248514,0.16365709733342765,130.5,0.8862093604858878,30,temporal,10.0,False
fine_gray,1,933.0,0.002888165689420569,0.0,0.0,0.0,0.0,0.7072525902107896,30,temporal,10.0,True
fine_gray,2,933.0,0.0049462557121318805,0.004715969989281887,0.0011075384065737763,0.009486423722758128,4.4,0.7474812433011789,30,temporal,10.0,True
fine_gray,3,933.0,0.007405275019646637,0.0021928644555580285,0.0,0.005645007867735358,1.9666666666666666,0.7530903894247946,30,temporal,10.0,True
fine_gray,4,933.0,0.010934314034418259,0.003656021393604909,0.00047963558413719197,0.0077314085566675085,3.4,0.7702750982493748,30,temporal,10.0,True
fine_gray,5,932.0,0.016360426521647726,0.010582716159088668,0.004509884899799266,0.01753483089499423,9.666666666666666,0.7646280400572246,30,temporal,10.0,True
fine_gray,6,933.0,0.02455830154165345,0.012716887948740147,0.005984600315580079,0.020469058257482867,11.5,0.7528760271525545,30,temporal,10.0,True
fine_gray,7,933.0,0.0372880227754061,0.025476915653993317,0.016123588506267866,0.03581844855700487,23.666666666666668,0.7812075741336192,30,temporal,10.0,False
fine_gray,8,933.0,0.056489416650735993,0.06422673758363608,0.04916020958461358,0.07995485656286175,59.36666666666667,0.828152911754198,30,temporal,10.0,False
fine_gray,9,933.0,0.08927864709355644,0.06683128493791654,0.0513730766114161,0.08329975626134187,60.53333333333333,0.814183637013219,30,temporal,10.0,False
fine_gray,10,933.0,0.17000337394047058,0.13893042165270372,0.11719481154520921,0.16150473362714898,128.5,0.87481243301179,30,temporal,10.0,False
gbs_naive,1,933.0,0.0015848152966217817,0.0013933547695605573,0.0,0.003717399071096819,1.3,0.7151839942836727,30,temporal,10.0,True
gbs_naive,2,933.0,0.0028089028381278426,0.0013248814311305574,0.0,0.003564777234984232,1.2333333333333334,0.7362629510539479,30,temporal,10.0,True
gbs_naive,3,933.0,0.004292866990034029,0.0018389592119040935,8.842443729903541e-05,0.0046960872470735,1.6666666666666667,0.7552697391925688,30,temporal,10.0,True
gbs_naive,4,933.0,0.00668069118310471,0.006649537761787577,0.0021213463745515014,0.01226714747844995,6.066666666666666,0.7667738478027867,30,temporal,10.0,True
gbs_naive,5,932.0,0.010881314567011673,0.006845953446051924,0.002049261836745437,0.012521978842194128,6.3,0.7689556509298999,30,temporal,10.0,True
gbs_naive,6,932.9666666666667,0.018146492454355945,0.010017734518456336,0.004164468263441163,0.01683968379945689,9.333333333333334,0.7515095060007636,30,temporal,10.0,True
gbs_naive,7,933.0333333333333,0.03139168775723892,0.03394538821137862,0.022937186336360268,0.04597507753833248,31.533333333333335,0.7934334914656733,30,temporal,10.0,False
gbs_naive,8,933.0,0.05639422623940363,0.057097624869749494,0.0425701132788644,0.07261687348047527,52.2,0.7962843872811719,30,temporal,10.0,False
gbs_naive,9,933.0,0.10662119433724479,0.07863074060016903,0.06202761808648707,0.09626772354501344,71.76666666666667,0.8269739192568775,30,temporal,10.0,False
gbs_naive,10,933.0,0.2611242007156094,0.1314242022949026,0.11019129508869613,0.15369100132740454,121.6,0.8833154698106467,30,temporal,10.0,False
logistic,1,933.0,0.0010507126311696277,0.0,0.0,0.0,0.0,0.705966416577349,30,temporal,10.0,True
logistic,2,933.0,0.0023350402177526445,0.004823151125401929,0.001088781707752769,0.009755269739192569,4.5,0.7448017148981779,30,temporal,10.0,True
logistic,3,933.0,0.004236634691400162,0.0027603153079933038,7.145409074669524e-05,0.006552040966815978,2.5,0.7475884244372991,30,temporal,10.0,True
logistic,4,933.0,0.007263132251397448,0.005559023700030327,0.0014208902399886634,0.010738364240736577,5.1,0.769060378706681,30,temporal,10.0,True
logistic,5,932.0,0.0122520074453864,0.005773397712751117,0.0014541207930662881,0.011105250403435319,5.266666666666667,0.7667739628040058,30,temporal,10.0,True
logistic,6,933.0,0.020911583663089994,0.009045229104520389,0.0033739993530968026,0.0156910337589642,8.1,0.7658092175777063,30,temporal,10.0,True
logistic,7,933.0,0.036019484129502684,0.03151162618164971,0.020813462982578648,0.04281583915313455,29.3,0.7750982493747767,30,temporal,10.0,False
logistic,8,933.0,0.06236462910164213,0.058480120849207264,0.04390151897328102,0.07414810205852737,54.0,0.813361914969632,30,temporal,10.0,False
logistic,9,933.0,0.11376338794503264,0.08439732102388325,0.06697736431211956,0.10286486291280625,77.1,0.8340478742408003,30,temporal,10.0,False
logistic,10,933.0,0.2633447180079736,0.12676258948479277,0.10560858661918185,0.14838200831733567,117.13333333333334,0.8714540907466952,30,temporal,10.0,False
logistic_cr,1,933.0,0.0016704431367206732,0.0,0.0,0.0,0.0,0.7053947838513754,30,temporal,10.0,True
logistic_cr,2,933.0,0.0032633355649748013,0.004715969989281887,0.0010530546623794212,0.009471239728474452,4.4,0.7461593426223652,30,temporal,10.0,True
logistic_cr,3,933.0,0.005386490609489866,0.002547274708086028,3.572704537334762e-05,0.006175567760487377,2.3,0.7481243301178992,30,temporal,10.0,True
logistic_cr,4,933.0,0.008482583236378407,0.006048796714293494,0.0016385385335803305,0.011338021059653324,5.566666666666666,0.7718828152911754,30,temporal,10.0,True
logistic_cr,5,932.0,0.013263738509706307,0.005641875687263824,0.0013771579875761408,0.010931797998783853,5.133333333333334,0.7613376251788269,30,temporal,10.0,True
