model,pred_bin,pred,obs,n_imp,split,horizon_y
cox_naive,0,0.0007955820417356494,6.11173692330633e-07,30,cv,10.0
cox_naive,1,0.000957107500097007,1.1453643321680652e-06,30,cv,10.0
cox_naive,2,0.0011014086399537776,1.8702160042627368e-06,30,cv,10.0
cox_naive,3,0.00123603255828137,2.8121988918093796e-06,30,cv,10.0
cox_naive,4,0.0013715728192233486,4.0503731187333276e-06,30,cv,10.0
cox_naive,5,0.0015089246511423241,5.661772384741365e-06,30,cv,10.0
cox_naive,6,0.0016446607343608146,7.669071657203899e-06,30,cv,10.0
cox_naive,7,0.00177757813086096,1.0114526035845086e-05,30,cv,10.0
cox_naive,8,0.0019054132051467354,1.2933690802354982e-05,30,cv,10.0
cox_naive,9,0.0020312155863820304,1.6232709962541816e-05,30,cv,10.0
cox_naive,10,0.0021616488823127554,2.0251743547694545e-05,30,cv,10.0
cox_naive,11,0.002304436757340385,2.5460122630047464e-05,30,cv,10.0
cox_naive,12,0.0024500039894221385,3.164887669533749e-05,30,cv,10.0
cox_naive,13,0.0026023586401159307,3.922134590507041e-05,30,cv,10.0
cox_naive,14,0.0027513785830460165,4.7810307029742354e-05,30,cv,10.0
cox_naive,15,0.002908239502657271,5.82325349849317e-05,30,cv,10.0
cox_naive,16,0.0030660483719901857,7.021021379038804e-05,30,cv,10.0
cox_naive,17,0.003225524675958438,8.392825977904374e-05,30,cv,10.0
cox_naive,18,0.00339390244577041,0.00010032744753336104,30,cv,10.0
cox_naive,19,0.0035671395181944153,0.00011945425484137055,30,cv,10.0
cox_naive,20,0.003742552078288723,0.00014131757656852016,30,cv,10.0
cox_naive,21,0.00392796141860949,0.00016728371635505015,30,cv,10.0
cox_naive,22,0.004124906317920008,0.00019817177204559913,30,cv,10.0
cox_naive,23,0.004330593745319031,0.00023433920338175658,30,cv,10.0
cox_naive,24,0.0045399030342144625,0.00027523229348097713,30,cv,10.0
cox_naive,25,0.004747723606218423,0.00032049914699172253,30,cv,10.0
cox_naive,26,0.004970497104440771,0.0003740748952280715,30,cv,10.0
cox_naive,27,0.0052114168845922145,0.0004381024750292253,30,cv,10.0
cox_naive,28,0.00546461135097532,0.0005123117273294583,30,cv,10.0
cox_naive,29,0.00573083163497968,0.0005990570886948937,30,cv,10.0
cox_naive,30,0.006006334549246217,0.0006981687774317427,30,cv,10.0
cox_naive,31,0.006292402042586564,0.0008112327692904228,30,cv,10.0
cox_naive,32,0.006589684118940535,0.0009396247083008445,30,cv,10.0
cox_naive,33,0.006889270652432996,0.001080974940525291,30,cv,10.0
cox_naive,34,0.007221817187995206,0.0012516976258480706,30,cv,10.0
cox_naive,35,0.007579611288450419,0.0014522761941535764,30,cv,10.0
cox_naive,36,0.007953126985233669,0.0016799375410947238,30,cv,10.0
cox_naive,37,0.008323704677711949,0.0019241803189013634,30,cv,10.0
cox_naive,38,0.008719332736386991,0.002205551585559408,30,cv,10.0
cox_naive,39,0.009136849185721524,0.0025249197990176563,30,cv,10.0
cox_naive,40,0.00956338055324196,0.002875065755949941,30,cv,10.0
cox_naive,41,0.01002338517441668,0.003278216698077954,30,cv,10.0
cox_naive,42,0.010515929086185493,0.003738628221703804,30,cv,10.0
cox_naive,43,0.011044601080211722,0.0042641983863369775,30,cv,10.0
cox_naive,44,0.011602478588233765,0.004853231777238906,30,cv,10.0
cox_naive,45,0.012198671152007873,0.005518354671780791,30,cv,10.0
cox_naive,46,0.012828894437869925,0.0062579998400635,30,cv,10.0
cox_naive,47,0.013508106320606837,0.0070940115533591214,30,cv,10.0
cox_naive,48,0.014204075470876829,0.007986765678242653,30,cv,10.0
cox_naive,49,0.014920144200094403,0.008938283103577218,30,cv,10.0
cox_naive,50,0.015666885580009834,0.009960535917193128,30,cv,10.0
cox_naive,51,0.016475856600935496,0.011096418583305578,30,cv,10.0
cox_naive,52,0.017344986577349765,0.012343700680136935,30,cv,10.0
cox_naive,53,0.018253744563705744,0.013671565051624058,30,cv,10.0
cox_naive,54,0.019151140981728265,0.015000678792632706,30,cv,10.0
cox_naive,55,0.020111824882997113,0.01643731513367617,30,cv,10.0
cox_naive,56,0.021102153946472652,0.01792762839516391,30,cv,10.0
cox_naive,57,0.022152376566696864,0.01951283467066558,30,cv,10.0
cox_naive,58,0.023224166398392743,0.02113032467979757,30,cv,10.0
cox_naive,59,0.02435649128908514,0.022833565312450173,30,cv,10.0
cox_naive,60,0.025551698756595544,0.024620014188980976,30,cv,10.0
cox_naive,61,0.026793242795885203,0.026458744659629545,30,cv,10.0
cox_naive,62,0.028174607594408044,0.028480729726508287,30,cv,10.0
cox_naive,63,0.02954770339223157,0.030461077402836583,30,cv,10.0
cox_naive,64,0.031044638963955803,0.03258259364936438,30,cv,10.0
cox_naive,65,0.032577271712373006,0.034711899636855295,30,cv,10.0
cox_naive,66,0.03422407231911177,0.03695028735149109,30,cv,10.0
cox_naive,67,0.03598278445830623,0.03928210258785429,30,cv,10.0
