model,decile,n,mean_pred,obs_cif,obs_lo,obs_hi,n_events,at_risk_fraction,n_imp,split,horizon_y,flag_sparse
deephit,5,4115.0,0.020282436274161184,0.020090537569589763,0.014026763490588406,0.026734016123695033,45.022222222222226,0.2768570271364925,30,cv,15.0,False
deephit,6,4115.855555555556,0.034660252903302415,0.027762754048792,0.02108357461396155,0.034944905591875276,69.35555555555555,0.2998431171731938,30,cv,15.0,False
deephit,7,4115.011111111111,0.06278305996460769,0.05480181157202334,0.044930845625738944,0.06509126685279495,127.96666666666667,0.32376314794760247,30,cv,15.0,False
deephit,8,4114.133333333333,0.1096357089202558,0.09779329004969836,0.08471580448394918,0.11136563719233442,217.35555555555555,0.36441046352833795,30,cv,15.0,False
deephit,9,4115.0,0.1666069735155964,0.16407688782267366,0.14780949516718792,0.18070031444819967,372.1111111111111,0.4270554880518428,30,cv,15.0,False
deephit,10,4116.0,0.2387741289925155,0.2519592292176123,0.23416041566681495,0.26985337235321794,677.6111111111111,0.5482102364755426,30,cv,15.0,False
fine_gray,1,4115.0,0.003959399919250547,0.005245957093803032,0.0020414954360736125,0.00902534329603063,9.511111111111111,0.2894640205211287,30,cv,15.0,True
fine_gray,2,4115.0,0.007165251485536489,0.003840718966940979,0.0016353036362857407,0.006503002682558781,10.3,0.26591602538139597,30,cv,15.0,True
fine_gray,3,4115.655555555555,0.01101620927058956,0.008813521547015734,0.00500499535904798,0.013177832765779026,21.011111111111113,0.29070295178188155,30,cv,15.0,False
fine_gray,4,4114.344444444445,0.01648107380356352,0.013864341825003502,0.009044502080334192,0.019241872119367474,32.98888888888889,0.2852135365257437,30,cv,15.0,False
fine_gray,5,4115.0,0.024886920297572817,0.02245527174445061,0.016321104273585327,0.029072020013566444,54.68888888888889,0.2876765222087215,30,cv,15.0,False
fine_gray,6,4115.833333333333,0.03814796880551118,0.0289721921997952,0.02202519553775972,0.03641523947398759,69.8,0.3024849802599201,30,cv,15.0,False
fine_gray,7,4114.955555555555,0.05770717653888476,0.05083706161097265,0.041438733080254475,0.060754066673767856,120.2,0.3148866385061075,30,cv,15.0,False
fine_gray,8,4114.211111111111,0.0873574526217339,0.09973135621922101,0.08677982824102401,0.11321737505547598,230.36666666666667,0.37308355581336267,30,cv,15.0,False
fine_gray,9,4115.0,0.13472929873311795,0.15452638083702253,0.13891305092268214,0.1705788978572045,359.4111111111111,0.4324773862562441,30,cv,15.0,False
fine_gray,10,4116.0,0.2599597598540227,0.25111090223757915,0.23350054672588744,0.2692807144168511,668.7222222222222,0.5375634380736422,30,cv,15.0,False
gbs_naive,1,4115.0,0.003071232111290369,0.0049491383061339355,0.0019678764762717975,0.00854606763240836,9.922222222222222,0.28519238558120696,30,cv,15.0,True
gbs_naive,2,4115.0,0.005478025452928812,0.004847504039690062,0.002125584327048397,0.008075731528741454,11.511111111111111,0.28465505602808155,30,cv,15.0,True
gbs_naive,3,4115.622222222222,0.00856866370098135,0.007173442334093137,0.003745926412410317,0.011166697462558916,16.5,0.2880810495678104,30,cv,15.0,False
gbs_naive,4,4114.377777777778,0.013300246780046486,0.013396445603691236,0.00854464633462207,0.0187832055828523,30.355555555555554,0.2803987362934196,30,cv,15.0,False
gbs_naive,5,4115.0,0.02174369003828954,0.0193391205551441,0.01349361340798026,0.025792964313687626,44.78888888888889,0.279308761981909,30,cv,15.0,False
gbs_naive,6,4115.855555555556,0.03634469033438785,0.027582665834328817,0.020991998692004424,0.03466183062069932,69.43333333333334,0.2964713178758359,30,cv,15.0,False
gbs_naive,7,4114.944444444444,0.06188550452613973,0.05812529408605858,0.0480352504357282,0.06876728203408365,133.12222222222223,0.32382780540018513,30,cv,15.0,False
gbs_naive,8,4114.2,0.10571881410030662,0.0991860635142532,0.0859461380778894,0.11295083262242621,223.06666666666666,0.3697032934526518,30,cv,15.0,False
gbs_naive,9,4115.0,0.18914279529566277,0.16247205262778705,0.14629285464221997,0.17898257380660637,375.81111111111113,0.4276900229512623,30,cv,15.0,False
gbs_naive,10,4116.0,0.42305556786944754,0.2472304143276705,0.22957012903648175,0.26523140821711233,662.4888888888889,0.544139401792463,30,cv,15.0,False
logistic,1,4115.0,0.0030566238975032233,0.005061104187330008,0.002008823125666656,0.00874611640555896,9.644444444444444,0.2972215471850952,30,cv,15.0,True
logistic,2,4115.0,0.007349925021005526,0.004780580984243583,0.0022176766673153506,0.007863150178052206,12.377777777777778,0.2678925340893749,30,cv,15.0,True
logistic,3,4115.622222222222,0.014128785878934829,0.006771643409932588,0.003566676085376635,0.010460508156557104,16.88888888888889,0.29137215105139824,30,cv,15.0,False
logistic,4,4114.377777777778,0.025582953927871705,0.014843215648798435,0.009736440902743473,0.020555308053976148,34.82222222222222,0.2858160805066933,30,cv,15.0,False
logistic,5,4115.0,0.046519316859875245,0.02278870531015203,0.01666857118598604,0.029419205734635866,55.44444444444444,0.29464020521128664,30,cv,15.0,False
logistic,6,4115.866666666667,0.08539529764513633,0.02968686753146596,0.0226638210921227,0.03720461313286919,71.92222222222222,0.3076738004117923,30,cv,15.0,False
logistic,7,4115.055555555556,0.15192938738995515,0.054605038194935625,0.044975887342077484,0.0646795742799779,131.03333333333333,0.3331236220087276,30,cv,15.0,False
logistic,8,4114.077777777778,0.26020430193253746,0.10972086521908617,0.0961521080890968,0.12388747017017195,248.98888888888888,0.38059292544026235,30,cv,15.0,False
logistic,9,4115.0,0.4248647544358872,0.15830454496816965,0.1423699691552448,0.17474690812492935,366.6666666666667,0.42485756716619416,30,cv,15.0,False
logistic,10,4116.0,0.6947682182449005,0.25401750918714333,0.2349267062493127,0.2735700493299452,629.2111111111111,0.49629089731130543,30,cv,15.0,False
logistic_cr,1,4115.0,0.009649590265918457,0.004605847706590428,0.0016591692698742998,0.008184888905483008,8.466666666666667,0.29525853921965706,30,cv,15.0,True
logistic_cr,2,4115.0,0.016294487725535357,0.004467825460466609,0.001946469070906812,0.007478032745808242,11.311111111111112,0.2731173214526799,30,cv,15.0,True
logistic_cr,3,4115.5888888888885,0.023754877493823365,0.007740841976563256,0.004290611121318098,0.011679641037849874,19.333333333333332,0.2888474800516361,30,cv,15.0,False
logistic_cr,4,4114.4111111111115,0.03359558723935972,0.014369290078792759,0.00933339253094882,0.019954121921314016,33.15555555555556,0.28708572000142557,30,cv,15.0,False
logistic_cr,5,4115.0,0.04787505535968854,0.023273343916328272,0.01701779551573119,0.0301397283199433,54.6,0.29068988794383693,30,cv,15.0,False
logistic_cr,6,4115.722222222223,0.06870904563431142,0.03268215478686661,0.02538907552211983,0.040356708707057945,80.9,0.30748745802010363,30,cv,15.0,False
logistic_cr,7,4115.122222222222,0.09839266997084374,0.05067114525712121,0.04140406140479941,0.060458953245208065,121.18888888888888,0.32590088559943287,30,cv,15.0,False
logistic_cr,8,4114.155555555555,0.13872853664347273,0.10812327222244492,0.09448547229696111,0.12213681070460078,245.94444444444446,0.3795729656720814,30,cv,15.0,False
logistic_cr,9,4115.0,0.1969353479915716,0.15499249346730973,0.1392970715190418,0.17083921907132488,362.8333333333333,0.4291103010665586,30,cv,15.0,False
logistic_cr,10,4116.0,0.3224867386369438,0.25350053631326347,0.23489783688197355,0.2725099035941364,639.2666666666667,0.5024079473059064,30,cv,15.0,False
nfg,1,3793.1666666666665,0.007569607738315069,0.007198806326848425,0.0035978249240382794,0.0114297624620929,14.833333333333334,0.28758885191443856,30,cv,15.0,True
nfg,2,3761.1555555555556,0.00820206099225899,0.005964465849036283,0.002698352920976865,0.00985907564791835,12.077777777777778,0.2824347251835278,30,cv,15.0,True
nfg,3,4761.866666666667,0.00872386857564061,0.004874425894693499,0.002339613673752406,0.007911497698705576,13.21111111111111,0.28162720924185103,30,cv,15.0,True
nfg,4,4143.811111111111,0.010540667082870823,0.012820905856888647,0.008199261916541467,0.01804383380202691,30.377777777777776,0.2786805725823921,30,cv,15.0,False
nfg,5,4115.0,0.016912776963413114,0.01883902946537949,0.012913041894530254,0.02531944868340304,41.44444444444444,0.28381530984204134,30,cv,15.0,False
nfg,6,4115.777777777777,0.029546173598024868,0.029697437611860247,0.022892600081459956,0.037081464714915156,74.04444444444445,0.30046969922995914,30,cv,15.0,False
nfg,7,4115.011111111111,0.053371019945959414,0.05353042905650118,0.04380004231196045,0.06363222580768085,122.62222222222222,0.32525104809549266,30,cv,15.0,False
nfg,8,4114.211111111111,0.09147644404552363,0.09725555374957631,0.08417345535251161,0.11076327416923146,214.56666666666666,0.36302902055821146,30,cv,15.0,False
nfg,9,4115.0,0.1477858152310118,0.16647859772986282,0.15000154187436485,0.18327205086211024,377.56666666666666,0.4247333603348184,30,cv,15.0,False
nfg,10,4116.0,0.2315045743806617,0.24963638635383936,0.2319437681634906,0.2676489755436347,676.2555555555556,0.5514928193499622,30,cv,15.0,False
rsf_cr,1,4115.0,0.0008926063362848166,0.00577402506483264,0.0026830816631223807,0.00936537179238246,12.633333333333333,0.2917375455650061,30,cv,15.0,True
rsf_cr,2,4115.0,0.0030642232162184442,0.006504491031509992,0.0032859455106443634,0.010283213721235786,14.955555555555556,0.2892021061158364,30,cv,15.0,True
rsf_cr,3,4115.733333333334,0.006432339122746015,0.008317147607668066,0.0044530714281896385,0.012782022043527876,17.766666666666666,0.28584615280662595,30,cv,15.0,False
rsf_cr,4,4114.266666666666,0.011853152077015398,0.01163751999778622,0.007153510808942014,0.016564961901292696,27.31111111111111,0.2866744284450472,30,cv,15.0,False
rsf_cr,5,4115.0,0.02091516815748201,0.021707417871933476,0.01564699088064416,0.028291561076034248,51.3,0.28736330498177404,30,cv,15.0,False
rsf_cr,6,4115.8,0.03624798918051459,0.03360436728333273,0.026039153984080837,0.04174436054105431,79.62222222222222,0.29530101407764014,30,cv,15.0,False
rsf_cr,7,4114.933333333333,0.060869055026159115,0.05690666198156889,0.046840609870598716,0.06761030686929977,129.3111111111111,0.3141404073576472,30,cv,15.0,False
rsf_cr,8,4114.266666666666,0.09823053580901861,0.09491661713669483,0.08196802786235255,0.10828280246899627,210.04444444444445,0.3658867424874143,30,cv,15.0,False
rsf_cr,9,4115.0,0.15419186943020025,0.16119640090458684,0.14521473631953052,0.1776261080333056,379.6666666666667,0.4256217091940057,30,cv,15.0,False
rsf_cr,10,4116.0,0.2531755526001359,0.24541429567885523,0.2279780437419818,0.26327942151063055,654.3888888888889,0.5376957132059172,30,cv,15.0,False
rsf_naive,1,4115.0,0.0008597426949094637,0.005588557019468134,0.00259573421737461,0.009139379364024468,12.333333333333334,0.29069798838936145,30,cv,15.0,True
rsf_naive,2,4115.0,0.0029886914778280613,0.006982225817671035,0.0035990368620972017,0.010905953070197837,16.033333333333335,0.2903118671526934,30,cv,15.0,False
rsf_naive,3,4115.677777777778,0.006344815985258845,0.007810596173075884,0.004076815963651308,0.01215501881475013,16.744444444444444,0.28653581311403614,30,cv,15.0,False
rsf_naive,4,4114.322222222222,0.01185467117562222,0.011570445180899027,0.007217554103927204,0.01650965989562501,27.488888888888887,0.2876833684044164,30,cv,15.0,False
rsf_naive,5,4115.0,0.021316928231923642,0.02179535396755248,0.01567042082830106,0.028489708776425687,50.4,0.286688267854732,30,cv,15.0,False
rsf_naive,6,4115.877777777778,0.03817245192176604,0.03218288332768539,0.02488052821544741,0.04014860102705791,77.5,0.2982812177118721,30,cv,15.0,False
rsf_naive,7,4114.944444444444,0.06775750358055974,0.05689271739953817,0.04667775206201668,0.0674497179788105,129.03333333333333,0.3111801195180757,30,cv,15.0,False
rsf_naive,8,4114.177777777778,0.11827411025453011,0.09382410733737867,0.08080853493302691,0.10709291312433307,207.55555555555554,0.36365843803956616,30,cv,15.0,False
rsf_naive,9,4115.0,0.20460159576980738,0.1640465670908697,0.147820329464356,0.18066522267248789,378.43333333333334,0.42338058593222627,30,cv,15.0,False
rsf_naive,10,4116.0,0.3721563769227081,0.24726934737834066,0.2297431908306274,0.26562984591912026,661.4777777777778,0.541051182377713,30,cv,15.0,False
