model,pred_bin,pred,obs,n_imp,split,horizon_y
cox_naive,0,0.0009222875261229352,7.085098729190756e-08,30,temporal,10.0
cox_naive,1,0.0010938525152302883,1.4397903137878625e-07,30,temporal,10.0
cox_naive,2,0.00124684071942345,2.483602588032596e-07,30,temporal,10.0
cox_naive,3,0.0014182348201611317,4.292324449021538e-07,30,temporal,10.0
cox_naive,4,0.001566907823812347,6.527134612022145e-07,30,temporal,10.0
cox_naive,5,0.0017152440807631504,9.609038296683655e-07,30,temporal,10.0
cox_naive,6,0.0018524160006826206,1.328074043645729e-06,30,temporal,10.0
cox_naive,7,0.001991441330341175,1.8862740427579479e-06,29,temporal,10.0
cox_naive,8,0.002128056571165111,2.3305478961677117e-06,29,temporal,10.0
cox_naive,9,0.002266672837868867,3.162287587750908e-06,30,temporal,10.0
cox_naive,10,0.0024067490136090368,4.0720475074492356e-06,30,temporal,10.0
cox_naive,11,0.002559764704670794,5.310852846907021e-06,30,temporal,10.0
cox_naive,12,0.0027086280202883914,7.042509350415245e-06,29,temporal,10.0
cox_naive,13,0.0028590520104409133,8.330788022503643e-06,29,temporal,10.0
cox_naive,14,0.0030174856552147465,1.0849849829771181e-05,30,temporal,10.0
cox_naive,15,0.003179858945437581,1.3550968353082115e-05,30,temporal,10.0
cox_naive,16,0.0033614777635059562,1.719258218251992e-05,30,temporal,10.0
cox_naive,17,0.003526872952352128,2.1142006655994195e-05,30,temporal,10.0
cox_naive,18,0.0037053566331047855,2.610101474976867e-05,30,temporal,10.0
cox_naive,19,0.0038917773064430497,3.218839318059515e-05,30,temporal,10.0
cox_naive,20,0.004099322917998109,4.0097232069532156e-05,30,temporal,10.0
cox_naive,21,0.0042997711197554625,4.9141807260884755e-05,30,temporal,10.0
cox_naive,22,0.004496058771431689,5.9409405059844085e-05,30,temporal,10.0
cox_naive,23,0.004730629047995292,7.345541407970021e-05,30,temporal,10.0
cox_naive,24,0.00495831209171861,8.92755914910337e-05,30,temporal,10.0
cox_naive,25,0.00518893303967046,0.0001076744486620614,30,temporal,10.0
cox_naive,26,0.005434479049787614,0.00013066074075461417,30,temporal,10.0
cox_naive,27,0.00572455296002882,0.00016118910191183314,30,temporal,10.0
cox_naive,28,0.005990653876222159,0.00019393301615245145,30,temporal,10.0
cox_naive,29,0.006265528875684437,0.00023218663190541038,30,temporal,10.0
cox_naive,30,0.006569645714737051,0.00028011063542425404,30,temporal,10.0
cox_naive,31,0.006875079214465816,0.00033549733807066345,30,temporal,10.0
cox_naive,32,0.007214421434625227,0.00040443191218678305,30,temporal,10.0
cox_naive,33,0.007574160690419008,0.0004878926802671916,30,temporal,10.0
cox_naive,34,0.007947910072021292,0.000585990481203232,30,temporal,10.0
cox_naive,35,0.008301226797952912,0.0006903148373225957,30,temporal,10.0
cox_naive,36,0.008659311370870596,0.0008077475422452889,30,temporal,10.0
cox_naive,37,0.009075822454170168,0.000959463623312673,30,temporal,10.0
cox_naive,38,0.009575463965949833,0.0011617561645301626,30,temporal,10.0
cox_naive,39,0.010041280560760606,0.0013743337521736954,30,temporal,10.0
cox_naive,40,0.010543548802813602,0.001627177960813897,30,temporal,10.0
cox_naive,41,0.01111651390889238,0.0019481903992882596,30,temporal,10.0
cox_naive,42,0.011684384172639633,0.0022990871121621238,30,temporal,10.0
cox_naive,43,0.012300814101408302,0.002716164175338731,30,temporal,10.0
cox_naive,44,0.012915083772276372,0.003170082114865506,30,temporal,10.0
cox_naive,45,0.013528271758189834,0.003658494247059141,30,temporal,10.0
cox_naive,46,0.014170831568345846,0.004209253838475942,30,temporal,10.0
cox_naive,47,0.014847041559850066,0.004826747493558022,30,temporal,10.0
cox_naive,48,0.015607205314445833,0.0055635257349367475,30,temporal,10.0
cox_naive,49,0.016406211071867863,0.00638392313996294,30,temporal,10.0
cox_naive,50,0.01721784378425536,0.007261493686744132,30,temporal,10.0
cox_naive,51,0.018107611494710532,0.008265507736381895,30,temporal,10.0
cox_naive,52,0.01909871370561548,0.00943112325067048,30,temporal,10.0
cox_naive,53,0.020011221366731658,0.010541450171509547,30,temporal,10.0
cox_naive,54,0.0208984279031262,0.011649748182882835,30,temporal,10.0
cox_naive,55,0.02191459101322145,0.012947647990766913,30,temporal,10.0
cox_naive,56,0.023043872072079294,0.014417831914934665,30,temporal,10.0
cox_naive,57,0.024142412623132593,0.01586992665093355,30,temporal,10.0
cox_naive,58,0.025456139101901407,0.01762382027211816,30,temporal,10.0
cox_naive,59,0.02683707249033468,0.01947849751542685,30,temporal,10.0
cox_naive,60,0.02815111594319416,0.02124595486110085,30,temporal,10.0
cox_naive,61,0.029543654416037467,0.023110432092970368,30,temporal,10.0
cox_naive,62,0.031151198008983066,0.025249403540783588,30,temporal,10.0
cox_naive,63,0.03292759725637774,0.027584280174239688,30,temporal,10.0
cox_naive,64,0.034753710358626934,0.02994052976486629,30,temporal,10.0
cox_naive,65,0.03647541574017251,0.032117282594199,30,temporal,10.0
cox_naive,66,0.03837708624085792,0.03446257684281357,30,temporal,10.0
cox_naive,67,0.04041380270607813,0.036905254947626295,30,temporal,10.0
cox_naive,68,0.04249985466083493,0.039331143700070695,30,temporal,10.0
cox_naive,69,0.04466962133282547,0.04176695804339149,30,temporal,10.0
