file,source_url,bytes_repo,bytes_fresh,sha256_repo,sha256_fresh,identical,http_status,retrieved_utc
ALB_CR_2011-2012.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/ALB_CR_G.XPT,377040,377040,46c5733d0bdb1d4bbe841614a3e6ef6b9dab8501f455af4f841cc43a312e579d,46c5733d0bdb1d4bbe841614a3e6ef6b9dab8501f455af4f841cc43a312e579d,true,200,2026-09-04T06:33:42Z
BPQ_2011-2012.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BPQ_G.XPT,743920,743920,39c5a0ee1d76e6f3df867c0057986a21f4a028038002c43214c5af8bdec83cae,39c5a0ee1d76e6f3df867c0057986a21f4a028038002c43214c5af8bdec83cae,true,200,2026-09-04T06:33:42Z
RXQ_RX_2011-2012.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/RXQ_RX_G.XPT,2994400,2994400,4dd72348270f4f818ffcf6a0b0d49e5c471e2a9673a03562bb06c0e4dad93bc6,4dd72348270f4f818ffcf6a0b0d49e5c471e2a9673a03562bb06c0e4dad93bc6,true,200,2026-09-04T06:33:43Z
DEMO_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/DEMO_H.XPT,3833200,3833200,f8f0cbb3085a323d4cde22349b164878fea1e64dbc404e65b5815c7816b547d7,f8f0cbb3085a323d4cde22349b164878fea1e64dbc404e65b5815c7816b547d7,true,200,2026-09-04T06:33:44Z
BPX_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BPX_H.XPT,1809600,1809600,b6641efc30ac9b9de328dfbf4110d0d120439aadca2c2bc89f2e77310d1a0c8e,b6641efc30ac9b9de328dfbf4110d0d120439aadca2c2bc89f2e77310d1a0c8e,true,200,2026-09-04T06:33:45Z
BMX_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BMX_H.XPT,2045520,2045520,fd5e9fc6e6aab0a4aee6e699f51497bbc9b62101f7f43aee924c473e38fd9442,fd5e9fc6e6aab0a4aee6e699f51497bbc9b62101f7f43aee924c473e38fd9442,true,200,2026-09-04T06:33:47Z
TCHOL_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/TCHOL_H.XPT,200240,200240,0867a9d340dc84eec8dc1f08672e7ffd0a364b57a92533973c460acb4f52d643,0867a9d340dc84eec8dc1f08672e7ffd0a364b57a92533973c460acb4f52d643,true,200,2026-09-04T06:33:47Z
HDL_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/HDL_H.XPT,200240,200240,d5aef1b9e9869d8124f7b2f81da38328827d06ea80d2f630f815a0ecd0c58a66,d5aef1b9e9869d8124f7b2f81da38328827d06ea80d2f630f815a0ecd0c58a66,true,200,2026-09-04T06:33:48Z
GHB_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/GHB_H.XPT,112720,112720,0695894ad55ac96f315a8415401977b0856c402d16762115b534bcd5dfeae89e,0695894ad55ac96f315a8415401977b0856c402d16762115b534bcd5dfeae89e,true,200,2026-09-04T06:33:49Z
DIQ_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/DIQ_H.XPT,4228960,4228960,c74c7ccef65e6997dfac1db1e73bc3f63dec67c70b2e322ffc14f14ce27429a9,c74c7ccef65e6997dfac1db1e73bc3f63dec67c70b2e322ffc14f14ce27429a9,true,200,2026-09-04T06:33:49Z
SMQ_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/SMQ_H.XPT,2170000,2170000,86d74bb8842ce6d60350944417cbd3e9ee39dd5a9fa1bda33426f276b673861f,86d74bb8842ce6d60350944417cbd3e9ee39dd5a9fa1bda33426f276b673861f,true,200,2026-09-04T06:33:50Z
BIOPRO_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BIOPRO_H.XPT,2127760,2127760,b114fde7fc46933e6b4e3f620b8e7b61ea5b46f82121c0dc05a7b8c1fbdd0548,b114fde7fc46933e6b4e3f620b8e7b61ea5b46f82121c0dc05a7b8c1fbdd0548,true,200,2026-09-04T06:33:51Z
ALB_CR_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/ALB_CR_H.XPT,399600,399600,65adbd6c87541464e69fa2da54fb2c5e9e0c198fa322943a21ccbcacd8c40670,65adbd6c87541464e69fa2da54fb2c5e9e0c198fa322943a21ccbcacd8c40670,true,200,2026-09-04T06:33:52Z
BPQ_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BPQ_H.XPT,726720,726720,aa6ddeab80c73b074ccfd04ad010da404ecb91c048476a194594ce9552d03d49,aa6ddeab80c73b074ccfd04ad010da404ecb91c048476a194594ce9552d03d49,true,200,2026-09-04T06:33:53Z
RXQ_RX_2013-2014.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQ_RX_H.XPT,9897680,9897680,ca9801043c20b2074e20baf73130e1ce25c4115f2270649997f6c2ef936b23b6,ca9801043c20b2074e20baf73130e1ce25c4115f2270649997f6c2ef936b23b6,true,200,2026-09-04T06:33:53Z
DEMO_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DEMO_I.XPT,3756480,3756480,c9297c6c37ae8f78f29be9568fa2a03cf3b112616a39afee04030fc775a66a0d,c9297c6c37ae8f78f29be9568fa2a03cf3b112616a39afee04030fc775a66a0d,true,200,2026-09-04T06:33:54Z
BPX_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BPX_I.XPT,1607120,1607120,45d5c9fa101ccc6da82241bd45c99611595e699665eed2cfed232e9070b52cc1,45d5c9fa101ccc6da82241bd45c99611595e699665eed2cfed232e9070b52cc1,true,200,2026-09-04T06:33:55Z
BMX_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BMX_I.XPT,1989600,1989600,d31da84e14212b4e58e8340598a5b8e2144fac83333563e966eb1b332e4141d6,d31da84e14212b4e58e8340598a5b8e2144fac83333563e966eb1b332e4141d6,true,200,2026-09-04T06:33:56Z
TCHOL_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/TCHOL_I.XPT,193760,193760,e7f51cf7c002db01d023278922d89d72318c679967e72ff259ba532b2d72e54d,e7f51cf7c002db01d023278922d89d72318c679967e72ff259ba532b2d72e54d,true,200,2026-09-04T06:33:57Z
HDL_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/HDL_I.XPT,193760,193760,c967ff1ba25e2f8c7611e078c68ede2e1287823c10f109e3a0b8590532e56747,c967ff1ba25e2f8c7611e078c68ede2e1287823c10f109e3a0b8590532e56747,true,200,2026-09-04T06:33:57Z
GHB_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/GHB_I.XPT,108960,108960,e4bc626cd12f6057c7806aef4f85874c9bf1407a7480d6621a4af142260addd2,e4bc626cd12f6057c7806aef4f85874c9bf1407a7480d6621a4af142260addd2,true,200,2026-09-04T06:33:58Z
DIQ_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DIQ_I.XPT,4144720,4144720,e87587479b29f175b63eee5dd40d582837e3e3fe2665503012085eefdb978e0d,e87587479b29f175b63eee5dd40d582837e3e3fe2665503012085eefdb978e0d,true,200,2026-09-04T06:33:59Z
SMQ_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SMQ_I.XPT,2681040,2681040,529ce1c407e99dce937ca75d14c8c630e0c9c30a4a9a851760cd2884bbb28fe0,529ce1c407e99dce937ca75d14c8c630e0c9c30a4a9a851760cd2884bbb28fe0,true,200,2026-09-04T06:34:00Z
BIOPRO_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BIOPRO_I.XPT,2056320,2056320,1c6dd63f97db81f50891a0327c2b0f90d889c991518fea5ac2113cbf8e1a94ac,1c6dd63f97db81f50891a0327c2b0f90d889c991518fea5ac2113cbf8e1a94ac,true,200,2026-09-04T06:34:01Z
ALB_CR_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/ALB_CR_I.XPT,552800,552800,af61c16db8d9e96549bf0fb446049ff0631ae1ccf7e2dcd017d28edba84dbe3d,af61c16db8d9e96549bf0fb446049ff0631ae1ccf7e2dcd017d28edba84dbe3d,true,200,2026-09-04T06:34:02Z
BPQ_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BPQ_I.XPT,559120,559120,7f7e51cd0497eb648f64eaafaf7ed07825d617c32b2cd6853ed249fce1143a38,7f7e51cd0497eb648f64eaafaf7ed07825d617c32b2cd6853ed249fce1143a38,true,200,2026-09-04T06:34:03Z
RXQ_RX_2015-2016.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/RXQ_RX_I.XPT,9629600,9629600,a148b3c38e6823f3750b5835385a85ac1d65aeeefd8d8b351ba8ad9c9f6095aa,a148b3c38e6823f3750b5835385a85ac1d65aeeefd8d8b351ba8ad9c9f6095aa,true,200,2026-09-04T06:34:04Z
DEMO_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DEMO_J.XPT,3412720,3412720,c0b46e0345ea19404928656277c8b0d10b0cca348a9b2fe4fc3c67e8b7ee73ec,c0b46e0345ea19404928656277c8b0d10b0cca348a9b2fe4fc3c67e8b7ee73ec,true,200,2026-09-04T06:34:04Z
BPX_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BPX_J.XPT,1466000,1466000,f98f1d9a4c18173e715c749b4294f6f1525140d5ad5751316bb17cc038fb3423,f98f1d9a4c18173e715c749b4294f6f1525140d5ad5751316bb17cc038fb3423,true,200,2026-09-04T06:34:05Z
BPXO_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BPXO_J.XPT,694400,694400,9a7f4b6d0e327282b0032c94ab85936c9b1027e5e4d410bcda6af23f188665c4,9a7f4b6d0e327282b0032c94ab85936c9b1027e5e4d410bcda6af23f188665c4,true,200,2026-09-04T06:34:06Z
BMX_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.XPT,1466000,1466000,8d675e42d8826ac98714b2c3dd4c5138a5e353fb4424f7eff5e6db4a01ce838a,8d675e42d8826ac98714b2c3dd4c5138a5e353fb4424f7eff5e6db4a01ce838a,true,200,2026-09-04T06:34:07Z
TCHOL_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/TCHOL_J.XPT,179680,179680,0291a6a4f6d82dac8392c8c992b519946824dfeda01647935520cf506ed9f4ab,0291a6a4f6d82dac8392c8c992b519946824dfeda01647935520cf506ed9f4ab,true,200,2026-09-04T06:34:08Z
HDL_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HDL_J.XPT,179680,179680,9f4eb41b89f0c9f3d6262f873e671eeb2f2eb40581a8426b2a3c8fd4fc19439e,9f4eb41b89f0c9f3d6262f873e671eeb2f2eb40581a8426b2a3c8fd4fc19439e,true,200,2026-09-04T06:34:09Z
GHB_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/GHB_J.XPT,103520,103520,35f07094573a0061a03ed609a5a363b34eb1b1c7065d1623b43d72e132a8a654,35f07094573a0061a03ed609a5a363b34eb1b1c7065d1623b43d72e132a8a654,true,200,2026-09-04T06:34:09Z
DIQ_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DIQ_J.XPT,3851840,3851840,1ecbf5360dfc331d1efbf32198553dc30e9a1f4cff0a907ed30ca72bac797f89,1ecbf5360dfc331d1efbf32198553dc30e9a1f4cff0a907ed30ca72bac797f89,true,200,2026-09-04T06:34:10Z
SMQ_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/SMQ_J.XPT,2305600,2305600,73c3708e540cbf520a566508aa629c3e4ba53cad77dae9388ca36384646455f4,73c3708e540cbf520a566508aa629c3e4ba53cad77dae9388ca36384646455f4,true,200,2026-09-04T06:34:11Z
BIOPRO_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BIOPRO_J.XPT,2106080,2106080,5bcd5722c1892883b96a9d7fed0befadabacae313f800fadc0133cd5dd00c4c6,5bcd5722c1892883b96a9d7fed0befadabacae313f800fadc0133cd5dd00c4c6,true,200,2026-09-04T06:34:12Z
ALB_CR_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/ALB_CR_J.XPT,509760,509760,0017a7b8d87d29009923e22300b4ec393b06c9bbf6147eb6b2d777aca605bcbf,0017a7b8d87d29009923e22300b4ec393b06c9bbf6147eb6b2d777aca605bcbf,true,200,2026-09-04T06:34:12Z
BPQ_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BPQ_J.XPT,544560,544560,63cfe1c331a1e7d3534328ac86312a21ffee3e01aa189bc1f74d06855239e5aa,63cfe1c331a1e7d3534328ac86312a21ffee3e01aa189bc1f74d06855239e5aa,true,200,2026-09-04T06:34:13Z
RXQ_RX_2017-2018.XPT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/RXQ_RX_J.XPT,9627680,9627680,6196e6753f9bf23b47456f4fcc2d32de05f89388b512594d02b0735949165545,6196e6753f9bf23b47456f4fcc2d32de05f89388b512594d02b0735949165545,true,200,2026-09-04T06:34:14Z
NHANES_1999_2000_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_1999_2000_MORT_2019_PUBLIC.dat,487666,487666,562bd367107add0b2b40fed36a062d8b194fca31e11aab897a0efad4bebc8b26,562bd367107add0b2b40fed36a062d8b194fca31e11aab897a0efad4bebc8b26,true,200,2026-09-04T06:34:21Z
NHANES_2001_2002_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2001_2002_MORT_2019_PUBLIC.dat,540362,540362,2788c8c8a02995ea5686882b5fe65b4b9cd415016031525f8a3c1a3646c47f1b,2788c8c8a02995ea5686882b5fe65b4b9cd415016031525f8a3c1a3646c47f1b,true,200,2026-09-04T06:34:28Z
NHANES_2003_2004_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2003_2004_MORT_2019_PUBLIC.dat,495722,495722,639f6b3292a55b112fbfc842954af3d8d32bcce287cd8ae49319e5aca1c033c0,639f6b3292a55b112fbfc842954af3d8d32bcce287cd8ae49319e5aca1c033c0,true,200,2026-09-04T06:34:37Z
NHANES_2005_2006_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2005_2006_MORT_2019_PUBLIC.dat,506774,506774,69388ea13a4f395f29d9d21bc51941b9759003490d4b00f6ff12a1bc5f8dba5c,69388ea13a4f395f29d9d21bc51941b9759003490d4b00f6ff12a1bc5f8dba5c,true,200,2026-09-04T06:34:45Z
NHANES_2007_2008_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2007_2008_MORT_2019_PUBLIC.dat,498376,498376,75f89bd545a13ba726a7eb56de4d62f6dfc8f0f76d505dc18ced9752d5e2c77d,75f89bd545a13ba726a7eb56de4d62f6dfc8f0f76d505dc18ced9752d5e2c77d,true,200,2026-09-04T06:34:53Z
NHANES_2009_2010_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2009_2010_MORT_2019_PUBLIC.dat,517751,517751,eabf074331e20d3f3cbb8ddf21e3a43e517f5694187c12b755741f4472894786,eabf074331e20d3f3cbb8ddf21e3a43e517f5694187c12b755741f4472894786,true,200,2026-09-04T06:35:00Z
NHANES_2011_2012_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2011_2012_MORT_2019_PUBLIC.dat,475574,475574,ff98b6c87172643426b1c6d20f76495592bebd618ea18f742d98a44b84456b30,ff98b6c87172643426b1c6d20f76495592bebd618ea18f742d98a44b84456b30,true,200,2026-09-04T06:35:07Z
NHANES_2013_2014_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2013_2014_MORT_2019_PUBLIC.dat,494268,494268,588acea1d4cdf47a14cc9a35bd56e372739b8788d63ca0af98bf954c70c29905,588acea1d4cdf47a14cc9a35bd56e372739b8788d63ca0af98bf954c70c29905,true,200,2026-09-04T06:35:15Z
NHANES_2015_2016_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2015_2016_MORT_2019_PUBLIC.dat,484288,484288,f392baaf9c20a4c75bc9936775ba956e64528fa5ada5102b08f86f64e41e84a0,f392baaf9c20a4c75bc9936775ba956e64528fa5ada5102b08f86f64e41e84a0,true,200,2026-09-04T06:35:21Z
NHANES_2017_2018_MORT_2019_PUBLIC.dat,https://ftp.cdc.gov/pub/Health_Statistics/NCHS/datalinkage/linked_mortality/NHANES_2017_2018_MORT_2019_PUBLIC.dat,449623,449623,42989d4fe35754d696b770f26553b0a309c110a9e26ab0ee504be3eae5987523,42989d4fe35754d696b770f26553b0a309c110a9e26ab0ee504be3eae5987523,true,200,2026-09-04T06:35:28Z
